load_kg,feedforward,sq,abd_fd_nominal_x,abd_fd_composed_x,abd_command_x,abd_candidate_x,abd_residual_x,abd_bias_slope_deg_per_phase,abd_bias_rate_rad_s,tho_fd_nominal_x,tho_fd_composed_x,tho_command_x,tho_candidate_x,tho_residual_x,tho_bias_slope_deg_per_phase,tho_bias_rate_rad_s
0,0,0.4230,0.031727,-0.030233,0.031727,-0.030233,0.061959,-11.8333,-0.061959,0.047543,0.012811,0.047542,0.012811,0.034731,-6.6333,-0.034732
0,0,0.4260,0.031727,-0.030231,0.031727,-0.030232,0.061958,-11.8333,-0.061959,0.047542,0.012810,0.047542,0.012810,0.034732,-6.6333,-0.034732
0,0,0.4290,0.031458,-0.030502,0.031727,-0.030502,0.062228,-11.8333,-0.061959,0.047139,0.012406,0.047542,0.012407,0.035136,-6.6333,-0.034732
0,0,0.4320,0.031054,-0.030905,0.030919,-0.030905,0.061825,-11.8333,-0.061959,0.046534,0.011803,0.046333,0.011802,0.034530,-6.6333,-0.034732
0,0,0.4350,0.030920,-0.031039,0.030919,-0.031039,0.061959,-11.8333,-0.061959,0.046332,0.011601,0.046333,0.011600,0.034732,-6.6333,-0.034732
0,0,0.4380,0.030790,-0.031170,0.030919,-0.031170,0.062089,-11.8333,-0.061959,0.046138,0.011405,0.046333,0.011406,0.034927,-6.6333,-0.034732
0,0,0.4410,0.030400,-0.031559,0.030141,-0.031559,0.061700,-11.8333,-0.061959,0.045555,0.010823,0.045166,0.010823,0.034343,-6.6333,-0.034732
0,0,0.4440,0.030140,-0.031819,0.030141,-0.031819,0.061959,-11.8333,-0.061959,0.045166,0.010435,0.045166,0.010434,0.034732,-6.6333,-0.034732
0,0,0.4470,0.030141,-0.031819,0.030141,-0.031819,0.061959,-11.8333,-0.061959,0.045166,0.010434,0.045166,0.010434,0.034733,-6.6333,-0.034732
0,0,0.4500,0.029767,-0.032192,0.030141,-0.032192,0.062333,-11.8333,-0.061959,0.044601,0.009869,0.045166,0.009869,0.035297,-6.6333,-0.034732
0,0,0.4530,0.029393,-0.032566,0.029393,-0.032566,0.061959,-11.8333,-0.061959,0.044034,0.009302,0.044034,0.009302,0.034732,-6.6333,-0.034732
0,0,0.4560,0.029393,-0.032566,0.029393,-0.032566,0.061959,-11.8333,-0.061959,0.044034,0.009302,0.044034,0.009302,0.034732,-6.6333,-0.034732
0,0,0.4590,0.029152,-0.032807,0.029393,-0.032808,0.062201,-11.8333,-0.061959,0.043672,0.008940,0.044034,0.008940,0.035094,-6.6333,-0.034732
0,0,0.4620,0.028789,-0.033171,0.028668,-0.033171,0.061838,-11.8333,-0.061959,0.043129,0.008397,0.042949,0.008397,0.034552,-6.6333,-0.034732
0,0,0.4650,0.028667,-0.033293,0.028668,-0.033292,0.061960,-11.8333,-0.061959,0.042949,0.008218,0.042949,0.008217,0.034731,-6.6333,-0.034732
0,0,0.4680,0.028551,-0.033408,0.028668,-0.033409,0.062075,-11.8333,-0.061959,0.042775,0.008043,0.042949,0.008043,0.034906,-6.6333,-0.034732
0,0,0.4710,0.028199,-0.033759,0.027965,-0.033760,0.061725,-11.8333,-0.061959,0.042254,0.007522,0.041907,0.007522,0.034385,-6.6333,-0.034732
