load_kg,plant,converged,iterations,evaluations,rejected_steps,initial_residual_norm,final_residual_norm,classification,ankle_bias_deg,knee_bias_deg,hip_bias_deg,abdomen_bias_deg,thorax_bias_deg,com_accel_ap_mps2,com_accel_ml_mps2,com_vel_ap_mps,com_vel_ml_mps,trunk_velocity_rad_s,trunk_accel_rad_s2,pelvis_velocity_mps,joint_velocity_rad_s,posture_error_rad,min_capture_margin_m,max_trunk_pitch_rad,min_pelvis_height_m,max_drive_saturation,max_limit_proximity,max_saddle_separation_m
25,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,True,2,7,0,1.09122405163749,0.121671936926797,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,-2.4803234336192967,1.4713402059220417,-0.59253691162901256,3.4844582984040122,3.3627079618807754,0.0679877847,0.0278010946,0.0231558848,0.003667646,0.04679741,0.6083718,0.02044671,0.0639411956,0.03698969,0.1141636,0.1129064,0.9764306,0.8467631,0.03572269,0.011474
35,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,True,1,1,0,0.194256551307978,0.194256551307978,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,-2.4803234336192967,1.4713402059220417,-0.59253691162901256,3.4844582984040122,3.3627079618807754,0.0230740011,0.155878708,0.0197461266,0.0296353586,0.0648843944,0.7946824,0.05273919,0.07245106,0.0541168,0.08497142,0.1460819,0.9754813,0.678353,0.03293268,0.01860128
45,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,False,3,25,7,0.473628460628898,0.368429243389157,ACTUATOR_CAPACITY_BOUND,-2.3554063902658076,1.2324995325075752,-0.6955300454566139,3.4515060389017633,3.2712962965592314,0.1481178,0.920283854,0.0234225225,0.182922661,0.3007363,3.74872971,0.109200649,0.2856554,0.1554111,0.06296322,0.1713827,0.9744649,2.915439,0.06923719,0.02037888
55,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,False,5,40,10,0.521605563604612,0.337984344468731,ACTUATOR_CAPACITY_BOUND,-1.8278178991339959,1.1134911372516603,-1.6945199406473976,3.8912919060419875,3.7232260515072859,0.06159718,0.5613442,0.0168817155,0.08875671,0.2652683,2.3587122,0.0904347152,0.244292289,0.1129334,0.07966223,0.2153817,0.972343,3.03756,0.09602146,0.02038872
60,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,False,3,26,8,1.03078962902918,0.482549905128141,ACTUATOR_CAPACITY_BOUND,-1.83160361183299,1.0967658117723302,-1.4321473314158244,3.9612352208013721,4.1013523657098983,0.2248478,0.3728036,0.0191002674,0.102694996,0.42420736,7.106964,0.110674292,0.6770216,0.1896734,0.06272367,0.4565195,0.9695831,4.379716,0.3887868,0.03380843
70,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,False,1,11,5,0.804447236935221,0.804447236935221,SADDLE_CONTACT_INFEASIBLE,-1.83160361183299,1.0967658117723302,-1.4321473314158244,3.9612352208013721,4.1013523657098983,0.344452024,0.957155943,0.05121553,0.45338732,0.32772097,8.5096,0.436072379,0.561617732,0.2425711,0.05843709,0.6061904,0.9691387,4.862733,0.2032877,0.05158736
85,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,False,3,24,6,1.41962481374862,0.696310418173646,SADDLE_CONTACT_INFEASIBLE,-2.2096852610862814,0.4453954032616998,0.041679718291190659,4.4698791585193938,4.3793928073803885,0.167570516,0.257727236,0.07522652,0.0285187326,0.212961182,8.553558,0.163781732,0.205167487,0.1547707,0.008591339,0.2936431,0.9691621,6.713882,0.1601969,0.05163923
105,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,False,5,36,6,1.92589276083383,0.539438301367974,SADDLE_CONTACT_INFEASIBLE,-1.4616177184702832,-0.56759692653529625,1.9447146971396443,3.9225988477305491,5.4618298778065846,0.1120933,0.467895776,0.0288804378,0.263752818,0.217890427,3.78405142,0.258958846,0.45185405,0.2321015,0.06356665,0.4168885,0.9692242,7.599636,0.2343306,0.05180261
125,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,False,7,55,13,1.31736530436143,0.722442924288981,SADDLE_CONTACT_INFEASIBLE,-3.2093127047930134,-3.4930672885873122,5.6807609969718094,2.8535671648578562,3.1784969272591512,0.397750437,0.267962635,0.1506957,0.193467,0.3573874,5.04770041,0.295092463,0.263137,0.288232,-0.1158142,0.4256488,0.9706085,17.80398,0.4002324,0.05163164
140,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,True,8,43,0,0.983922947022056,0.246177959041491,ACTUATOR_CAPACITY_BOUND,1.1336564021462341,-7.7562428821061262,8.9681962639094284,4.1458358287850645,1.7093890671103034,0.125339136,0.01812636,0.0477565974,0.003760091,0.166051358,0.835432053,0.03290211,0.152285144,0.2429754,0.07953878,0.3146665,0.975171,1.018883,1,0.03345716
