load_kg,plant,primary_classification,trim_feasible,ankle_bias_deg,knee_bias_deg,hip_bias_deg,abdomen_bias_deg,thorax_bias_deg,min_capture_margin_m,max_trunk_pitch_rad,min_pelvis_height_m,max_drive_saturation,max_limit_proximity,max_saddle_separation_m,support_loss_samples,capture_violation_samples,nonfinite_samples,com_accel_ap_mps2,com_accel_ml_mps2,com_vel_ap_mps,com_vel_ml_mps,trunk_velocity_rad_s,pelvis_velocity_mps,posture_error_rad
25,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X8,ACTUATOR_CAPACITY_BOUND,False,-1.63139276137231,0.757610596313171,-0.473779542537223,3.43780773947716,3.41332570598041,0.11362043,0.0503233522,0.9779791,0.9879145,0.06233909,0.008276447,0,0,0,0.0472991653,0.06516946,0.02522996,0.007433558,0.0485481247,0.0202645026,0.0130919637
35,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X8,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,True,-1.63139276137231,0.757610596313171,-0.473779542537223,3.43780773947716,3.41332570598041,0.09454076,0.0664528161,0.977897942,0.70755434,0.0584074147,0.013710957,0,0,0,0.0212018732,0.207817584,0.008923041,0.0351937078,0.0591882579,0.0435944721,0.0180855934
45,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X8,ACTUATOR_CAPACITY_BOUND,False,-2.54277007331789,0.394006741017644,-0.453833770514983,4.01529341480647,4.10165138436292,0.06624931,0.06065518,0.9781386,6.75937748,0.07094618,0.0216214526,0,0,0,0.0439872481,0.8058127,0.0276825037,0.278317422,0.165183455,0.2533383,0.0605724119
55,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X8,ACTUATOR_CAPACITY_BOUND,False,-2.34838552587927,0.504895573539782,1.25898621454872,3.94265435549646,4.08911301821206,0.0310271531,0.02825386,0.977098465,4.1475234,0.745068431,0.0319011919,0,0,0,0.236685112,0.5862562,0.03206989,0.104911529,0.191555187,0.122018784,0.08124737
60,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X8,ACTUATOR_CAPACITY_BOUND,False,-2.34838552587927,0.504895573539782,1.25898621454872,3.94265435549646,4.08911301821206,0.0283284336,0.0249208752,0.9773154,8.34771252,0.226316452,0.0212917831,0,0,0,0.230482623,0.556210339,0.03060745,0.08591709,0.117880575,0.0819259956,0.06350673
70,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X8,ACTUATOR_CAPACITY_BOUND,False,-1.66628500875726,0.755467387083475,1.48992741974239,3.37253542029152,3.95483760450258,0.0772512555,0.07462315,0.972746968,16.98575,0.0615347847,0.0309494436,0,0,0,0.14704068,0.828056,0.0227810051,0.223084435,0.245550364,0.242273524,0.0767088458
85,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X8,SADDLE_CONTACT_INFEASIBLE,False,-2.1897278281858,0.963101475362693,2.37799419635994,3.39998598760311,3.86932547831032,-0.006160617,0.0997760147,0.9762398,4.41611862,0.05607727,0.0520300269,0,15,0,0.0740624443,0.176948875,0.0798535347,0.06991167,0.09226322,0.108532585,0.04429278
105,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X8,SADDLE_CONTACT_INFEASIBLE,False,-2.24930858011306,0.86024317477691,2.10515367478968,3.67045072482247,3.80729496084177,-0.028982833,0.138473481,0.9743027,5.80070734,0.0498147868,0.05144706,0,14,0,0.196882948,0.5118393,0.0772685856,0.101941518,0.250103027,0.142996922,0.0870637
125,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X8,SADDLE_CONTACT_INFEASIBLE,False,-1.83588437796604,0.496512125246722,2.7993645855196,3.19318460330731,4.27987428832484,-0.180882156,0.153511837,0.9746905,9.487803,0.06139725,0.0520401374,0,46,0,0.470035851,0.611513734,0.195288181,0.330399066,0.3121974,0.331685454,0.110365845
140,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X8,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,True,0.575021490520805,-0.458812053400885,2.17660755057205,3.14649268405566,4.16800351554455,0.0638604,0.105597459,0.974117935,0.6406012,0.06317313,0.0371336341,0,0,0,0.0921317041,0.0383568145,0.0198523737,0.007636658,0.1343549,0.0474080965,0.06923989
