load_kg,plant,converged,iterations,evaluations,rejected_steps,initial_residual_norm,final_residual_norm,classification,ankle_bias_deg,knee_bias_deg,hip_bias_deg,abdomen_bias_deg,thorax_bias_deg,com_accel_ap_mps2,com_accel_ml_mps2,com_vel_ap_mps,com_vel_ml_mps,trunk_velocity_rad_s,trunk_accel_rad_s2,pelvis_velocity_mps,joint_velocity_rad_s,posture_error_rad,min_capture_margin_m,max_trunk_pitch_rad,min_pelvis_height_m,max_drive_saturation,max_limit_proximity,max_saddle_separation_m
25,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X3,True,2,7,0,1.09912416173361,0.120726582165212,ACTUATOR_CAPACITY_BOUND,-2.0985497442303331,1.2456501857840476,-0.61729102975433114,3.4606590303995235,3.3655429928342717,0.06912051,0.0353218354,0.027423352,0.002960413,0.0454369038,0.381134033,0.0200711321,0.0563023761,0.02551034,0.1142168,0.08301583,0.9769506,0.9996135,0.04774621,0.01042113
35,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X3,True,1,1,0,0.194975864685364,0.194975864685364,SADDLE_CONTACT_INFEASIBLE,-2.0985497442303331,1.2456501857840476,-0.61729102975433114,3.4606590303995235,3.3655429928342717,0.05181134,0.327683,0.007868147,0.06420041,0.142672539,3.689282,0.0724516958,0.211374834,0.04836189,0.1024934,0.09433929,0.9760658,3.848943,0.05249678,0.05109359
45,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X3,False,6,46,10,0.617247787150831,0.25543898164084,ACTUATOR_CAPACITY_BOUND,-2.4961941402405254,1.3401364142612739,-0.95840834330950764,3.9069560810307618,3.7243875458392868,0.07526126,0.400876,0.0287615322,0.08073025,0.237746015,2.66034937,0.104992442,0.43556878,0.08959413,0.06594251,0.1442941,0.9750313,4.506547,0.2441508,0.03038795
55,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X3,False,3,25,7,0.788686442115242,0.291801647615523,ACTUATOR_CAPACITY_BOUND,-1.4626979287396158,1.3627812369048444,-0.5925782569742607,3.4323461377004758,3.7902355133718961,0.06765075,0.261577159,0.008469982,0.0444263667,0.167631418,3.79930663,0.0562584177,0.3220184,0.07970509,0.09781364,0.1266345,0.9737442,3.25992,0.08506092,0.02043066
60,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X3,False,3,26,8,2.19398656692808,0.388587703985364,ACTUATOR_CAPACITY_BOUND,-1.3655950784453,1.2824950850631092,-0.4880293717027846,4.0241113066494645,3.6706116570214031,0.136779875,0.230030686,0.0159085728,0.0438269861,0.15664953,8.239184,0.057320226,0.5569127,0.1525021,0.09888461,0.1254507,0.9728963,4.07457,0.2559209,0.02038845
70,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X3,False,8,56,7,2.43123006001992,0.655460125284176,SADDLE_CONTACT_INFEASIBLE,-2.7301171534135165,2.2702838433737389,-0.91806836392211766,4.0422455919036553,5.7578921021865392,0.4017027,0.5967722,0.1466379,0.134247363,0.2592096,5.24852037,0.190688565,0.4521689,0.1671897,-0.09604137,0.1350744,0.9740474,12.94706,0.08375565,0.05166788
85,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X3,False,1,11,5,1.19187421355918,1.19187421355918,SADDLE_CONTACT_INFEASIBLE,-2.7301171534135165,2.2702838433737389,-0.91806836392211766,4.0422455919036553,5.7578921021865392,0.115382567,0.4224653,0.0897163,0.2530363,0.206673637,6.29144,0.2547291,0.389198482,0.1334384,-0.001021117,0.332429,0.9714407,4.309958,0.09884265,0.05186576
105,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X3,False,4,31,7,1.42183364563775,0.588555063623139,SADDLE_CONTACT_INFEASIBLE,-1.2109174967659024,2.0138011654768335,0.55442208028375217,1.7658132865281568,6.4082395798834986,0.7413425,0.794950247,0.235575423,0.207007751,0.4696406,6.34421635,0.297531933,0.855871439,0.2748576,-0.2135497,0.2498903,0.9684109,3.412372,0.2239524,0.05219307
125,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X3,False,2,20,8,1.24339259287047,1.09052020733036,SADDLE_CONTACT_INFEASIBLE,-1.1952512312762937,2.0754584336555815,0.53770819236161149,1.742336059057003,6.3532317069576942,0.404703259,0.256266147,0.185053632,0.0194343552,0.289086223,7.66183472,0.243449971,0.325469345,0.2039974,-0.1349543,0.3749639,0.9628446,15.03725,0.3249436,0.05179088
140,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X3,True,6,31,0,1.12315736944012,0.242752149950762,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,2.5383398943153064,-0.02631617920872608,2.5546788111682526,4.1619498846252787,8.124250153652655,0.148273081,0.04577293,0.033016935,0.00821583252,0.172172084,1.09066093,0.05771609,0.1719514,0.1607872,0.08315828,0.2190508,0.9689098,0.7963158,0.203197,0.03754508
155,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X3,True,5,25,0,0.311443652984094,0.228781392376619,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,2.2370569653901766,-0.48019390932347228,4.3860288024193883,4.6396727618802567,8.88235719069512,0.0931578353,0.05819414,0.010469228,0.010173372,0.1636178,0.9023344,0.0569434538,0.181691423,0.1602775,0.06691462,0.1741194,0.9712609,0.547074,0.1809396,0.03767198
170,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X3,False,7,56,14,0.330183425811628,0.266629139117696,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,3.4067599133212649,-0.86274971208925622,4.89972803457481,3.6371136105908159,9.1659163978905784,0.1467389,0.0326552056,0.03965931,0.008050748,0.2010431,1.32269275,0.05305669,0.199994221,0.2046067,0.08300043,0.2346297,0.9684681,0.5218725,0.282989,0.04438137
200,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X3,False,5,38,8,0.576496706718585,0.298735546758377,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,4.4899947319201932,-3.3807848376007561,5.1187912991636084,5.191595314814454,8.4322883993598676,0.13694495,0.0242972132,0.0472748168,0.004078379,0.226328552,1.21169794,0.0566430055,0.229332045,0.2615964,0.07913239,0.2874107,0.9682406,0.5371336,0.32492,0.04917832
230,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X3,False,2,21,9,0.427683816878528,0.426930262222788,SADDLE_CONTACT_INFEASIBLE,4.4897075174831826,-3.3815909065538645,5.118048744383688,5.19079728867629,8.43228612197928,0.256752431,0.019079037,0.061023578,0.003228573,0.206854075,0.999855042,0.117610306,0.2734532,0.3696812,-0.02742337,0.4543113,0.9639557,0.5979136,0.4885588,0.05006076
260,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X3,False,4,30,6,0.754862771342551,0.540927386282379,SADDLE_CONTACT_INFEASIBLE,4.0340591127665721,-4.8484229414364446,5.6081296247973169,6.4365360119924926,9.92606773172646,0.391429842,0.0135400845,0.103904933,0.00711889239,0.19105725,0.825522,0.121722169,0.285352349,0.395113,-0.1035034,0.4824069,0.9668128,0.6237883,0.5016835,0.05067298
300,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X3,False,3,26,8,1.01580382857701,0.698678768420016,SADDLE_CONTACT_INFEASIBLE,4.5154122221175079,-5.1206462949956091,6.3785894750400658,7.6265317672050976,10.730492847630842,0.454844624,0.0281530116,0.108385645,0.009996468,0.175759688,1.49609506,0.116779581,0.333568841,0.4839245,-0.121108,0.6937509,0.962179,0.8548959,0.7114989,0.05125313
