load_kg,tick,time_s,valid_repeats,cop_mean_m,cop_std_m,com_mean_m,com_std_m,trunk_mean_rad,trunk_std_rad
140,107,1.07,3,-0.06398565,0,-0.0027365766,2.32830644E-10,-0.200552508,0
140,108,1.08,3,-0.06308408,0,-0.000598063052,0,-0.20270066,0
140,109,1.09,3,-0.06216307,0,0.00158604665,1.16415322E-10,-0.204897344,0
140,110,1.1,3,-0.06122044,0,0.00381664443,0,-0.207142279,0
140,111,1.11,3,-0.0602555461,3.7252903E-09,0.006094636,4.656613E-10,-0.209436774,0
140,112,1.12,3,-0.05926812,0,0.008420939,0,-0.211781308,0
140,113,1.1300000000000001,3,-0.05825719,0,0.0107964845,0,-0.214176819,0
140,114,1.1400000000000001,3,-0.0572225638,3.7252903E-09,0.0132222278,9.313226E-10,-0.216622517,0
140,115,1.1500000000000001,3,-0.056164097,0,0.01569912,0,-0.219118014,0
140,116,1.16,3,-0.0550836474,0,0.0182281435,0,-0.2216655,0
140,117,1.17,3,-0.05398233,3.7252903E-09,0.0208102874,0,-0.224266872,0
140,118,1.18,3,-0.0528568774,0,0.0234465543,0,-0.226924315,0
140,119,1.19,3,-0.05170321,0,0.026137976,0,-0.229640588,0
140,120,1.2,3,-0.05052261,0,0.0288855955,0,-0.232413426,0
140,121,1.21,3,-0.0493154377,0,0.0316904858,0,-0.23524332,0
140,122,1.22,3,-0.0480823368,0,0.0345537439,0,-0.23813124,1.49011612E-08
140,123,1.23,3,-0.04682256,3.7252903E-09,0.0374764763,0,-0.241078019,0
140,124,1.24,3,-0.0455352962,0,0.0404598,0,-0.24408479,0
140,125,1.25,3,-0.0442200862,0,0.0435048826,0,-0.247152254,0
140,126,1.26,3,-0.0428760163,3.7252903E-09,0.0466128923,0,-0.250282317,0
140,127,1.27,3,-0.041503232,0,0.0497850142,0,-0.253474385,0
140,128,1.28,3,-0.0401076861,0,0.05302249,0,-0.256735146,0
140,129,1.29,3,-0.0386774056,0,0.05632667,0,-0.260073125,0
140,130,1.3,3,-0.0371668,0,0.0596987344,0,-0.263482451,0
140,131,1.31,3,-0.0355904251,0,0.06313987,0,-0.2669639,0
140,132,1.32,0,0,0,0,0,0,0
140,133,1.33,0,0,0,0,0,0,0
140,134,1.34,0,0,0,0,0,0,0
140,135,1.35,0,0,0,0,0,0,0
140,136,1.36,0,0,0,0,0,0,0
140,137,1.37,0,0,0,0,0,0,0
140,138,1.3800000000000001,0,0,0,0,0,0,0
140,139,1.3900000000000001,0,0,0,0,0,0,0
140,140,1.4000000000000001,0,0,0,0,0,0,0
140,141,1.41,0,0,0,0,0,0,0
140,142,1.42,0,0,0,0,0,0,0
140,143,1.43,0,0,0,0,0,0,0
140,144,1.44,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,0
170,1,0.01,0,0,0,0,0,0,0
170,2,0.02,0,0,0,0,0,0,0
170,3,0.03,0,0,0,0,0,0,0
170,4,0.04,0,0,0,0,0,0,0
170,5,0.05,3,-0.10071189,0,-0.08510205,0,-0.053390637,0
170,6,0.06,3,-0.08682921,0,-0.0855749249,0,-0.07098476,0
170,7,0.07,3,-0.08597573,7.450581E-09,-0.08603003,7.450581E-09,-0.0886114761,0
170,8,0.08,3,-0.08620105,7.450581E-09,-0.0864279,0,-0.103600688,0
170,9,0.09,3,-0.08715245,0,-0.08674907,0,-0.115990557,0
170,10,0.1,3,-0.08807681,0,-0.0869877,0,-0.126197979,0
170,11,0.11,3,-0.0886074,0,-0.08714584,0,-0.134904936,0
170,12,0.12,3,-0.0888401642,7.450581E-09,-0.08722902,0,-0.141485348,0
170,13,0.13,3,-0.0889961049,0,-0.08724519,7.450581E-09,-0.146232247,0
170,14,0.14,3,-0.0889567956,7.450581E-09,-0.0872029,0,-0.1505965,0
170,15,0.15,3,-0.0887396261,0,-0.08710945,0,-0.152930632,0
170,16,0.16,3,-0.08876118,0,-0.08697322,0,-0.15390256,0
170,17,0.17,3,-0.08870009,0,-0.08680358,0,-0.153831735,0
170,18,0.18,3,-0.08842509,0,-0.08660859,0,-0.153655961,0
170,19,0.19,3,-0.08823177,0,-0.0863933638,0,-0.152963921,0
170,20,0.2,3,-0.0880321041,7.450581E-09,-0.08616205,7.450581E-09,-0.15157856,0
170,21,0.21,3,-0.08815488,0,-0.0859197155,0,-0.150190592,0
170,22,0.22,3,-0.08824027,0,-0.08567073,7.450581E-09,-0.148783311,0
170,23,0.23,3,-0.08828018,0,-0.08541823,0,-0.146868154,0
170,24,0.24,3,-0.08820412,7.450581E-09,-0.08516556,0,-0.144732893,0
170,25,0.25,3,-0.0878387,0,-0.08491584,7.450581E-09,-0.143150225,0
170,26,0.26,3,-0.08732029,7.450581E-09,-0.0846705139,0,-0.141718686,0
170,27,0.27,3,-0.086937435,0,-0.08442938,0,-0.140119672,0
170,28,0.28,3,-0.08678201,0,-0.08419182,7.450581E-09,-0.138899162,0
170,29,0.29,3,-0.08678796,7.450581E-09,-0.0839572251,0,-0.1380535,0
170,30,0.3,3,-0.0867975354,0,-0.08372569,0,-0.136754289,0
170,31,0.31,3,-0.08668215,0,-0.08349707,0,-0.136152789,0
170,32,0.32,3,-0.0866246447,7.450581E-09,-0.0832701251,0,-0.135483667,0
170,33,0.33,3,-0.08667659,0,-0.08304424,0,-0.135047123,0
170,34,0.34,3,-0.08664233,0,-0.08281986,0,-0.134585664,0
170,35,0.35000000000000003,3,-0.0864640847,7.450581E-09,-0.08259773,0,-0.134441644,0
170,36,0.36,3,-0.08632219,0,-0.0823781,0,-0.1344925,0
170,37,0.37,3,-0.08632421,0,-0.08216025,0,-0.134405255,0
170,38,0.38,3,-0.08668218,0,-0.0819435641,0,-0.134239838,0
170,39,0.39,3,-0.08723923,0,-0.0817279,0,-0.134291515,0
170,40,0.4,3,-0.08779142,7.450581E-09,-0.0815126449,0,-0.134607986,0
170,41,0.41000000000000003,3,-0.0881407261,0,-0.08129638,0,-0.13510403,0
170,42,0.42,3,-0.088343,0,-0.08107763,0,-0.135465115,0
170,43,0.43,3,-0.0885824338,0,-0.08085523,0,-0.135846153,0
170,44,0.44,3,-0.08887208,0,-0.08062803,0,-0.136278629,0
170,45,0.45,3,-0.08911515,0,-0.08039491,0,-0.136679783,0
170,46,0.46,3,-0.0892850161,0,-0.08015488,0,-0.136854425,0
170,47,0.47000000000000003,3,-0.08942946,0,-0.07990716,0,-0.137371182,0
170,48,0.48,3,-0.0895558,0,-0.0796500444,0,-0.138075009,0
170,49,0.49,3,-0.089663066,7.450581E-09,-0.0793816447,0,-0.138797432,0
170,50,0.5,3,-0.08980923,0,-0.07910118,0,-0.13962315,0
170,51,0.51,3,-0.0899428949,7.450581E-09,-0.0788086355,0,-0.140409008,0
170,52,0.52,3,-0.09005622,7.450581E-09,-0.0785044059,0,-0.141213864,0
170,53,0.53,3,-0.09018455,7.450581E-09,-0.07818903,0,-0.141653165,0
170,54,0.54,3,-0.0902703,0,-0.07786358,0,-0.1418388,0
170,55,0.55,3,-0.09035697,0,-0.07752929,0,-0.142087057,0
170,56,0.56,3,-0.09045515,0,-0.07718603,0,-0.1425401,0
170,57,0.57000000000000006,3,-0.09062306,0,-0.07683245,0,-0.143149868,0
170,58,0.58,3,-0.09088605,0,-0.0764667243,0,-0.14391087,0
170,59,0.59,3,-0.09117571,7.450581E-09,-0.07608726,0,-0.144799411,0
170,60,0.6,3,-0.09139597,0,-0.075692974,0,-0.145742625,0
170,61,0.61,3,-0.09150999,0,-0.07528319,0,-0.1467121,0
170,62,0.62,3,-0.09151123,0,-0.07485759,0,-0.147685185,0
170,63,0.63,3,-0.0914194,0,-0.074416,0,-0.148648277,0
170,64,0.64,3,-0.0912622,7.450581E-09,-0.07395826,0,-0.149596348,0
170,65,0.65,3,-0.09106615,0,-0.07348421,0,-0.150524423,0
170,66,0.66,3,-0.0908511654,7.450581E-09,-0.07299362,0,-0.151422724,0
170,67,0.67,3,-0.09062453,0,-0.07248625,0,-0.152285248,0
170,68,0.68,3,-0.0903876647,0,-0.07196188,0,-0.153119788,0
170,69,0.69000000000000006,3,-0.09015737,7.450581E-09,-0.0714203045,0,-0.153916672,0
170,70,0.70000000000000007,3,-0.08992443,7.450581E-09,-0.07086129,0,-0.154691711,0
170,71,0.71,3,-0.0897044,0,-0.07028463,0,-0.15543814,0
170,72,0.72,3,-0.08948489,0,-0.06969014,0,-0.156173885,0
170,73,0.73,3,-0.0892690048,7.450581E-09,-0.06907765,0,-0.156879216,0
170,74,0.74,3,-0.0890390649,7.450581E-09,-0.0684469938,0,-0.157587752,0
170,75,0.75,3,-0.0888174549,7.450581E-09,-0.06779804,0,-0.15826501,0
170,76,0.76,3,-0.08857515,7.450581E-09,-0.0671306252,0,-0.1589432,0
170,77,0.77,3,-0.0883177742,0,-0.0664446056,0,-0.159612149,0
170,78,0.78,3,-0.0880489647,0,-0.06573981,0,-0.160285264,0
170,79,0.79,3,-0.08777115,0,-0.06501607,0,-0.160946161,0
170,80,0.8,3,-0.08747675,7.450581E-09,-0.06427318,0,-0.16161117,0
170,81,0.81,3,-0.08717596,0,-0.0635109246,0,-0.162267715,0
170,82,0.82000000000000006,3,-0.08686563,0,-0.06272906,0,-0.162956089,0
170,83,0.83000000000000007,3,-0.08656605,0,-0.0619273521,0,-0.163646609,0
170,84,0.84,3,-0.08625796,7.450581E-09,-0.06110553,0,-0.164356008,0
170,85,0.85,3,-0.08594278,0,-0.0602633543,3.7252903E-09,-0.165071085,0
170,86,0.86,3,-0.08561704,7.450581E-09,-0.059400592,0,-0.165808678,0
170,87,0.87,3,-0.0852844939,7.450581E-09,-0.058516968,3.7252903E-09,-0.166561916,0
170,88,0.88,3,-0.0849435,0,-0.0576121919,0,-0.167340949,1.49011612E-08
170,89,0.89,3,-0.084597595,0,-0.05668594,0,-0.168147728,0
170,90,0.9,3,-0.08424764,0,-0.0557378121,0,-0.168987915,1.49011612E-08
170,91,0.91,3,-0.0838936642,0,-0.05476744,0,-0.1698503,0
170,92,0.92,3,-0.08353115,0,-0.0537744276,3.7252903E-09,-0.170747921,1.49011612E-08
170,93,0.93,3,-0.08316363,0,-0.0527583621,0,-0.171668574,1.49011612E-08
170,94,0.94000000000000006,3,-0.08278706,0,-0.0517188422,0,-0.172623262,0
170,95,0.95000000000000007,3,-0.0824058652,0,-0.0506554358,3.7252903E-09,-0.173604026,0
170,96,0.96,3,-0.08201595,0,-0.04956768,3.7252903E-09,-0.1746179,0
170,97,0.97,3,-0.0816200748,0,-0.0484551,0,-0.175660774,1.49011612E-08
170,98,0.98,3,-0.0812157542,0,-0.04731719,0,-0.17673786,1.49011612E-08
170,99,0.99,3,-0.08080565,0,-0.046153415,0,-0.177847162,0
170,100,1,3,-0.08038769,0,-0.044963222,0,-0.178988948,0
170,101,1.01,3,-0.07996061,0,-0.0437460281,0,-0.180172727,0
170,102,1.02,3,-0.07952799,0,-0.04250123,0,-0.1813885,0
170,103,1.03,3,-0.07908139,0,-0.04122823,0,-0.18264325,0
170,104,1.04,3,-0.07862319,0,-0.0399264134,0,-0.183930323,1.49011612E-08
170,105,1.05,3,-0.0781589448,0,-0.0385951661,0,-0.185250118,1.49011612E-08
170,106,1.06,3,-0.07768184,0,-0.0372339226,0,-0.1865987,0
170,107,1.07,3,-0.07718726,0,-0.03584204,0,-0.187992856,1.49011612E-08
170,108,1.08,3,-0.0766877457,0,-0.03441887,0,-0.1894186,0
170,109,1.09,3,-0.07617809,0,-0.03296376,0,-0.190876082,0
170,110,1.1,3,-0.07565597,0,-0.031476073,0,-0.19236064,0
170,111,1.11,3,-0.07511975,0,-0.02995515,0,-0.193880573,0
170,112,1.12,3,-0.07456761,0,-0.0284002889,0,-0.195431337,0
170,113,1.1300000000000001,3,-0.0740002245,0,-0.0268107485,0,-0.197030485,0
170,114,1.1400000000000001,3,-0.07342605,0,-0.0251857415,0,-0.198665664,1.49011612E-08
170,115,1.1500000000000001,3,-0.0728416741,0,-0.0235245172,0,-0.200335339,1.49011612E-08
170,116,1.16,3,-0.07224072,0,-0.0218263175,0,-0.202038988,0
170,117,1.17,3,-0.07162405,0,-0.0200903751,0,-0.203773275,0
170,118,1.18,3,-0.0709833,0,-0.0183158945,0,-0.205557168,0
170,119,1.19,3,-0.07033206,0,-0.0165020488,0,-0.20736973,1.49011612E-08
170,120,1.2,3,-0.06965905,0,-0.0146480305,9.313226E-10,-0.209231064,0
170,121,1.21,3,-0.0689780638,0,-0.012753,0,-0.211132109,0
170,122,1.22,3,-0.06828263,0,-0.0108161373,9.313226E-10,-0.213071689,0
170,123,1.23,3,-0.06756834,0,-0.008836608,0,-0.215045944,0
170,124,1.24,3,-0.06684042,0,-0.006813573,0,-0.217068,0
170,125,1.25,3,-0.06609475,0,-0.00474614138,0,-0.219132051,0
170,126,1.26,3,-0.06533147,0,-0.00263342052,0,-0.221239686,0
170,127,1.27,3,-0.06455163,0,-0.000474479428,2.910383E-11,-0.223387316,0
170,128,1.28,3,-0.06375456,0,0.00173163938,1.16415322E-10,-0.225583985,0
170,129,1.29,3,-0.062940076,0,0.00398593023,0,-0.227831125,0
170,130,1.3,3,-0.0621074028,3.7252903E-09,0.006289436,0,-0.230133459,0
170,131,1.31,3,-0.0612574667,0,0.008643188,0,-0.232484922,0
170,132,1.32,3,-0.06038602,3.7252903E-09,0.01104822,0,-0.234885529,0
170,133,1.33,3,-0.0594934933,0,0.0135055594,0,-0.237336263,0
170,134,1.34,3,-0.0585796647,3.7252903E-09,0.0160162486,0,-0.239834681,0
170,135,1.35,3,-0.0576458126,0,0.0185813531,0,-0.242393777,1.49011612E-08
170,136,1.36,3,-0.05669037,0,0.0212020054,0,-0.245008513,1.49011612E-08
170,137,1.37,3,-0.05571365,0,0.0238793343,0,-0.247679517,1.49011612E-08
170,138,1.3800000000000001,3,-0.0547154136,3.7252903E-09,0.026614517,0,-0.250407934,0
170,139,1.3900000000000001,3,-0.0536950529,0,0.0294087157,0,-0.253195465,0
170,140,1.4000000000000001,3,-0.0526515245,0,0.03226317,0,-0.2560437,0
170,141,1.41,3,-0.0515778176,3.7252903E-09,0.0351791047,0,-0.258954674,0
170,142,1.42,3,-0.050471846,0,0.0381577238,0,-0.261930168,0
170,143,1.43,3,-0.0493130237,0,0.0412002131,0,-0.264971673,0
170,144,1.44,3,-0.04811561,0,0.04430778,0,-0.2680805,0
300,0,0,0,0,0,0,0,0,0
300,1,0.01,0,0,0,0,0,0,0
300,2,0.02,0,0,0,0,0,0,0
300,3,0.03,0,0,0,0,0,0,0
300,4,0.04,0,0,0,0,0,0,0
300,5,0.05,3,-0.124504775,0,-0.0946387,0,-0.05097865,3.7252903E-09
300,6,0.06,3,-0.0817630962,0,-0.09497117,0,-0.06643205,0
300,7,0.07,3,-0.07301301,0,-0.09532752,0,-0.08144727,0
300,8,0.08,3,-0.0730832,0,-0.0956724,0,-0.0939887539,7.450581E-09
300,9,0.09,3,-0.07388787,0,-0.09598883,7.450581E-09,-0.104397744,0
300,10,0.1,3,-0.07427744,0,-0.09626838,7.450581E-09,-0.11242678,0
300,11,0.11,3,-0.07405489,0,-0.0965093,7.450581E-09,-0.11884997,7.450581E-09
300,12,0.12,3,-0.07345366,0,-0.09671322,7.450581E-09,-0.123763777,7.450581E-09
300,13,0.13,3,-0.07246216,0,-0.09688288,0,-0.127264842,0
300,14,0.14,3,-0.07161306,0,-0.09702169,0,-0.1297716,0
300,15,0.15,3,-0.07063529,0,-0.09713324,7.450581E-09,-0.129790559,0
300,16,0.16,0,0,0,0,0,0,0
300,17,0.17,0,0,0,0,0,0,0
300,18,0.18,0,0,0,0,0,0,0
300,19,0.19,0,0,0,0,0,0,0
300,20,0.2,0,0,0,0,0,0,0
300,21,0.21,0,0,0,0,0,0,0
300,22,0.22,0,0,0,0,0,0,0
300,23,0.23,0,0,0,0,0,0,0
300,24,0.24,0,0,0,0,0,0,0
300,25,0.25,0,0,0,0,0,0,0
300,26,0.26,0,0,0,0,0,0,0
300,27,0.27,0,0,0,0,0,0,0
300,28,0.28,0,0,0,0,0,0,0
300,29,0.29,0,0,0,0,0,0,0
300,30,0.3,0,0,0,0,0,0,0
300,31,0.31,0,0,0,0,0,0,0
300,32,0.32,0,0,0,0,0,0,0
300,33,0.33,0,0,0,0,0,0,0
300,34,0.34,0,0,0,0,0,0,0
300,35,0.35000000000000003,0,0,0,0,0,0,0
300,36,0.36,0,0,0,0,0,0,0
300,37,0.37,0,0,0,0,0,0,0
300,38,0.38,0,0,0,0,0,0,0
300,39,0.39,0,0,0,0,0,0,0
300,40,0.4,0,0,0,0,0,0,0
300,41,0.41000000000000003,0,0,0,0,0,0,0
300,42,0.42,0,0,0,0,0,0,0
300,43,0.43,0,0,0,0,0,0,0
300,44,0.44,0,0,0,0,0,0,0
300,45,0.45,0,0,0,0,0,0,0
300,46,0.46,0,0,0,0,0,0,0
300,47,0.47000000000000003,0,0,0,0,0,0,0
300,48,0.48,0,0,0,0,0,0,0
300,49,0.49,0,0,0,0,0,0,0
300,50,0.5,0,0,0,0,0,0,0
300,51,0.51,0,0,0,0,0,0,0
300,52,0.52,0,0,0,0,0,0,0
300,53,0.53,0,0,0,0,0,0,0
300,54,0.54,0,0,0,0,0,0,0
300,55,0.55,0,0,0,0,0,0,0
300,56,0.56,0,0,0,0,0,0,0
300,57,0.57000000000000006,0,0,0,0,0,0,0
300,58,0.58,0,0,0,0,0,0,0
300,59,0.59,0,0,0,0,0,0,0
300,60,0.6,0,0,0,0,0,0,0
300,61,0.61,0,0,0,0,0,0,0
300,62,0.62,0,0,0,0,0,0,0
300,63,0.63,0,0,0,0,0,0,0
300,64,0.64,0,0,0,0,0,0,0
300,65,0.65,0,0,0,0,0,0,0
300,66,0.66,0,0,0,0,0,0,0
300,67,0.67,0,0,0,0,0,0,0
300,68,0.68,0,0,0,0,0,0,0
300,69,0.69000000000000006,0,0,0,0,0,0,0
300,70,0.70000000000000007,0,0,0,0,0,0,0
300,71,0.71,0,0,0,0,0,0,0
300,72,0.72,0,0,0,0,0,0,0
300,73,0.73,0,0,0,0,0,0,0
300,74,0.74,0,0,0,0,0,0,0
300,75,0.75,0,0,0,0,0,0,0
300,76,0.76,0,0,0,0,0,0,0
300,77,0.77,0,0,0,0,0,0,0
300,78,0.78,0,0,0,0,0,0,0
300,79,0.79,0,0,0,0,0,0,0
300,80,0.8,0,0,0,0,0,0,0
300,81,0.81,0,0,0,0,0,0,0
300,82,0.82000000000000006,0,0,0,0,0,0,0
300,83,0.83000000000000007,0,0,0,0,0,0,0
300,84,0.84,0,0,0,0,0,0,0
300,85,0.85,0,0,0,0,0,0,0
300,86,0.86,0,0,0,0,0,0,0
300,87,0.87,0,0,0,0,0,0,0
300,88,0.88,0,0,0,0,0,0,0
300,89,0.89,0,0,0,0,0,0,0
300,90,0.9,0,0,0,0,0,0,0
300,91,0.91,0,0,0,0,0,0,0
300,92,0.92,0,0,0,0,0,0,0
300,93,0.93,0,0,0,0,0,0,0
300,94,0.94000000000000006,0,0,0,0,0,0,0
300,95,0.95000000000000007,0,0,0,0,0,0,0
300,96,0.96,0,0,0,0,0,0,0
300,97,0.97,0,0,0,0,0,0,0
300,98,0.98,0,0,0,0,0,0,0
300,99,0.99,0,0,0,0,0,0,0
300,100,1,0,0,0,0,0,0,0
300,101,1.01,0,0,0,0,0,0,0
300,102,1.02,0,0,0,0,0,0,0
300,103,1.03,0,0,0,0,0,0,0
300,104,1.04,0,0,0,0,0,0,0
300,105,1.05,0,0,0,0,0,0,0
300,106,1.06,0,0,0,0,0,0,0
300,107,1.07,0,0,0,0,0,0,0
300,108,1.08,0,0,0,0,0,0,0
300,109,1.09,0,0,0,0,0,0,0
300,110,1.1,0,0,0,0,0,0,0
300,111,1.11,0,0,0,0,0,0,0
300,112,1.12,0,0,0,0,0,0,0
300,113,1.1300000000000001,0,0,0,0,0,0,0
300,114,1.1400000000000001,0,0,0,0,0,0,0
300,115,1.1500000000000001,0,0,0,0,0,0,0
300,116,1.16,0,0,0,0,0,0,0
300,117,1.17,0,0,0,0,0,0,0
300,118,1.18,0,0,0,0,0,0,0
300,119,1.19,0,0,0,0,0,0,0
300,120,1.2,0,0,0,0,0,0,0
300,121,1.21,0,0,0,0,0,0,0
300,122,1.22,0,0,0,0,0,0,0
300,123,1.23,0,0,0,0,0,0,0
300,124,1.24,0,0,0,0,0,0,0
300,125,1.25,0,0,0,0,0,0,0
300,126,1.26,0,0,0,0,0,0,0
300,127,1.27,0,0,0,0,0,0,0
300,128,1.28,0,0,0,0,0,0,0
300,129,1.29,0,0,0,0,0,0,0
300,130,1.3,0,0,0,0,0,0,0
300,131,1.31,0,0,0,0,0,0,0
300,132,1.32,0,0,0,0,0,0,0
300,133,1.33,0,0,0,0,0,0,0
300,134,1.34,0,0,0,0,0,0,0
300,135,1.35,0,0,0,0,0,0,0
300,136,1.36,0,0,0,0,0,0,0
300,137,1.37,0,0,0,0,0,0,0
300,138,1.3800000000000001,0,0,0,0,0,0,0
300,139,1.3900000000000001,0,0,0,0,0,0,0
300,140,1.4000000000000001,0,0,0,0,0,0,0
300,141,1.41,0,0,0,0,0,0,0
300,142,1.42,0,0,0,0,0,0,0
300,143,1.43,0,0,0,0,0,0,0
300,144,1.44,0,0,0,0,0,0,0
