load_kg,tick,lifecycle,state,bar_y,trunk_pitch,com_z,support_ap_min,support_ap_max,has_support,max_demand,ankle_offset,hip_offset,trunk_offset,guard_scale,abdomen_actual,abdomen_ref,abdomen_drive_err,abdomen_demand,thorax_actual,thorax_ref,thorax_drive_err,thorax_demand,left_thigh_actual,left_thigh_demand,left_shank_actual,left_shank_demand,left_foot_actual,left_foot_demand,abdomen_maxforce
60,181,START_WINDOW,SETUP,0.99715,2.03168,-1.03468,NA,NA,False,1.21622,0,0,0,0.81227,-0.02197,0,0.02189,0.05772,-0.00662,0,0.00659,0.07591,0.01567,0.01621,0.01036,0.00096,0.02838,0.00076,2371.2
60,191,START_WINDOW,SETUP,0.91335,1.87069,-1.18158,NA,NA,False,1.33986,0,0,0,0.81227,0.00372,0,-0.00376,0.04084,0.0068,0,-0.00679,0.0545,0.00458,0.01264,0.00183,0.00096,0.01362,0.00051,2371.2
60,201,START_WINDOW,SETUP,0.78178,1.8293,-1.34904,NA,NA,False,1.19298,0,0,0,0.81227,0.01897,0,-0.01895,0.03447,0.01667,0,-0.01664,0.04264,-0.00218,0.01121,-0.00239,0.00111,0.00691,0.00049,2371.2
60,211,START_WINDOW,SETUP,0.5809,1.89881,-1.53043,NA,NA,False,1.42444,0,0,0,0.81227,0.02397,0,-0.02395,0.02285,0.01987,0,-0.01985,0.02731,-0.00285,0.008,-0.00301,0.00062,0.00403,0.00034,2371.2
60,221,START_WINDOW,SETUP,0.33605,2.07401,-1.7235,NA,NA,False,1.06981,0,0,0,0.81227,0.01288,0,-0.01288,0.03679,0.00414,0,-0.00413,0.04403,0.00183,0.01299,-0.00207,0.00191,0.00267,0.00059,2371.2
60,231,START_WINDOW,SETUP,0.19276,2.13485,-1.84756,NA,NA,False,1.44809,0,0,0,0.81227,0.01676,0,-0.01675,0.0372,-0.02268,0,0.02269,0.0793,-0.0386,0.01712,-0.02526,0.00673,-0.00565,0.00128,2371.2
60,241,START_WINDOW,SETUP,0.1949,1.9503,-1.84856,NA,NA,False,1.4221,0,0,0,0.81227,0.00338,0,-0.00335,0.0976,-0.02639,0,0.02634,0.1146,-0.02825,0.02318,-0.01744,0.00133,0,0.00128,2371.2
60,251,START_WINDOW,SETUP,0.18497,1.74705,-1.82611,NA,NA,False,1.42055,0,0,0,0.81227,-0.01393,0,0.01388,0.10735,-0.04666,0,0.04635,0.12485,-0.01585,0.02651,-0.00924,0.00242,0.00258,0.00121,2371.2
60,261,START_WINDOW,SETUP,0.18414,1.51575,-1.77715,-2.09074,-1.69347,True,1.33085,0.12,0.07976,-0.03988,0.30517,0.05002,-0.03988,-0.0893,0.14305,-0.02598,-0.03988,-0.01379,0.11956,-0.05397,0.07516,-0.08659,0.04022,0.26239,0.13871,2371.2
60,271,START_WINDOW,SETUP,0.184,1.39995,-1.74253,-1.97967,-1.70499,True,1.45888,0,0.04507,-0.02254,0,0.12057,-0.02254,-0.14199,0.0885,0.05652,-0.02254,-0.07845,0.11343,-0.12991,0.07714,-0.08316,0.02076,0.76694,0.16349,2371.2
60,281,START_WINDOW,SETUP,0.18367,1.42744,-1.746,-1.9739,-1.69369,True,1.76572,0.25454,0.01472,-0.00736,0.17409,0.0864,-0.00737,-0.0931,0.09807,0.06426,-0.00737,-0.07115,0.09928,-0.12416,0.04345,-0.07144,0.01087,0.70074,0.06689,2371.2
60,291,START_WINDOW,SETUP,0.1849,1.46548,-1.75659,-1.99089,-1.69077,True,0.84612,0.2618,0.01091,-0.00546,0.23376,0.08279,-0.00539,-0.08763,0.0915,0.04851,-0.00539,-0.05363,0.09134,-0.08995,0.03607,-0.0645,0.01148,0.59247,0.03242,2371.2
60,301,START_WINDOW,SETUP,0.18487,1.49811,-1.76538,-2.00436,-1.6892,True,1.15387,0.2618,0.01464,-0.00732,0.35509,0.06493,-0.00728,-0.0718,0.09084,0.02888,-0.00728,-0.03599,0.0922,-0.06505,0.03262,-0.05441,0.01161,0.47148,0.0162,2371.2
60,311,START_WINDOW,SETUP,0.18437,1.51604,-1.76929,-2.0124,-1.68726,True,1.32656,0.2618,0.02089,-0.01044,0.44931,0.05041,-0.01043,-0.06049,0.09203,0.01264,-0.01043,-0.02296,0.09297,-0.04883,0.03193,-0.04759,0.01262,0.36491,0.01268,2371.2
60,321,START_WINDOW,SETUP,0.18404,1.52375,-1.77121,-2.0106,-1.68481,True,1.41537,0.2618,0.01389,-0.00694,0.46959,0.0435,-0.00694,-0.05015,0.09037,0.00384,-0.00694,-0.01077,0.09187,-0.04437,0.03235,-0.04621,0.01232,0.31748,0.0124,2371.2
60,331,START_WINDOW,SETUP,0.1841,1.52424,-1.77182,-1.94075,-1.68481,True,1.17408,0.2618,0.01553,-0.00777,0.45901,0.04457,-0.00775,-0.05202,0.09072,0.00229,-0.00775,-0.01007,0.09224,-0.04443,0.03273,-0.04739,0.0124,0.31536,0.01655,2371.2
60,341,ACTIVE_ATTEMPT,DESCENT,0.18427,1.52283,-1.77119,-1.94063,-1.68591,True,1.57255,0.2618,0.01709,-0.00855,0.26059,0.04968,-0.00301,-0.05244,0.08978,0.00397,0,-0.0043,0.09229,-0.03127,0.03333,-0.06683,0.04306,0.34737,0.0253,2371.2
60,351,ACTIVE_ATTEMPT,DESCENT,0.18446,1.51833,-1.77007,-1.94069,-1.69729,True,1.09376,0.2618,0.01728,-0.00864,0.40707,0.05208,0.00539,-0.04635,0.08732,0.00744,0.01249,0.00502,0.09084,-0.05098,0.03367,-0.04573,0.04349,0.36824,0.02725,2371.2
60,361,ACTIVE_ATTEMPT,DESCENT,0.18466,1.50679,-1.76658,-1.94075,-1.69564,True,1.25555,0.2618,0.02413,-0.01206,0.86005,0.05464,0.01128,-0.04308,0.09156,0.01283,0.02298,0.01008,0.09105,-0.09263,0.03597,0.00207,0.04411,0.37399,0.03603,2371.2
60,371,ACTIVE_ATTEMPT,DESCENT,0.18486,1.494,-1.76382,-1.9409,-1.69575,True,1.22572,0.2618,0.02003,-0.01001,0.87736,0.05972,0.02288,-0.0366,0.09103,0.02239,0.03934,0.01685,0.09218,-0.14622,0.03731,0.06379,0.04339,0.38302,0.0396,2371.2
60,381,ACTIVE_ATTEMPT,DESCENT,0.18501,1.4767,-1.75971,-1.93957,-1.69406,True,1.31441,0.2618,0.02602,-0.01301,0.52427,0.0684,0.02933,-0.03882,0.09309,0.03575,0.0505,0.01466,0.09364,-0.20477,0.03756,0.13121,0.04312,0.39099,0.04401,2371.2
60,391,ACTIVE_ATTEMPT,DESCENT,0.1849,1.45497,-1.7547,-1.93953,-1.69412,True,1.34089,0.2618,0.02251,-0.01125,0.65073,0.08013,0.04004,-0.03983,0.0947,0.0527,0.06569,0.01291,0.09449,-0.26948,0.03778,0.20137,0.04237,0.40397,0.04504,2371.2
