load_kg,plant,converged,iterations,evaluations,rejected_steps,initial_residual_norm,final_residual_norm,classification,ankle_bias_deg,knee_bias_deg,hip_bias_deg,abdomen_bias_deg,thorax_bias_deg,com_accel_ap_mps2,com_accel_ml_mps2,com_vel_ap_mps,com_vel_ml_mps,trunk_velocity_rad_s,trunk_accel_rad_s2,pelvis_velocity_mps,joint_velocity_rad_s,posture_error_rad,min_capture_margin_m,max_trunk_pitch_rad,min_pelvis_height_m,max_drive_saturation,max_limit_proximity,max_saddle_separation_m
25,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X4,True,2,7,0,1.08024452302928,0.124244201123612,ACTUATOR_CAPACITY_BOUND,-1.9209774666127177,1.2566867295018012,-0.34107338391607239,3.5665874595992144,3.3187487584237521,0.0573869348,0.027117474,0.02326392,0.00265321252,0.0437846,0.5070528,0.0184771921,0.061938785,0.01993855,0.1126077,0.06622761,0.9774303,1.010155,0.05650399,0.01083367
35,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X4,False,5,39,9,0.408840872224179,0.267238895621226,SADDLE_CONTACT_INFEASIBLE,-1.8522912527330146,0.82519734965716762,0.081421082200283421,3.242406148223294,3.0661068292055846,0.08221143,0.164492086,0.0161820017,0.0622737855,0.137236685,3.55647159,0.0755308643,0.199604824,0.05257675,0.08634229,0.0751289,0.9768241,6.748549,0.04451178,0.05175633
45,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X4,False,3,28,10,0.299553801550137,0.25639489295291,ACTUATOR_CAPACITY_BOUND,-1.9358586115888869,0.7916214202845181,-0.078147877999491785,3.0468737803114596,3.3397967257637426,0.111320265,0.4710313,0.0132929981,0.09600032,0.103873827,4.54353142,0.07710786,0.216575682,0.0667223,0.09687074,0.07872382,0.9764608,3.440829,0.04434139,0.02013889
55,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X4,False,1,11,5,0.374795931399826,0.374795931399826,ACTUATOR_CAPACITY_BOUND,-1.9358586115888869,0.7916214202845181,-0.078147877999491785,3.0468737803114596,3.3397967257637426,0.343582779,0.330098271,0.03412884,0.06859831,0.253774673,3.22356272,0.09104938,0.7266439,0.1174169,0.01933785,0.3062595,0.9749976,4.410465,0.9124187,0.03227329
60,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X4,False,3,24,6,0.935317133242096,0.695939108629613,ACTUATOR_CAPACITY_BOUND,-1.8750906516750721,0.52979524741332873,0.54718240320427247,2.6326710399628657,3.4966949532796763,0.2062852,0.6155536,0.0336944833,0.170429528,0.116339095,4.92771,0.123802043,0.3248194,0.1110713,0.03835852,0.08626824,0.9758742,3.283218,0.03803195,0.01978363
70,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X4,False,3,24,6,2.22343600371629,0.457941906888007,SUPPORT_WRENCH_INFEASIBLE,-1.3043948861610986,0.938754050162498,0.10670370173288768,2.775832905763941,4.2403671202535218,0.629037559,1.40394092,0.109404333,0.44854936,0.379488558,19.50129,0.3878314,0.788225532,0.1988826,-0.08690177,0.09036343,0.974794,14.40481,0.4289137,0.0306567
85,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X4,False,1,11,5,0.940014026607579,0.940014026607579,ACTUATOR_CAPACITY_BOUND,-1.3043948861610986,0.938754050162498,0.10670370173288768,2.775832905763941,4.2403671202535218,0.330568731,0.5823258,0.0642404,0.356070548,0.309605062,10.2578831,0.361609668,0.468569845,0.1316327,0.07331692,0.1950541,0.9673844,12.39603,0.1377399,0.04782204
105,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X4,False,2,20,8,0.74425865555066,0.55425810112641,SADDLE_CONTACT_INFEASIBLE,-1.2836401275856448,0.87805335009476759,0.12334312038364867,2.7027408416690406,4.2333767659804922,0.2428553,0.4012892,0.09898646,0.06758567,0.2979876,2.713095,0.151071638,0.261952281,0.1186641,-0.04017037,0.2542288,0.9705132,4.919426,0.1516837,0.05187357
125,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X4,False,5,38,8,0.954462583232707,0.352634214403439,SADDLE_CONTACT_INFEASIBLE,-0.3158972584103224,-0.11336783685729122,0.58037344333822649,3.1021324694110066,3.5800387321278144,0.256012022,0.4005616,0.118402876,0.213065952,0.394011438,7.235364,0.281324118,0.475250453,0.1732571,-0.05521564,0.2696672,0.9687553,22.76368,0.1971835,0.05215961
140,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X4,True,4,19,0,0.624178428879856,0.248066207473289,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,0.56094212001557464,-1.4025433007507182,2.4855239421762567,4.7077134667453722,4.3446678173548952,0.08082571,0.0495772175,0.0118615646,0.008181796,0.166670009,1.05475807,0.0688707456,0.163129941,0.1184021,0.06165452,0.1907858,0.9722026,0.6933428,0.1220662,0.03851058
