load_kg,plant,primary_classification,trim_feasible,ankle_bias_deg,knee_bias_deg,hip_bias_deg,abdomen_bias_deg,thorax_bias_deg,min_capture_margin_m,max_trunk_pitch_rad,min_pelvis_height_m,max_drive_saturation,max_limit_proximity,max_saddle_separation_m,support_loss_samples,capture_violation_samples,nonfinite_samples,com_accel_ap_mps2,com_accel_ml_mps2,com_vel_ap_mps,com_vel_ml_mps,trunk_velocity_rad_s,pelvis_velocity_mps,posture_error_rad
25,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,True,-2.4803234336193,1.47134020592204,-0.592536911629013,3.48445829840401,3.36270796188078,0.1141636,0.112906404,0.9764306,0.846763134,0.0357226878,0.0114739956,0,0,0,0.0679877847,0.0278010946,0.0231558848,0.003667646,0.04679741,0.02044671,0.0369896851
35,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,True,-2.4803234336193,1.47134020592204,-0.592536911629013,3.48445829840401,3.36270796188078,0.08497142,0.146081865,0.975481331,0.678352952,0.03293268,0.018601276,0,0,0,0.0230740011,0.155878708,0.0197461266,0.0296353586,0.0648843944,0.05273919,0.0541168
45,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,ACTUATOR_CAPACITY_BOUND,False,-2.35540639026581,1.23249953250758,-0.695530045456614,3.45150603890176,3.27129629655923,0.06296322,0.1713827,0.9744649,2.91543937,0.06923719,0.0203788765,0,0,0,0.1481178,0.920283854,0.0234225225,0.182922661,0.3007363,0.109200649,0.155411109
55,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,ACTUATOR_CAPACITY_BOUND,False,-1.827817899134,1.11349113725166,-1.6945199406474,3.89129190604199,3.72322605150729,0.07966223,0.215381712,0.972342968,3.03756046,0.09602146,0.0203887187,0,0,0,0.06159718,0.5613442,0.0168817155,0.08875671,0.2652683,0.0904347152,0.112933412
60,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,ACTUATOR_CAPACITY_BOUND,False,-1.83160361183299,1.09676581177233,-1.43214733141582,3.96123522080137,4.1013523657099,0.0627236739,0.456519455,0.9695831,4.379716,0.3887868,0.03380843,0,0,0,0.2248478,0.3728036,0.0191002674,0.102694996,0.42420736,0.110674292,0.189673364
70,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,SADDLE_CONTACT_INFEASIBLE,False,-1.83160361183299,1.09676581177233,-1.43214733141582,3.96123522080137,4.1013523657099,0.0584370866,0.606190443,0.9691387,4.862733,0.203287691,0.0515873581,0,0,0,0.344452024,0.957155943,0.05121553,0.45338732,0.32772097,0.436072379,0.242571056
85,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,SADDLE_CONTACT_INFEASIBLE,False,-2.20968526108628,0.4453954032617,0.0416797182911907,4.46987915851939,4.37939280738039,0.008591339,0.293643147,0.9691621,6.713882,0.160196856,0.0516392253,0,1,0,0.167570516,0.257727236,0.07522652,0.0285187326,0.212961182,0.163781732,0.154770672
105,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,SADDLE_CONTACT_INFEASIBLE,False,-1.46161771847028,-0.567596926535296,1.94471469713964,3.92259884773055,5.46182987780658,0.06356665,0.4168885,0.9692242,7.5996356,0.234330639,0.0518026128,0,0,0,0.1120933,0.467895776,0.0288804378,0.263752818,0.217890427,0.258958846,0.2321015
125,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,SADDLE_CONTACT_INFEASIBLE,False,-3.20931270479301,-3.49306728858731,5.68076099697181,2.85356716485786,3.17849692725915,-0.115814209,0.425648779,0.9706085,17.8039818,0.4002324,0.0516316369,0,37,0,0.397750437,0.267962635,0.1506957,0.193467,0.3573874,0.295092463,0.288232
140,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,ACTUATOR_CAPACITY_BOUND,False,1.13365640214623,-7.75624288210613,8.96819626390943,4.14583582878506,1.7093890671103,0.07953878,0.3146665,0.975171,1.01888263,1,0.0334571637,0,0,0,0.125339136,0.01812636,0.0477565974,0.003760091,0.166051358,0.03290211,0.242975369
