load_kg,plant,primary_classification,trim_feasible,ankle_bias_deg,knee_bias_deg,hip_bias_deg,abdomen_bias_deg,thorax_bias_deg,min_capture_margin_m,max_trunk_pitch_rad,min_pelvis_height_m,max_drive_saturation,max_limit_proximity,max_saddle_separation_m,support_loss_samples,capture_violation_samples,nonfinite_samples,com_accel_ap_mps2,com_accel_ml_mps2,com_vel_ap_mps,com_vel_ml_mps,trunk_velocity_rad_s,pelvis_velocity_mps,posture_error_rad
155,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,ACTUATOR_CAPACITY_BOUND,False,1.73325027811238,-7.77372337009526,8.85400437997915,4.75303623806236,2.42397375796138,0.08122096,0.369781017,0.972700655,1.11776948,1,0.041501753,0,0,0,0.106075265,0.0206770729,0.04627281,0.009742335,0.193855226,0.041477792,0.290303141
170,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,False,1.19938217038269,-7.79150213971391,10.5548937517504,6.05295160695632,3.47776072891451,0.0620798022,0.274362832,0.9758305,0.5172851,1,0.0427870452,0,0,0,0.06064401,0.01750411,0.017299151,0.00544563867,0.168536127,0.04302677,0.265704274
200,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,SUPPORT_WRENCH_INFEASIBLE,False,1.19650375607214,-7.79495185668736,10.5552683996215,6.05338079393383,3.47726436913291,-0.126425654,0.6113674,0.9728438,0.6927516,1,0.0452358127,0,43,0,0.436641872,0.0229433365,0.1190439,0.010013843,0.143061668,0.114722081,0.3978679
230,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,SADDLE_CONTACT_INFEASIBLE,False,0.00427783209813559,-8.64015806729385,10.9323347682767,7.16587265240437,4.83249653826951,-0.336991042,0.8893138,0.9735023,0.596019745,1,0.05112314,0,60,0,0.8684465,0.036944434,0.266286075,0.007860652,0.194696665,0.1825455,0.4760243
260,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,SADDLE_CONTACT_INFEASIBLE,False,3.51850615850603,-10.1469273679156,11.1854404986646,10.0988832813689,8.08733717397407,-0.16095835,0.6164821,0.9744487,0.637012959,1,0.0508725345,0,58,0,0.449803621,0.0147997485,0.132048264,0.0209778883,0.159624428,0.07925475,0.407961547
300,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,SADDLE_CONTACT_INFEASIBLE,False,3.49830702949359,-10.1399743068269,11.1863484300227,10.0657189389746,8.09546826398316,-0.186813742,1.17333257,0.9652585,0.901832342,1,0.0511598922,0,55,0,0.583064437,0.0273915064,0.146387577,0.00745626446,0.399122149,0.14939031,0.60080713
25,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,True,-2.3866816912178,1.63585908407153,-0.391772944027626,3.68671361004448,3.50815496122664,0.105989963,0.09767644,0.977319539,0.306329757,0.0409193821,0.006320873,0,0,0,0.01471897,0.00345191034,0.0008283033,0.000695209834,0.0309074465,0.004327055,0.0334937125
60,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,SUPPORT_WRENCH_INFEASIBLE,False,-1.95807060614574,1.28718697402427,-1.61705978533332,4.57463122978724,4.26180721880667,-1.31022215,1.52628648,0.1291673,5.322336,0.8441396,0.0280886218,48,497,0,1.11711061,0.917209864,0.359562784,0.180429488,0.358582348,0.487634122,0.1839919
140,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,False,1.17001339793019,-7.89533015579893,9.23028987172074,4.52533604560386,2.02294933013008,0.0747636855,0.182005763,0.977891445,0.309611619,1,0.0287989471,0,0,0,0.00798467547,0.009340955,0.00234989123,0.00357479812,0.101444788,0.0120293833,0.160422578
170,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,False,1.19938217038269,-7.79150213971391,10.5548937517504,6.05295160695632,3.47776072891451,0.0712341741,0.195370525,0.976809263,0.311844379,1,0.03456557,0,0,0,0.00647886842,0.0128789153,0.00227704342,0.00624200748,0.122847669,0.0157582629,0.177402437
300,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X2,SADDLE_CONTACT_INFEASIBLE,False,3.49830702949359,-10.1399743068269,11.1863484300227,10.0657189389746,8.09546826398316,-1.74940658,1.615601,0.09448427,3.04684615,1,0.0506827869,80,500,0,1.21173191,0.3002877,0.3617701,0.020055972,0.321194768,0.440055251,0.178140149
