load_kg,plant,primary_classification,trim_feasible,ankle_bias_deg,knee_bias_deg,hip_bias_deg,abdomen_bias_deg,thorax_bias_deg,min_capture_margin_m,max_trunk_pitch_rad,min_pelvis_height_m,max_drive_saturation,max_limit_proximity,max_saddle_separation_m,support_loss_samples,capture_violation_samples,nonfinite_samples,com_accel_ap_mps2,com_accel_ml_mps2,com_vel_ap_mps,com_vel_ml_mps,trunk_velocity_rad_s,pelvis_velocity_mps,posture_error_rad
25,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,True,-1.77318397394993,1.02206113136247,-0.403694671068991,3.70215857122672,3.43674526170211,0.111720584,0.051423993,0.977893233,0.908782363,0.06536008,0.0109522445,0,0,0,0.047251042,0.0350944325,0.0203536022,0.00362033979,0.0436308049,0.0169910714,0.0151442084
35,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,SADDLE_CONTACT_INFEASIBLE,False,-1.47426666499475,0.997794215952704,-0.343635991846286,3.3214530014019,3.63935201315093,0.104621768,0.0594710447,0.9765735,4.38540125,0.0603531227,0.05109496,0,0,0,0.09320549,0.431389838,0.0202307981,0.08238558,0.125729948,0.106005691,0.0355867073
45,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,ACTUATOR_CAPACITY_BOUND,False,-1.48654101229152,1.08943313601377,-0.606857626696506,3.39978392745106,3.58316446510886,0.0941276,0.07301516,0.975785434,2.7582252,0.06856958,0.0189766139,0,0,0,0.139594063,0.7076903,0.0146766426,0.119863473,0.136105567,0.110801645,0.06817189
55,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,ACTUATOR_CAPACITY_BOUND,False,-1.00341232964673,0.78198737529581,-0.448348799395482,3.18639455422166,3.24380128626875,0.101870552,0.07593624,0.9750439,2.66961312,0.198928773,0.0209570844,0,0,0,0.0843575,0.335267425,0.0208223779,0.0541685037,0.102492787,0.0497649238,0.0628143
60,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,ACTUATOR_CAPACITY_BOUND,False,-0.882908819563304,0.940306453823369,-0.146490577238304,2.83423872037112,3.5753731408777,0.09813506,0.08097885,0.9712931,16.6579552,0.074650526,0.02717991,0,0,0,0.19307138,0.5854762,0.08016678,0.116238393,0.155323356,0.143139616,0.07652532
70,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,SADDLE_CONTACT_INFEASIBLE,False,-0.377384484776578,0.864414963849248,0.240260961172717,2.93934137296022,3.38393039644254,-0.0696468055,0.08392416,0.970227242,3.24901175,0.0464450829,0.05186692,0,11,0,0.6723956,0.666992843,0.183935955,0.3720781,0.192160666,0.350735754,0.08788442
85,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,SADDLE_CONTACT_INFEASIBLE,False,-0.145638018754929,0.980716560042156,-0.0291544045897815,2.98740255298588,3.48070940453031,0.0135751739,0.14930068,0.965947568,3.418386,0.196075439,0.05164198,0,0,0,0.446670979,0.274917424,0.136547014,0.230056465,0.269727737,0.2528191,0.1318048
105,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,SADDLE_CONTACT_INFEASIBLE,False,-0.136627707431034,2.27364389766107,0.197879816098704,3.36170390254704,4.23548643589694,0.0770851448,0.1530616,0.9681733,4.80716133,0.06808304,0.05202577,0,0,0,0.391697943,0.383482039,0.0840192363,0.246891558,0.233856708,0.2534307,0.121907339
125,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,SADDLE_CONTACT_INFEASIBLE,False,1.20321195213823,1.61455498683175,-0.302255273051465,3.1912670801451,4.94685355345123,0.083169125,0.171932012,0.969334066,17.8210983,0.118942574,0.05215267,0,0,0,0.113082178,0.392454475,0.009471003,0.329195052,0.291742027,0.320793539,0.116271958
140,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,True,1.59301618569517,0.852060008654959,-0.334615917431493,2.67453956486299,4.84221091441867,0.0799969956,0.211892262,0.9683726,0.531574547,0.166450843,0.0357820243,0,0,0,0.08347213,0.0536180958,0.0162467714,0.0115498565,0.176135644,0.06654137,0.100063354
155,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,False,2.14784665644887,0.450483541980552,0.173192055730735,3.05001204975675,4.32651520748954,0.07866597,0.24398534,0.966897249,0.5565334,0.199670836,0.0406628475,0,0,0,0.128127784,0.0295912512,0.02295171,0.0104311313,0.193128154,0.0868365,0.115730286
170,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,False,2.44246338721995,1.06047497112884,0.983464863427112,3.30835810080254,4.59971655946427,0.06291238,0.26015982,0.965221465,0.595534146,0.219857767,0.0462457,0,0,0,0.111569881,0.043765258,0.01711166,0.0302472524,0.213168278,0.107360557,0.126952022
200,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,False,2.8888253564573,0.188750711987311,1.11880476874657,4.09238029715876,6.5541844109205,0.04790859,0.255507261,0.9661063,0.6359152,0.23574,0.0483988225,0,0,0,0.10549625,0.0464513935,0.0249784011,0.0144615155,0.248258054,0.103282481,0.145010546
230,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,SADDLE_CONTACT_INFEASIBLE,False,4.58253962938555,-1.11962990341397,0.842163592285353,6.44924765478327,6.71261104513937,0.0694734454,0.242343321,0.9655647,0.695131958,0.2014464,0.0508473776,0,0,0,0.2082033,0.0203364473,0.04373207,0.0028555023,0.283010185,0.09947245,0.166524515
260,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,SADDLE_CONTACT_INFEASIBLE,False,3.88221450706016,-1.81253119253859,0.804423097478685,7.7731961087519,6.62281866111644,-0.0265738815,0.282655925,0.9655494,0.8030286,0.223540828,0.05098886,0,36,0,0.1287896,0.02905977,0.0721734,0.0120248348,0.34387818,0.160784781,0.199812636
300,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,SADDLE_CONTACT_INFEASIBLE,False,3.88221450706016,-1.81253119253859,0.804423097478685,7.7731961087519,6.62281866111644,-0.122299805,0.3808035,0.96203357,0.999735,0.335113049,0.0510540456,0,48,0,0.346663415,0.04649224,0.140455827,0.009209032,0.447749883,0.229633674,0.279993266
25,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,True,-1.77318397394993,1.02206113136247,-0.403694671068991,3.70215857122672,3.43674526170211,0.103936762,0.057082288,0.9782844,0.3076436,0.0658726,0.006342406,0,0,0,0.0187312588,0.00771095045,0.000943491,0.0009523979,0.03746436,0.004978157,0.0147147542
60,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,SADDLE_CONTACT_INFEASIBLE,False,-0.88269417833819,0.933002843802997,-0.148265200591071,2.83534013787492,3.57502652724723,-1,1.74471009,0.144885033,8.451879,0.543937266,0.05178457,23,497,0,1.06237352,0.9900538,0.172213927,0.3247961,0.279390782,0.4490194,0.108044542
140,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,True,1.43823382379395,0.794983338531023,-0.357145743588846,2.64885162840022,4.88288398875766,0.0727333,0.180957973,0.9716856,0.369590729,0.102305561,0.0291670226,0,0,0,0.0118195824,0.0284533333,0.00319712469,0.0133569175,0.110713571,0.0213659182,0.0968345851
170,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,SUPPORT_WRENCH_INFEASIBLE,False,2.44360118379033,1.0617589720711,0.984262286056668,3.30936262277859,4.60058191533301,-1.65382051,1.50017476,0.134563267,1.39393294,0.277180463,0.04851851,20,482,0,1.28628469,0.132964164,0.3456982,0.0168015379,0.2409911,0.439478159,0.102950275
300,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,SADDLE_CONTACT_INFEASIBLE,False,4.48793448353113,-3.4259094351188,2.29646702150617,8.98241242347542,7.637339926719,0.06419915,0.03939903,0.971516252,0.4261369,0.452707529,0.0508873053,0,0,0,0.009198745,0.0235217214,0.00187241368,0.009897467,0.25811398,0.0309514757,0.147578284
