load_kg,plant,converged,iterations,evaluations,rejected_steps,initial_residual_norm,final_residual_norm,classification,ankle_bias_deg,knee_bias_deg,hip_bias_deg,abdomen_bias_deg,thorax_bias_deg,com_accel_ap_mps2,com_accel_ml_mps2,com_vel_ap_mps,com_vel_ml_mps,trunk_velocity_rad_s,trunk_accel_rad_s2,pelvis_velocity_mps,joint_velocity_rad_s,posture_error_rad,min_capture_margin_m,max_trunk_pitch_rad,min_pelvis_height_m,max_drive_saturation,max_limit_proximity,max_saddle_separation_m
25,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,True,2,7,0,1.03816111705158,0.0975546185878188,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,-1.7731839739499298,1.0220611313624726,-0.40369467106899126,3.7021585712267226,3.4367452617021104,0.047251042,0.0350944325,0.0203536022,0.00362033979,0.0436308049,0.433283538,0.0169910714,0.0622492842,0.01514421,0.1117206,0.05142399,0.9778932,0.9087824,0.06536008,0.01095224
35,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,True,4,24,5,0.36098297884726,0.22445043831997,SADDLE_CONTACT_INFEASIBLE,-1.4742666649947451,0.99779421595270423,-0.3436359918462859,3.3214530014019013,3.6393520131509312,0.09320549,0.431389838,0.0202307981,0.08238558,0.125729948,3.63835144,0.106005691,0.215825245,0.03558671,0.1046218,0.05947104,0.9765735,4.385401,0.06035312,0.05109496
45,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,False,3,27,9,0.469974699165244,0.366997743616815,ACTUATOR_CAPACITY_BOUND,-1.4865410122915212,1.0894331360137681,-0.60685762669650556,3.3997839274510637,3.5831644651088559,0.139594063,0.7076903,0.0146766426,0.119863473,0.136105567,2.42385387,0.110801645,0.3528061,0.06817189,0.0941276,0.07301516,0.9757854,2.758225,0.06856958,0.01897661
55,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,False,2,17,5,0.346506259030699,0.324044325664234,ACTUATOR_CAPACITY_BOUND,-1.0034123296467303,0.78198737529581019,-0.448348799395482,3.1863945542216632,3.2438012862687455,0.0843575,0.335267425,0.0208223779,0.0541685037,0.102492787,4.304809,0.0497649238,0.344230682,0.0628143,0.1018706,0.07593624,0.9750439,2.669613,0.1989288,0.02095708
60,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,False,4,35,11,1.23729007150223,0.418219875917556,ACTUATOR_CAPACITY_BOUND,-0.88290881956330391,0.94030645382336919,-0.14649057723830353,2.8342387203711228,3.5753731408776952,0.19307138,0.5854762,0.08016678,0.116238393,0.155323356,7.334555,0.143139616,0.35497576,0.07652532,0.09813506,0.08097885,0.9712931,16.65796,0.07465053,0.02717991
70,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,False,2,17,5,1.07862992006659,0.410235018218825,SADDLE_CONTACT_INFEASIBLE,-0.37738448477657782,0.8644149638492481,0.24026096117271675,2.9393413729602158,3.3839303964425382,0.6723956,0.666992843,0.183935955,0.3720781,0.192160666,2.956176,0.350735754,0.158985391,0.08788442,-0.06964681,0.08392416,0.9702272,3.249012,0.04644508,0.05186692
85,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,False,4,38,14,1.15741661252515,0.369139439532494,SADDLE_CONTACT_INFEASIBLE,-0.14563801875492896,0.980716560042156,-0.029154404589781521,2.9874025529858819,3.4807094045303142,0.446670979,0.274917424,0.136547014,0.230056465,0.269727737,3.61836767,0.2528191,0.649465263,0.1318048,0.01357517,0.1493007,0.9659476,3.418386,0.1960754,0.05164198
105,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,False,5,35,5,1.5023110625966,0.46029729840122,SADDLE_CONTACT_INFEASIBLE,-0.13662770743103431,2.2736438976610711,0.19787981609870406,3.3617039025470437,4.23548643589694,0.391697943,0.383482039,0.0840192363,0.246891558,0.233856708,6.688795,0.2534307,0.5750201,0.1219073,0.07708514,0.1530616,0.9681733,4.807161,0.06808304,0.05202577
125,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,True,3,15,2,1.02531973569778,0.210016399250533,SADDLE_CONTACT_INFEASIBLE,1.2032119521382296,1.6145549868317539,-0.30225527305146482,3.191267080145098,4.94685355345123,0.113082178,0.392454475,0.009471003,0.329195052,0.291742027,11.2744312,0.320793539,0.377994984,0.116272,0.08316913,0.171932,0.9693341,17.8211,0.1189426,0.05215267
140,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,True,2,7,0,0.284815420445531,0.243039343378414,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,1.5930161856951748,0.8520600086549589,-0.33461591743149344,2.6745395648629939,4.8422109144186658,0.08347213,0.0536180958,0.0162467714,0.0115498565,0.176135644,1.077492,0.06654137,0.164891258,0.1000634,0.079997,0.2118923,0.9683726,0.5315745,0.1664508,0.03578202
155,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X6,False,2,17,5,0.334930087417247,0.297332431290379,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,2.1478466564488734,0.45048354198055224,0.17319205573073526,3.0500120497567473,4.3265152074895372,0.128127784,0.0295912512,0.02295171,0.0104311313,0.193128154,1.14819717,0.0868365,0.222021669,0.1157303,0.07866597,0.2439853,0.9668972,0.5565334,0.1996708,0.04066285
