load_kg,plant,primary_classification,trim_feasible,ankle_bias_deg,knee_bias_deg,hip_bias_deg,abdomen_bias_deg,thorax_bias_deg,min_capture_margin_m,max_trunk_pitch_rad,min_pelvis_height_m,max_drive_saturation,max_limit_proximity,max_saddle_separation_m,support_loss_samples,capture_violation_samples,nonfinite_samples,com_accel_ap_mps2,com_accel_ml_mps2,com_vel_ap_mps,com_vel_ml_mps,trunk_velocity_rad_s,pelvis_velocity_mps,posture_error_rad
155,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,True,1.34122814336212,-0.257823461610732,3.29308165069517,5.04088597297693,5.97193394400763,0.0542247742,0.12165124,0.972766936,0.7184667,0.07627782,0.0418096334,0,0,0,0.07823107,0.0527449735,0.0134110367,0.009011251,0.158393145,0.06643835,0.09841571
170,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,False,1.18025138487706,-1.23202841081903,3.05112562476551,5.2106440043542,5.99270252194877,0.0545091629,0.142138764,0.9723094,0.449070215,0.1021618,0.043271333,0,0,0,0.0938596353,0.0347394235,0.0140468776,0.004441524,0.173269525,0.0689627156,0.1112851
200,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,False,1.20384529444893,-3.24830304596756,3.74400206643154,5.51739518036478,6.91313876995287,0.0146901682,0.142128408,0.973336756,0.5223151,0.404959023,0.047939267,0,0,0,0.07234362,0.0513015948,0.0326336659,0.0111795394,0.202186137,0.08537434,0.129222766
230,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,SADDLE_CONTACT_INFEASIBLE,False,2.33051565026135,-4.57494847551941,4.37394561514632,5.93932994660621,6.96232855161641,0.0425280854,0.150610343,0.9726978,0.5220597,0.6740188,0.0510142632,0,0,0,0.111359566,0.0291718487,0.0130279968,0.01911545,0.233729824,0.07752512,0.155056909
260,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,SADDLE_CONTACT_INFEASIBLE,False,3.10241371821983,-4.17916151323133,4.87403693764692,6.53668888774941,7.45305398404399,-0.03381376,0.1877352,0.9716739,0.5717,0.529528558,0.05086847,0,43,0,0.126358524,0.06011184,0.0604590029,0.0225557163,0.286456555,0.123098627,0.190003112
300,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,SADDLE_CONTACT_INFEASIBLE,False,3.10241371821983,-4.17916151323133,4.87403693764692,6.53668888774941,7.45305398404399,-0.100566722,0.300145775,0.9679855,0.7677045,0.408346653,0.0514592379,0,47,0,0.309031963,0.0363174528,0.109630011,0.01121657,0.3839002,0.180190489,0.2818124
25,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,True,-1.80630426336966,1.02604917465266,-0.582649860424063,3.45571117925343,3.34766516831617,0.104475513,0.06812492,0.978162944,0.307404965,0.0575142652,0.006311544,0,0,0,0.0202338789,0.00780072063,0.0009114378,0.00104825688,0.03665121,0.005320428,0.0171759073
60,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,SADDLE_CONTACT_INFEASIBLE,False,-2.10748971178255,1.67145587286148,1.46045339760031,4.82841507223685,2.31692222610491,-1,1.70179677,0.147785932,6.269297,0.530473769,0.0523402728,3,481,0,1.072527,1.08789647,0.225040212,0.2646221,0.299012184,0.409386724,0.09428319
140,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,True,0.435090637563229,-0.270857666839349,2.66080953056477,4.69662759319297,5.84744724540367,0.0758237243,0.04861219,0.975063741,0.3110826,0.0671272352,0.0289121661,0,0,0,0.0109916134,0.0155885993,0.00138279155,0.008143491,0.0928517058,0.0131603088,0.0765918642
170,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,True,1.48627519440503,-1.30103100771769,3.36834547502578,5.86729131001116,6.16309151375532,0.0720904,0.0221401248,0.975050449,0.314545482,0.0682880059,0.0348338149,0,0,0,0.0113173565,0.0235653836,0.001614476,0.00694981543,0.104220442,0.013945492,0.0845901
300,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,SADDLE_CONTACT_INFEASIBLE,False,3.43421912431678,-3.33632868147312,4.74201701187903,7.7701211321806,7.14535087917149,-1.69106984,1.63833642,0.0971248746,2.88567185,1,0.0508833826,63,500,0,1.0912292,0.334315926,0.375975847,0.0311125927,0.335495651,0.459798932,0.159833461
