load_kg,plant,primary_classification,trim_feasible,ankle_bias_deg,knee_bias_deg,hip_bias_deg,abdomen_bias_deg,thorax_bias_deg,min_capture_margin_m,max_trunk_pitch_rad,min_pelvis_height_m,max_drive_saturation,max_limit_proximity,max_saddle_separation_m,support_loss_samples,capture_violation_samples,nonfinite_samples,com_accel_ap_mps2,com_accel_ml_mps2,com_vel_ap_mps,com_vel_ml_mps,trunk_velocity_rad_s,pelvis_velocity_mps,posture_error_rad
25,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,True,-1.80630426336966,1.02604917465266,-0.582649860424063,3.45571117925343,3.34766516831617,0.112092294,0.06339012,0.97766,0.8825059,0.0567361042,0.0103980023,0,0,0,0.0510017648,0.0281982645,0.0211407151,0.00215536729,0.0436845943,0.0165892038,0.0175701734
35,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,SADDLE_CONTACT_INFEASIBLE,False,-1.96834519524112,1.32895733889345,-0.108675697790116,4.17449534268836,2.72649501342939,0.0312263146,0.09531847,0.977027833,3.54539871,0.07175409,0.0515995249,0,0,0,0.147673443,0.245926082,0.0587429032,0.06438767,0.149668276,0.105620384,0.04671624
45,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,ACTUATOR_CAPACITY_BOUND,False,-1.89151513636985,1.277185813573,1.00695125645467,5.0626440890606,2.85637292207884,0.103558794,0.0447519,0.9747223,2.81519151,0.1635131,0.0195858926,0,0,0,0.134973317,0.7263077,0.0358158275,0.117266692,0.161873862,0.121361844,0.08334123
55,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,ACTUATOR_CAPACITY_BOUND,False,-2.03008491471471,1.65412652258935,1.42974750061763,4.87844001533963,2.35027756525909,0.0475575849,0.08244545,0.976721,3.37050915,0.07641876,0.0267615337,0,0,0,0.07241189,0.5257811,0.0371112153,0.07487159,0.135903433,0.0891633853,0.0437918827
60,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,SUPPORT_WRENCH_INFEASIBLE,False,-2.10209875093777,1.66457380439815,1.45400704309674,4.82738886119629,2.32106046184522,-0.0265600234,0.0599510074,0.976576865,4.43644667,0.08579402,0.0196943041,0,11,0,0.3107911,0.5905655,0.08255029,0.18224518,0.165612161,0.1564673,0.102049462
70,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,SADDLE_CONTACT_INFEASIBLE,False,-2.48030552783943,1.23891447610605,2.21273659384407,5.28195434835124,2.6678933424658,0.08861912,0.035852246,0.974454045,2.68158054,0.122074984,0.05161177,0,0,0,0.200695544,0.285371274,0.05004916,0.0748411044,0.134355024,0.09458036,0.0930755958
85,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,ACTUATOR_CAPACITY_BOUND,False,-2.72228157989367,2.07922349595326,2.22665564789345,5.06311022438435,2.6399766513192,0.0217380673,0.231443942,0.974344432,15.5752382,0.08700212,0.0381455161,0,0,0,0.163023412,0.392890662,0.0607339777,0.25791505,0.298524767,0.267382979,0.144113988
105,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,SADDLE_CONTACT_INFEASIBLE,False,-2.63961443992423,1.79998037766941,1.85745425059925,4.93280102978915,4.03663110682739,-0.0596961379,0.166185632,0.9740501,3.949717,0.0398279838,0.052350644,0,35,0,0.154062271,0.133697465,0.121424653,0.08616669,0.25730598,0.155020237,0.09440953
125,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,SADDLE_CONTACT_INFEASIBLE,False,-1.25561428705437,0.460112242699779,2.84641175526484,5.13575602395954,6.13291409179313,-0.0406155735,0.09158105,0.97417593,1.74544251,0.0681089461,0.05172519,0,25,0,0.189944074,0.04945642,0.0882234946,0.0413320623,0.198333949,0.1115388,0.0817150548
140,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,True,0.435090637563229,-0.270857666839349,2.66080953056477,4.69662759319297,5.84744724540367,0.0527336374,0.110471748,0.9738184,0.641783834,0.06848489,0.0338188037,0,0,0,0.045092646,0.07812797,0.014554197,0.0140187787,0.147502169,0.0552600436,0.08769525
