experiment,load_kg,channel,input_deg,repeat,tick,time_s,command_tick,valid_local,invalid_reason,has_support,support_contacts,has_cop,cop_ap_m,com_ap_m,com_velocity_ap_mps,capture_ap_m,capture_margin_m,support_ap_min_m,support_ap_max_m,pelvis_y_m,trunk_pitch_rad,saddle_separation_m,ankle_requested_target_deg,ankle_applied_target_deg,hip_requested_target_deg,hip_applied_target_deg,abdomen_requested_target_deg,abdomen_applied_target_deg,thorax_requested_target_deg,thorax_applied_target_deg,ankle_actual_deg,hip_actual_deg,abdomen_actual_deg,thorax_actual_deg,ankle_solver_torque_nm,hip_solver_torque_nm,abdomen_solver_torque_nm,thorax_solver_torque_nm,max_demand
zero,170,zero,0,2,59,0.59,5,True,NONE,True,8,True,-0.09117572,-0.07608726,0.037555743,-0.0625745952,0.07407437,-0.136648968,0.159106731,0.9749783,-0.144799411,0.03599131,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.745752,0.0969132856,9.856392,9.79882,4.359746,-1.04308128E-05,-0.348991156,1.5739756E-13,0.164910048
zero,170,zero,0,2,60,0.6,5,True,NONE,True,8,True,-0.09139597,-0.075692974,0.0390278026,-0.0616502874,0.07499868,-0.136648968,0.159106731,0.975006938,-0.145742625,0.03591118,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.7429,0.08846932,9.885289,9.810809,4.401934,-1.04308128E-05,-0.347214937,5.364418E-05,0.164235845
zero,170,zero,0,2,61,0.61,5,True,NONE,True,8,True,-0.09150999,-0.07528319,0.0405621119,-0.0606881268,0.0759608448,-0.136648968,0.159106731,0.9750302,-0.1467121,0.0358505733,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.74175787,0.08846932,9.915052,9.822543,4.46070433,1.49011612E-06,-0.348725915,2.38418579E-05,0.163320482
zero,170,zero,0,2,62,0.62,5,True,NONE,True,8,True,-0.09151123,-0.07485759,0.0421324857,-0.0596972257,0.07695174,-0.136648968,0.159106731,0.9750439,-0.147685185,0.0358003974,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.74004436,0.07912936,9.944805,9.833866,4.522705,2.98023224E-06,-0.3514424,3.874302E-05,0.162283927
zero,170,zero,0,2,63,0.63,5,True,NONE,True,8,True,-0.0914194,-0.074416,0.0437265448,-0.058681868,0.0779671,-0.136648968,0.159106731,0.975046933,-0.148648277,0.0357560627,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.738044,0.06852804,9.973369,9.844459,4.582095,1.04308128E-05,-0.3543511,8.940697E-06,0.161256388
zero,170,zero,0,2,64,0.64,5,True,NONE,True,8,True,-0.09126221,-0.07395826,0.04534169,-0.0576428473,0.07900612,-0.136648968,0.159106731,0.9750433,-0.149596348,0.035720814,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.73375249,0.06852804,10.000597,9.854484,4.638672,-1.49011612E-06,-0.358963,2.98023224E-06,0.160184339
zero,170,zero,0,2,65,0.65,5,True,NONE,True,8,True,-0.09106615,-0.07348421,0.0469766,-0.05658045,0.0800685138,-0.136648968,0.159106731,0.975033462,-0.150524423,0.03569161,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.72744584,0.06852804,10.0257988,9.863704,4.689932,-1.49011612E-06,-0.361713767,-2.38418579E-05,0.1591406
zero,170,zero,0,2,66,0.66,5,True,NONE,True,8,True,-0.09085117,-0.07299362,0.04863434,-0.0554933436,0.08115563,-0.136648968,0.159106731,0.975022256,-0.151422724,0.0356688127,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.71853471,0.05595291,10.048831,9.871963,4.73704338,0,-0.365698338,-3.27825546E-05,0.1580246
zero,170,zero,0,2,67,0.67,5,True,NONE,True,8,True,-0.09062453,-0.07248625,0.0503142364,-0.05438152,0.08226745,-0.136648968,0.159106731,0.9750091,-0.152285248,0.035647586,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.70699286,0.05595291,10.0693216,9.879264,4.77910042,5.96046448E-06,-0.369057059,-2.682209E-05,0.1568528
zero,170,zero,0,2,68,0.68,5,True,NONE,True,8,True,-0.0903876647,-0.07196188,0.0520173721,-0.0532443523,0.0834046155,-0.136648968,0.159106731,0.974996865,-0.153119788,0.0356326662,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.69307756,0.03956468,10.0878286,9.885766,4.81740236,2.98023224E-06,-0.3748715,-1.49011612E-05,0.155609816
zero,170,zero,0,2,69,0.69000000000000006,5,True,NONE,True,8,True,-0.0901573747,-0.0714203045,0.05374059,-0.0520827621,0.0845662057,-0.136648968,0.159106731,0.9749866,-0.153916672,0.0356159881,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.67675114,0.03956468,10.1035089,9.891313,4.84948158,5.96046448E-06,-0.375929475,-2.08616257E-05,0.154347017
zero,170,zero,0,2,70,0.70000000000000007,5,True,NONE,True,8,True,-0.08992444,-0.07086129,0.0554865934,-0.050895527,0.08575344,-0.136648968,0.159106731,0.9749796,-0.154691711,0.0356053673,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.65826464,0.05595291,10.1177711,9.896066,4.876387,-8.940697E-06,-0.3820032,-2.98023224E-05,0.152985454
zero,170,zero,0,2,71,0.71,5,True,NONE,True,8,True,-0.0897044,-0.07028463,0.05725124,-0.0496839322,0.08696504,-0.136648968,0.159106731,0.9749768,-0.15543814,0.0355950072,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.63757181,0.03956468,10.1298475,9.900104,4.896319,8.940697E-06,-0.382471085,-5.96046448E-06,0.151600078
zero,170,zero,0,2,72,0.72,5,True,NONE,True,8,True,-0.08948489,-0.06969014,0.0590356626,-0.0484473743,0.0882016,-0.136648968,0.159106731,0.9749781,-0.156173885,0.0355925933,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.61551881,0,10.14106,9.903902,4.910493,8.940697E-06,-0.385974348,-2.98023224E-05,0.150103346
zero,170,zero,0,2,73,0.73,5,True,NONE,True,8,True,-0.089269,-0.06907765,0.0608356968,-0.0471871868,0.08946178,-0.136648968,0.159106731,0.9749821,-0.156879216,0.035585735,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.59146643,0,10.1500969,9.906829,4.91931438,1.49011612E-06,-0.3841132,-2.98023224E-06,0.1485729
zero,170,zero,0,2,74,0.74,5,True,NONE,True,8,True,-0.08903907,-0.0684469938,0.06265198,-0.04590297,0.090746,-0.136648968,0.159106731,0.974987,-0.157587752,0.03558716,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.565969,0.03956468,10.1588182,9.909597,4.92515564,1.1920929E-05,-0.386986136,-1.49011612E-05,0.146987066
zero,170,zero,0,2,75,0.75,5,True,NONE,True,8,True,-0.08881746,-0.06779804,0.0644829,-0.0445951857,0.0920537859,-0.136648968,0.159106731,0.9749957,-0.15826501,0.0355841555,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.538366,0.03956468,10.1652966,9.911733,4.92723,-1.49011612E-06,-0.3821805,2.98023224E-06,0.1453793
zero,170,zero,0,2,76,0.76,5,True,NONE,True,8,True,-0.08857514,-0.0671306252,0.06632884,-0.0432635248,0.09338544,-0.136648968,0.159106731,0.9750015,-0.1589432,0.0355787463,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.509836,0,10.1713858,9.913551,4.92893457,8.940697E-06,-0.384122133,-1.78813934E-05,0.143594265
zero,170,zero,0,2,77,0.77,5,True,NONE,True,8,True,-0.0883177742,-0.0664446056,0.06819074,-0.04190751,0.0947414562,-0.136648968,0.159106731,0.9750069,-0.159612149,0.0355707854,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.48003149,0.03956468,10.1763153,9.914894,4.93119955,1.04308128E-05,-0.3815949,-1.49011612E-05,0.141801491
zero,170,zero,0,2,78,0.78,5,True,NONE,True,8,True,-0.0880489647,-0.06573981,0.07006996,-0.0405264944,0.09612247,-0.136648968,0.159106731,0.9750114,-0.160285264,0.0355639681,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.448586,0,10.1807032,9.91616,4.93328571,5.96046448E-06,-0.3821954,-2.08616257E-05,0.139980376
zero,170,zero,0,2,79,0.79,5,True,NONE,True,8,True,-0.08777115,-0.06501607,0.0719673261,-0.03912,0.0975289643,-0.136648968,0.159106731,0.9750153,-0.160946161,0.0355494842,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.41640735,0,10.1839371,9.91687,4.93705273,0,-0.380072,-2.682209E-05,0.138042986
zero,170,zero,0,2,80,0.8,5,True,NONE,True,8,True,-0.0874767452,-0.06427318,0.0738837644,-0.0376874954,0.09896147,-0.136648968,0.159106731,0.9750163,-0.16161117,0.0355332121,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.38182354,0,10.1863995,9.917344,4.943371,1.34110451E-05,-0.382247567,2.98023224E-06,0.136083886
zero,170,zero,0,2,81,0.81,5,True,NONE,True,8,True,-0.08717596,-0.0635109246,0.07582245,-0.0362276137,0.100421354,-0.136648968,0.159106731,0.9750164,-0.162267715,0.03550807,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.34673023,0,10.1876307,9.917344,4.9521327,8.940697E-06,-0.382977724,-8.940697E-06,0.134082571
zero,170,zero,0,2,82,0.82000000000000006,5,True,NONE,True,8,True,-0.08686563,-0.06272906,0.0777848,-0.0347396024,0.101909369,-0.136648968,0.159106731,0.9750159,-0.162956089,0.03549022,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.31008816,0,10.1897068,9.917502,4.962921,-2.98023224E-06,-0.3877461,-2.08616257E-05,0.132068172
zero,170,zero,0,2,83,0.83000000000000007,5,True,NONE,True,8,True,-0.08656605,-0.0619273521,0.07977188,-0.033222843,0.103426129,-0.136648968,0.159106731,0.975018561,-0.163646609,0.03547115,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.27285528,0,10.190937,9.917582,4.97208834,2.98023224E-06,-0.38356632,-5.96046448E-06,0.130003
zero,170,zero,0,2,84,0.84,5,True,NONE,True,8,True,-0.08625795,-0.06110553,0.08178462,-0.0316767246,0.104972243,-0.136648968,0.159106731,0.975021243,-0.164356008,0.0354559869,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.233601,0,10.192399,9.917582,4.978776,1.49011612E-05,-0.386682153,-2.682209E-05,0.127914712
zero,170,zero,0,2,85,0.85,5,True,NONE,True,8,True,-0.08594278,-0.0602633581,0.08382084,-0.0301018134,0.106547154,-0.136648968,0.159106731,0.9750242,-0.165071085,0.03543801,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.19435787,0,10.19309,9.917423,4.98621464,5.96046448E-06,-0.385022163,1.16163428E-14,0.125787914
zero,170,zero,0,2,86,0.86,5,True,NONE,True,8,True,-0.08561705,-0.059400592,0.0858823,-0.0284972247,0.108151741,-0.136648968,0.159106731,0.975026,-0.165808678,0.0354211368,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.15367365,0,10.1942434,9.917423,4.992807,7.4505806E-06,-0.38716644,-5.96046448E-06,0.124032758
zero,170,zero,0,2,87,0.87,5,True,NONE,True,8,True,-0.08528449,-0.05851697,0.08797054,-0.0268621575,0.109786808,-0.136648968,0.159106731,0.9750269,-0.166561916,0.03540158,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.112206,0,10.1952429,9.917265,5.0000906,1.63912773E-05,-0.3861755,1.13566586E-14,0.123883449
zero,170,zero,0,2,88,0.88,5,True,NONE,True,8,True,-0.0849435,-0.0576121919,0.09008924,-0.0251949783,0.111453988,-0.136648968,0.159106731,0.975026667,-0.167340964,0.03538243,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.06990767,0.03956468,10.1965494,9.917265,5.00836372,8.940697E-06,-0.388623774,-1.1920929E-05,0.123823136
zero,170,zero,0,2,89,0.89,5,True,NONE,True,8,True,-0.084597595,-0.05668594,0.09224153,-0.0234942455,0.113154724,-0.136648968,0.159106731,0.9750252,-0.168147728,0.0353619456,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,2.02595448,0.03956468,10.1980095,9.917344,5.02028465,1.1920929E-05,-0.389134884,-2.682209E-05,0.1236003
zero,170,zero,0,2,90,0.9,5,True,NONE,True,8,True,-0.08424764,-0.0557378121,0.0944317654,-0.0217579957,0.11489097,-0.136648968,0.159106731,0.975023746,-0.1689879,0.0353454947,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,1.98142147,0,10.200161,9.91766,5.034697,7.4505806E-06,-0.3912866,-2.08616257E-05,0.1234618
zero,170,zero,0,2,91,0.91,5,True,NONE,True,8,True,-0.0838936642,-0.05476744,0.0966598,-0.0199859161,0.116663054,-0.136648968,0.159106731,0.975021958,-0.1698503,0.03532721,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,1.93626857,0.03956468,10.2023125,9.917897,5.05133867,1.04308128E-05,-0.390467048,6.13143349E-15,0.123209357
zero,170,zero,0,2,92,0.92,5,True,NONE,True,8,True,-0.08353115,-0.0537744239,0.09892728,-0.0181770083,0.118471958,-0.136648968,0.159106731,0.9750195,-0.1707479,0.03531299,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,1.89045167,0,10.2052307,9.91845,5.067134,1.1920929E-05,-0.393678248,-3.874302E-05,0.123023845
zero,170,zero,0,2,93,0.93,5,True,NONE,True,8,True,-0.08316363,-0.0527583621,0.101234965,-0.016330611,0.120318353,-0.136648968,0.159106731,0.9750167,-0.171668559,0.0352968425,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,1.8430717,0.03956468,10.2083025,9.918924,5.084622,1.63912773E-05,-0.392714143,-1.49011612E-05,0.122703344
zero,170,zero,0,2,94,0.94000000000000006,5,True,NONE,True,8,True,-0.08278706,-0.0517188422,0.10358426,-0.0144457985,0.122203171,-0.136648968,0.159106731,0.9750131,-0.172623262,0.0352842249,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,1.79574943,0.03956468,10.2119865,9.919714,5.101526,8.940697E-06,-0.3962785,-2.98023224E-05,0.122449271
zero,170,zero,0,2,95,0.95000000000000007,5,True,NONE,True,8,True,-0.0824058652,-0.050655432,0.105976924,-0.0125215137,0.124127455,-0.136648968,0.159106731,0.9750086,-0.173604026,0.035269767,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,1.74624968,0.03956468,10.2158232,9.920505,5.12119532,1.34110451E-05,-0.39575398,-1.49011612E-05,0.122062244
zero,170,zero,0,2,96,0.96,5,True,NONE,True,8,True,-0.08201595,-0.0495676771,0.108415633,-0.0105563467,0.126092628,-0.136648968,0.159106731,0.9750032,-0.1746179,0.0352578163,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,1.69669008,0,10.2202721,9.921531,5.140817,1.34110451E-05,-0.399599969,-4.172325E-05,0.121744454
zero,170,zero,0,2,97,0.97,5,True,NONE,True,8,True,-0.0816200748,-0.0484551,0.110902421,-0.008549087,0.128099889,-0.136648968,0.159106731,0.974996269,-0.175660759,0.0352437049,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,1.64658964,0.03956468,10.2251024,9.922716,5.16382456,1.49011612E-05,-0.399787724,-2.08616257E-05,0.121302545
zero,170,zero,0,2,98,0.98,5,True,NONE,True,8,True,-0.0812157542,-0.04731719,0.113440409,-0.00649809465,0.130150869,-0.136648968,0.159106731,0.9749886,-0.176737875,0.0352319069,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,1.59442544,0.03956468,10.2303133,9.924058,5.18648624,1.34110451E-05,-0.403825939,-4.172325E-05,0.120874494
zero,170,zero,0,2,99,0.99,5,True,NONE,True,8,True,-0.08080565,-0.046153415,0.116031289,-0.004402242,0.132246733,-0.136648968,0.159106731,0.974979758,-0.177847162,0.0352186,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,1.54201937,0.03956468,10.23598,9.92548,5.212426,1.34110451E-05,-0.404687226,-4.47034836E-05,0.1204071
zero,170,zero,0,2,100,1,5,True,NONE,True,8,True,-0.08038769,-0.044963222,0.1186782,-0.00225984049,0.134389132,-0.136648968,0.159106731,0.9749697,-0.178988948,0.03520485,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,1.48776877,0.03956468,10.2417974,9.926901,5.23738861,1.34110451E-05,-0.408649445,-5.364418E-05,0.120020792
zero,170,zero,0,2,101,1.01,5,True,NONE,True,8,True,-0.07996061,-0.0437460281,0.121384032,-6.92705362E-05,0.136579692,-0.136648968,0.159106731,0.9749589,-0.180172727,0.03519458,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,1.43255687,0,10.2485294,9.928717,5.26515245,1.34110451E-05,-0.41217953,-5.96046448E-05,0.119563863
zero,170,zero,0,2,102,1.02,5,True,NONE,True,8,True,-0.07952799,-0.04250123,0.124148175,0.00216985377,0.138818815,-0.136648968,0.159106731,0.9749474,-0.1813885,0.0351816453,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,1.37740493,0.03956468,10.2556381,9.930453,5.29263,1.63912773E-05,-0.41217953,-4.172325E-05,0.118998505
zero,170,zero,0,2,103,1.03,5,True,NONE,True,8,True,-0.07908139,-0.04122823,0.126973242,0.00445905654,0.141108021,-0.136648968,0.159106731,0.9749343,-0.18264325,0.03516892,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,1.31935751,0,10.263278,9.932346,5.318904,1.937151E-05,-0.4157111,-2.98023224E-05,0.118479311
zero,170,zero,0,2,104,1.04,5,True,NONE,True,8,True,-0.07862319,-0.0399264134,0.129859731,0.00679914467,0.143448114,-0.136648968,0.159106731,0.9749206,-0.183930308,0.0351585858,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,1.2617414,0,10.27114,9.934477,5.346489,1.49011612E-05,-0.418946147,-4.76837158E-05,0.117948927
zero,170,zero,0,2,105,1.05,5,True,NONE,True,8,True,-0.0781589448,-0.0385951661,0.132805273,0.009189863,0.145838827,-0.136648968,0.159106731,0.9749072,-0.185250133,0.0351505727,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,1.20136535,0,10.2796068,9.936685,5.375159,2.38418579E-05,-0.4207149,-6.556511E-05,0.117453374
zero,170,zero,0,2,106,1.06,5,True,NONE,True,8,True,-0.07768184,-0.0372339226,0.135810718,0.01163208,0.147474647,-0.136648968,0.159106731,0.974891841,-0.1865987,0.0351380073,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,1.14122462,0,10.2880659,9.938814,5.402279,1.1920929E-05,-0.422135,-5.96046448E-05,0.116879918
zero,170,zero,0,2,107,1.07,5,True,NONE,True,8,True,-0.07718726,-0.03584204,0.138880014,0.0141278505,0.144978881,-0.136648968,0.159106731,0.9748739,-0.187992841,0.0351291746,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,1.07845914,0.03956468,10.2973557,9.941258,5.42919636,2.38418579E-05,-0.42745322,-5.96046448E-05,0.116253525
zero,170,zero,0,2,108,1.08,5,True,NONE,True,8,True,-0.0766877457,-0.03441887,0.142014027,0.01667813,0.1424286,-0.136648968,0.159106731,0.974856436,-0.1894186,0.0351217948,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,1.01566815,0,10.306941,9.943859,5.459237,2.5331974E-05,-0.4276663,-6.556511E-05,0.115669489
zero,170,zero,0,2,109,1.09,5,True,NONE,True,8,True,-0.07617809,-0.03296376,0.145211965,0.0192832742,0.139823452,-0.136648968,0.159106731,0.9748379,-0.190876082,0.0351161957,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,0.9512023,0,10.3168211,9.946382,5.48844337,2.08616257E-05,-0.429724157,-6.556511E-05,0.115090109
zero,170,zero,0,2,110,1.1,5,True,NONE,True,8,True,-0.07565597,-0.031476073,0.148475185,0.02194439,0.137162343,-0.136648968,0.159106731,0.9748175,-0.19236064,0.03510925,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,0.884695351,0,10.3266916,9.94905949,5.518079,2.23517418E-05,-0.4319936,-8.940697E-05,0.114475243
zero,170,zero,0,2,111,1.11,5,True,NONE,True,8,True,-0.07511975,-0.02995515,0.1518047,0.0246625021,0.134444237,-0.136648968,0.159106731,0.9747944,-0.193880573,0.03510104,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,0.8175655,0,10.3368568,9.951895,5.548358,2.23517418E-05,-0.4353404,-8.940697E-05,0.113802306
zero,170,zero,0,2,112,1.12,5,True,NONE,True,8,True,-0.07456761,-0.0284002889,0.155205384,0.0274400543,0.131666675,-0.136648968,0.159106731,0.9747672,-0.195431337,0.0350883,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,0.749645054,0,10.3470879,9.954572,5.58040142,2.38418579E-05,-0.438925624,-0.000101327896,0.113243617
zero,170,zero,0,2,113,1.1300000000000001,5,True,NONE,True,8,True,-0.0740002245,-0.0268107485,0.158681169,0.0302792042,0.128827527,-0.136648968,0.159106731,0.974736631,-0.197030485,0.0350768678,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,0.67839396,0,10.3582172,9.957405,5.61670065,2.38418579E-05,-0.444367528,-9.536743E-05,0.112515777
zero,170,zero,0,2,114,1.1400000000000001,5,True,NONE,True,8,True,-0.07342605,-0.0251857415,0.1622336,0.03318129,0.125925437,-0.136648968,0.159106731,0.9747061,-0.198665649,0.0350677036,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,0.6078049,0,10.3696356,9.9602375,5.6552887,3.129244E-05,-0.445559621,-0.000113248825,0.111786507
zero,170,zero,0,2,115,1.1500000000000001,5,True,NONE,True,8,True,-0.0728416741,-0.0235245172,0.165860936,0.03614642,0.122960314,-0.136648968,0.159106731,0.9746744,-0.200335354,0.03505927,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,0.5352216,0,10.3811178,9.963228,5.69288731,2.682209E-05,-0.448328257,-0.000137090683,0.1110467
zero,170,zero,0,2,116,1.16,5,True,NONE,True,8,True,-0.07224072,-0.0218263175,0.16956462,0.039175868,0.119930863,-0.136648968,0.159106731,0.9746404,-0.202038988,0.0350504629,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,0.461399823,0,10.3928881,9.966294,5.730021,2.83122063E-05,-0.452134,-0.00011920929,0.1103769
zero,170,zero,0,2,117,1.17,5,True,NONE,True,8,True,-0.07162405,-0.0200903751,0.173345655,0.04227075,0.116835982,-0.136648968,0.159106731,0.9746038,-0.203773275,0.035037823,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,0.381548166,0,10.4044952,9.969125,5.76669,2.5331974E-05,-0.455909967,-0.00011920929,0.109780669
zero,170,zero,0,2,118,1.18,5,True,NONE,True,8,True,-0.0709833,-0.0183158945,0.177206233,0.04543264,0.113674089,-0.136648968,0.159106731,0.974562764,-0.205557168,0.0350270942,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,0.306466818,0,10.4167671,9.97219,5.80457449,3.427267E-05,-0.4619509,-0.000143051147,0.108982
zero,170,zero,0,2,119,1.19,5,True,NONE,True,8,True,-0.07033206,-0.0165020488,0.1811476,0.0486627929,0.110443935,-0.136648968,0.159106731,0.974521458,-0.207369715,0.03501447,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,0.227281824,0,10.4288731,9.975333,5.84286451,3.874302E-05,-0.4629135,-0.00011920929,0.108348608
zero,170,zero,0,2,120,1.2,5,True,NONE,True,8,True,-0.06965905,-0.01464803,0.185169771,0.05196203,0.1071447,-0.136648968,0.159106731,0.9744764,-0.209231064,0.03500406,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,0.142652512,0,10.4416428,9.978476,5.881226,3.57627869E-05,-0.468996167,-0.000143051147,0.107578047
zero,170,zero,0,2,121,1.21,5,True,NONE,True,8,True,-0.0689780638,-0.012753,0.189274788,0.0553319,0.103774831,-0.136648968,0.159106731,0.9744313,-0.211132109,0.034996327,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,0.05595291,0,10.454545,9.981616,5.919969,2.83122063E-05,-0.4702896,-0.000143051147,0.106868081
zero,170,zero,0,2,122,1.22,5,True,NONE,True,8,True,-0.06828263,-0.0108161364,0.193462312,0.0587730855,0.100333646,-0.136648968,0.159106731,0.9743841,-0.213071689,0.0349899754,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,0,0,10.4678059,9.984913,5.956614,3.874302E-05,-0.473338366,-0.000166893,0.106137231
zero,170,zero,0,2,123,1.23,5,True,NONE,True,8,True,-0.06756834,-0.008836608,0.197733313,0.06228673,0.09682,-0.136648968,0.159106731,0.9743338,-0.215045944,0.03498176,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,-0.111905821,0,10.4809008,9.988288,5.99349737,3.27825546E-05,-0.476238132,-0.000178813934,0.105430119
zero,170,zero,0,2,124,1.24,5,True,NONE,True,8,True,-0.06684042,-0.006813573,0.2020905,0.06587464,0.09323209,-0.136648968,0.159106731,0.9742792,-0.217068,0.0349739157,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,-0.197823435,0,10.4945021,9.991583,6.03090525,3.7252903E-05,-0.4806608,-0.00017285347,0.104693323
zero,170,zero,0,2,125,1.25,5,True,NONE,True,8,True,-0.06609475,-0.00474614138,0.206536323,0.06953856,0.08956817,-0.136648968,0.159106731,0.9742208,-0.219132051,0.0349657834,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,-0.288035333,0,10.5083094,9.995032,6.06857538,4.32133675E-05,-0.4834056,-0.00017285347,0.103959672
zero,170,zero,0,2,126,1.26,5,True,NONE,True,8,True,-0.06533147,-0.00263342052,0.21107249,0.07327996,0.08582677,-0.136648968,0.159106731,0.974158049,-0.221239686,0.0349570028,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,-0.381548166,0,10.5223227,9.998716,6.107831,4.32133675E-05,-0.4867345,-0.000196695328,0.103191137
zero,170,zero,0,2,127,1.27,5,True,NONE,True,8,True,-0.06455163,-0.000474479457,0.21570161,0.0771007,0.08200603,-0.136648968,0.159106731,0.9740904,-0.223387316,0.0349448547,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,-0.478062242,0,10.5363913,10.002244,6.14862442,4.32133675E-05,-0.49020946,-0.000166893,0.1024051
zero,170,zero,0,2,128,1.28,5,True,NONE,True,8,True,-0.06375456,0.0017316395,0.220427424,0.081003055,0.07810368,-0.136648968,0.159106731,0.9740171,-0.225583985,0.03493071,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,-0.57334733,0,10.5507383,10.0057688,6.19171858,3.7252903E-05,-0.4952401,-0.000190734863,0.101579919
zero,170,zero,0,2,129,1.29,5,True,NONE,True,8,True,-0.062940076,0.00398593023,0.225253835,0.0849894,0.07411733,-0.136648968,0.159106731,0.9739387,-0.227831125,0.0349154,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,-0.6737632,0,10.5655851,10.009449,6.236744,5.06639481E-05,-0.5000323,-0.0001847744,0.100740232
zero,170,zero,0,2,130,1.3,5,True,NONE,True,8,True,-0.0621074066,0.006289436,0.230183065,0.0890615657,0.0700451657,-0.136648968,0.159106731,0.973856032,-0.230133459,0.0349021479,0,0,0,0,11.8000011,11.8000011,11.0000019,11.0000019,-0.7753078,0,10.5808563,10.0131283,6.28324747,4.91738319E-05,-0.5047947,-0.00022649765,0.09992755
