load_kg,plant,converged,iterations,evaluations,rejected_steps,initial_residual_norm,final_residual_norm,classification,ankle_bias_deg,knee_bias_deg,hip_bias_deg,abdomen_bias_deg,thorax_bias_deg,com_accel_ap_mps2,com_accel_ml_mps2,com_vel_ap_mps,com_vel_ml_mps,trunk_velocity_rad_s,trunk_accel_rad_s2,pelvis_velocity_mps,joint_velocity_rad_s,posture_error_rad,min_capture_margin_m,max_trunk_pitch_rad,min_pelvis_height_m,max_drive_saturation,max_limit_proximity,max_saddle_separation_m
25,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,True,2,7,0,1.06558540792172,0.115981857207909,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,-1.8063042633696564,1.0260491746526643,-0.58264986042406341,3.4557111792534276,3.347665168316166,0.0510017648,0.0281982645,0.0211407151,0.00215536729,0.0436845943,0.3898985,0.0165892038,0.061384622,0.01757017,0.1120923,0.06339012,0.97766,0.8825059,0.0567361,0.010398
35,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,False,2,17,5,0.375869018380341,0.363540620716721,SADDLE_CONTACT_INFEASIBLE,-1.968345195241118,1.3289573388934524,-0.10867569779011643,4.1744953426883571,2.7264950134293868,0.147673443,0.245926082,0.0587429032,0.06438767,0.149668276,2.6783843,0.105620384,0.209988147,0.04671624,0.03122631,0.09531847,0.9770278,3.545399,0.07175409,0.05159952
45,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,False,5,38,8,0.967659164229327,0.363614594126007,ACTUATOR_CAPACITY_BOUND,-1.8915151363698508,1.2771858135729994,1.00695125645467,5.0626440890606021,2.8563729220788359,0.134973317,0.7263077,0.0358158275,0.117266692,0.161873862,3.32475686,0.121361844,0.403355032,0.08334123,0.1035588,0.0447519,0.9747223,2.815192,0.1635131,0.01958589
55,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,False,2,17,5,0.381671518703542,0.361046411151408,ACTUATOR_CAPACITY_BOUND,-2.0300849147147053,1.6541265225893542,1.4297475006176334,4.8784400153396339,2.350277565259085,0.07241189,0.5257811,0.0371112153,0.07487159,0.135903433,4.07567644,0.0891633853,0.234969437,0.04379188,0.04755758,0.08244545,0.976721,3.370509,0.07641876,0.02676153
60,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,False,2,20,8,0.693595465774965,0.462355683807841,SUPPORT_WRENCH_INFEASIBLE,-2.1020987509377669,1.66457380439815,1.4540070430967436,4.8273888611962938,2.3210604618452213,0.3107911,0.5905655,0.08255029,0.18224518,0.165612161,7.020463,0.1564673,0.397430778,0.1020495,-0.02656002,0.05995101,0.9765769,4.436447,0.08579402,0.0196943
70,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,False,5,40,10,2.09314219599507,0.400793100540661,SADDLE_CONTACT_INFEASIBLE,-2.4803055278394264,1.2389144761060455,2.2127365938440668,5.2819543483512446,2.6678933424658031,0.200695544,0.285371274,0.05004916,0.0748411044,0.134355024,1.89880157,0.09458036,0.39368856,0.0930756,0.08861912,0.03585225,0.974454,2.681581,0.122075,0.05161177
85,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,False,3,24,6,1.65797988271127,0.555346351558253,ACTUATOR_CAPACITY_BOUND,-2.7222815798936679,2.0792234959532614,2.226655647893454,5.06311022438435,2.6399766513191967,0.163023412,0.392890662,0.0607339777,0.25791505,0.298524767,11.7853756,0.267382979,0.6550973,0.144114,0.02173807,0.2314439,0.9743444,15.57524,0.08700212,0.03814552
105,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,False,2,17,5,0.95195920786943,0.874402710468534,SADDLE_CONTACT_INFEASIBLE,-2.6396144399242334,1.7999803776694105,1.8574542505992482,4.9328010297891494,4.0366311068273868,0.154062271,0.133697465,0.121424653,0.08616669,0.25730598,3.47864079,0.155020237,0.4066966,0.09440953,-0.05969614,0.1661856,0.9740501,3.949717,0.03982798,0.05235064
125,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,False,4,31,7,1.19731828360827,0.415705973482253,SADDLE_CONTACT_INFEASIBLE,-1.2556142870543723,0.46011224269977907,2.8464117552648389,5.1357560239595408,6.1329140917931326,0.189944074,0.04945642,0.0882234946,0.0413320623,0.198333949,1.01936316,0.1115388,0.2508239,0.08171505,-0.04061557,0.09158105,0.9741759,1.745443,0.06810895,0.05172519
140,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,True,2,7,0,0.664121528137824,0.21359050497434,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,0.43509063756322885,-0.27085766683934892,2.6608095305647672,4.6966275931929689,5.8474472454036714,0.045092646,0.07812797,0.014554197,0.0140187787,0.147502169,0.7553391,0.0552600436,0.1739764,0.08769525,0.05273364,0.1104717,0.9738184,0.6417838,0.06848489,0.0338188
155,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,True,2,7,0,0.350162057503895,0.232504176740087,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,1.3412281433621207,-0.25782346161073211,3.2930816506951675,5.0408859729769251,5.97193394400763,0.07823107,0.0527449735,0.0134110367,0.009011251,0.158393145,1.0251404,0.06643835,0.197059631,0.09841571,0.05422477,0.1216512,0.9727669,0.7184667,0.07627782,0.04180963
170,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,False,3,24,6,0.292967909962134,0.256357778148387,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,1.1802513848770619,-1.2320284108190325,3.0511256247655067,5.2106440043541973,5.9927025219487708,0.0938596353,0.0347394235,0.0140468776,0.004441524,0.173269525,1.02750289,0.0689627156,0.206482545,0.1112851,0.05450916,0.1421388,0.9723094,0.4490702,0.1021618,0.04327133
200,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,False,7,55,13,0.714002873931193,0.282193569188465,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,1.2038452944489273,-3.2483030459675586,3.7440020664315368,5.5173951803647832,6.913138769952873,0.07234362,0.0513015948,0.0326336659,0.0111795394,0.202186137,0.9865487,0.08537434,0.297352165,0.1292228,0.01469017,0.1421284,0.9733368,0.5223151,0.404959,0.04793927
230,GAM13_STATIC_TRIM_DIAGNOSTIC_IMPEDANCE_X5,False,4,31,7,0.843223140177475,0.307079984755203,SADDLE_CONTACT_INFEASIBLE,2.3305156502613511,-4.5749484755194079,4.3739456151463232,5.9393299466062075,6.9623285516164071,0.111359566,0.0291718487,0.0130279968,0.01911545,0.233729824,0.9942115,0.07752512,0.303774685,0.1550569,0.04252809,0.1506103,0.9726978,0.5220597,0.6740188,0.05101426
