tick,time,barY,standRefY,heightDeficit,barVelY,barSpeed,barAngSpeed,lKnee,rKnee,maxKnee,lHip,rHip,maxHip,trunk,completionRegion,linStill,angStill,kneesQ,hipsQ,trunkQ,physicalLockout,state,sq,demand,drive01
281,2.810000,1.246911,1.403096,0.156185,-0.292201,0.296149,0.429562,1.177041,1.189172,1.189172,-1.055758,-1.064798,1.064798,0.348133,0,0,0,0,0,0,0,DESCENT,0.480000,0.241263,0.000000
282,2.820000,1.243948,1.403096,0.159148,-0.294244,0.298136,0.423950,1.186864,1.199006,1.199006,-1.065492,-1.074542,1.074542,0.351875,0,0,0,0,0,0,0,DESCENT,0.483000,0.242370,0.000000
283,2.830000,1.240965,1.403096,0.162131,-0.296130,0.299974,0.422883,1.196667,1.208842,1.208842,-1.075170,-1.084259,1.084259,0.355592,0,0,0,0,0,0,0,DESCENT,0.486000,0.242062,0.000000
284,2.840000,1.237961,1.403096,0.165136,-0.298397,0.302197,0.415307,1.206376,1.218571,1.218571,-1.084699,-1.093809,1.093809,0.359236,0,0,0,0,0,0,0,DESCENT,0.489000,0.242705,0.000000
285,2.850000,1.234935,1.403096,0.168161,-0.300278,0.304055,0.416716,1.216235,1.228485,1.228485,-1.094407,-1.103583,1.103583,0.362883,0,0,0,0,0,0,0,DESCENT,0.492000,0.242350,0.000000
286,2.860000,1.231893,1.403096,0.171203,-0.302248,0.305996,0.410164,1.225957,1.238219,1.238219,-1.103979,-1.113168,1.113168,0.366476,0,0,0,0,0,0,0,DESCENT,0.494999,0.243202,0.000000
287,2.870000,1.228839,1.403096,0.174257,-0.303015,0.306743,0.412830,1.235734,1.248038,1.248038,-1.113572,-1.122818,1.122818,0.370082,0,0,0,0,0,0,0,DESCENT,0.497999,0.242638,0.000000
288,2.880000,1.225774,1.403096,0.177322,-0.304534,0.308231,0.405661,1.245467,1.257775,1.257775,-1.123185,-1.132434,1.132434,0.373624,0,0,0,0,0,0,0,DESCENT,0.501000,0.243868,0.000000
289,2.890000,1.222700,1.403096,0.180396,-0.305127,0.308798,0.408892,1.255197,1.267539,1.267539,-1.132793,-1.142086,1.142086,0.377182,0,0,0,0,0,0,0,DESCENT,0.504000,0.243252,0.000000
290,2.900000,1.219623,1.403096,0.183473,-0.305796,0.309428,0.402670,1.264759,1.277100,1.277100,-1.142225,-1.151512,1.151512,0.380686,0,0,0,0,0,0,0,DESCENT,0.507000,0.244197,0.000000
291,2.910000,1.216545,1.403096,0.186551,-0.305459,0.309054,0.405920,1.274339,1.286719,1.286719,-1.151651,-1.160984,1.160984,0.384203,0,0,0,0,0,0,0,DESCENT,0.510000,0.243690,0.000000
292,2.920000,1.213466,1.403096,0.189630,-0.305982,0.309551,0.399787,1.283837,1.296222,1.296222,-1.161079,-1.170410,1.170410,0.387660,0,0,0,0,0,0,0,DESCENT,0.513000,0.240351,0.000000
293,2.930000,1.210385,1.403096,0.192711,-0.305937,0.309434,0.401992,1.293299,1.305723,1.305723,-1.170476,-1.179847,1.179847,0.391131,0,0,0,0,0,0,0,DESCENT,0.516000,0.242275,0.000000
294,2.940000,1.207305,1.403096,0.195791,-0.306006,0.309436,0.395649,1.302580,1.315010,1.315010,-1.179685,-1.189054,1.189054,0.394547,0,0,0,0,0,0,0,DESCENT,0.519000,0.245134,0.000000
295,2.950000,1.204219,1.403096,0.198877,-0.306538,0.309906,0.394002,1.311946,1.324419,1.324419,-1.189008,-1.198418,1.198418,0.397929,0,0,0,0,0,0,0,DESCENT,0.522000,0.244669,0.000000
296,2.960000,1.201126,1.403096,0.201971,-0.307409,0.310717,0.386358,1.321127,1.333617,1.333617,-1.198131,-1.207549,1.207549,0.401243,0,0,0,0,0,0,0,DESCENT,0.525000,0.244964,0.000000
297,2.970000,1.198031,1.403096,0.205065,-0.307286,0.310544,0.387725,1.330332,1.342875,1.342875,-1.207222,-1.216701,1.216701,0.404557,0,0,0,0,0,0,0,DESCENT,0.528000,0.244242,0.000000
298,2.980000,1.194932,1.403096,0.208164,-0.308030,0.311228,0.378883,1.339499,1.352060,1.352060,-1.216347,-1.225838,1.225838,0.407794,0,0,0,0,0,0,0,DESCENT,0.531000,0.245232,0.000000
299,2.990000,1.191832,1.403096,0.211264,-0.307915,0.311061,0.380036,1.348644,1.361247,1.361247,-1.225422,-1.234963,1.234963,0.411028,0,0,0,0,0,0,0,DESCENT,0.534000,0.244620,0.000000
300,3.000000,1.188737,1.403096,0.214360,-0.307665,0.310753,0.371916,1.357617,1.370227,1.370227,-1.234286,-1.243831,1.243831,0.414191,0,0,0,0,0,0,0,DESCENT,0.537000,0.245420,0.000000
301,3.010000,1.185651,1.403096,0.217445,-0.306402,0.309439,0.372322,1.366602,1.379257,1.379257,-1.243098,-1.252697,1.252697,0.417342,0,0,0,0,0,0,0,DESCENT,0.540000,0.245007,0.000000
302,3.020000,1.182572,1.403096,0.220524,-0.306073,0.309052,0.362434,1.375518,1.388185,1.388185,-1.251922,-1.261527,1.261527,0.420404,0,0,0,0,0,0,0,DESCENT,0.543000,0.246100,0.000000
303,3.030000,1.179501,1.403096,0.223595,-0.305001,0.307931,0.363024,1.384387,1.397098,1.397098,-1.260680,-1.270333,1.270333,0.423455,0,0,0,0,0,0,0,DESCENT,0.546000,0.245510,0.000000
304,3.040000,1.176444,1.403096,0.226652,-0.303857,0.306735,0.354458,1.393062,1.405779,1.405779,-1.269213,-1.278869,1.278869,0.426431,0,0,0,0,0,0,0,DESCENT,0.549000,0.246293,0.000000
305,3.050000,1.173375,1.403096,0.229721,-0.305088,0.307755,0.333914,1.402037,1.414822,1.414822,-1.278455,-1.288180,1.288180,0.429175,0,0,0,0,0,0,0,DESCENT,0.552000,0.246765,0.000000
306,3.060000,1.170294,1.403096,0.232802,-0.306282,0.308786,0.321326,1.410695,1.423487,1.423487,-1.287383,-1.297106,1.297106,0.431810,0,0,0,0,0,0,0,DESCENT,0.555000,0.247419,0.000000
307,3.070000,1.167214,1.403096,0.235882,-0.306009,0.308399,0.320687,1.419363,1.432194,1.432194,-1.296130,-1.305900,1.305900,0.434423,0,0,0,0,0,0,0,DESCENT,0.558000,0.246891,0.000000
308,3.080000,1.164105,1.403096,0.238991,-0.309433,0.311742,0.309486,1.428367,1.441210,1.441210,-1.305456,-1.315222,1.315222,0.436931,0,0,0,0,0,0,0,DESCENT,0.561000,0.249339,0.000000
309,3.090000,1.160968,1.403096,0.242128,-0.311862,0.314107,0.314566,1.437205,1.450065,1.450065,-1.314548,-1.324329,1.324329,0.439475,0,0,0,0,0,0,0,DESCENT,0.564000,0.248219,0.000000
310,3.100000,1.157820,1.403096,0.245276,-0.313078,0.315261,0.310117,1.445848,1.458684,1.458684,-1.323209,-1.332964,1.332964,0.441985,0,0,0,0,0,0,0,DESCENT,0.567000,0.248709,0.000000
311,3.110000,1.154648,1.403096,0.248448,-0.315485,0.317619,0.313036,1.454900,1.467774,1.467774,-1.332340,-1.342134,1.342134,0.444504,0,0,0,0,0,0,0,DESCENT,0.570000,0.249537,0.000000
312,3.120000,1.151463,1.403096,0.251633,-0.316890,0.318978,0.311382,1.463597,1.476449,1.476449,-1.341016,-1.350777,1.350777,0.447021,0,0,0,0,0,0,0,DESCENT,0.573000,0.249815,0.000000
313,3.130000,1.148286,1.403096,0.254811,-0.315754,0.317800,0.318779,1.472267,1.485146,1.485146,-1.349384,-1.359183,1.359183,0.449592,0,0,0,0,0,0,0,DESCENT,0.576000,0.249049,0.000000
314,3.140000,1.145140,1.403096,0.257956,-0.312766,0.314777,0.316263,1.480699,1.493576,1.493576,-1.357309,-1.367106,1.367106,0.452153,0,0,0,0,0,0,0,DESCENT,0.579000,0.249719,0.000000
315,3.150000,1.142025,1.403096,0.261071,-0.309598,0.311587,0.320812,1.489304,1.502234,1.502234,-1.365426,-1.375283,1.375283,0.454740,0,0,0,0,0,0,0,DESCENT,0.582000,0.249988,0.000000
316,3.160000,1.138954,1.403096,0.264142,-0.305312,0.307288,0.318533,1.497502,1.510433,1.510433,-1.373081,-1.382933,1.382933,0.457318,0,0,0,0,0,0,0,DESCENT,0.585000,0.250190,0.000000
317,3.170000,1.135945,1.403096,0.267151,-0.298863,0.300834,0.324756,1.505567,1.518546,1.518546,-1.380429,-1.390339,1.390339,0.459938,0,0,0,0,0,0,0,DESCENT,0.588000,0.249313,0.000000
318,3.180000,1.133003,1.403096,0.270093,-0.292364,0.294343,0.319458,1.513410,1.526404,1.526404,-1.387584,-1.397506,1.397506,0.462517,0,0,0,0,0,0,0,DESCENT,0.591000,0.250228,0.000000
319,3.190000,1.130141,1.403096,0.272955,-0.284115,0.286133,0.325383,1.521029,1.534080,1.534080,-1.394441,-1.404427,1.404427,0.465131,0,0,0,0,0,0,0,DESCENT,0.594000,0.239194,0.000000
320,3.200000,1.127373,1.403096,0.275723,-0.274942,0.276966,0.319043,1.528247,1.541316,1.541316,-1.400841,-1.410842,1.410842,0.467703,0,0,0,0,0,0,0,DESCENT,0.597000,0.247349,0.000000
321,3.210000,1.124706,1.403096,0.278390,-0.264465,0.266524,0.320337,1.535266,1.548400,1.548400,-1.406994,-1.417069,1.417069,0.470272,0,0,0,0,0,0,0,DESCENT,0.600000,0.249027,0.000000
322,3.220000,1.122155,1.403096,0.280941,-0.253069,0.255176,0.315911,1.541888,1.555059,1.555059,-1.412773,-1.422885,1.422885,0.472807,0,0,0,0,0,0,0,DESCENT,0.603000,0.248743,0.000000
323,3.230000,1.119725,1.403096,0.283371,-0.240934,0.243100,0.311797,1.548193,1.561421,1.561421,-1.418210,-1.428382,1.428382,0.475290,0,0,0,0,0,0,0,DESCENT,0.606000,0.248077,0.000000
324,3.240000,1.117422,1.403096,0.285674,-0.228196,0.230431,0.306715,1.554145,1.567430,1.567430,-1.423333,-1.433561,1.433561,0.477721,0,0,0,0,0,0,0,DESCENT,0.609000,0.247695,0.000000
325,3.250000,1.115258,1.403096,0.287838,-0.214272,0.216593,0.301262,1.559647,1.572985,1.572985,-1.427993,-1.438278,1.438278,0.480097,0,0,0,0,0,0,0,DESCENT,0.612000,0.247115,0.000000
326,3.260000,1.113236,1.403096,0.289860,-0.200064,0.202482,0.293514,1.564825,1.578226,1.578226,-1.432377,-1.442725,1.442725,0.482391,0,0,0,0,0,0,0,DESCENT,0.615000,0.247013,0.000000
327,3.270000,1.111356,1.403096,0.291740,-0.185975,0.188501,0.284761,1.569641,1.583106,1.583106,-1.436504,-1.446911,1.446911,0.484596,0,0,0,0,0,0,0,DESCENT,0.618000,0.246865,0.000000
328,3.280000,1.109630,1.403096,0.293466,-0.170323,0.172991,0.277327,1.573889,1.587410,1.587410,-1.440018,-1.450479,1.450479,0.486727,0,0,0,0,0,0,0,DESCENT,0.621000,0.246087,0.000000
329,3.290000,1.108059,1.403096,0.295037,-0.154928,0.157755,0.265940,1.577864,1.591457,1.591457,-1.443337,-1.453865,1.453865,0.488740,0,0,0,0,0,0,0,DESCENT,0.624000,0.246259,0.000000
330,3.300000,1.106635,1.403096,0.296461,-0.140407,0.143406,0.253839,1.581493,1.595158,1.595158,-1.446492,-1.457078,1.457078,0.490631,0,0,0,0,0,0,0,DESCENT,0.627000,0.246307,0.000000
331,3.310000,1.105372,1.403096,0.297724,-0.123938,0.127183,0.244920,1.584455,1.598175,1.598175,-1.448891,-1.459526,1.459526,0.492433,0,0,0,0,0,0,0,DESCENT,0.630000,0.245206,0.000000
332,3.320000,1.104269,1.403096,0.298827,-0.108170,0.111695,0.231881,1.587236,1.601037,1.601037,-1.451228,-1.461934,1.461934,0.494101,0,0,0,0,0,0,0,DESCENT,0.633000,0.245581,0.000000
333,3.330000,1.103313,1.403096,0.299783,-0.093444,0.097242,0.224748,1.589761,1.603639,1.603639,-1.453637,-1.464405,1.464405,0.495696,0,0,0,0,0,0,0,DESCENT,0.636000,0.245522,0.000000
334,3.340000,1.102484,1.403096,0.300612,-0.081068,0.085091,0.206342,1.591853,1.605755,1.605755,-1.455886,-1.466640,1.466640,0.497113,0,0,0,0,0,0,0,DESCENT,0.639000,0.246220,0.000000
335,3.350000,1.101781,1.403096,0.301315,-0.068176,0.072501,0.200498,1.593512,1.607477,1.607477,-1.457691,-1.468483,1.468483,0.498452,0,0,0,0,0,0,0,DESCENT,0.642000,0.244951,0.000000
336,3.360000,1.101190,1.403096,0.301906,-0.057354,0.061941,0.181571,1.594925,1.608933,1.608933,-1.459414,-1.470205,1.470205,0.499612,0,0,1,0,0,0,0,DESCENT,0.645001,0.245960,0.000000
337,3.370000,1.100686,1.403096,0.302410,-0.048537,0.053301,0.170982,1.596235,1.610329,1.610329,-1.461237,-1.472076,1.472076,0.500650,0,0,1,0,0,0,0,DESCENT,0.648001,0.245766,0.000000
338,3.380000,1.100257,1.403096,0.302839,-0.041168,0.046056,0.153937,1.597168,1.611295,1.611295,-1.462801,-1.473628,1.473628,0.501533,0,0,1,0,0,0,0,DESCENT,0.651001,0.246134,0.000000
339,3.390000,1.099884,1.403096,0.303212,-0.035609,0.040455,0.142486,1.598124,1.612329,1.612329,-1.464488,-1.475357,1.475357,0.502285,0,0,1,0,0,0,0,DESCENT,0.654001,0.246082,0.000000
340,3.400000,1.099545,1.403096,0.303551,-0.032453,0.036991,0.123491,1.598930,1.613169,1.613169,-1.466179,-1.477035,1.477035,0.502863,0,0,1,0,0,0,0,DESCENT,0.657001,0.246859,0.000000
341,3.410000,1.099229,1.403096,0.303867,-0.029895,0.034050,0.115959,1.599707,1.614009,1.614009,-1.467846,-1.478736,1.478736,0.503353,0,0,1,0,0,0,0,DESCENT,0.660001,0.246323,0.000000
342,3.420000,1.098923,1.403096,0.304173,-0.029212,0.032767,0.098473,1.600449,1.614768,1.614768,-1.469550,-1.480418,1.480418,0.503683,0,0,1,0,0,0,0,DESCENT,0.663001,0.247328,0.000000
343,3.430000,1.098609,1.403096,0.304487,-0.029910,0.032769,0.090586,1.601344,1.615715,1.615715,-1.471459,-1.482349,1.482349,0.503920,0,0,1,0,0,0,0,DESCENT,0.666001,0.247235,0.000000
344,3.440000,1.098272,1.403096,0.304824,-0.032463,0.034603,0.075146,1.602218,1.616588,1.616588,-1.473410,-1.484261,1.484261,0.504017,0,0,1,0,0,0,0,DESCENT,0.669001,0.248096,0.000000
345,3.450000,1.097902,1.403096,0.305194,-0.035555,0.037129,0.067776,1.603186,1.617585,1.617585,-1.475348,-1.486202,1.486202,0.504027,0,0,1,0,0,0,0,DESCENT,0.672001,0.247843,0.000000
346,3.460000,1.097489,1.403096,0.305607,-0.040122,0.041244,0.053536,1.604258,1.618662,1.618662,-1.477342,-1.488167,1.488167,0.503900,0,0,1,0,0,0,0,DESCENT,0.675001,0.248694,0.000000
347,3.470000,1.097021,1.403096,0.306075,-0.045441,0.046236,0.049619,1.605611,1.620053,1.620053,-1.479580,-1.490427,1.490427,0.503721,0,0,1,0,0,0,0,DESCENT,0.678001,0.248514,0.000000
348,3.480000,1.096497,1.403096,0.306599,-0.051207,0.051778,0.040111,1.606978,1.621400,1.621400,-1.481760,-1.492566,1.492566,0.503460,0,0,1,0,0,0,0,DESCENT,0.681001,0.249150,0.000000
349,3.490000,1.095910,1.403096,0.307186,-0.057360,0.057781,0.038435,1.608680,1.623121,1.623121,-1.484186,-1.495004,1.495004,0.503166,0,0,1,0,0,0,0,DESCENT,0.684001,0.249074,0.000000
350,3.500000,1.095253,1.403096,0.307843,-0.064531,0.064847,0.030590,1.610493,1.624903,1.624903,-1.486701,-1.497470,1.497470,0.502798,0,0,1,0,0,0,0,DESCENT,0.687001,0.249933,0.000000
351,3.510000,1.094526,1.403096,0.308571,-0.071474,0.071729,0.031974,1.612556,1.626969,1.626969,-1.489339,-1.500109,1.500109,0.502435,0,0,1,0,0,0,0,DESCENT,0.690001,0.249512,0.000000
352,3.520000,1.093723,1.403096,0.309373,-0.079171,0.079383,0.026659,1.614766,1.629140,1.629140,-1.492066,-1.502785,1.502785,0.502021,0,0,1,0,0,0,0,DESCENT,0.693001,0.250374,0.000000
353,3.530000,1.092840,1.403096,0.310256,-0.087087,0.087275,0.029020,1.617301,1.631675,1.631675,-1.495042,-1.505763,1.505763,0.501626,0,0,1,0,0,0,0,DESCENT,0.696001,0.250123,0.000000
354,3.540000,1.091872,1.403096,0.311224,-0.095705,0.095877,0.025687,1.619962,1.634289,1.634289,-1.498105,-1.508771,1.508771,0.501205,0,0,1,0,0,0,0,DESCENT,0.699001,0.250846,0.000000
355,3.550000,1.090821,1.403096,0.312275,-0.103920,0.104085,0.030527,1.622907,1.637223,1.637223,-1.501322,-1.511987,1.511987,0.500834,0,0,1,0,0,0,0,DESCENT,0.702001,0.250408,0.000000
356,3.560000,1.089685,1.403096,0.313411,-0.112548,0.112709,0.028653,1.626001,1.640263,1.640263,-1.504625,-1.515238,1.515238,0.500458,0,0,1,0,0,0,0,DESCENT,0.705001,0.251185,0.000000
357,3.570000,1.088458,1.403096,0.314638,-0.121686,0.121837,0.028048,1.629354,1.643593,1.643593,-1.508035,-1.518632,1.518632,0.500065,0,0,1,0,0,0,0,DESCENT,0.708001,0.251237,0.000000
358,3.580000,1.087145,1.403096,0.315951,-0.130128,0.130273,0.035367,1.632983,1.647208,1.647208,-1.511653,-1.522259,1.522259,0.499760,0,0,1,0,0,0,0,DESCENT,0.711001,0.250916,0.000000
359,3.590000,1.085748,1.403096,0.317348,-0.138722,0.138860,0.034847,1.636763,1.650924,1.650924,-1.515353,-1.525915,1.525915,0.499465,0,0,1,0,0,0,0,DESCENT,0.714001,0.251644,0.000000
360,3.600000,1.084267,1.403096,0.318829,-0.146952,0.147087,0.042867,1.640866,1.655003,1.655003,-1.519289,-1.529859,1.529859,0.499243,0,0,1,0,0,0,0,DESCENT,0.717001,0.251317,0.000000
361,3.610000,1.082705,1.403096,0.320391,-0.155155,0.155283,0.043869,1.645061,1.659125,1.659125,-1.523259,-1.533780,1.533780,0.499048,0,0,1,0,0,0,0,DESCENT,0.720001,0.251900,0.000000
362,3.620000,1.081061,1.403096,0.322035,-0.163353,0.163473,0.048029,1.649518,1.663543,1.663543,-1.527355,-1.537870,1.537870,0.498883,0,0,1,0,0,0,0,DESCENT,0.723001,0.251809,0.000000
363,3.630000,1.079334,1.403096,0.323762,-0.171815,0.171916,0.047297,1.654121,1.668093,1.668093,-1.531497,-1.541988,1.541988,0.498720,0,0,1,0,0,0,0,DESCENT,0.726001,0.252181,0.000000
364,3.640000,1.077526,1.403096,0.325570,-0.179603,0.179688,0.057132,1.659049,1.673002,1.673002,-1.535887,-1.546412,1.546412,0.498648,0,0,1,0,0,0,0,DESCENT,0.729001,0.251700,0.000000
365,3.650000,1.075645,1.403096,0.327451,-0.187155,0.187225,0.058694,1.664069,1.677942,1.677942,-1.540334,-1.550828,1.550828,0.498611,0,0,1,0,0,0,0,DESCENT,0.732001,0.252304,0.000000
366,3.660000,1.073694,1.403096,0.329402,-0.193967,0.194026,0.069273,1.669381,1.683211,1.683211,-1.544997,-1.555510,1.555510,0.498665,0,0,1,0,0,0,0,DESCENT,0.735001,0.251910,0.000000
367,3.670000,1.071678,1.403096,0.331419,-0.200640,0.200690,0.071334,1.674751,1.688488,1.688488,-1.549694,-1.560164,1.560164,0.498754,0,0,1,0,0,0,0,DESCENT,0.738001,0.252560,0.000000
368,3.680000,1.069599,1.403096,0.333497,-0.206750,0.206793,0.082635,1.680381,1.694068,1.694068,-1.554597,-1.565081,1.565081,0.498939,0,0,1,0,0,0,0,DESCENT,0.741001,0.252167,0.000000
369,3.690000,1.067461,1.403096,0.335635,-0.212773,0.212812,0.085563,1.686034,1.699624,1.699624,-1.559514,-1.569952,1.569952,0.499166,0,0,1,0,0,0,0,DESCENT,0.744001,0.252745,0.000000
370,3.700000,1.065268,1.403096,0.337828,-0.218151,0.218188,0.097673,1.691912,1.705450,1.705450,-1.564602,-1.575055,1.575055,0.499495,0,0,1,0,0,0,0,DESCENT,0.747001,0.252284,0.000000
371,3.710000,1.063022,1.403096,0.340074,-0.223644,0.223682,0.100714,1.697815,1.711256,1.711256,-1.569735,-1.580146,1.580146,0.499868,0,0,1,0,0,0,0,DESCENT,0.750001,0.252914,0.000000
372,3.720000,1.060726,1.403096,0.342370,-0.228478,0.228519,0.112947,1.703909,1.717298,1.717298,-1.575019,-1.585446,1.585446,0.500343,0,0,1,0,0,0,0,DESCENT,0.753001,0.252589,0.000000
373,3.730000,1.058383,1.403096,0.344713,-0.233247,0.233291,0.116099,1.709990,1.723280,1.723280,-1.580286,-1.590675,1.590675,0.500864,0,0,1,0,0,0,0,DESCENT,0.756001,0.253077,0.000000
374,3.740000,1.055993,1.403096,0.347103,-0.237994,0.238043,0.118962,1.716173,1.729400,1.729400,-1.585539,-1.595927,1.595927,0.501401,0,0,1,0,0,0,0,DESCENT,0.759001,0.252989,0.000000
375,3.750000,1.053561,1.403096,0.349535,-0.242164,0.242219,0.130465,1.722569,1.735755,1.735755,-1.591045,-1.601473,1.601473,0.502048,0,0,1,0,0,0,0,DESCENT,0.762001,0.252663,0.000000
376,3.760000,1.051090,1.403096,0.352006,-0.246066,0.246129,0.132711,1.728921,1.742004,1.742004,-1.596526,-1.606925,1.606925,0.502733,0,0,1,0,0,0,0,DESCENT,0.765001,0.253181,0.000000
377,3.770000,1.048586,1.403096,0.354510,-0.249274,0.249345,0.142127,1.735429,1.748451,1.748451,-1.602109,-1.612532,1.612532,0.503494,0,0,1,0,0,0,0,DESCENT,0.768001,0.252783,0.000000
378,3.780000,1.046049,1.403096,0.357047,-0.252771,0.252850,0.142330,1.741940,1.754861,1.754861,-1.607733,-1.618131,1.618131,0.504269,0,0,1,0,0,0,0,DESCENT,0.771001,0.253481,0.000000
379,3.790000,1.043481,1.403096,0.359615,-0.255680,0.255768,0.151207,1.748569,1.761433,1.761433,-1.613444,-1.623870,1.623870,0.505115,0,0,1,0,0,0,0,DESCENT,0.774001,0.252992,0.000000
380,3.800000,1.040887,1.403096,0.362209,-0.258333,0.258432,0.151723,1.755139,1.767899,1.767899,-1.619084,-1.629488,1.629488,0.505979,0,0,1,0,0,0,0,DESCENT,0.777001,0.253462,0.000000
381,3.810000,1.038268,1.403096,0.364828,-0.260885,0.260994,0.159123,1.761903,1.774610,1.774610,-1.624934,-1.635375,1.635375,0.506899,0,0,1,0,0,0,0,DESCENT,0.780001,0.253271,0.000000
382,3.820000,1.035626,1.403096,0.367470,-0.263236,0.263358,0.159195,1.768564,1.781165,1.781165,-1.630699,-1.641117,1.641117,0.507834,0,0,1,0,0,0,0,DESCENT,0.783001,0.253663,0.000000
383,3.830000,1.032966,1.403096,0.370130,-0.264802,0.264935,0.167123,1.775339,1.787880,1.787880,-1.636524,-1.646980,1.646980,0.508830,0,0,1,0,0,0,0,DESCENT,0.786002,0.253238,0.000000
384,3.840000,1.030296,1.403096,0.372800,-0.266019,0.266164,0.166423,1.782023,1.794458,1.794458,-1.642254,-1.652693,1.652693,0.509833,0,0,1,0,0,0,0,DESCENT,0.789002,0.253740,0.000000
385,3.850000,1.027613,1.403096,0.375483,-0.267227,0.267382,0.172150,1.788875,1.801255,1.801255,-1.648182,-1.658664,1.658664,0.510874,0,0,1,0,0,0,0,DESCENT,0.792002,0.253595,0.000000
386,3.860000,1.024921,1.403096,0.378175,-0.268249,0.268417,0.170892,1.795585,1.807857,1.807857,-1.653995,-1.664457,1.664457,0.511917,0,0,1,0,0,0,0,DESCENT,0.795002,0.253951,0.000000
387,3.870000,1.022224,1.403096,0.380872,-0.268516,0.268695,0.177398,1.802377,1.814589,1.814589,-1.659840,-1.670344,1.670344,0.513007,0,0,1,0,0,0,0,DESCENT,0.798002,0.253533,0.000000
388,3.880000,1.019521,1.403096,0.383575,-0.269366,0.269549,0.168830,1.809124,1.821238,1.821238,-1.665776,-1.676272,1.676272,0.514022,0,0,1,0,0,0,0,DESCENT,0.801002,0.254232,0.000000
389,3.890000,1.016815,1.403096,0.386281,-0.269505,0.269691,0.173312,1.815909,1.827965,1.827965,-1.671719,-1.682260,1.682260,0.515065,0,0,1,0,0,0,0,DESCENT,0.804002,0.253786,0.000000
390,3.900000,1.014113,1.403096,0.388983,-0.269211,0.269406,0.170311,1.822562,1.834511,1.834511,-1.677504,-1.688033,1.688033,0.516093,0,0,1,0,0,0,0,DESCENT,0.807002,0.254264,0.000000
391,3.910000,1.011411,1.403096,0.391685,-0.269171,0.269372,0.173231,1.829381,1.841276,1.841276,-1.683492,-1.694070,1.694070,0.517131,0,0,1,0,0,0,0,DESCENT,0.810002,0.254228,0.000000
392,3.920000,1.008713,1.403096,0.394383,-0.268901,0.269113,0.170378,1.836014,1.847800,1.847800,-1.689306,-1.699866,1.699866,0.518154,0,0,1,0,0,0,0,DESCENT,0.813002,0.254521,0.000000
393,3.930000,1.006024,1.403096,0.397072,-0.267791,0.268011,0.175408,1.842697,1.854422,1.854422,-1.695094,-1.705701,1.705701,0.519210,0,0,1,0,0,0,0,DESCENT,0.816002,0.254089,0.000000
394,3.940000,1.003352,1.403096,0.399744,-0.266220,0.266452,0.172315,1.849226,1.860846,1.860846,-1.700704,-1.711302,1.711302,0.520249,0,0,1,0,0,0,0,DESCENT,0.819002,0.254561,0.000000
395,3.950000,1.000698,1.403096,0.402398,-0.264316,0.264556,0.176566,1.855841,1.867407,1.867407,-1.706398,-1.717049,1.717049,0.521311,0,0,1,0,0,0,0,DESCENT,0.822002,0.254367,0.000000
396,3.960000,0.998067,1.403096,0.405030,-0.262120,0.262372,0.173439,1.862258,1.873719,1.873719,-1.711913,-1.722553,1.722553,0.522357,0,0,1,0,0,0,0,DESCENT,0.825002,0.254749,0.000000
397,3.970000,0.995463,1.403096,0.407633,-0.259210,0.259470,0.178158,1.868692,1.880098,1.880098,-1.717409,-1.728102,1.728102,0.523431,0,0,1,0,0,0,0,DESCENT,0.828002,0.254316,0.000000
398,3.980000,0.992894,1.403096,0.410202,-0.255910,0.256184,0.175324,1.874923,1.886225,1.886225,-1.722706,-1.733392,1.733392,0.524492,0,0,1,0,0,0,0,DESCENT,0.831002,0.254832,0.000000
399,3.990000,0.990362,1.403096,0.412734,-0.252016,0.252298,0.179638,1.881160,1.892412,1.892412,-1.727994,-1.738736,1.738736,0.525576,0,0,1,0,0,0,0,DESCENT,0.834002,0.254430,0.000000
400,4.000000,0.987872,1.403096,0.415224,-0.248006,0.248300,0.175645,1.887188,1.898340,1.898340,-1.733113,-1.743851,1.743851,0.526635,0,0,1,0,0,0,0,DESCENT,0.837002,0.254831,0.000000
401,4.010000,0.985426,1.403096,0.417670,-0.243511,0.243813,0.179845,1.893194,1.904298,1.904298,-1.738213,-1.749008,1.749008,0.527717,0,0,1,0,0,0,0,DESCENT,0.840002,0.254478,0.000000
402,4.020000,0.983026,1.403096,0.420070,-0.238972,0.239284,0.176540,1.898996,1.910006,1.910006,-1.743174,-1.753970,1.753970,0.528778,0,0,1,0,0,0,0,DESCENT,0.843002,0.254808,0.000000
403,4.030000,0.980673,1.403096,0.422423,-0.234184,0.234498,0.179605,1.904762,1.915721,1.915721,-1.748137,-1.758985,1.758985,0.529853,0,0,1,0,0,0,0,DESCENT,0.846002,0.254440,0.000000
404,4.040000,0.978367,1.403096,0.424729,-0.229604,0.229925,0.174544,1.910304,1.921165,1.921165,-1.752937,-1.763777,1.763777,0.530890,0,0,1,0,0,0,0,DESCENT,0.849002,0.254816,0.000000
405,4.050000,0.976107,1.403096,0.426989,-0.224844,0.225162,0.177210,1.915807,1.926625,1.926625,-1.757720,-1.768613,1.768613,0.531931,0,0,1,0,0,0,0,DESCENT,0.852002,0.247309,0.000000
406,4.060000,0.973892,1.403096,0.429204,-0.220476,0.220803,0.170185,1.921101,1.931831,1.931831,-1.762354,-1.773243,1.773243,0.532926,0,0,1,0,0,0,0,DESCENT,0.855002,0.260786,0.000000
