phase,feed_forward,saddle,repeat,load_kg,measured_ticks,initial_pelvis_y,final_pelvis_y,min_pelvis_y,max_trunk_pitch_rad,upright,min_capture_hull_margin_m,min_capture_ap_margin_m,max_com_speed_mps,max_canonical_pose_error_deg,max_target_actual_deflection_deg,max_joint_limit_proximity,max_balance_ankle_usage,max_balance_hip_usage,max_balance_trunk_usage,max_drive_demand,saturation_fraction,min_rearward_cop_authority_m,min_forward_cop_authority_m,max_saddle_separation_m,max_saddle_limit_occupancy,max_saddle_force_n,max_saddle_torque_nm,min_support_contacts,support_lost,saddle_invalid,non_finite,support_retained,saddle_valid,loaded_setup_valid,standing_gates_pass,pass
"phase1","F2","S0",1,25,500,0.984061837,0.9772176,0.977148,0.0986311957,true,0.08321126,0.08321126,0.06903026,3.23885822,2.40471768,0.07133806,10.8715429,0.289046377,0.1686058,0.357348263,0,0.07626882,0.1537312,0.005633736,0.112674721,0,0,8,false,false,false,true,true,true,true,true
"phase1","F2","S0",1,60,500,0.986136854,0.9767018,0.976543367,0.06873635,true,0.0900021344,0.0900158361,0.004629029,2.93454242,2.06422758,0.0641844049,0.860628247,0.0009828443,0.000573310244,0.09807219,0,0.0617884919,0.168365017,0.012295085,0.2459017,0,0,8,false,false,false,true,true,true,true,true
"phase1","F2","S0",1,140,500,0.987844348,0.9751339,0.9750896,0.0508693866,true,0.0738228559,0.07437334,0.0117129982,3.36777067,4.508408,0.06734612,0.6682522,0,0,0.1927865,0,0.0456310436,0.186869383,0.0281647388,0.563294768,0,0,8,false,false,false,true,true,true,true,true
"phase1","F2","S0",1,170,500,0.9881501,0.9751718,0.975123644,0.0227451082,true,0.071801506,0.0724208653,0.0136178862,3.36404967,4.96287775,0.06710391,0.7112139,0,0,0.211965621,0,0.04195694,0.190897912,0.034201093,0.684021831,0,0,8,false,false,false,true,true,true,true,true
