phase,feed_forward,saddle,repeat,load_kg,measured_ticks,initial_pelvis_y,final_pelvis_y,min_pelvis_y,max_trunk_pitch_rad,upright,min_capture_hull_margin_m,min_capture_ap_margin_m,max_com_speed_mps,max_canonical_pose_error_deg,max_target_actual_deflection_deg,max_joint_limit_proximity,max_balance_ankle_usage,max_balance_hip_usage,max_balance_trunk_usage,max_drive_demand,saturation_fraction,min_rearward_cop_authority_m,min_forward_cop_authority_m,max_saddle_separation_m,max_saddle_limit_occupancy,max_saddle_force_n,max_saddle_torque_nm,min_support_contacts,support_lost,saddle_invalid,non_finite,support_retained,saddle_valid,loaded_setup_valid,standing_gates_pass,pass
"phase1","F0","S0",1,25,500,0.9840594,0.979239,0.9791279,0.0388320349,true,0.105898544,0.105898544,0.0040920414,3.19481373,0.8943742,0.07051509,1.18372393,0.0274257381,0.01599791,0.111270212,0,0.07626971,0.153730318,0.00529403472,0.105880693,0,0,8,false,false,false,true,true,true,true,true
"phase1","F0","S0",1,60,500,0.9857162,0.9784033,0.978309453,0.0523955077,true,0.09177989,0.0919019,0.003936676,6.36470842,1.226511,0.140988842,1.02134359,0.0241369624,0.0140795112,0.09956207,0,0.0621140972,0.168690622,0.01231122,0.2462244,0,0,8,false,false,false,true,true,true,true,true
"phase1","F0","S0",1,140,500,0.987094164,0.9759936,0.9759699,0.144029036,true,0.07610775,0.0770769,0.0176274646,9.74678,1.87673855,0.215703547,0.8001293,0,0,0.0773231238,0,0.04659857,0.1878369,0.02831983,0.5663966,0,0,8,false,false,false,true,true,true,true,true
"phase1","F0","S0",1,170,500,0.987343431,0.9750045,0.974991739,0.15133819,true,0.07156449,0.07280029,0.0209757425,10.0461016,2.303641,0.221770048,0.715198934,0,0,0.094944194,0,0.0430853739,0.192026332,0.0343267433,0.6865349,0,0,8,false,false,false,true,true,true,false,false
