configuration,joint,t_s,nominal_deg,preload_deg,balance_offset_deg,final_target_deg,actual_deg,posture_error_deg,drive_space_error_deg,drive_error_x_deg,drive_error_y_deg,drive_error_z_deg,applied_vs_nominal_deg,target_ang_vel_x,actual_ang_vel_x,low_limit,high_limit,limit_proximity,spring,damper,max_force_nm,activation,capacity_scale,modelled_demand,implied_spring_torque_nm,solver_torque_x_nm
C_PRODUCTION_CURRENT,right_shank,0.25,0.00,0.00,0.00,0.00,0.79,0.79,0.79,-0.791,0.000,0.000,0.00,0.000,-0.074,-5.0,145.0,0.005,800,80,2052.0,1.00,6.84,0.002,11.0,-0.003
C_PRODUCTION_CURRENT,left_foot,0.25,0.00,0.00,15.00,15.00,-2.23,2.25,17.25,17.229,-0.126,0.758,15.01,0.000,-0.056,-45.0,55.0,0.050,650,70,1710.0,1.00,9.50,0.117,195.7,0.178
C_PRODUCTION_CURRENT,right_foot,0.25,0.00,0.00,15.00,15.00,-2.35,2.37,17.37,17.350,-0.116,0.805,15.01,0.000,-0.049,-45.0,55.0,0.052,650,70,1710.0,1.00,9.50,0.118,197.1,0.310
C_PRODUCTION_CURRENT,left_thigh,0.60,0.00,0.00,0.27,0.27,2.90,2.96,2.84,-2.625,-0.080,1.077,0.56,0.000,0.104,-120.0,45.0,0.064,900,90,2052.0,1.00,5.70,0.027,44.6,0.000
C_PRODUCTION_CURRENT,right_thigh,0.60,0.00,0.00,0.27,0.27,2.84,2.91,2.79,-2.569,-0.114,1.093,0.56,0.000,0.097,-120.0,45.0,0.063,900,90,2052.0,1.00,5.70,0.026,43.9,0.025
C_PRODUCTION_CURRENT,abdomen,0.60,0.00,0.00,-0.14,-0.14,-10.98,11.12,10.95,10.841,0.144,-1.539,0.28,0.000,-0.207,-35.0,45.0,0.314,800,85,1482.0,1.00,5.70,0.115,152.9,-0.035
C_PRODUCTION_CURRENT,thorax,0.60,0.00,0.00,-0.14,-0.14,-9.42,9.45,9.30,9.289,-0.123,-0.440,0.28,0.000,-0.207,-35.0,50.0,0.269,800,85,1482.0,1.00,5.70,0.100,129.9,0.000
C_PRODUCTION_CURRENT,left_shank,0.60,0.00,0.00,0.00,0.00,1.03,1.03,1.03,-1.027,-0.004,0.008,0.00,0.000,-0.080,-5.0,145.0,0.007,800,80,2052.0,1.00,6.84,0.004,14.3,-0.008
C_PRODUCTION_CURRENT,right_shank,0.60,0.00,0.00,0.00,0.00,1.31,1.31,1.31,-1.314,0.000,0.000,0.00,0.000,-0.083,-5.0,145.0,0.009,800,80,2052.0,1.00,6.84,0.006,18.4,-0.010
C_PRODUCTION_CURRENT,left_foot,0.60,0.00,0.00,14.08,14.08,-3.88,3.93,16.82,16.817,-0.114,0.363,12.98,0.000,0.009,-45.0,55.0,0.086,650,70,1710.0,1.00,9.50,0.112,190.8,0.206
C_PRODUCTION_CURRENT,right_foot,0.60,0.00,0.00,14.08,14.08,-4.11,4.14,17.05,17.046,-0.089,0.465,12.98,0.000,0.017,-45.0,55.0,0.091,650,70,1710.0,1.00,9.50,0.113,193.5,0.541
C_PRODUCTION_CURRENT,left_thigh,1.20,0.00,0.00,0.00,0.00,7.73,7.93,7.94,-7.734,-0.423,1.729,0.00,0.000,0.225,-120.0,45.0,0.172,900,90,2052.0,1.00,5.70,0.071,124.7,0.000
C_PRODUCTION_CURRENT,right_thigh,1.20,0.00,0.00,0.00,0.00,7.91,8.10,8.11,-7.906,-0.530,1.736,0.00,0.000,0.222,-120.0,45.0,0.176,900,90,2052.0,1.00,5.70,0.072,127.4,0.061
C_PRODUCTION_CURRENT,abdomen,1.20,0.00,0.00,0.00,0.00,-22.12,22.54,22.54,22.121,1.099,-4.175,0.00,0.000,-0.373,-35.0,45.0,0.632,800,85,1482.0,1.00,5.70,0.235,314.7,-0.023
C_PRODUCTION_CURRENT,thorax,1.20,0.00,0.00,0.00,0.00,-17.12,17.39,17.39,17.116,0.834,-2.951,0.00,0.000,-0.355,-35.0,50.0,0.489,800,85,1482.0,1.00,5.70,0.186,242.8,0.002
C_PRODUCTION_CURRENT,left_shank,1.20,0.00,0.00,0.00,0.00,2.23,2.23,2.23,-2.228,-0.019,0.006,0.00,0.000,-0.076,-5.0,145.0,0.015,800,80,2052.0,1.00,6.84,0.012,31.1,-0.102
C_PRODUCTION_CURRENT,right_shank,1.20,0.00,0.00,0.00,0.00,2.31,2.31,2.31,-2.313,0.000,0.000,0.00,0.000,-0.082,-5.0,145.0,0.016,800,80,2052.0,1.00,6.84,0.013,32.3,-0.061
C_PRODUCTION_CURRENT,left_foot,1.20,0.00,0.00,7.38,7.38,-7.48,7.67,14.95,14.867,-0.274,-1.566,7.38,0.000,-0.028,-45.0,55.0,0.166,650,70,1710.0,1.00,9.50,0.100,169.6,0.284
C_PRODUCTION_CURRENT,right_foot,1.20,0.00,0.00,7.38,7.38,-7.74,7.91,15.20,15.124,-0.179,-1.552,7.38,0.000,-0.018,-45.0,55.0,0.172,650,70,1710.0,1.00,9.50,0.101,172.5,0.365
C_PRODUCTION_CURRENT,left_thigh,2.00,0.00,0.00,0.00,0.00,14.18,14.64,14.50,-14.137,3.204,0.504,1.52,0.000,0.652,-120.0,45.0,0.315,900,90,2052.0,1.00,5.70,0.140,227.8,-0.357
C_PRODUCTION_CURRENT,right_thigh,2.00,0.00,0.00,0.00,0.00,13.67,14.26,14.12,-13.621,3.665,0.593,1.52,0.000,0.534,-120.0,45.0,0.304,900,90,2052.0,1.00,5.70,0.131,221.8,0.006
C_PRODUCTION_CURRENT,abdomen,2.00,0.00,0.00,0.00,0.00,-35.53,35.67,35.75,35.525,-0.746,-3.929,0.76,0.000,-0.105,-35.0,45.0,1.000,800,85,1482.0,1.00,5.70,0.342,499.2,0.494
C_PRODUCTION_CURRENT,thorax,2.00,0.00,0.00,0.00,0.00,-24.31,24.48,24.57,24.299,-1.693,-3.230,0.76,0.000,-0.004,-35.0,50.0,0.695,800,85,1482.0,1.00,5.70,0.232,343.1,0.002
C_PRODUCTION_CURRENT,left_shank,2.00,0.00,0.00,0.00,0.00,4.62,4.62,4.62,-4.619,0.206,-0.005,0.00,0.000,-0.037,-5.0,145.0,0.032,800,80,2052.0,1.00,6.84,0.030,64.6,0.095
C_PRODUCTION_CURRENT,right_shank,2.00,0.00,0.00,0.00,0.00,2.44,2.44,2.44,-2.438,0.000,0.000,0.00,0.000,0.052,-5.0,145.0,0.017,800,80,2052.0,1.00,6.84,0.019,34.0,0.054
C_PRODUCTION_CURRENT,left_foot,2.00,0.00,0.00,2.50,2.50,-12.64,13.02,15.38,15.201,2.144,-0.991,3.91,0.000,-0.076,-45.0,55.0,0.281,650,70,1710.0,1.00,9.50,0.106,174.5,1.712
C_PRODUCTION_CURRENT,right_foot,2.00,0.00,0.00,2.50,2.50,-9.96,10.30,12.75,12.517,1.936,-1.490,3.91,0.000,-0.053,-45.0,55.0,0.221,650,70,1710.0,1.00,9.50,0.089,144.7,-0.238
C_PRODUCTION_CURRENT,left_thigh,2.99,0.00,0.00,0.00,0.00,14.68,14.71,14.75,-14.670,-1.134,1.085,0.90,0.000,0.052,-120.0,45.0,0.326,900,90,2052.0,1.00,5.70,0.115,231.8,-0.013
C_PRODUCTION_CURRENT,right_thigh,2.99,0.00,0.00,0.00,0.00,15.16,15.20,15.24,-15.150,-1.229,1.094,0.90,0.000,-0.113,-120.0,45.0,0.337,900,90,2052.0,1.00,5.70,0.112,239.4,0.054
C_PRODUCTION_CURRENT,abdomen,2.99,0.00,0.00,0.00,0.00,-36.72,36.76,36.75,36.721,-1.198,-0.831,0.45,0.000,0.230,-35.0,45.0,1.000,800,85,1482.0,1.00,5.70,0.333,513.1,0.127
C_PRODUCTION_CURRENT,thorax,2.99,0.00,0.00,0.00,0.00,-29.54,29.65,29.64,29.553,-2.104,-0.754,0.45,0.000,0.044,-35.0,50.0,0.844,800,85,1482.0,1.00,5.70,0.277,413.8,0.022
C_PRODUCTION_CURRENT,left_shank,2.99,0.00,0.00,0.00,0.00,3.89,3.90,3.90,-3.895,0.033,0.011,0.00,0.000,-0.169,-5.0,145.0,0.027,800,80,2052.0,1.00,6.84,0.020,54.4,0.016
C_PRODUCTION_CURRENT,right_shank,2.99,0.00,0.00,0.00,0.00,3.70,3.70,3.70,-3.698,0.000,0.000,0.00,0.000,-0.114,-5.0,145.0,0.026,800,80,2052.0,1.00,6.84,0.021,51.6,0.072
C_PRODUCTION_CURRENT,left_foot,2.99,0.00,0.00,0.92,0.92,-11.39,11.47,12.33,12.307,0.560,0.504,2.02,0.000,0.051,-45.0,55.0,0.253,650,70,1710.0,1.00,9.50,0.082,139.9,-0.237
C_PRODUCTION_CURRENT,right_foot,2.99,0.00,0.00,0.92,0.92,-11.68,11.74,12.64,12.595,0.677,0.790,2.02,0.000,0.166,-45.0,55.0,0.260,650,70,1710.0,1.00,9.50,0.079,143.4,0.868
