sample,joint_id,final_x,final_y,final_z,final_w,applied_x,applied_y,applied_z,applied_w,final_to_applied_error_rad,max_target_rate_rad_s
10,left_hand,-0.00334588159,-0.0147602167,0.221029863,0.975149632,-0.00334588159,-0.0147602167,0.221029863,0.975149632,0,2.5
10,right_hand,0.00334644062,0.0147603834,0.221029744,0.975149632,0.00334644062,0.0147603834,0.221029744,0.975149632,0,2.5
10,left_thigh,-0.8245185,0.0010387724,0.0007129538,0.5658337,-0.8245185,0.0010387724,0.0007129538,0.5658337,0,2.2
10,right_thigh,-0.8245185,0.0010387724,0.0007129538,0.5658337,-0.8245185,0.0010387724,0.0007129538,0.5658337,0,2.2
10,left_shank,0.8386706,-2.69899129E-15,-8.788462E-08,0.544639,0.8386706,-2.69899129E-15,-8.788462E-08,0.544639,0,2.5
10,right_shank,0.838670552,-8.131039E-16,-8.788462E-08,0.544639051,0.838670552,-8.131039E-16,-8.788462E-08,0.544639051,0,2.5
10,left_foot,-0.270158678,0.000680720841,0.00242603384,0.9628126,-0.270158678,0.000680720841,0.00242603384,0.9628126,0,2
10,right_foot,-0.270158648,0.0006807208,0.00242603384,0.9628126,-0.270158648,0.0006807208,0.00242603384,0.9628126,0,2
11,abdomen,-0.0154672572,9.764874E-06,0.0006312171,0.9998802,-0.0154672572,9.764874E-06,0.0006312171,0.9998802,0,1.8
11,thorax,0.0517396927,-3.26629124E-05,0.000630444149,0.9986604,0.0517396927,-3.26629124E-05,0.000630444149,0.9986604,0,1.8
11,head_neck,0,0,0,1,0,0,0,1,0,2
11,left_upper_arm,-0.321433842,0.508399367,-0.6994445,-0.3859894,0.321433842,-0.508399367,0.6994445,0.3859894,0,2.5
11,right_upper_arm,0.321432769,-0.5083989,-0.6994451,-0.385989845,-0.321432769,0.5083989,0.6994451,0.385989845,0,2.5
11,left_forearm,0.860719,2.120584E-08,8.63084049E-10,0.50908035,0.860719,2.120584E-08,8.63084049E-10,0.50908035,0,3
11,right_forearm,0.860718846,7.653174E-09,2.13823252E-08,0.5090805,0.860718846,7.653174E-09,2.13823252E-08,0.5090805,0,3
11,left_hand,-0.00334588159,-0.0147602167,0.221029863,0.975149632,-0.00334588159,-0.0147602167,0.221029863,0.975149632,0,2.5
11,right_hand,0.00334644062,0.0147603834,0.221029744,0.975149632,0.00334644062,0.0147603834,0.221029744,0.975149632,0,2.5
11,left_thigh,-0.8241256,0.00104053912,0.000715229,0.566405833,-0.8241256,0.00104053912,0.000715229,0.566405833,0,2.2
11,right_thigh,-0.8241256,0.00104053912,0.000715229,0.566405833,-0.8241256,0.00104053912,0.000715229,0.566405833,0,2.2
11,left_shank,0.8386706,-2.69899129E-15,-8.788462E-08,0.544639,0.8386706,-2.69899129E-15,-8.788462E-08,0.544639,0,2.5
11,right_shank,0.838670552,-8.131039E-16,-8.788462E-08,0.544639051,0.838670552,-8.131039E-16,-8.788462E-08,0.544639051,0,2.5
11,left_foot,-0.250849664,0.000633445,0.002444475,0.9680228,-0.260513842,0.0006571075,0.0024353792,0.965466857,0.0199778881,2
11,right_foot,-0.250849664,0.0006334449,0.002444475,0.9680228,-0.2605138,0.000657107448,0.0024353792,0.965466857,0.0199778881,2
12,abdomen,-0.01512471,9.53494E-06,0.000630315859,0.99988544,-0.01512471,9.53494E-06,0.000630315859,0.99988544,0,1.8
12,thorax,0.0520818159,-3.283178E-05,0.0006295294,0.9986426,0.0520818159,-3.283178E-05,0.0006295294,0.9986426,0,1.8
12,head_neck,0,0,0,1,0,0,0,1,0,2
12,left_upper_arm,-0.321433842,0.508399367,-0.6994445,-0.3859894,0.321433842,-0.508399367,0.6994445,0.3859894,0,2.5
12,right_upper_arm,0.321432769,-0.5083989,-0.6994451,-0.385989845,-0.321432769,0.5083989,0.6994451,0.385989845,0,2.5
12,left_forearm,0.860719,2.120584E-08,8.63084049E-10,0.50908035,0.860719,2.120584E-08,8.63084049E-10,0.50908035,0,3
12,right_forearm,0.860718846,7.653174E-09,2.13823252E-08,0.5090805,0.860718846,7.653174E-09,2.13823252E-08,0.5090805,0,3
12,left_hand,-0.00334588159,-0.0147602167,0.221029863,0.975149632,-0.00334588159,-0.0147602167,0.221029863,0.975149632,0,2.5
12,right_hand,0.00334644062,0.0147603834,0.221029744,0.975149632,0.00334644062,0.0147603834,0.221029744,0.975149632,0,2.5
12,left_thigh,-0.8245135,0.0010395369,0.0007134921,0.565841,-0.8245135,0.0010395369,0.0007134921,0.565841,0,2.2
12,right_thigh,-0.8245135,0.0010395369,0.0007134921,0.565841,-0.8245135,0.0010395369,0.0007134921,0.565841,0,2.2
12,left_shank,0.8386706,-2.69899129E-15,-8.788462E-08,0.544639,0.8386706,-2.69899129E-15,-8.788462E-08,0.544639,0,2.5
12,right_shank,0.838670552,-8.131039E-16,-8.788462E-08,0.544639051,0.838670552,-8.131039E-16,-8.788462E-08,0.544639051,0,2.5
12,left_foot,-0.270158678,0.000681226,0.00242783432,0.9628126,-0.270158678,0.000681226,0.00242783432,0.9628126,0,2
12,right_foot,-0.270158648,0.000681225967,0.00242783432,0.9628126,-0.270158648,0.000681225967,0.00242783432,0.9628126,0,2
13,abdomen,-0.0154672572,9.76946E-06,0.0006315136,0.9998802,-0.0154672572,9.76946E-06,0.0006315136,0.9998802,0,1.8
13,thorax,0.0517396927,-3.26782538E-05,0.000630740251,0.9986604,0.0517396927,-3.26782538E-05,0.000630740251,0.9986604,0,1.8
13,head_neck,0,0,0,1,0,0,0,1,0,2
13,left_upper_arm,-0.321433842,0.508399367,-0.6994445,-0.3859894,0.321433842,-0.508399367,0.6994445,0.3859894,0,2.5
13,right_upper_arm,0.321432769,-0.5083989,-0.6994451,-0.385989845,-0.321432769,0.5083989,0.6994451,0.385989845,0,2.5
13,left_forearm,0.860719,2.120584E-08,8.63084049E-10,0.50908035,0.860719,2.120584E-08,8.63084049E-10,0.50908035,0,3
13,right_forearm,0.860718846,7.653174E-09,2.13823252E-08,0.5090805,0.860718846,7.653174E-09,2.13823252E-08,0.5090805,0,3
13,left_hand,-0.00334588159,-0.0147602167,0.221029863,0.975149632,-0.00334588159,-0.0147602167,0.221029863,0.975149632,0,2.5
13,right_hand,0.00334644062,0.0147603834,0.221029744,0.975149632,0.00334644062,0.0147603834,0.221029744,0.975149632,0,2.5
13,left_thigh,-0.8241256,0.00104102783,0.000715564936,0.566405833,-0.8241256,0.00104102783,0.000715564936,0.566405833,0,2.2
13,right_thigh,-0.8241256,0.00104102783,0.000715564936,0.566405833,-0.8241256,0.00104102783,0.000715564936,0.566405833,0,2.2
13,left_shank,0.8386706,-2.69899129E-15,-8.788462E-08,0.544639,0.8386706,-2.69899129E-15,-8.788462E-08,0.544639,0,2.5
