phase,feed_forward,saddle,repeat,load_kg,measured_ticks,initial_pelvis_y,final_pelvis_y,min_pelvis_y,max_trunk_pitch_rad,upright,min_capture_hull_margin_m,min_capture_ap_margin_m,max_com_speed_mps,max_canonical_pose_error_deg,max_target_actual_deflection_deg,max_joint_limit_proximity,max_raw_ankle_authority_fraction,max_applied_ankle_authority_fraction,min_posture_guard_scale,max_hip_strategy_blend,max_hip_authority_usage,max_trunk_authority_usage,max_drive_demand,saturation_fraction,min_rearward_cop_authority_m,min_forward_cop_authority_m,max_saddle_separation_m,max_saddle_limit_occupancy,max_saddle_linear_limit_occupancy,max_saddle_angular_limit_occupancy,max_saddle_angular_x_limit_occupancy,max_saddle_angular_y_limit_occupancy,max_saddle_angular_z_limit_occupancy,max_saddle_force_n,max_saddle_torque_nm,min_support_contacts,support_lost,saddle_invalid,non_finite,support_retained,saddle_valid,loaded_setup_valid,tracking_failure_onset_tick,capture_failure_onset_tick,posture_failure_onset_tick,support_loss_onset_tick,saddle_linear_limit_onset_tick,saddle_angular_limit_onset_tick,standing_gates_pass,pass
"control","F1","S0",1,25,500,0.984095335,0.979081869,0.9790137,0.0519817062,true,0.105984539,0.105984539,0.00416639028,2.80916262,0.966709852,0.0587312952,1.17855465,1.17596185,0.9961676,1,0.0250334535,0.0146024507,0.1185337,0,0.07626971,0.153730318,0.005303724,0.106074482,0.106074482,0.00687268376,0.00687268376,0.00106134545,0.00317290355,0,0,8,false,false,false,true,true,true,NA,NA,NA,NA,NA,NA,true,true
"control","F1","S0",1,170,500,0.988007963,0.9719197,0.9718665,0.120715015,true,0.0696287,0.0701688,0.0145558743,2.7374723,6.64190626,0.05473229,0.585331261,0.562466,0.9585364,0,0,0,0.2857048,0,0.0413841158,0.190347955,0.034024965,0.6804993,0.6804993,0.0207842644,0.0194407944,0.008523707,0.0207842644,0,0,8,false,false,false,true,true,true,33,NA,NA,NA,NA,NA,true,true
"control","F1","S0",1,230,500,0.98839426,0.109800451,0.09422671,1.44986176,false,-1.66370952,-1.66022754,2.12270212,18.1869831,15.8597794,0.6465315,6.55689526,5.56751633,0,1,1,1,0.9348624,0,NA,NA,0.0505099334,1.01019859,1.01019859,1.00663543,1.00663543,0.108352982,0.0743844956,4142.142,4.67844245E-07,0,true,false,false,false,false,true,26,102,239,324,17,299,false,false
"control","F1","S0",1,270,500,0.988527238,0.102717564,0.09509827,1.60599351,false,-1.71245813,-1.709408,2.24839354,17.828455,21.6380711,0.6970648,6.218117,5.23847628,0,1,1,1,0.9545457,0,NA,NA,0.05113804,1.02290273,1.02276075,1.02290273,1.02290273,0.1250964,0.157129616,908.387939,96.5192947,0,true,false,false,false,false,true,25,46,41,240,16,229,false,false
"control","F1","S0",1,300,500,0.98862505,0.104122952,0.09516627,1.71872127,false,-1.718176,-1.71556139,2.22313261,17.9653721,22.84537,0.6972339,6.255623,5.5378747,0,1,1,1,1.01013362,0.004,NA,NA,0.05119306,1.04382932,1.02386117,1.04382932,1.04382932,0.132009,0.14901495,1955.59387,614.553,0,true,false,false,false,false,true,24,46,36,219,16,211,false,false
