phase,feed_forward,saddle,repeat,load_kg,tick,pelvis_y,trunk_pitch_rad,canonical_pose_error_deg,target_actual_deflection_deg,capture_hull_margin_m,capture_front_m,capture_rear_m,com_speed_mps,raw_ankle_authority_fraction,applied_ankle_authority_fraction,posture_guard_scale,hip_strategy_blend,hip_authority_usage,trunk_authority_usage,drive_demand,drive_saturated,joint_limit,saddle_separation_m,saddle_linear_limit_occupancy,saddle_angular_x_limit_occupancy,saddle_angular_y_limit_occupancy,saddle_angular_z_limit_occupancy,saddle_force_n,saddle_torque_nm,support_contacts,support_retained,tracking_failure,capture_failure,posture_failure,support_loss,saddle_linear_limit,saddle_angular_limit
"control","F1","S0",1,170,0,0.988007963,0.08514428,0,6.163061,0.0705295354,0.219470486,0.0705295354,6.18761176E-09,0,0,1,0,0,0,0.342082232,true,0.0335143767,0.0502497964,1.004996,0.106892355,0.000186775083,0.0004315602,3645.945,7.10542736E-13,8,true,false,false,false,false,true,false
"control","F1","S0",1,170,1,0.9899441,0.07474989,0,6.163061,0.06811665,0.222212017,0.06823183,3.011156E-07,0.0203906931,0.0203906931,1,0,0,0,0.118990041,true,0.041375462,0.0432979725,0.865959466,0.103828393,6.981764E-05,0.0005359437,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,170,2,0.9905595,0.06434405,1.53947937,4.62329054,0.06811655,0.2222121,0.06823173,5.384316E-07,0.1337186,0.133430615,0.997846365,0,0,0,0.0822745338,true,0.0515810549,0.0365306474,0.730612934,0.09886419,0.0003555589,0.000222528164,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,170,3,0.989825249,0.0545770079,2.068773,4.093394,0.063897796,0.226763934,0.0640768558,7.10635163E-07,0.176609561,0.175802723,0.9954315,0,0,0,0.0641162544,true,0.0608233921,0.0304968562,0.609937131,0.090944685,0.0006360606,7.32567642E-05,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,170,4,0.9876496,0.04540587,2.57905269,3.68095,0.0602097623,0.230802566,0.0604927,8.675899E-07,0.450129539,0.447063982,0.993189633,0,0,0,0.0477873348,true,0.06920803,0.0252671167,0.5053423,0.08104866,0.000828077,0.000315916346,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,170,5,0.984417856,0.0372804143,3.04116964,3.30109882,0.05217832,0.239097118,0.0525611266,0.009624375,0.7031184,0.697418869,0.991894,0,0,0,0.100219123,true,0.0766284242,0.020644404,0.41288808,0.06890802,0.001042055,0.000522178947,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,170,6,0.9808278,0.0304643773,3.460854,2.92090678,0.05135762,0.2399169,0.0517413467,0.0115664005,2.16969538,2.15120029,0.9914757,1,0.116573349,0.0679992661,0.145829991,true,0.0822571,0.0161028076,0.322056144,0.0552353226,0.00166967977,0.0008577469,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,170,7,0.9773777,0.0246988721,3.83142114,3.05554986,0.0528649874,0.238523185,0.05325257,0.007092465,2.17338324,2.15072632,0.9895752,1,0.16056262,0.0936589763,0.143063262,true,0.0860307142,0.011372108,0.22744216,0.04119254,0.002193415,0.00118893746,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,170,8,0.974511743,0.0203982759,4.112855,3.13870215,0.055671975,0.235714942,0.0560608134,0.00159891974,2.17149472,2.11013627,0.9717437,1,0.170390427,0.09939171,0.209721416,true,0.0882444456,0.00683455169,0.136691034,0.0262971818,0.0023937684,0.00184010016,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,170,9,0.972449,0.01916311,4.30153561,3.146673,0.05864071,0.232886851,0.0591153055,0.008886344,0.61266613,0.5664577,0.9245781,0,0,0,0.109492682,false,0.08847835,0.005331179,0.106623583,0.00766601972,0.00218897173,0.00304127345,0,0,8,true,false,false,false,false,false,false
