phase,feed_forward,saddle,repeat,load_kg,tick,pelvis_y,trunk_pitch_rad,canonical_pose_error_deg,target_actual_deflection_deg,capture_hull_margin_m,capture_front_m,capture_rear_m,com_speed_mps,raw_ankle_authority_fraction,applied_ankle_authority_fraction,posture_guard_scale,hip_strategy_blend,hip_authority_usage,trunk_authority_usage,drive_demand,drive_saturated,joint_limit,saddle_separation_m,saddle_linear_limit_occupancy,saddle_angular_x_limit_occupancy,saddle_angular_y_limit_occupancy,saddle_angular_z_limit_occupancy,saddle_force_n,saddle_torque_nm,support_contacts,support_retained,tracking_failure,capture_failure,posture_failure,support_loss,saddle_linear_limit,saddle_angular_limit
"control","F1","S0",1,270,0,0.988527238,0.08142784,0,7.512907,0.06220238,0.227797642,0.06220238,2.12645741E-08,0,0,1,0,0,0,0.377558619,true,0.0381222181,0.05030273,1.00605452,0.12542592,0.000298276049,0.000431175344,4103.953,1.1920929E-05,8,true,false,false,false,false,true,false
"control","F1","S0",1,270,1,0.99085,0.0700127855,0,7.512907,0.05941638,0.2310417,0.0595530942,3.66651847E-07,0.142713964,0.142713964,1,0,0,0,0.155305073,true,0.0473152,0.0433013,0.866026,0.133779913,0.0002587846,0.0005860136,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,270,2,0.991794944,0.0589603633,1.71641207,5.797351,0.056996,0.2336446,0.0571721941,6.79173E-07,0.332422823,0.331410378,0.9969543,0,0,0,0.116220646,true,0.05765523,0.03649736,0.72994715,0.137736663,0.0006346393,0.000260647968,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,270,3,0.9913663,0.0487042144,2.20858,5.383328,0.0531253479,0.237981752,0.0534332246,9.556113E-07,0.520502567,0.5169284,0.9931331,0,0,0,0.09461158,true,0.06813979,0.0304255988,0.608512,0.13669239,0.0009852339,5.6795925E-05,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,270,4,0.989464641,0.0391340442,2.75258541,4.91818953,0.0479403324,0.243665069,0.0484110638,1.23913685E-06,0.7523782,0.744806945,0.9899369,0,0,0,0.07450983,true,0.0786031857,0.0251487121,0.5029742,0.13168408,0.00121314987,0.0003140373,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,270,5,0.9863759,0.0305661354,3.25116086,4.44651127,0.0376773141,0.254279017,0.0383038074,0.010662755,0.7486657,0.7397126,0.988041341,0,0,0,0.115086883,true,0.08622102,0.0205189046,0.4103781,0.122608952,0.00147762394,0.0005440412,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,270,6,0.9827811,0.0229984038,3.71039271,3.97561336,0.03588221,0.256073922,0.0365089178,0.0151238181,2.11764574,2.09047246,0.987168252,1,0.167254716,0.0975625962,0.159081742,true,0.08910612,0.0159708485,0.31941697,0.110644005,0.00233321427,0.0008953478,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,270,7,0.979232848,0.0160597656,4.127106,4.21810055,0.03586656,0.256073534,0.0364859849,0.0144287627,2.13055158,2.06275988,0.968181252,1,0.21741271,0.126820624,0.168832168,true,0.0936537,0.0111121768,0.222243533,0.09723022,0.003145663,0.001203323,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,270,8,0.975952268,0.0101517988,4.455306,4.310081,0.0374703743,0.2544671,0.03809242,0.0098664,2.13303447,1.89016557,0.8861393,1,0.239555091,0.139736652,0.174363,true,0.09672321,0.00639867829,0.127973557,0.08179357,0.00370858633,0.00173131831,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,270,9,0.973126054,0.00587234041,4.682685,4.34373426,0.04033066,0.251979738,0.0410346538,0.00292352843,2.1332016,1.76906419,0.829300046,1,0.2362265,0.137795046,0.3495646,false,0.09853874,0.00510282954,0.102056593,0.06348389,0.00401069364,0.00243917853,0,0,8,true,false,false,false,false,false,false
