phase,feed_forward,saddle,repeat,load_kg,tick,pelvis_y,trunk_pitch_rad,canonical_pose_error_deg,target_actual_deflection_deg,capture_hull_margin_m,capture_front_m,capture_rear_m,com_speed_mps,raw_ankle_authority_fraction,applied_ankle_authority_fraction,posture_guard_scale,hip_strategy_blend,hip_authority_usage,trunk_authority_usage,drive_demand,drive_saturated,joint_limit,saddle_separation_m,saddle_linear_limit_occupancy,saddle_angular_x_limit_occupancy,saddle_angular_y_limit_occupancy,saddle_angular_z_limit_occupancy,saddle_force_n,saddle_torque_nm,support_contacts,support_retained,tracking_failure,capture_failure,posture_failure,support_loss,saddle_linear_limit,saddle_angular_limit
"control","F1","S0",1,25,0,0.984095335,0.103341393,0,3.45564771,0.1062697,0.183730319,0.1062697,1.5352235E-08,0,0,1,0,0,0,0.198271617,true,0.0202983133,0.0500286743,1.00057352,0.0166800227,5.76573875E-05,0.0004039574,1320.84863,1.45821492E-13,8,true,false,false,false,false,true,false
"control","F1","S0",1,25,1,0.9838343,0.09290976,0,3.45564771,0.1062703,0.183729723,0.1062703,1.65368442E-06,0.707001448,0.707001448,1,0,0,0,0.02684325,true,0.0280111134,0.04410999,0.882199764,0.01274395,0.000114449191,0.000267238443,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,25,2,0.9827292,0.0829838142,0.9134241,2.54144788,0.10487695,0.185123071,0.10487695,0.00401066476,0.6925596,0.6925596,1,0,0,0,0.02468931,true,0.03555147,0.03794964,0.7589928,0.0103935478,4.62562957E-06,2.21795326E-05,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,25,3,0.9810962,0.07499668,1.288747,2.1940012,0.103407294,0.186592728,0.103407294,0.008126066,13.7295771,13.7125053,0.9987566,1,6.753881E-06,3.93965638E-06,0.07783125,true,0.0409004875,0.03223321,0.644664168,0.008444726,0.000150059728,0.0004217467,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,25,4,0.979321659,0.06896301,1.61588073,1.85450268,0.103449523,0.1865505,0.103449523,0.007879497,2.98394442,2.980234,0.9987566,1,0.0162035283,0.009451801,0.04351966,true,0.04386448,0.026995318,0.5399063,0.00689330557,0.000285702117,0.0010297331,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,25,5,0.977883041,0.06480667,1.86166394,1.67112517,0.104889177,0.185110837,0.104889177,0.004557972,0.4078211,0.407265246,0.9986371,0,0,0,0.0829304755,true,0.0456351824,0.0222042128,0.444084257,0.00567717,0.000285797723,0.00185963535,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,25,6,0.97693783,0.06213981,2.03212667,1.48249853,0.107193261,0.18280676,0.107193261,0.005814611,0.144510642,0.144414052,0.999331653,0,0,0,0.08003401,true,0.046474468,0.0179012511,0.358025,0.004774377,0.000117048461,0.00287624169,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,25,7,0.976591468,0.06051575,2.13615751,1.40775561,0.109463155,0.180536866,0.109463155,0.0116162132,0.95927316,0.9583293,0.999016166,0.7284877,0.0108233746,0.006313463,0.112679437,true,0.0468389876,0.0141241429,0.282482862,0.00419557467,0.000156825583,0.003984947,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,25,8,0.976789951,0.0598124824,2.19863439,1.41441178,0.111205779,0.178794235,0.111205779,0.0163060538,1.08513021,1.08362055,0.9986087,1,0.0119352574,0.0069620437,0.145684853,true,0.0471843146,0.0109322034,0.218644068,0.00381376524,0.000488073158,0.005089155,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,25,9,0.9773963,0.05982037,2.23920083,1.32881546,0.112051845,0.177948177,0.112051845,0.0184572451,1.01681316,1.0150584,0.998274267,1,0.03789142,0.0221027285,0.179180518,false,0.04759215,0.008351275,0.167025492,0.003569846,0.0008064136,0.00606401125,0,0,8,true,false,false,false,false,false,false
