phase,feed_forward,saddle,repeat,load_kg,tick,pelvis_y,trunk_pitch_rad,canonical_pose_error_deg,target_actual_deflection_deg,capture_hull_margin_m,capture_front_m,capture_rear_m,com_speed_mps,raw_ankle_authority_fraction,applied_ankle_authority_fraction,posture_guard_scale,hip_strategy_blend,hip_authority_usage,trunk_authority_usage,drive_demand,drive_saturated,joint_limit,saddle_separation_m,saddle_linear_limit_occupancy,saddle_angular_x_limit_occupancy,saddle_angular_y_limit_occupancy,saddle_angular_z_limit_occupancy,saddle_force_n,saddle_torque_nm,support_contacts,support_retained,tracking_failure,capture_failure,posture_failure,support_loss,saddle_linear_limit,saddle_angular_limit
"control","F1","S0",1,230,0,0.98839426,0.08282551,0,6.70912647,0.06492763,0.225072384,0.06492763,2.02296828E-08,0,0,1,0,0,0,0.359607279,true,0.0361872464,0.0502896868,1.00579369,0.119472615,0.000247716671,0.000432342844,3981.09058,1.58882185E-12,8,true,false,false,false,false,true,false
"control","F1","S0",1,230,1,0.9906258,0.072104156,0,6.70912647,0.0623179041,0.228077278,0.0624444634,3.699227E-07,0.08825147,0.08825147,1,0,0,0,0.139612079,true,0.04401403,0.04331332,0.8662664,0.123741493,0.000164856741,0.0005747834,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,230,2,0.991501033,0.0616396479,1.62938714,5.08028126,0.0602461062,0.230255291,0.0603856742,6.943075E-07,0.2595662,0.258881569,0.9973624,0,0,0,0.102550171,true,0.0531888455,0.03652427,0.7304854,0.12430919,0.000502923736,0.000255515683,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,230,3,0.9910106,0.05190476,2.14055,4.72843933,0.0568742156,0.23400721,0.057120584,9.663178E-07,0.418180555,0.415769577,0.9942346,0,0,0,0.08292578,true,0.06266422,0.0304607563,0.60921514,0.120521247,0.000829804048,5.581884E-05,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,230,4,0.9890561,0.04279797,2.65944219,4.32187128,0.052325964,0.238975972,0.0527102053,1.237248E-06,0.663295031,0.6576109,0.991430461,0,0,0,0.06469972,true,0.07153828,0.0251897071,0.503794134,0.113435023,0.00105078553,0.000306804577,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,230,5,0.985948741,0.0346647166,3.133211,3.90628719,0.0429727659,0.248624474,0.0434907451,0.0103007322,0.7348739,0.7273113,0.989709,0,0,0,0.1073723,true,0.0791689,0.0205511171,0.411022335,0.102923095,0.00130239886,0.000527524855,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,230,6,0.9823859,0.0276232045,3.56777287,3.49013472,0.041474808,0.25012207,0.0419931635,0.0140032377,2.14143181,2.11784053,0.988983452,1,0.145705149,0.08499236,0.153328434,true,0.08524086,0.0159927234,0.319854468,0.08990846,0.002070932,0.000858560961,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,230,7,0.978895247,0.0213603172,3.958445,3.69898248,0.04192996,0.249614909,0.0424396843,0.0120878294,2.149537,2.12090778,0.9866811,1,0.193725482,0.113003448,0.151918143,true,0.08937281,0.0111608114,0.223216221,0.07571352,0.00278091873,0.00117032777,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,230,8,0.9756793,0.0162597429,4.262043,3.80085564,0.0441049859,0.247437835,0.04461676,0.00609773165,2.15223074,2.01115251,0.934450269,1,0.212001383,0.1236641,0.1584583,true,0.09207892,0.00651993,0.1303986,0.05985772,0.00322912564,0.00167841092,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,230,9,0.9730149,0.0129217152,4.468641,3.83917713,0.04747153,0.244627878,0.0481629372,0.00356307486,2.15235782,1.90011418,0.882805943,1,0.202986628,0.11840564,0.298271477,false,0.09348637,0.00505892234,0.101178445,0.0415618457,0.0033794723,0.002413847,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,230,10,0.971073031,0.0118400706,4.60394573,3.78268766,0.05000347,0.242095366,0.05069545,0.009751355,1.41959226,1.20520961,0.84898293,1,0.17457141,0.10183055,0.176436737,false,0.09364701,0.009514732,0.190294638,0.02053241,0.003280794,0.0036818462,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,230,11,0.9698427,0.0133863734,4.674988,3.67158055,0.052275233,0.240098715,0.05327458,0.0156773776,1.050621,0.9246475,0.880096138,1,0.133540392,0.07789644,0.188049376,false,0.09243532,0.0157931466,0.315862924,0.0030949146,0.00289479457,0.00553159742,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,230,12,0.9691362,0.017472459,4.683019,3.55524445,0.0547287129,0.2376454,0.0557278842,0.0218261667,1.98062623,1.95345879,0.986283362,1,0.1021353,0.0595773049,0.206390321,false,0.0901507959,0.0223373845,0.4467477,0.0281536989,0.00232755812,0.007819411,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,230,13,0.9687672,0.02390992,4.62346,3.54775023,0.05735127,0.235022411,0.058350876,0.0283194315,1.85868239,1.84133017,0.990664244,1,0.0729227,0.0425370857,0.227307588,false,0.08701515,0.0286427476,0.572854936,0.0534230769,0.00172821956,0.0102836387,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,230,14,0.968562067,0.0324693769,4.50997066,3.632138,0.06009099,0.232281446,0.06109184,0.0349907055,1.42993522,1.41683078,0.9908357,1,0.04297284,0.0250668079,0.24987933,false,0.08323347,0.03443331,0.688666165,0.0778219,0.00117237307,0.0127589982,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,230,15,0.9684068,0.043035008,4.354355,3.78889132,0.06291408,0.229456216,0.06391708,0.0417377241,0.350108474,0.346566081,0.989882,0,0,0,0.270961463,false,0.07890346,0.03954894,0.7909788,0.100763977,0.0007366989,0.0151622752,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,230,16,0.9682864,0.055082012,4.166186,3.96437383,0.06546957,0.226898953,0.06647433,0.0475777648,0.760877132,0.7524617,0.9889398,0,0,0,0.3018873,false,0.07425848,0.0439784676,0.879569352,0.120831765,0.000466956262,0.017548725,0,0,8,true,false,false,false,false,false,false
"control","F1","S0",1,230,17,0.9681737,0.068643935,3.95032835,4.338505,0.06763981,0.224727571,0.06864571,0.0522128828,1.21433735,1.19979191,0.98802197,1,0.05423724,0.031637527,0.318605572,false,0.06922161,0.04771069,0.9542138,0.13824974,0.000350551243,0.01999302,0,0,8,true,false,false,false,false,true,false
"control","F1","S0",1,230,18,0.968072236,0.08364384,3.71924329,4.579564,0.06933182,0.223035261,0.0703380257,0.055416692,1.52810824,1.50859094,0.9872278,1,0.0835679844,0.0487466641,0.351685464,false,0.06379328,0.0506741,1.013482,0.153101116,0.000412192137,0.022473406,206.2935,3.785975E-08,8,true,false,false,false,false,true,false
"control","F1","S0",1,230,19,0.9672104,0.1035221,3.46831036,4.93186045,0.07068295,0.2216856,0.07168768,0.0576,1.68304932,1.66046214,0.986579657,1,0.107780047,0.06286998,0.412648916,false,0.0561386533,0.050989572,1.01979136,0.175081789,0.000635088654,0.02509967,1664.21472,3.33928682E-07,8,true,false,false,false,false,true,false
"control","F1","S0",1,230,20,0.9664107,0.123329461,3.19750786,5.34655046,0.07170506,0.220666409,0.07270688,0.05880375,1.65707481,1.62665331,0.9816414,1,0.125833884,0.0734011,0.430929631,false,0.0490611419,0.050982818,1.0196563,0.190114886,0.00103375525,0.0281255,898.2688,9.563805E-08,8,true,false,false,false,false,true,false
"control","F1","S0",1,230,21,0.966143966,0.143071428,2.81639814,6.02258873,0.07223019,0.220229864,0.07325161,0.05868285,1.54963982,1.51134479,0.975287855,1,0.139522076,0.08138566,0.4577338,false,0.05191928,0.0509677157,1.01935434,0.199356169,0.00163652073,0.0312030017,739.893738,1.86843579E-07,8,true,false,false,false,false,true,false
"control","F1","S0",1,230,22,0.96635294,0.162730947,2.46388245,6.70539,0.07227171,0.220270962,0.073011525,0.0569691174,1.35368812,1.31010377,0.96780324,1,0.148631424,0.08669931,0.483442754,false,0.05842114,0.0509408079,1.01881611,0.203659639,0.00246983231,0.0342132337,638.884033,1.86357511E-07,8,true,false,false,false,false,true,false
"control","F1","S0",1,230,23,0.966903,0.181673631,2.39558625,7.398611,0.0714696944,0.221077055,0.07220543,0.05320571,0.968955636,0.930392265,0.960201144,0.793037534,0.120204739,0.07011752,0.51427,false,0.07113704,0.05090529,1.01810575,0.2023347,0.003580435,0.0370012224,526.9652,2.45389344E-07,8,true,false,false,false,false,true,false
