AbdomenActualAngleRad,AbdomenMarginRad,AbdomenPass,AbdomenStandingBiasDegrees,AnkleStandingBiasDegrees,AppliedAnkleDemandRad,BarAngularSpeedMagnitudeRadS,BarAngularSpeedMarginRadS,BarAngularSpeedPass,BarAngularSpeedThresholdRadS,BarAngularVelocityBarXRadS,BarAngularVelocityBarYRadS,BarAngularVelocityBarZRadS,BarAvailable,BarLinearSpeedMagnitudeMps,BarLinearSpeedMarginMps,BarLinearSpeedPass,BarLinearSpeedThresholdMps,BarVerticalSpeedMarginMps,BarVerticalSpeedMps,BarVerticalSpeedPass,BarVerticalSpeedThresholdMps,CaptureApM,CaptureMargin2DM,CaptureMlM,ComApM,ComMlM,ComSpeedMps,ConsecutiveValidRunLength,CopMeasuredApM,CopMeasuredMlM,GuardedAnkleDemandRad,HipAuthority,HipStandingBiasDegrees,HipStrategyBlend,KneeStandingBiasDegrees,LeftFootAvailable,LeftFootContact,LeftHipActualAngleRad,LeftHipMarginRad,LeftHipPass,LeftKneeActualAngleRad,LeftKneeMarginRad,LeftKneePass,OverallStartCandidate,PostureGuardScale,RawAnkleAuthorityFraction,RawAnkleDemandRad,RequiredRunLength,RightFootAvailable,RightFootContact,RightHipActualAngleRad,RightHipMarginRad,RightHipPass,RightKneeActualAngleRad,RightKneeMarginRad,RightKneePass,SimulationTick,SimulationTimeSeconds,SupportAvailable,SupportPresent,ThoraxActualAngleRad,ThoraxMarginRad,ThoraxPass,ThoraxStandingBiasDegrees,TrunkAuthority
0.0104039554,0.164128959,true,3.45571113,-1.80630422,0,1.35275543,-1.15275538,false,0.2,1.35275531,0.000108426044,-0.0006640612,true,0.4368479,-0.416847885,false,0.02,-0.426341742,-0.436341733,false,0.01,-0.0494764559,0.10524258,-0.000156048336,-0.0484664477,-3.25058136E-06,0.002988612,0,NA,0.0126279742,0,0,-0.5826499,0,1.02604914,true,false,0.00239208,0.172140837,true,0.00323889172,0.084027566,true,false,1,0,0,3,true,false,0.00258374168,0.171949178,true,0.003088162,0.0841783,true,1,0.01,true,true,0.0108964555,0.163636461,true,3.347665,0
0.0194946714,0.155038252,true,3.45571113,-1.80630422,-0.04,1.36399651,-1.16399646,false,0.2,1.36399627,-5.863033E-05,-0.0008732156,true,0.6008813,-0.5808813,false,0.02,-0.5904696,-0.6004696,false,0.01,-0.0502760038,0.104443036,-0.000113734728,-0.0485189781,-8.740014E-06,0.00515377568,0,0.135280967,0.00688134972,-3.67582965,0.0118680093,-0.5826499,1,1.02604914,true,false,0.00365396286,0.170878962,true,0.0062910663,0.08097539,true,false,1,14.0406027,-3.67582965,3,true,false,0.004026471,0.170506448,true,0.0059402,0.08132626,true,2,0.02,true,true,0.0196408853,0.154892027,true,3.347665,0.00692281732
0.026753379,0.147779539,true,3.45571113,-1.80630422,-0.08,1.18653584,-0.986535847,false,0.2,1.18653548,-0.000239206987,-0.0008158731,true,0.6722282,-0.652228236,false,0.02,-0.661658943,-0.671658933,false,0.01,-0.0512188,0.10350024,-0.00010351649,-0.0485923439,-1.29860491E-05,0.007704108,0,0.135280967,0.000324938621,-3.67216372,0.0118680093,-0.5826499,1,1.02604914,true,false,0.00447517261,0.170057744,true,0.00862477347,0.07864168,true,false,0.9990027,14.0406027,-3.67582965,3,true,false,0.004833739,0.169699177,true,0.008228668,0.07903779,true,3,0.03,true,true,0.0264576487,0.148075268,true,3.347665,0.00692281732
0.0318099,0.142723024,true,3.45571113,-1.80630422,-0.12,0.957709253,-0.757709265,false,0.2,0.957708955,-0.00042284868,-0.000613317,true,0.7001889,-0.6801889,false,0.02,-0.689452052,-0.699452043,false,0.01,-0.0507770777,0.103941962,-5.581322E-05,-0.048670534,-1.4272161E-05,0.00618571742,0,0.07710799,0.0031659964,-2.59841156,0.0209806133,-0.5826499,1,1.02604914,true,false,0.00502716471,0.16950576,true,0.01113454,0.07613192,true,false,0.9990027,9.935086,-2.60100555,3,true,false,0.005437272,0.16909565,true,0.0106754089,0.07659105,true,4,0.04,true,true,0.03162196,0.142910957,true,3.347665,0.0122383581
0.03499356,0.139539361,true,3.45571113,-1.80630422,-0.08,0.7340197,-0.5340197,false,0.2,0.734019458,-0.0005345607,-0.000236456559,true,0.687762737,-0.667762756,false,0.02,-0.6769224,-0.6869224,false,0.01,-0.0485080145,0.106211022,-1.23089767E-05,-0.04869126,-1.16337978E-05,0.000538821565,0,-0.119107954,0.00397040928,1.16142988,0.0316400751,-0.5826499,1,1.02604914,true,false,0.005437272,0.16909565,true,0.0137241185,0.07354234,true,false,0.9982357,4.444166,1.16348267,3,true,false,0.005694291,0.168838635,true,0.01342554,0.0738409162,true,5,0.05,true,true,0.0352853239,0.1392476,true,3.347665,0.0184562076
0.0370262861,0.137506634,true,3.45571113,-1.80630422,-0.04,0.530921638,-0.33092165,false,0.2,0.530921161,-0.000437024282,0.000541848771,true,0.635667145,-0.615667164,false,0.02,-0.624661446,-0.634661436,false,0.01,-0.0449163057,0.109802738,0.000212307757,-0.0486039147,-4.12758254E-06,0.0108769722,0,-0.122811481,-0.00155964145,1.26936519,0.0260238983,-0.5826499,1,1.02604914,true,false,0.005899927,0.168633,true,0.0156859569,0.0715805,true,false,0.997332752,4.8615737,1.27275991,3,true,false,0.005652266,0.168880656,true,0.01598706,0.0712794,true,6,0.06,true,true,0.0376773961,0.136855528,true,3.347665,0.0151801938
0.0383174457,0.136215478,true,3.45571113,-1.80630422,0,0.3321726,-0.1321726,false,0.2,0.332167566,-8.686705E-05,0.0018292563,true,0.5548479,-0.5348479,false,0.02,-0.5434436,-0.5534436,false,0.01,-0.0407471359,0.113971904,0.0005520703,-0.0483897924,1.18307089E-05,0.022586355,0,-0.100288793,-0.00432402268,1.011676,0.000652620569,-0.5826499,1,1.02604914,true,false,0.006730496,0.167802423,true,0.01709687,0.07016959,true,false,0.9978096,3.87279177,1.01389682,3,true,false,0.0059402,0.168592721,true,0.0181782972,0.06908816,true,7,0.07,true,true,0.0390631221,0.1354698,true,3.347665,0.000380684971
0.0390264764,0.135506451,true,3.45571113,-1.80630422,0.04,0.137639239,0.0623607635,true,0.2,0.137592062,0.000484377524,0.00357064884,true,0.460060745,-0.440060735,false,0.02,-0.447845459,-0.457845449,false,0.01,-0.03660633,0.118112713,0.0009487579,-0.0480522178,3.84477353E-05,0.0338773839,0,-0.08770323,-0.005652729,1.05263925,0.04214555,-0.5826499,1,1.02604914,true,false,0.008228668,0.166304246,true,0.0179804824,0.0692859739,true,false,0.9999096,4.02113962,1.05273438,3,true,false,0.00687072938,0.167662188,true,0.01996595,0.06730051,true,8,0.08,true,true,0.0397048555,0.134828061,true,3.347665,0.0245842356
0.03926403,0.1352689,true,3.45571113,-1.80630422,0.08,0.0421322547,0.157867745,true,0.2,-0.0417370424,0.00121273426,0.005628092,true,0.364969641,-0.34496963,false,0.02,-0.351298243,-0.361298233,false,0.01,-0.03301496,0.121704079,0.00136369071,-0.0476117879,7.596737E-05,0.043258775,0,-0.07718705,-0.006530119,1.1676923,0.08963248,-0.5826499,1,1.02604914,true,false,0.0104268463,0.164106071,true,0.0184903946,0.06877606,true,false,0.9933838,4.489952,1.1754694,3,true,false,0.00862477347,0.165908143,true,0.02126137,0.06600509,true,9,0.09,true,true,0.03978884,0.134744078,true,3.347665,0.0522841923
0.0390631221,0.1354698,true,3.45571113,-1.80630422,0.12,0.191298038,0.008701965,true,0.2,-0.191130146,0.001993719,0.007760989,true,0.279912,-0.259911984,false,0.02,-0.263843238,-0.273843229,false,0.01,-0.030343648,0.124375388,0.00175077817,-0.0471001,0.000123370075,0.04971453,0,-0.06580018,-0.005896827,1.25854838,0.136091784,-0.5826499,1,1.02604914,true,false,0.0131926564,0.161340266,true,0.0186955649,0.0685709,true,false,0.985884249,4.87611961,1.276568,3,true,false,0.0112198647,0.163313061,true,0.0220431853,0.06522328,true,10,0.1,true,true,0.03948204,0.135050878,true,3.347665,0.0793847144
0.03852843,0.1360045,true,3.45571113,-1.80630422,0.16,0.30144608,-0.101446077,false,0.2,-0.3012748,0.00271486142,0.0097908685,true,0.211929113,-0.191929117,false,0.02,-0.192255437,-0.202255443,false,0.01,-0.0288917534,0.125827283,0.00206028973,-0.0465562,0.0001782438,0.0524644069,0,-0.0518335178,-0.004990642,1.25427949,0.1756041,-0.5826499,1,1.02604914,true,false,0.0163556449,0.158177271,true,0.0187083147,0.06855814,true,false,0.9785538,4.895984,1.28176856,3,true,false,0.01435251,0.1601804,true,0.0223759748,0.06489049,true,11,0.11,true,true,0.038946975,0.135585949,true,3.347665,0.102432936
