AbdomenActualAngleRad,AbdomenMarginRad,AbdomenPass,AbdomenStandingBiasDegrees,AnkleStandingBiasDegrees,AppliedAnkleDemandRad,BarAngularSpeedMagnitudeRadS,BarAngularSpeedMarginRadS,BarAngularSpeedPass,BarAngularSpeedThresholdRadS,BarAngularVelocityBarXRadS,BarAngularVelocityBarYRadS,BarAngularVelocityBarZRadS,BarAvailable,BarLinearSpeedMagnitudeMps,BarLinearSpeedMarginMps,BarLinearSpeedPass,BarLinearSpeedThresholdMps,BarVerticalSpeedMarginMps,BarVerticalSpeedMps,BarVerticalSpeedPass,BarVerticalSpeedThresholdMps,CaptureApM,CaptureMargin2DM,CaptureMlM,ComApM,ComMlM,ComSpeedMps,ConsecutiveValidRunLength,CopMeasuredApM,CopMeasuredMlM,GuardedAnkleDemandRad,HipAuthority,HipStandingBiasDegrees,HipStrategyBlend,KneeStandingBiasDegrees,LeftFootAvailable,LeftFootContact,LeftHipActualAngleRad,LeftHipMarginRad,LeftHipPass,LeftKneeActualAngleRad,LeftKneeMarginRad,LeftKneePass,OverallStartCandidate,PostureGuardScale,RawAnkleAuthorityFraction,RawAnkleDemandRad,RequiredRunLength,RightFootAvailable,RightFootContact,RightHipActualAngleRad,RightHipMarginRad,RightHipPass,RightKneeActualAngleRad,RightKneeMarginRad,RightKneePass,SimulationTick,SimulationTimeSeconds,SupportAvailable,SupportPresent,ThoraxActualAngleRad,ThoraxMarginRad,ThoraxPass,ThoraxStandingBiasDegrees,TrunkAuthority
0.0399562754,0.134576648,true,3.45571113,0,0.23999998,0.0435231924,0.156476811,true,0.2,0.0419344455,0.00330704823,0.0111729158,true,0.158540308,-0.138540313,false,0.02,-0.141243339,-0.151243344,false,0.01,-0.0405085869,0.114210457,0.0031526722,-0.0480208471,0.000354034681,0.0236598719,0,-0.0343734249,-0.00389019446,0.255002,0.06895951,0,0.882419467,0,true,false,0.0009765625,0.173556358,true,0.00154408091,0.08572238,true,false,0.9915212,0.9823629,0.2571826,3,true,false,0,0.17453292,true,0.004632244,0.08263422,true,11,0.11,true,true,0.04082406,0.133708864,true,3.347665,0.04022529
0.04016459,0.13436833,true,3.45571113,0,0.199999988,0.06586806,0.134131938,true,0.2,0.0644916743,0.00377893262,0.012850876,true,0.106336981,-0.0863369852,false,0.02,-0.08515104,-0.09515104,false,0.01,-0.0422863178,0.112432718,0.00331121963,-0.0478288047,0.0004380653,0.0184239335,0,-0.01457367,-0.002556979,-0.0345732234,0,0,0,0,true,false,0.000690533954,0.173842385,true,0.00119604,0.08607042,true,false,0.9893039,0.133487478,-0.03494702,3,true,false,0,0.17453292,true,0.00420035468,0.0830661058,true,12,0.12,true,true,0.0415534526,0.132979468,true,3.347665,0
0.0409115776,0.133621335,true,3.45571113,0,0.16,0.0176500659,0.182349935,true,0.2,0.009702197,0.00408610236,0.01416672,true,0.08093311,-0.06093311,false,0.02,-0.0505906567,-0.0605906546,false,0.01,-0.04489569,0.109823346,0.00341813965,-0.04772617,0.0005221122,0.0119497059,0,0.0108610643,-0.00116612623,-0.532691658,0.09053946,0,1,0,true,false,0.001953125,0.1725798,true,0,0.08726646,true,false,0.9981696,2.03845859,-0.533668458,3,true,false,0.001953125,0.1725798,true,0.00338291214,0.08388355,true,13,0.13,true,true,0.0420553721,0.132477552,true,3.347665,0.05281325
0.0412482172,0.1332847,true,3.45571113,0,0.12,0.0187474955,0.181252509,true,0.2,0.0104330685,0.00411488861,0.0150228953,true,0.07441933,-0.0544193275,false,0.02,-0.03727717,-0.0472771674,false,0.01,-0.0480817072,0.106637329,0.00339374016,-0.0477247871,0.0006047896,0.00829673652,0,0.04038542,0.000415291055,-1.23784935,0.06886261,0,1,0,true,false,0.002762136,0.171770781,true,0,0.08726646,true,false,0.9859051,4.79582167,-1.25554609,3,true,false,0.003311685,0.171221241,true,0.002762136,0.08450432,true,14,0.14,true,true,0.04265211,0.1318808,true,3.347665,0.0401687622
0.0413002074,0.133232713,true,3.45571113,0,0.08,0.0448834971,0.1551165,true,0.2,0.0419929922,0.0038217525,0.0153789166,true,0.07626028,-0.056260284,false,0.02,-0.03955593,-0.0495559275,false,0.01,-0.0514236279,0.103295416,0.00335184485,-0.04782658,0.0006834563,0.0132167013,0,0.0528304651,0.0033228402,-1.68990314,0.0379494131,0,1,0,true,false,0.003088162,0.171444759,true,0.0009765625,0.0862899,true,false,0.989340067,6.52449036,-1.70811152,3,true,false,0.004085255,0.170447662,true,0.00229024212,0.08497622,true,15,0.15,true,true,0.0433672629,0.131165653,true,3.347665,0.0221365541
0.04120773,0.133325189,true,3.45571113,0,0.04,0.09260277,0.107397236,true,0.2,0.09127436,0.00323081436,0.01529135,true,0.08253704,-0.0625370443,false,0.02,-0.0506205335,-0.06062053,false,0.01,-0.05461585,0.100103185,0.00335096451,-0.04802293,0.0007591483,0.020908935,0,0.053603135,0.00546221668,-1.96518946,0.000825066934,0,1,0,true,false,0.00267442665,0.17185849,true,0.00138106791,0.08588539,true,false,0.9941679,7.55048847,-1.97671783,3,true,false,0.00414320454,0.170389712,true,0.00239208,0.08487438,true,16,0.16,true,true,0.04416809,0.130364835,true,3.347665,0.000481275958
0.04106863,0.133464292,true,3.45571113,0,0,0.141975865,0.05802414,true,0.2,0.1411634,0.00243600318,0.0149702029,true,0.09077743,-0.07077743,false,0.02,-0.06385234,-0.07385234,false,0.01,-0.0574197173,0.09729932,0.0033541848,-0.0482986271,0.0008333879,0.027938569,0,0.0381881259,0.00472002057,-1.929389,0.0375917479,0,1,0,true,false,0.00154408091,0.172988832,true,0.002489756,0.08477671,true,false,0.9947985,7.40824032,-1.93947721,3,true,false,0.00365396286,0.170878962,true,0.00258374168,0.08468272,true,17,0.17,true,true,0.0450341441,0.12949878,true,3.347665,0.021927923
0.0408940837,0.133638829,true,3.45571113,0,-0.04,0.184314713,0.01568529,true,0.2,0.183732077,0.00153455231,0.0145630306,true,0.09662648,-0.07662648,false,0.02,-0.07319855,-0.08319855,false,0.01,-0.0595694259,0.0951496139,0.003374155,-0.0486321524,0.0009065443,0.03311456,0,0.008395249,0.00350266229,-1.59904635,0.07377169,0,1,0,true,false,0,0.17453292,true,0.00345267029,0.08381379,true,false,0.9947247,6.140285,-1.60752654,3,true,false,0.00239208,0.172140837,true,0.00316442479,0.0841020346,true,18,0.18,true,true,0.04589425,0.12863867,true,3.347665,0.0430323146
0.04074806,0.13378486,true,3.45571113,0,-0.08,0.216793656,-0.0167936534,false,0.2,0.216331348,0.0006085732,0.0141373444,true,0.09689261,-0.0768926144,false,0.02,-0.07558,-0.08558,false,0.01,-0.0609049462,0.09381409,0.00341946655,-0.04899702,0.0009793158,0.035913758,0,-0.0227421056,0.00247175363,-1.20946312,0.105001956,0,1,0,true,false,-0.00138106791,0.173151851,true,0.00452813553,0.082738325,true,false,0.993786931,4.64868069,-1.21702456,3,true,false,0.0009765625,0.173556358,true,0.00390625047,0.08336021,true,19,0.19,true,true,0.0467283279,0.127804592,true,3.347665,0.0612494722
0.0407246463,0.13380827,true,3.45571113,0,-0.12,0.237064,-0.037064,false,0.2,0.2366661,-0.000270814635,0.0137269553,true,0.09086701,-0.07086702,false,0.02,-0.07070816,-0.08070816,false,0.01,-0.0613536127,0.09336543,0.00348588941,-0.049365364,0.00105234352,0.03615545,0,-0.04924295,0.001857344,-0.8565225,0.128296435,0,1,0,true,false,-0.0035210466,0.17101188,true,0.00556726474,0.08169919,true,false,0.9911518,3.30087423,-0.8641688,3,true,false,-0.0009765625,0.173556358,true,0.004833739,0.0824327245,true,20,0.2,true,true,0.0475026257,0.1270303,true,3.347665,0.07483755
