load_kg,measured_ticks,settle_pelvis_y,min_pelvis_y,final_pelvis_y,max_trunk_pitch_rad,max_foot_pitch_deg,min_capture_margin_m,max_com_speed_mps,max_posture_error_deg,max_limit_proximity,min_guard_scale,max_ankle_offset_deg,max_saddle_separation_m,min_support_contacts,support_lost,saddle_unstable,non_finite,upright,pass
25,500,0.9791502,0.9790501,0.9790757,0.0483641177,0.0177977141,0.106572405,0.00334251276,1.234145,0.06321958,0.9967103,5.537762,0.00526306871,8,False,False,False,True,True
60,500,0.978185,0.978108466,0.978171945,0.03314446,0.023203278,0.09275603,0.00370044354,1.81180477,0.127838731,0.9948589,5.769899,0.0123003647,8,False,False,False,True,True
140,500,0.975453556,0.9754092,0.975427032,0.0932305753,0.0405023545,0.0767635256,0.0113400128,3.397162,0.180763185,0.987849,4.798081,0.0282800253,8,False,False,False,True,True
170,500,0.9740745,0.9740579,0.974074841,0.074912414,0.0532961152,0.07166444,0.013961955,5.02449369,0.1662733,0.9746852,3.84019113,0.0342622064,8,False,False,False,True,True
300,500,0.9636677,0.09263959,0.103737757,1.54938066,89.96574,-1.73678339,2.32148552,20.2353935,0.5932214,0,15.0000343,0.0509303734,0,True,False,False,False,False
