load_kg,athlete_position_iterations,athlete_velocity_iterations,island_position_iterations,island_velocity_iterations,intervention,drive_high_onset_tick,drive_saturation_onset_tick,tracking_failure_onset_tick,posture_departure_onset_tick,capture_departure_onset_tick,support_loss_onset_tick,saddle_linear_limit_onset_tick,saddle_gross_failure_onset_tick,contact_mode_change_onset_tick,posture_joint_error_onset_tick,posture_gross_onset_tick,guard_withdrawal_onset_tick,capture_departure_hull_onset_tick,com_outside_hull_onset_tick,foot_lift_onset_tick,foot_slip_onset_tick,plantar_count_change_onset_tick,bar_thorax_contact_onset_tick,bar_athlete_contact_onset_tick,nonplantar_ground_contact_onset_tick,saddle_angular_limit_onset_tick,canonical_first_onset_order,contact_mode_reason,bar_thorax_callback_ticks,max_bar_thorax_penetration_m,connected_body_collision_enabled,bar_to_thorax_mass_ratio,non_finite,stage_a_pass,upright,stage_a_summary,min_hull_capture_margin_m,max_load_bearing_demand,max_saddle_linear_occupancy,qualified
25,28,1,28,6,k5x-production,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,NONE,0,0.023194626,false,1.1574074,false,true,true,"load=25 measured=500 settlePelvis=0.9792 minPelvis=0.9791 maxTrunk=0.0388 captureAp=0.1059 captureHull=0.1059 comSpeed=0.0041 canonical=3.195 deflection=0.894 limit=0.071 guard=0.996 ankle=5.201 saddle=0.0053 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=True",0.105898544,0.111270212,0.105880693,true
60,28,1,28,6,k5x-production,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,NONE,0,0.02175153,false,2.77777767,false,true,true,"load=60 measured=500 settlePelvis=0.9784 minPelvis=0.9783 maxTrunk=0.0524 captureAp=0.0919 captureHull=0.0918 comSpeed=0.0039 canonical=6.365 deflection=1.227 limit=0.141 guard=0.954 ankle=5.360 saddle=0.0123 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=True",0.09177989,0.09956207,0.2462244,true
140,28,1,28,6,k5x-production,NA,NA,NA,25,NA,NA,NA,NA,NA,25,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,POSTURE_DEPARTURE@25,NONE,0,0.0202489942,false,6.48148155,false,true,true,"load=140 measured=500 settlePelvis=0.9760 minPelvis=0.9760 maxTrunk=0.1440 captureAp=0.0771 captureHull=0.0761 comSpeed=0.0176 canonical=9.747 deflection=1.877 limit=0.216 guard=0.934 ankle=5.450 saddle=0.0283 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=True",0.07610775,0.0773231238,0.5663966,true
170,28,1,28,6,k5x-production,NA,NA,NA,20,NA,NA,NA,NA,NA,20,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,POSTURE_DEPARTURE@20,NONE,0,0.0199844688,false,7.87037039,false,false,true,"load=170 measured=500 settlePelvis=0.9751 minPelvis=0.9750 maxTrunk=0.1513 captureAp=0.0728 captureHull=0.0716 comSpeed=0.0210 canonical=10.046 deflection=2.304 limit=0.222 guard=0.803 ankle=5.163 saddle=0.0343 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=False",0.07156449,0.094944194,0.6865349,false
300,28,1,28,6,k5x-production,80,NA,24,207,71,275,16,NA,250,211,207,7,69,106,274,338,250,NA,NA,259,272,SADDLE_LINEAR_LIMIT@16>TRACKING_FAILURE@24>CAPTURE_DEPARTURE@71>DRIVE_HIGH@80>POSTURE_DEPARTURE@207>CONTACT_MODE_CHANGE@250>SUPPORT_LOSS@275,PLANTAR_COUNT_4_3_FROM_4_4,0,0.0397464335,false,13.8888884,false,false,false,"load=300 measured=500 settlePelvis=0.9681 minPelvis=0.0920 maxTrunk=1.5832 captureAp=-1.6947 captureHull=-1.6956 comSpeed=2.0968 canonical=23.833 deflection=15.095 limit=0.528 guard=0.000 ankle=15.000 saddle=0.0509 contacts=0 sat=0.000 supportLost=True saddleUnstable=False upright=False pass=False",-1.69558275,0.7292786,1.01775074,false
