load_kg,athlete_position_iterations,athlete_velocity_iterations,island_position_iterations,island_velocity_iterations,intervention,drive_high_onset_tick,drive_saturation_onset_tick,tracking_failure_onset_tick,posture_departure_onset_tick,capture_departure_onset_tick,support_loss_onset_tick,saddle_linear_limit_onset_tick,saddle_gross_failure_onset_tick,contact_mode_change_onset_tick,posture_joint_error_onset_tick,posture_gross_onset_tick,guard_withdrawal_onset_tick,capture_departure_hull_onset_tick,com_outside_hull_onset_tick,foot_lift_onset_tick,foot_slip_onset_tick,plantar_count_change_onset_tick,bar_thorax_contact_onset_tick,bar_athlete_contact_onset_tick,nonplantar_ground_contact_onset_tick,saddle_angular_limit_onset_tick,canonical_first_onset_order,contact_mode_reason,bar_thorax_callback_ticks,max_bar_thorax_penetration_m,connected_body_collision_enabled,bar_to_thorax_mass_ratio,non_finite,stage_a_pass,upright,stage_a_summary,min_hull_capture_margin_m,max_load_bearing_demand,max_saddle_linear_occupancy,qualified
25,28,1,28,6,k3x-balance.posture_guard_false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,NONE,0,0.0232073367,false,1.1574074,false,true,true,"load=25 measured=500 settlePelvis=0.9791 minPelvis=0.9790 maxTrunk=0.0490 capture=0.1060 comSpeed=0.0037 posture=1.217 limit=0.063 guard=1.000 ankle=5.494 saddle=0.0053 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=True",0.105977476,0.07674631,0.105230726,true
60,28,1,28,6,k3x-balance.posture_guard_false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,NONE,0,0.02178806,false,2.77777767,false,true,true,"load=60 measured=500 settlePelvis=0.9781 minPelvis=0.9781 maxTrunk=0.0329 capture=0.0927 comSpeed=0.0036 posture=1.811 limit=0.128 guard=1.000 ankle=5.630 saddle=0.0123 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=True",0.09258514,0.07151943,0.245621487,true
140,28,1,28,6,k3x-balance.posture_guard_false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,NONE,0,0.0203208476,false,6.48148155,false,true,true,"load=140 measured=500 settlePelvis=0.9755 minPelvis=0.9754 maxTrunk=0.0932 capture=0.0759 comSpeed=0.0095 posture=3.432 limit=0.181 guard=1.000 ankle=4.790 saddle=0.0283 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=True",0.0754209459,0.0882233456,0.5660444,true
170,28,1,28,6,k3x-balance.posture_guard_false,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,POSTURE_DEPARTURE@1,NONE,0,0.02006083,false,7.87037039,false,true,true,"load=170 measured=500 settlePelvis=0.9741 minPelvis=0.9740 maxTrunk=0.0762 capture=0.0717 comSpeed=0.0137 posture=4.996 limit=0.167 guard=1.000 ankle=3.880 saddle=0.0343 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=True",0.07154076,0.126158968,0.68518585,true
300,28,1,28,6,k3x-balance.posture_guard_false,36,79,18,1,93,266,17,NA,245,1,79,NA,92,118,264,324,264,NA,NA,245,NA,POSTURE_DEPARTURE@1>SADDLE_LINEAR_LIMIT@17>TRACKING_FAILURE@18>DRIVE_HIGH@36>DRIVE_SATURATION@79>CAPTURE_DEPARTURE@93>CONTACT_MODE_CHANGE@245>SUPPORT_LOSS@266,NONPLANTAR_GROUND:left_shank|left_thigh|pelvis|right_thigh,0,0.0315735042,false,13.8888884,false,false,false,"load=300 measured=500 settlePelvis=0.9383 minPelvis=0.0932 maxTrunk=1.5693 capture=-1.7463 comSpeed=2.3945 posture=38.573 limit=0.756 guard=1.000 ankle=15.000 saddle=0.0507 contacts=0 sat=0.066 supportLost=True saddleUnstable=False upright=False pass=False",-1.75232553,1.09622371,1.01467156,false
