load_kg,athlete_position_iterations,athlete_velocity_iterations,island_position_iterations,island_velocity_iterations,intervention,drive_high_onset_tick,drive_saturation_onset_tick,tracking_failure_onset_tick,posture_departure_onset_tick,capture_departure_onset_tick,support_loss_onset_tick,saddle_linear_limit_onset_tick,saddle_gross_failure_onset_tick,contact_mode_change_onset_tick,posture_joint_error_onset_tick,posture_gross_onset_tick,guard_withdrawal_onset_tick,capture_departure_hull_onset_tick,com_outside_hull_onset_tick,foot_lift_onset_tick,foot_slip_onset_tick,plantar_count_change_onset_tick,bar_thorax_contact_onset_tick,bar_athlete_contact_onset_tick,nonplantar_ground_contact_onset_tick,saddle_angular_limit_onset_tick,canonical_first_onset_order,contact_mode_reason,bar_thorax_callback_ticks,max_bar_thorax_penetration_m,connected_body_collision_enabled,bar_to_thorax_mass_ratio,non_finite,stage_a_pass,upright,stage_a_summary
25,28,1,28,6,production,NA,NA,12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@12,BAR_ATHLETE:left_forearm|left_hand|left_upper_arm|right_forearm|right_hand|right_upper_arm,0,0.0148142949,false,1.1574074,false,true,true,"load=25 measured=500 settlePelvis=0.9777 minPelvis=0.9777 maxTrunk=0.1456 capture=0.1079 comSpeed=0.0059 posture=3.998 limit=0.018 guard=0.982 ankle=6.990 saddle=0.0064 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=True"
60,28,1,28,6,production,NA,NA,13,42,118,202,NA,NA,1,42,87,18,80,136,158,227,155,NA,1,262,NA,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@13>POSTURE_DEPARTURE@42>CAPTURE_DEPARTURE@118>SUPPORT_LOSS@202,BAR_ATHLETE:left_forearm|left_hand|left_upper_arm|right_forearm|right_hand|right_upper_arm,0,0.03028337,false,2.77777767,false,false,false,"load=60 measured=500 settlePelvis=0.9651 minPelvis=0.1038 maxTrunk=2.3943 capture=-1.3407 comSpeed=2.3484 posture=31.614 limit=0.650 guard=0.000 ankle=15.000 saddle=0.0377 contacts=0 sat=1.000 supportLost=True saddleUnstable=False upright=False pass=False"
300,28,1,28,6,production,45,NA,15,1,66,138,18,NA,1,1,33,12,66,82,131,256,131,NA,1,107,139,POSTURE_DEPARTURE@1>CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@15>SADDLE_LINEAR_LIMIT@18>DRIVE_HIGH@45>CAPTURE_DEPARTURE@66>SUPPORT_LOSS@138,BAR_ATHLETE:left_hand|left_upper_arm|right_forearm|right_hand|right_upper_arm,0,0.01616703,false,13.8888884,false,false,false,"load=300 measured=500 settlePelvis=0.7206 minPelvis=0.0987 maxTrunk=2.9239 capture=-1.2651 comSpeed=2.2889 posture=78.059 limit=1.000 guard=0.000 ankle=15.000 saddle=0.0537 contacts=0 sat=0.004 supportLost=True saddleUnstable=False upright=False pass=False"
25,28,4,28,6,production,NA,NA,12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@12,BAR_ATHLETE:left_forearm|left_hand|left_upper_arm|right_forearm|right_hand|right_upper_arm,0,0.0148142949,false,1.1574074,false,true,true,"load=25 measured=500 settlePelvis=0.9777 minPelvis=0.9777 maxTrunk=0.1456 capture=0.1079 comSpeed=0.0059 posture=3.998 limit=0.018 guard=0.982 ankle=6.990 saddle=0.0064 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=True"
60,28,4,28,6,production,NA,NA,13,42,118,202,NA,NA,1,42,87,18,80,136,158,227,155,NA,1,262,NA,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@13>POSTURE_DEPARTURE@42>CAPTURE_DEPARTURE@118>SUPPORT_LOSS@202,BAR_ATHLETE:left_forearm|left_hand|left_upper_arm|right_forearm|right_hand|right_upper_arm,0,0.03028337,false,2.77777767,false,false,false,"load=60 measured=500 settlePelvis=0.9651 minPelvis=0.1038 maxTrunk=2.3943 capture=-1.3407 comSpeed=2.3484 posture=31.614 limit=0.650 guard=0.000 ankle=15.000 saddle=0.0377 contacts=0 sat=1.000 supportLost=True saddleUnstable=False upright=False pass=False"
300,28,4,28,6,production,45,NA,15,1,66,138,18,NA,1,1,33,12,66,82,131,256,131,NA,1,107,139,POSTURE_DEPARTURE@1>CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@15>SADDLE_LINEAR_LIMIT@18>DRIVE_HIGH@45>CAPTURE_DEPARTURE@66>SUPPORT_LOSS@138,BAR_ATHLETE:left_hand|left_upper_arm|right_forearm|right_hand|right_upper_arm,0,0.01616703,false,13.8888884,false,false,false,"load=300 measured=500 settlePelvis=0.7206 minPelvis=0.0987 maxTrunk=2.9239 capture=-1.2651 comSpeed=2.2889 posture=78.059 limit=1.000 guard=0.000 ankle=15.000 saddle=0.0537 contacts=0 sat=0.004 supportLost=True saddleUnstable=False upright=False pass=False"
25,28,8,28,8,production,NA,NA,12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@12,BAR_ATHLETE:left_forearm|left_hand|left_upper_arm|right_forearm|right_hand|right_upper_arm,0,0.0148142949,false,1.1574074,false,true,true,"load=25 measured=500 settlePelvis=0.9777 minPelvis=0.9777 maxTrunk=0.1427 capture=0.1081 comSpeed=0.0073 posture=3.906 limit=0.017 guard=0.983 ankle=6.798 saddle=0.0063 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=True"
60,28,8,28,8,production,NA,NA,13,42,113,198,NA,NA,1,42,92,18,75,131,155,228,154,NA,1,NA,NA,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@13>POSTURE_DEPARTURE@42>CAPTURE_DEPARTURE@113>SUPPORT_LOSS@198,BAR_ATHLETE:left_forearm|left_hand|left_upper_arm|right_forearm|right_hand|right_upper_arm,0,0.0205306411,false,2.77777767,false,false,false,"load=60 measured=500 settlePelvis=0.9669 minPelvis=0.1554 maxTrunk=1.6114 capture=-1.4306 comSpeed=2.4522 posture=31.474 limit=0.698 guard=0.000 ankle=15.000 saddle=0.0297 contacts=0 sat=1.000 supportLost=True saddleUnstable=False upright=False pass=False"
300,28,8,28,8,production,45,NA,15,1,66,138,19,NA,1,1,33,12,66,81,131,260,131,NA,1,108,139,POSTURE_DEPARTURE@1>CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@15>SADDLE_LINEAR_LIMIT@19>DRIVE_HIGH@45>CAPTURE_DEPARTURE@66>SUPPORT_LOSS@138,BAR_ATHLETE:left_hand|left_upper_arm|right_forearm|right_hand|right_upper_arm,0,0.0155584142,false,13.8888884,false,false,false,"load=300 measured=500 settlePelvis=0.7295 minPelvis=0.0987 maxTrunk=2.9211 capture=-1.2666 comSpeed=2.3040 posture=76.063 limit=1.000 guard=0.000 ankle=15.000 saddle=0.0538 contacts=0 sat=0.004 supportLost=True saddleUnstable=False upright=False pass=False"
