load_kg,plant,converged,iterations,evaluations,rejected_steps,initial_residual_norm,final_residual_norm,classification,ankle_bias_deg,knee_bias_deg,hip_bias_deg,abdomen_bias_deg,thorax_bias_deg,com_accel_ap_mps2,com_accel_ml_mps2,com_vel_ap_mps,com_vel_ml_mps,trunk_velocity_rad_s,trunk_accel_rad_s2,pelvis_velocity_mps,joint_velocity_rad_s,posture_error_rad,min_capture_margin_m,max_trunk_pitch_rad,min_pelvis_height_m,max_drive_saturation,max_limit_proximity,max_saddle_separation_m
25,GAM13_PRODUCTION_PLANT_V2_GAM13_SADDLE_BAR_LIMB_FILTER_V2,True,2,7,0,0.746915208509354,0.118384460872459,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,-2.8927794601569223,1.978138046480612,-0.55968256666529281,3.5351122795830721,3.4574899522572435,0.07227827,0.0279178582,0.0262057576,0.00483522331,0.0472279564,0.197833583,0.0147803864,0.0601744466,0.09360066,0.1215198,0.2269198,0.9732039,0.3009404,0.06297051,0.005318992
60,GAM13_PRODUCTION_PLANT_V2_GAM13_SADDLE_BAR_LIMB_FILTER_V2,True,1,1,0,0.212891334799545,0.212891334799545,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,-1.0590793172864812,-0.038982164388769391,0.51470845371854979,4.5445236045762947,4.1351908489310443,0.0528599434,0.0304565821,0.0106937913,0.006300378,0.0800309852,0.5373551,0.0401303545,0.09801936,0.2516555,0.1124481,0.4703148,0.9646428,0.2998465,0.3062195,0.01251527
140,GAM13_PRODUCTION_PLANT_V2_GAM13_SADDLE_BAR_LIMB_FILTER_V2,True,2,7,0,0.375440533152414,0.185195912002143,NO_CONVERGENCE_WITHOUT_PROVEN_CAUSE,0.032302803675134883,-6.8529023933052677,9.00569303126966,11.84506575455703,10.920202879815342,0.00615714071,0.0141858542,0.00646255072,0.014078333,0.0499607846,0.0749242753,0.0245749354,0.142282322,0.2426677,0.05353562,0.1164942,0.9783337,0.3051546,0.8202073,0.02821792
170,GAM13_PRODUCTION_PLANT_V2_GAM13_SADDLE_BAR_LIMB_FILTER_V2,True,1,1,0,0.248400042377539,0.248400042377539,JOINT_LIMIT,2.0755652032464846,-9.0583528988336965,12,12,12,0.0486205928,0.02716884,0.01128176,0.02667591,0.07514702,0.173269078,0.035654597,0.198209658,0.2789314,0.02295432,0.1491038,0.978381,0.3059101,1,0.03412794
300,GAM13_PRODUCTION_PLANT_V2_GAM13_SADDLE_BAR_LIMB_FILTER_V2,False,6,43,7,1.45197739569543,1.24570730859815,SADDLE_CONTACT_INFEASIBLE,12,-12,11.998250919072133,9.1283789719357689,11.989344885128629,0.695597947,0.0616767779,0.1096718,0.027876325,0.44816798,3.34526539,0.310047239,0.875080347,0.8272151,-0.08321346,2.012515,0.8623792,0.5058607,1,0.0516893
