segment,parent,family,anchor_x,anchor_y,anchor_z,axis_x,axis_y,axis_z,spring,damper,max_force_nm
pelvis,NONE,root,NA,NA,NA,NA,NA,NA,0,0,0
abdomen,pelvis,lumbar,-1.8480172E-05,1.08593106,-0.01003716,1,-0.000155553382,8.24171439E-05,800,85,1482
thorax,abdomen,trunk,-2.88970159E-06,1.19174385,0.00232129265,1,-5.19193854E-05,4.09747772E-05,800,85,1482
head_neck,thorax,neck,2.45378214E-05,1.53650331,-0.0269303769,1,3.960988E-05,6.230437E-05,300,11,228
left_upper_arm,thorax,shoulder,-0.212570682,1.47240591,-0.0539089963,-0.07582958,-0.0359799452,0.9964714,500,55,494
right_upper_arm,thorax,shoulder,0.21255894,1.472442,-0.0539317653,0.07593661,-0.035987664,0.996463,500,55,494
left_forearm,left_upper_arm,elbow,-0.462772518,1.461838,-0.08113606,-0.04119856,0.998520851,0.03548002,450,45,380
right_forearm,right_upper_arm,elbow,0.462757647,1.46191764,-0.08119424,-0.04101593,-0.998528242,-0.03548251,450,45,380
left_hand,left_forearm,wrist,-0.705496132,1.45155525,-0.05697712,0.0614198148,0.000847041432,0.9981116,250,30,171
right_hand,right_forearm,wrist,0.7054836,1.45167947,-0.0570595451,-0.0614479631,0.0008036699,0.998109937,250,30,171
left_thigh,pelvis,hip,-0.11433962,0.9846473,-0.0382681079,1,2.26109023E-05,5.65406226E-05,900,90,2052
right_thigh,pelvis,hip,0.114207342,0.9845294,-0.0382708535,0.99999994,0.000353708921,7.841394E-05,900,90,2052
left_shank,left_thigh,knee,-0.114369482,0.555771947,-0.035955254,1,-0.0001007049,6.357318E-05,800,80,2052
right_shank,right_thigh,knee,0.114358895,0.555729032,-0.0359972641,0.99999994,0.000353677984,7.855419E-05,800,80,2052
left_foot,left_shank,ankle,-0.114424974,0.0995505452,-0.0851265341,1,-0.000130187866,0.00011360972,650,70,1710
right_foot,right_shank,ankle,0.1145992,0.09951064,-0.0852771848,0.9999998,0.000590821845,-0.000106122039,650,70,1710
barbell,thorax,saddle,4.092484E-06,1.47424936,-0.116153859,NA,NA,NA,50000,3000,60000
