segment,parent,family,anchor_x,anchor_y,anchor_z,axis_x,axis_y,axis_z,spring,damper,max_force_nm
pelvis,NONE,root,NA,NA,NA,NA,NA,NA,0,0,0
abdomen,pelvis,lumbar,-1.54169738E-05,1.08414721,-0.009586255,1,-0.000106585809,2.81119319E-05,800,85,1482
thorax,abdomen,trunk,-4.46952345E-06,1.1899302,0.00250715483,1,-7.525168E-05,1.134321E-05,800,85,1482
head_neck,thorax,neck,2.95540358E-05,1.53430486,-0.0296470765,1,4.692892E-05,3.49284019E-05,300,11,228
left_upper_arm,thorax,shoulder,-0.212524429,1.47008836,-0.0560851768,-0.07352291,-0.0277862065,0.9969064,500,55,494
right_upper_arm,thorax,shoulder,0.212508947,1.47013593,-0.0561031476,0.07358591,-0.0277388748,0.996903062,500,55,494
left_forearm,left_upper_arm,elbow,-0.4628104,1.46025288,-0.08251236,-0.0372230224,0.998933852,0.0273079313,450,45,380
right_forearm,right_upper_arm,elbow,0.462792248,1.46036339,-0.08255053,-0.03694795,-0.9989456,-0.0272490717,450,45,380
left_hand,left_forearm,wrist,-0.7054913,1.45122445,-0.0571279675,0.06705621,0.009151818,0.997707248,250,30,171
right_hand,right_forearm,wrist,0.705474734,1.45140326,-0.0571763,-0.06720218,0.00917259,0.997697234,250,30,171
left_thigh,pelvis,hip,-0.114330687,0.9830382,-0.03802517,1,3.05345129E-05,4.8227156E-07,900,90,2052
right_thigh,pelvis,hip,0.1142302,0.982970953,-0.0380447954,0.99999994,0.000249281962,-1.26147625E-05,900,90,2052
left_shank,left_thigh,knee,-0.114350617,0.5541959,-0.036064066,1,-7.529461E-05,-7.948529E-08,800,80,2052
right_shank,right_thigh,knee,0.114337079,0.554171443,-0.0360606574,0.99999994,0.000249293022,-1.24020817E-05,800,80,2052
left_foot,left_shank,ankle,-0.114397071,0.09808918,-0.0859879,1,-0.000104761762,3.58713369E-05,650,70,1710
right_foot,right_shank,ankle,0.1145105,0.09806464,-0.08603746,0.9999999,0.0004464434,-0.000183752185,650,70,1710
barbell,thorax,saddle,6.977813E-06,1.470767,-0.116822235,NA,NA,NA,50000,3000,60000
