time,tick,state,direction,sq,phase_velocity,phase_accel,knee_l_nom,knee_l_grav,knee_l_bal,knee_l_req,knee_l_app,knee_l_act,knee_l_req_app_err,knee_l_app_act_err,knee_l_req_act_err,knee_l_dqds,knee_l_nom_tgt_vel,knee_l_req_tgt_vel,knee_l_app_tgt_vel,knee_l_act_vel,knee_l_ref_accel,knee_l_pos_nm,knee_l_vel_nm,knee_l_tot_nm,knee_l_solv_nm,knee_l_demand,knee_l_max_force,knee_l_lim,hip_l_nom,hip_l_grav,hip_l_bal,hip_l_req,hip_l_app,hip_l_act,hip_l_req_app_err,hip_l_app_act_err,hip_l_req_act_err,hip_l_dqds,hip_l_nom_tgt_vel,hip_l_req_tgt_vel,hip_l_app_tgt_vel,hip_l_act_vel,hip_l_ref_accel,hip_l_pos_nm,hip_l_vel_nm,hip_l_tot_nm,hip_l_solv_nm,hip_l_demand,hip_l_max_force,hip_l_lim,ankle_l_nom,ankle_l_grav,ankle_l_bal,ankle_l_req,ankle_l_app,ankle_l_act,ankle_l_req_app_err,ankle_l_app_act_err,ankle_l_req_act_err,ankle_l_dqds,ankle_l_nom_tgt_vel,ankle_l_req_tgt_vel,ankle_l_app_tgt_vel,ankle_l_act_vel,pelvis_pitch,trunk_pitch,com_z,com_y,cop_z,support_min,support_max,contacts,foot_pitch_l,foot_pitch_r,bar_y,bar_vy
4.890,489,ASCENT,Ascent,0.6220,-0.30,0.0,81.01,0.00,0.00,81.01,81.01,97.75,0.00,16.74,16.74,32.44,-9.73,-11.82,-11.82,-44.42,183.9,-233.7,45.5,-188.2,0.0,0.0734,2565.0,0.6741,-80.06,0.00,0.00,-80.06,-80.06,-89.79,0.00,-9.73,-9.73,-30.47,9.14,11.14,11.14,34.59,-175.3,152.8,-36.8,116.0,0.0,0.0453,2565.0,0.7482,-21.81,0.00,-0.91,-22.73,-22.73,-29.94,0.00,-7.21,-7.21,-6.64,1.99,2.33,2.33,15.42,-21.94,34.25,-0.0474,0.7895,-0.0456,-0.1547,0.1353,8,0.00,-0.01,1.0615,0.2469
4.900,490,ASCENT,Ascent,0.6190,-0.30,0.0,80.91,0.00,0.00,80.91,80.91,97.39,0.00,16.48,16.48,26.74,-8.02,-6.27,-6.27,-44.69,158.1,-230.2,53.7,-176.5,0.0,0.0688,2565.0,0.6717,-79.97,0.00,0.00,-79.97,-79.97,-89.46,0.00,-9.49,-9.49,-25.05,7.52,5.87,5.87,33.97,-149.7,149.1,-44.1,104.9,0.0,0.0410,2565.0,0.7455,-21.79,0.00,1.38,-20.41,-21.58,-29.87,-1.17,-8.29,-9.46,-5.76,1.73,1.48,1.48,14.72,-21.88,34.18,-0.0474,0.7916,-0.0513,-0.1547,0.1353,8,0.00,-0.01,1.0639,0.2491
4.910,491,ASCENT,Ascent,0.6160,-0.30,0.0,80.85,0.00,0.00,80.85,80.85,97.03,0.00,16.18,16.18,21.91,-6.57,-6.27,-6.27,-45.30,132.2,-226.0,54.5,-171.5,0.0,0.0669,2565.0,0.6692,-79.91,0.00,0.00,-79.91,-79.91,-89.12,0.00,-9.21,-9.21,-20.49,6.15,5.87,5.87,35.09,-124.1,144.6,-45.9,98.7,0.0,0.0385,2565.0,0.7426,-21.78,0.00,-0.59,-22.37,-22.37,-29.79,0.00,-7.42,-7.42,-5.06,1.52,1.48,1.48,15.87,-21.83,34.12,-0.0474,0.7937,-0.0458,-0.1547,0.1353,8,0.00,-0.01,1.0664,0.2499
4.920,492,ASCENT,Ascent,0.6130,-0.30,0.0,80.78,0.00,0.00,80.78,80.78,96.67,0.00,15.89,15.89,17.93,-5.38,-6.27,-6.27,-45.19,106.4,-221.9,54.4,-167.5,0.0,0.0653,2565.0,0.6667,-79.85,0.00,0.00,-79.85,-79.85,-88.78,0.00,-8.93,-8.93,-16.78,5.03,5.87,5.87,34.15,-98.5,140.3,-44.4,95.9,0.0,0.0375,2565.0,0.7399,-21.76,0.00,1.70,-20.07,-21.23,-29.72,-1.16,-8.50,-9.66,-4.52,1.36,1.48,1.48,15.19,-21.79,34.05,-0.0474,0.7958,-0.0497,-0.1547,0.1353,8,0.00,-0.01,1.0688,0.2492
4.930,493,ASCENT,Ascent,0.6100,-0.30,0.0,80.72,0.00,0.00,80.72,80.72,96.32,0.00,15.60,15.60,14.81,-4.44,-3.58,-3.58,-44.31,80.6,-217.8,56.9,-161.0,0.0,0.0628,2565.0,0.6643,-79.79,0.00,0.00,-79.79,-79.79,-88.47,0.00,-8.68,-8.68,-13.92,4.18,3.44,3.44,32.01,-72.9,136.4,-44.9,91.5,0.0,0.0357,2565.0,0.7373,-21.75,0.00,-0.59,-22.34,-22.34,-29.64,0.00,-7.30,-7.30,-4.15,1.24,1.19,1.19,16.07,-21.76,33.99,-0.0474,0.7979,-0.0431,-0.1547,0.1353,8,0.00,-0.01,1.0713,0.2474
4.940,494,ASCENT,Ascent,0.6070,-0.30,0.0,80.69,0.00,0.00,80.69,80.69,95.96,0.00,15.28,15.28,12.56,-3.77,-3.58,-3.58,-45.01,54.7,-213.3,57.9,-155.4,0.0,0.0606,2565.0,0.6618,-79.76,0.00,0.00,-79.76,-79.76,-88.16,0.00,-8.40,-8.40,-11.92,3.58,3.44,3.44,32.66,-47.3,131.9,-45.9,86.0,0.0,0.0336,2565.0,0.7346,-21.74,0.00,1.70,-20.04,-21.20,-29.57,-1.16,-8.37,-9.53,-3.95,1.18,1.19,1.19,15.29,-21.73,33.92,-0.0474,0.8000,-0.0492,-0.1547,0.1353,8,0.00,-0.01,1.0737,0.2443
4.950,495,ASCENT,Ascent,0.6040,-0.30,0.0,80.65,0.00,0.00,80.65,80.65,95.62,0.00,14.97,14.97,11.16,-3.35,-3.58,-3.58,-43.76,28.9,-209.0,56.1,-152.9,0.0,0.0596,2565.0,0.6594,-79.72,0.00,0.00,-79.72,-79.72,-87.86,0.00,-8.14,-8.14,-10.77,3.23,3.44,3.44,30.55,-21.7,127.8,-42.6,85.2,0.0,0.0333,2565.0,0.7322,-21.72,0.00,-0.59,-22.32,-22.32,-29.49,0.00,-7.17,-7.17,-3.91,1.17,1.19,1.19,15.85,-21.72,33.86,-0.0474,0.8021,-0.0425,-0.1547,0.1353,8,0.00,-0.01,1.0761,0.2391
4.960,496,ASCENT,Ascent,0.6010,-0.30,0.0,80.61,0.00,0.00,80.61,80.61,95.27,0.00,14.66,14.66,10.63,-3.19,-3.58,-3.58,-43.39,3.1,-204.6,55.6,-149.1,0.0,0.0581,2565.0,0.6570,-79.69,0.00,0.00,-79.69,-79.69,-87.57,0.00,-7.88,-7.88,-10.48,3.14,3.44,3.44,29.65,3.9,123.8,-41.2,82.7,0.0,0.0323,2565.0,0.7298,-21.71,0.00,1.38,-20.33,-21.17,-29.42,-0.84,-8.25,-9.09,-4.04,1.21,1.19,1.19,14.86,-21.71,33.80,-0.0474,0.8042,-0.0483,-0.1547,0.1353,8,0.00,-0.01,1.0784,0.2324
4.970,497,ASCENT,Ascent,0.5980,-0.30,0.0,80.58,0.00,0.00,80.58,80.58,94.94,0.00,14.36,14.36,10.96,-3.29,-3.76,-3.76,-41.83,-22.8,-200.5,53.1,-147.4,0.0,0.0575,2565.0,0.6548,-79.65,0.00,0.00,-79.65,-79.65,-87.30,0.00,-7.65,-7.65,-11.03,3.31,3.85,3.85,27.52,29.5,120.2,-37.2,83.0,0.0,0.0324,2565.0,0.7275,-21.70,0.00,-0.91,-22.61,-22.32,-29.34,0.29,-7.03,-6.73,-4.35,1.30,1.47,1.47,15.42,-21.71,33.74,-0.0474,0.8062,-0.0415,-0.1547,0.1353,8,0.00,-0.01,1.0806,0.2239
4.980,498,ASCENT,Ascent,0.5950,-0.30,0.0,80.54,0.00,0.00,80.54,80.54,94.62,0.00,14.08,14.08,12.15,-3.64,-3.76,-3.76,-41.07,-48.6,-196.5,52.1,-144.4,0.0,0.0563,2565.0,0.6525,-79.61,0.00,0.00,-79.61,-79.61,-87.05,0.00,-7.44,-7.44,-12.45,3.73,3.85,3.85,26.51,55.1,116.8,-35.6,81.2,0.0,0.0317,2565.0,0.7254,-21.68,0.00,0.73,-20.96,-21.17,-29.28,-0.21,-8.10,-8.32,-4.82,1.44,1.47,1.47,14.29,-21.71,33.69,-0.0475,0.8082,-0.0479,-0.1547,0.1353,8,0.00,-0.01,1.0827,0.2144
4.990,499,ASCENT,Ascent,0.5920,-0.30,0.0,80.50,0.00,0.00,80.50,80.50,94.31,0.00,13.81,13.81,14.20,-4.26,-3.76,-3.76,-39.16,-74.5,-192.8,49.4,-143.3,0.0,0.0559,2565.0,0.6504,-79.57,0.00,0.00,-79.57,-79.57,-86.81,0.00,-7.24,-7.24,-14.71,4.41,3.85,3.85,24.47,80.7,113.7,-32.4,81.3,0.0,0.0318,2565.0,0.7234,-21.67,0.00,-1.57,-23.24,-22.32,-29.21,0.92,-6.89,-5.97,-5.45,1.64,1.47,1.47,14.73,-21.72,33.63,-0.0475,0.8100,-0.0410,-0.1547,0.1353,8,0.00,-0.01,1.0847,0.2038
5.000,500,ASCENT,Ascent,0.5890,-0.30,0.0,80.45,0.00,0.00,80.45,80.45,94.01,0.00,13.56,13.56,17.11,-5.13,-6.82,-6.82,-38.14,-100.3,-189.3,43.7,-145.5,0.0,0.0567,2565.0,0.6483,-79.52,0.00,0.00,-79.52,-79.52,-86.58,0.00,-7.06,-7.06,-17.83,5.35,7.11,7.11,23.77,106.3,110.9,-26.2,84.7,0.0,0.0331,2565.0,0.7215,-21.65,0.00,0.04,-21.60,-21.60,-29.14,0.00,-7.54,-7.54,-6.26,1.88,2.30,2.30,13.53,-21.73,33.58,-0.0475,0.8119,-0.0475,-0.1547,0.1353,8,0.00,-0.01,1.0866,0.1910
5.010,501,ASCENT,Ascent,0.5860,-0.30,0.0,80.39,0.00,0.00,80.39,80.39,93.74,0.00,13.35,13.35,20.89,-6.27,-6.82,-6.82,-35.36,-126.1,-186.5,39.9,-146.6,0.0,0.0572,2565.0,0.6465,-79.45,0.00,0.00,-79.45,-79.45,-86.39,0.00,-6.93,-6.93,-21.80,6.54,7.11,7.11,20.30,131.9,108.9,-20.7,88.2,0.0,0.0345,2565.0,0.7199,-21.63,0.00,-2.24,-23.87,-22.75,-29.09,1.12,-6.34,-5.21,-7.23,2.17,2.30,2.30,13.34,-21.75,33.53,-0.0475,0.8136,-0.0428,-0.1547,0.1353,8,0.00,-0.01,1.0883,0.1772
5.020,502,ASCENT,Ascent,0.5830,-0.30,0.0,80.32,0.00,0.00,80.32,80.32,93.48,0.00,13.16,13.16,25.52,-7.66,-6.82,-6.82,-34.11,-152.0,-183.8,38.1,-145.7,0.0,0.0568,2565.0,0.6447,-79.38,0.00,0.00,-79.38,-79.38,-86.20,0.00,-6.82,-6.82,-26.62,7.99,7.11,7.11,19.84,157.5,107.1,-20.0,87.1,0.0,0.0340,2565.0,0.7183,-21.61,0.00,0.04,-21.56,-21.60,-29.04,-0.05,-7.43,-7.48,-8.37,2.51,2.30,2.30,12.08,-21.76,33.48,-0.0475,0.8152,-0.0499,-0.1547,0.1353,8,0.00,-0.01,1.0900,0.1638
5.030,503,ASCENT,Ascent,0.5800,-0.30,0.0,80.25,0.00,0.00,80.25,80.25,93.24,0.00,12.99,12.99,31.02,-9.31,-12.75,-12.75,-31.68,-177.8,-181.4,26.4,-155.0,0.0,0.0604,2565.0,0.6431,-79.31,0.00,0.00,-79.31,-79.31,-86.02,0.00,-6.71,-6.71,-32.30,9.69,13.21,13.21,18.17,183.1,105.4,-7.8,97.6,0.0,0.0381,2565.0,0.7169,-21.58,0.00,-2.24,-23.83,-22.75,-28.98,1.08,-6.24,-5.16,-9.68,2.90,3.69,3.69,12.38,-21.80,33.43,-0.0475,0.8167,-0.0432,-0.1547,0.1353,8,0.00,-0.01,1.0914,0.1473
5.040,504,ASCENT,Ascent,0.5770,-0.30,0.0,80.12,0.00,0.00,80.12,80.12,93.04,0.00,12.92,12.92,37.38,-11.21,-12.75,-12.75,-28.69,-203.6,-180.3,22.3,-158.1,0.0,0.0616,2565.0,0.6416,-79.18,0.00,0.00,-79.18,-79.18,-85.89,0.00,-6.71,-6.71,-38.83,11.65,13.21,13.21,14.35,208.7,105.4,-1.8,103.6,0.0,0.0404,2565.0,0.7157,-21.55,0.00,0.04,-21.50,-21.60,-28.95,-0.10,-7.35,-7.45,-11.16,3.35,3.69,3.69,10.77,-21.82,33.39,-0.0475,0.8181,-0.0495,-0.1547,0.1353,8,0.00,-0.01,1.0927,0.1314
5.050,505,ASCENT,Ascent,0.5740,-0.30,0.0,79.99,0.00,0.00,79.99,79.99,92.85,0.00,12.86,12.86,44.59,-13.38,-12.75,-12.75,-26.44,-229.5,-179.5,19.1,-160.4,0.0,0.0625,2565.0,0.6403,-79.05,0.00,0.00,-79.05,-79.05,-85.76,0.00,-6.72,-6.72,-46.22,13.87,13.21,13.21,13.09,234.3,105.5,0.2,105.7,0.0,0.0413,2565.0,0.7147,-21.51,0.00,-2.24,-23.75,-22.75,-28.90,1.00,-6.16,-5.15,-12.80,3.84,3.69,3.69,11.21,-21.84,33.34,-0.0475,0.8193,-0.0426,-0.1547,0.1353,8,0.00,-0.01,1.0938,0.1163
5.060,506,ASCENT,Ascent,0.5710,-0.30,0.0,79.87,0.00,0.00,79.87,79.87,92.68,0.00,12.81,12.81,52.67,-15.80,-12.75,-12.75,-25.09,-255.3,-178.8,17.2,-161.6,0.0,0.0630,2565.0,0.6391,-78.91,0.00,0.00,-78.91,-78.91,-85.64,0.00,-6.73,-6.73,-54.46,16.34,13.21,13.21,13.39,259.9,105.6,-0.3,105.3,0.0,0.0411,2565.0,0.7137,-21.47,0.00,0.04,-21.42,-21.60,-28.87,-0.18,-7.27,-7.45,-14.61,4.38,3.69,3.69,9.82,-21.84,33.30,-0.0476,0.8204,-0.0501,-0.1547,0.1353,8,0.00,-0.01,1.0948,0.1030
5.070,507,ASCENT,Ascent,0.5680,-0.30,0.0,79.68,0.00,0.00,79.68,79.68,92.53,0.00,12.85,12.85,61.62,-18.48,-21.54,-21.54,-22.80,-281.2,-179.4,1.8,-177.6,0.0,0.0692,2565.0,0.6381,-78.72,0.00,0.00,-78.72,-78.72,-85.52,0.00,-6.80,-6.80,-63.55,19.06,22.16,22.16,12.39,285.5,106.8,15.4,122.1,0.0,0.0477,2565.0,0.7127,-21.42,0.00,-2.24,-23.67,-22.75,-28.84,0.92,-6.09,-5.18,-16.59,4.98,5.65,5.65,10.08,-21.87,33.26,-0.0476,0.8214,-0.0435,-0.1547,0.1353,8,0.00,-0.01,1.0957,0.0866
5.080,508,ASCENT,Ascent,0.5650,-0.30,0.0,79.47,0.00,0.00,79.47,79.47,92.41,0.00,12.95,12.95,71.42,-21.43,-21.54,-21.54,-19.49,-307.0,-180.8,-2.9,-183.6,0.0,0.0716,2565.0,0.6373,-78.50,0.00,0.00,-78.50,-78.50,-85.45,0.00,-6.95,-6.95,-73.49,22.05,22.16,22.16,7.92,311.1,109.2,22.4,131.6,0.0,0.0513,2565.0,0.7121,-21.37,0.00,0.04,-21.32,-21.60,-28.83,-0.28,-7.23,-7.51,-18.74,5.62,5.65,5.65,8.39,-21.88,33.23,-0.0476,0.8222,-0.0499,-0.1547,0.1353,8,0.00,-0.01,1.0964,0.0716
5.090,509,ASCENT,Ascent,0.5620,-0.30,0.0,79.25,0.00,0.00,79.25,79.25,92.31,0.00,13.06,13.06,82.08,-24.62,-21.54,-21.54,-17.73,-332.8,-182.4,-5.3,-187.7,0.0,0.0732,2565.0,0.6366,-78.28,0.00,0.00,-78.28,-78.28,-85.39,0.00,-7.11,-7.11,-84.29,25.29,22.16,22.16,7.44,336.7,111.6,23.1,134.7,0.0,0.0526,2565.0,0.7115,-21.31,0.00,0.00,-21.31,-21.31,-28.81,0.00,-7.50,-7.50,-21.06,6.32,5.65,5.65,9.00,-21.88,33.19,-0.0476,0.8230,-0.0434,-0.1547,0.1353,8,-0.01,-0.01,1.0969,0.0592
5.100,510,ASCENT,Ascent,0.5590,-0.30,0.0,79.00,0.00,0.00,79.00,79.00,92.23,0.00,13.23,13.23,93.61,-28.08,-33.21,-33.21,-16.40,-358.7,-184.7,-23.5,-208.2,0.0,0.0812,2565.0,0.6360,-78.02,0.00,0.00,-78.02,-78.02,-85.32,0.00,-7.30,-7.30,-95.94,28.78,33.96,33.96,7.66,362.3,114.6,41.3,156.0,0.0,0.0608,2565.0,0.7110,-21.24,0.00,0.00,-21.24,-21.24,-28.78,0.00,-7.54,-7.54,-23.54,7.06,8.16,8.16,9.04,-21.90,33.17,-0.0476,0.8236,-0.0422,-0.1547,0.1353,8,-0.01,-0.01,1.0973,0.0434
5.110,511,ASCENT,Ascent,0.5560,-0.30,0.0,78.66,0.00,0.00,78.66,78.66,92.19,0.00,13.52,13.52,105.99,-31.80,-33.21,-33.21,-12.40,-384.5,-188.8,-29.0,-217.8,0.0,0.0849,2565.0,0.6358,-77.68,0.00,0.00,-77.68,-77.68,-85.31,0.00,-7.63,-7.63,-108.45,32.53,33.96,33.96,1.64,387.9,119.9,50.8,170.6,0.0,0.0666,2565.0,0.7109,-21.16,0.00,0.00,-21.16,-21.16,-28.78,0.00,-7.61,-7.61,-26.20,7.86,8.16,8.16,8.09,-21.91,33.15,-0.0476,0.8241,-0.0405,-0.1547,0.1353,8,-0.01,-0.01,1.0976,0.0293
5.120,512,ASCENT,Ascent,0.5530,-0.30,0.0,78.33,0.00,0.00,78.33,78.33,92.14,0.00,13.81,13.81,119.24,-35.77,-33.21,-33.21,-11.92,-410.3,-192.8,-29.7,-222.6,0.0,0.0868,2565.0,0.6355,-77.34,0.00,0.00,-77.34,-77.34,-85.29,0.00,-7.95,-7.95,-121.80,36.54,33.96,33.96,2.77,413.5,124.9,49.0,173.9,0.0,0.0678,2565.0,0.7108,-21.08,0.00,0.00,-21.08,-21.08,-28.76,0.00,-7.68,-7.68,-29.02,8.70,8.16,8.16,8.14,-21.90,33.12,-0.0476,0.8244,-0.0409,-0.1547,0.1353,8,-0.01,-0.01,1.0978,0.0183
5.130,513,ASCENT,Ascent,0.5500,-0.30,0.0,78.00,0.00,0.00,78.00,78.00,92.11,0.00,14.11,14.11,133.33,-40.00,-40.45,-40.45,-11.23,-225.2,-197.0,-40.8,-237.8,0.0,0.0927,2565.0,0.6352,-77.00,0.00,0.00,-77.00,-77.00,-85.26,0.00,-8.26,-8.26,-136.00,40.80,41.31,41.31,4.24,228.6,129.7,58.2,187.9,0.0,0.0733,2565.0,0.7105,-21.00,0.00,0.00,-21.00,-21.00,-28.75,0.00,-7.75,-7.75,-32.00,9.60,9.66,9.66,7.83,-21.92,33.11,-0.0477,0.8247,-0.0419,-0.1547,0.1353,8,-0.01,-0.01,1.0978,0.0069
5.140,514,ASCENT,Ascent,0.5470,-0.30,0.0,77.60,0.00,0.00,77.60,77.60,92.10,0.00,14.51,14.51,134.24,-40.27,-40.45,-40.45,-8.99,-27.0,-202.6,-43.9,-246.5,0.0,0.0961,2565.0,0.6352,-76.59,0.00,0.00,-76.59,-76.59,-85.26,0.00,-8.68,-8.68,-137.04,41.11,41.31,41.31,0.35,30.9,136.3,64.3,200.6,0.0,0.0782,2565.0,0.7105,-20.90,0.00,0.00,-20.90,-20.90,-28.76,0.00,-7.86,-7.86,-32.13,9.64,9.66,9.66,7.05,-21.91,33.09,-0.0477,0.8248,-0.0418,-0.1547,0.1353,8,-0.01,-0.01,1.0978,-0.0012
5.150,515,ASCENT,Ascent,0.5440,-0.30,0.0,77.19,0.00,0.00,77.19,77.19,92.10,0.00,14.91,14.91,135.14,-40.54,-40.45,-40.45,-8.80,-26.6,-208.1,-44.2,-252.3,0.0,0.0984,2565.0,0.6352,-76.17,0.00,0.00,-76.17,-76.17,-85.25,0.00,-9.08,-9.08,-138.06,41.42,41.31,41.31,2.18,30.3,142.6,61.5,204.0,0.0,0.0796,2565.0,0.7104,-20.81,0.00,0.00,-20.81,-20.81,-28.76,0.00,-7.95,-7.95,-32.25,9.67,9.66,9.66,7.23,-21.89,33.07,-0.0478,0.8248,-0.0428,-0.1547,0.1353,8,-0.01,-0.01,1.0977,-0.0053
5.160,516,ASCENT,Ascent,0.5410,-0.30,0.0,76.79,0.00,0.00,76.79,76.79,92.10,0.00,15.31,15.31,136.02,-40.80,-40.45,-40.45,-8.65,-26.1,-213.8,-44.4,-258.2,0.0,0.1006,2565.0,0.6351,-75.76,0.00,0.00,-75.76,-75.76,-85.21,0.00,-9.45,-9.45,-139.06,41.72,41.31,41.31,4.29,29.7,148.5,58.1,206.7,0.0,0.0806,2565.0,0.7101,-20.71,0.00,0.00,-20.71,-20.71,-28.76,0.00,-8.05,-8.05,-32.37,9.71,9.66,9.66,7.30,-21.84,33.05,-0.0478,0.8248,-0.0440,-0.1547,0.1353,8,-0.01,-0.01,1.0976,-0.0057
5.170,517,ASCENT,Ascent,0.5380,-0.30,0.0,76.38,0.00,0.00,76.38,76.38,92.09,0.00,15.72,15.72,136.88,-41.06,-41.31,-41.31,-8.84,-25.6,-219.5,-45.3,-264.8,0.0,0.1032,2565.0,0.6351,-75.34,0.00,0.00,-75.34,-75.34,-85.16,0.00,-9.82,-9.82,-140.04,42.01,42.30,42.30,6.35,29.2,154.2,56.5,210.7,0.0,0.0822,2565.0,0.7097,-20.61,0.00,0.00,-20.61,-20.61,-28.77,0.00,-8.16,-8.16,-32.50,9.75,9.78,9.78,7.53,-21.77,33.02,-0.0479,0.8248,-0.0450,-0.1547,0.1353,8,-0.01,-0.01,1.0975,-0.0031
5.180,518,ASCENT,Ascent,0.5350,-0.30,0.0,75.96,0.00,0.00,75.96,75.96,92.09,0.00,16.13,16.13,137.72,-41.32,-41.31,-41.31,-9.24,-25.2,-225.2,-44.8,-270.0,0.0,0.1053,2565.0,0.6351,-74.92,0.00,0.00,-74.92,-74.92,-85.09,0.00,-10.17,-10.17,-141.00,42.30,42.30,42.30,7.80,28.6,159.8,54.2,214.0,0.0,0.0835,2565.0,0.7091,-20.51,0.00,0.00,-20.51,-20.51,-28.77,0.00,-8.26,-8.26,-32.62,9.79,9.78,9.78,7.88,-21.69,33.00,-0.0480,0.8247,-0.0457,-0.1547,0.1353,8,-0.01,-0.01,1.0975,0.0023
5.190,519,ASCENT,Ascent,0.5320,-0.30,0.0,75.55,0.00,0.00,75.55,75.55,92.08,0.00,16.53,16.53,138.56,-41.57,-41.31,-41.31,-10.29,-24.7,-230.9,-43.3,-274.2,0.0,0.1069,2565.0,0.6351,-74.49,0.00,0.00,-74.49,-74.49,-85.00,0.00,-10.51,-10.51,-141.95,42.58,42.30,42.30,9.84,28.0,165.1,51.0,216.1,0.0,0.0843,2565.0,0.7084,-20.42,0.00,0.00,-20.42,-20.42,-28.77,0.00,-8.35,-8.35,-32.74,9.82,9.78,9.78,8.40,-21.60,32.97,-0.0481,0.8247,-0.0465,-0.1547,0.1353,8,-0.01,-0.01,1.0976,0.0104
5.200,520,ASCENT,Ascent,0.5290,-0.30,0.0,75.13,0.00,0.00,75.13,75.13,92.06,0.00,16.93,16.93,139.37,-41.81,-42.13,-42.13,-11.66,-24.2,-236.4,-42.5,-278.9,0.0,0.1088,2565.0,0.6349,-74.07,0.00,0.00,-74.07,-74.07,-84.90,0.00,-10.83,-10.83,-142.87,42.86,43.22,43.22,11.89,27.4,170.1,49.2,219.3,0.0,0.0855,2565.0,0.7075,-20.32,0.00,0.00,-20.32,-20.32,-28.76,0.00,-8.45,-8.45,-32.86,9.86,9.90,9.90,8.97,-21.50,32.94,-0.0481,0.8247,-0.0472,-0.1547,0.1353,8,-0.01,-0.01,1.0978,0.0201
5.210,521,ASCENT,Ascent,0.5260,-0.30,0.0,74.71,0.00,0.00,74.71,74.71,92.03,0.00,17.32,17.32,140.17,-42.05,-42.13,-42.13,-13.11,-23.8,-241.8,-40.5,-282.4,0.0,0.1101,2565.0,0.6347,-73.64,0.00,0.00,-73.64,-73.64,-84.77,0.00,-11.14,-11.14,-143.78,43.13,43.22,43.22,13.37,26.9,174.9,46.9,221.8,0.0,0.0865,2565.0,0.7064,-20.22,0.00,0.00,-20.22,-20.22,-28.75,0.00,-8.53,-8.53,-32.98,9.89,9.90,9.90,9.58,-21.39,32.91,-0.0482,0.8248,-0.0476,-0.1547,0.1353,8,-0.01,-0.01,1.0980,0.0315
5.220,522,ASCENT,Ascent,0.5230,-0.30,0.0,74.29,0.00,0.00,74.29,74.29,91.98,0.00,17.69,17.69,140.96,-42.29,-42.13,-42.13,-15.03,-23.3,-247.0,-37.8,-284.9,0.0,0.1111,2565.0,0.6344,-73.20,0.00,0.00,-73.20,-73.20,-84.63,0.00,-11.43,-11.43,-144.66,43.40,43.22,43.22,15.38,26.3,179.5,43.7,223.2,0.0,0.0870,2565.0,0.7053,-20.12,0.00,0.00,-20.12,-20.12,-28.74,0.00,-8.62,-8.62,-33.09,9.93,9.90,9.90,10.30,-21.27,32.89,-0.0483,0.8249,-0.0482,-0.1547,0.1353,8,-0.01,-0.01,1.0985,0.0444
5.230,523,ASCENT,Ascent,0.5200,-0.30,0.0,73.87,0.00,0.00,73.87,73.87,91.91,0.00,18.05,18.05,141.73,-42.52,-42.89,-42.89,-17.12,-22.9,-252.0,-36.0,-287.9,0.0,0.1123,2565.0,0.6339,-72.77,0.00,0.00,-72.77,-72.77,-84.47,0.00,-11.70,-11.70,-145.53,43.66,44.08,44.08,17.38,25.7,183.7,41.9,225.7,0.0,0.0880,2565.0,0.7039,-20.02,0.00,0.00,-20.02,-20.02,-28.72,0.00,-8.70,-8.70,-33.21,9.96,10.02,10.02,11.03,-21.16,32.86,-0.0484,0.8252,-0.0487,-0.1547,0.1353,8,-0.01,-0.01,1.0990,0.0580
5.240,524,ASCENT,Ascent,0.5170,-0.30,0.0,73.44,0.00,0.00,73.44,73.44,91.83,0.00,18.39,18.39,142.48,-42.74,-42.89,-42.89,-19.13,-22.4,-256.7,-33.2,-289.9,0.0,0.1130,2565.0,0.6333,-72.33,0.00,0.00,-72.33,-72.33,-84.29,0.00,-11.96,-11.96,-146.38,43.91,44.08,44.08,18.80,25.2,187.9,39.7,227.6,0.0,0.0888,2565.0,0.7024,-19.92,0.00,0.00,-19.92,-19.92,-28.69,0.00,-8.77,-8.77,-33.33,10.00,10.02,10.02,11.75,-21.04,32.83,-0.0485,0.8255,-0.0490,-0.1547,0.1353,8,-0.01,-0.01,1.0997,0.0724
5.250,525,ASCENT,Ascent,0.5140,-0.30,0.0,73.01,0.00,0.00,73.01,73.01,91.72,0.00,18.71,18.71,143.22,-42.97,-42.89,-42.89,-21.48,-21.9,-261.2,-29.9,-291.1,0.0,0.1135,2565.0,0.6325,-71.89,0.00,0.00,-71.89,-71.89,-84.10,0.00,-12.21,-12.21,-147.21,44.16,44.08,44.08,20.71,24.6,191.7,36.7,228.4,0.0,0.0891,2565.0,0.7008,-19.82,0.00,0.00,-19.82,-19.82,-28.65,0.00,-8.83,-8.83,-33.44,10.03,10.02,10.02,12.54,-20.91,32.80,-0.0486,0.8260,-0.0494,-0.1547,0.1353,8,-0.01,-0.01,1.1005,0.0875
5.260,526,ASCENT,Ascent,0.5110,-0.30,0.0,72.58,0.00,0.00,72.58,72.58,91.59,0.00,19.00,19.00,143.94,-43.18,-42.89,-42.89,-23.86,-21.5,-265.3,-26.6,-291.9,0.0,0.1138,2565.0,0.6316,-71.45,0.00,0.00,-71.45,-71.45,-83.88,0.00,-12.43,-12.43,-148.02,44.40,44.08,44.08,22.60,24.0,195.3,33.7,229.0,0.0,0.0893,2565.0,0.6990,-19.72,0.00,0.00,-19.72,-19.72,-28.61,0.00,-8.89,-8.89,-33.55,10.07,10.02,10.02,13.29,-20.79,32.77,-0.0487,0.8266,-0.0498,-0.1547,0.1353,8,-0.01,-0.01,1.1015,0.1030
