time,tick,state,direction,sq,phase_velocity,phase_accel,knee_l_nom,knee_l_grav,knee_l_bal,knee_l_req,knee_l_app,knee_l_act,knee_l_req_app_err,knee_l_app_act_err,knee_l_req_act_err,knee_l_dqds,knee_l_nom_tgt_vel,knee_l_req_tgt_vel,knee_l_app_tgt_vel,knee_l_act_vel,knee_l_ref_accel,knee_l_pos_nm,knee_l_vel_nm,knee_l_tot_nm,knee_l_solv_nm,knee_l_demand,knee_l_max_force,knee_l_lim,hip_l_nom,hip_l_grav,hip_l_bal,hip_l_req,hip_l_app,hip_l_act,hip_l_req_app_err,hip_l_app_act_err,hip_l_req_act_err,hip_l_dqds,hip_l_nom_tgt_vel,hip_l_req_tgt_vel,hip_l_app_tgt_vel,hip_l_act_vel,hip_l_ref_accel,hip_l_pos_nm,hip_l_vel_nm,hip_l_tot_nm,hip_l_solv_nm,hip_l_demand,hip_l_max_force,hip_l_lim,ankle_l_nom,ankle_l_grav,ankle_l_bal,ankle_l_req,ankle_l_app,ankle_l_act,ankle_l_req_app_err,ankle_l_app_act_err,ankle_l_req_act_err,ankle_l_dqds,ankle_l_nom_tgt_vel,ankle_l_req_tgt_vel,ankle_l_app_tgt_vel,ankle_l_act_vel,pelvis_pitch,trunk_pitch,com_z,com_y,cop_z,support_min,support_max,contacts,foot_pitch_l,foot_pitch_r,bar_y,bar_vy
2.990,299,DESCENT,Descent,0.9000,0.30,0.0,106.42,0.00,0.00,106.42,106.42,110.99,0.00,4.57,4.57,80.46,24.14,24.07,24.07,20.55,-3.4,-63.8,4.9,-58.9,0.0,0.0287,2052.0,0.7654,-103.98,0.00,0.00,-103.98,-103.98,-103.58,0.00,0.39,0.39,-74.58,-22.38,-22.31,-22.31,-21.87,3.6,-6.2,-0.7,-6.9,0.0,0.0041,2052.0,0.8632,-25.94,0.00,-1.04,-26.98,-25.80,-32.98,1.18,-7.18,-6.00,-11.30,-3.39,-3.37,-3.37,0.61,-25.61,38.48,-0.0316,0.6484,-0.0281,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.000,300,DESCENT,Descent,0.9030,0.30,0.0,106.66,0.00,0.00,106.66,106.66,111.23,0.00,4.57,4.57,80.34,24.10,24.07,24.07,19.90,-3.9,-63.8,5.8,-58.0,0.0,0.0283,2052.0,0.7671,-104.20,0.00,0.00,-104.20,-104.20,-103.81,0.00,0.39,0.39,-74.46,-22.34,-22.31,-22.31,-21.31,4.0,-6.1,-1.6,-7.7,0.0,0.0044,2052.0,0.8651,-25.98,0.00,1.25,-24.72,-24.72,-33.02,0.00,-8.30,-8.30,-11.26,-3.38,-3.37,-3.37,-0.22,-25.63,38.50,-0.0316,0.6470,-0.0337,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.010,301,DESCENT,Descent,0.9060,0.30,0.0,106.90,0.00,0.00,106.90,106.90,111.48,0.00,4.58,4.58,80.20,24.06,24.07,24.07,20.41,-4.3,-63.9,5.1,-58.8,0.0,0.0287,2052.0,0.7688,-104.42,0.00,0.00,-104.42,-104.42,-104.04,0.00,0.38,0.38,-74.32,-22.30,-22.31,-22.31,-21.68,4.4,-6.0,-1.0,-6.9,0.0,0.0042,2052.0,0.8670,-26.01,0.00,-1.04,-27.05,-25.87,-33.06,1.18,-7.19,-6.01,-11.22,-3.37,-3.37,-3.37,0.61,-25.65,38.51,-0.0316,0.6456,-0.0278,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.020,302,DESCENT,Descent,0.9090,0.30,0.0,107.14,0.00,0.00,107.14,107.14,111.72,0.00,4.58,4.58,80.05,24.02,24.07,24.07,19.77,-4.7,-63.9,6.0,-57.9,0.0,0.0282,2052.0,0.7705,-104.65,0.00,0.00,-104.65,-104.65,-104.27,0.00,0.38,0.38,-74.16,-22.25,-22.31,-22.31,-21.07,4.8,-5.9,-1.9,-7.8,0.0,0.0045,2052.0,0.8689,-26.04,0.00,1.25,-24.79,-24.79,-33.10,0.00,-8.31,-8.31,-11.18,-3.35,-3.37,-3.37,-0.23,-25.67,38.52,-0.0316,0.6442,-0.0335,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.030,303,DESCENT,Descent,0.9120,0.30,0.0,107.38,0.00,0.00,107.38,107.38,111.96,0.00,4.58,4.58,79.89,23.97,23.91,23.91,20.32,-5.2,-64.0,5.0,-59.0,0.0,0.0288,2052.0,0.7722,-104.87,0.00,0.00,-104.87,-104.87,-104.50,0.00,0.37,0.37,-74.00,-22.20,-22.14,-22.14,-21.47,5.1,-5.8,-1.1,-6.9,0.0,0.0041,2052.0,0.8708,-26.08,0.00,-1.04,-27.12,-25.94,-33.13,1.18,-7.19,-6.01,-11.14,-3.34,-3.33,-3.33,0.60,-25.70,38.53,-0.0316,0.6427,-0.0276,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.040,304,DESCENT,Descent,0.9150,0.30,0.0,107.62,0.00,0.00,107.62,107.62,112.21,0.00,4.59,4.59,79.71,23.91,23.91,23.91,19.75,-5.6,-64.0,5.8,-58.2,0.0,0.0284,2052.0,0.7738,-105.09,0.00,0.00,-105.09,-105.09,-104.72,0.00,0.36,0.36,-73.82,-22.15,-22.14,-22.14,-20.97,5.5,-5.7,-1.8,-7.6,0.0,0.0044,2052.0,0.8727,-26.11,0.00,1.25,-24.86,-24.86,-33.17,0.00,-8.31,-8.31,-11.10,-3.33,-3.33,-3.33,-0.24,-25.71,38.53,-0.0316,0.6414,-0.0332,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.050,305,DESCENT,Descent,0.9180,0.30,0.0,107.86,0.00,0.00,107.86,107.86,112.45,0.00,4.59,4.59,79.51,23.85,23.91,23.91,20.32,-6.1,-64.1,5.0,-59.1,0.0,0.0288,2052.0,0.7755,-105.31,0.00,0.00,-105.31,-105.31,-104.95,0.00,0.36,0.36,-73.63,-22.09,-22.14,-22.14,-21.38,5.9,-5.6,-1.2,-6.8,0.0,0.0041,2052.0,0.8746,-26.14,0.00,-1.04,-27.18,-26.00,-33.20,1.18,-7.20,-6.02,-11.06,-3.32,-3.33,-3.33,0.61,-25.74,38.54,-0.0316,0.6399,-0.0274,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.060,306,DESCENT,Descent,0.9210,0.30,0.0,108.10,0.00,0.00,108.10,108.10,112.69,0.00,4.60,4.60,79.30,23.79,23.70,23.70,19.74,-6.5,-64.2,5.5,-58.6,0.0,0.0286,2052.0,0.7772,-105.53,0.00,0.00,-105.53,-105.53,-105.18,0.00,0.35,0.35,-73.43,-22.03,-21.94,-21.94,-20.80,6.3,-5.6,-1.8,-7.4,0.0,0.0043,2052.0,0.8765,-26.18,0.00,1.25,-24.92,-24.92,-33.25,0.00,-8.32,-8.32,-11.01,-3.30,-3.29,-3.29,-0.23,-25.75,38.54,-0.0316,0.6386,-0.0331,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.070,307,DESCENT,Descent,0.9240,0.30,0.0,108.33,0.00,0.00,108.33,108.33,112.94,0.00,4.61,4.61,79.08,23.72,23.70,23.70,20.38,-7.0,-64.3,4.6,-59.7,0.0,0.0291,2052.0,0.7789,-105.75,0.00,0.00,-105.75,-105.75,-105.41,0.00,0.35,0.35,-73.21,-21.96,-21.94,-21.94,-21.33,6.7,-5.4,-1.0,-6.4,0.0,0.0040,2052.0,0.8784,-26.21,0.00,-1.04,-27.25,-26.07,-33.28,1.18,-7.21,-6.03,-10.97,-3.29,-3.29,-3.29,0.61,-25.77,38.54,-0.0316,0.6372,-0.0272,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.080,308,DESCENT,Descent,0.9270,0.30,0.0,108.57,0.00,0.00,108.57,108.57,113.18,0.00,4.61,4.61,78.84,23.65,23.70,23.70,19.80,-7.4,-64.4,5.4,-58.9,0.0,0.0287,2052.0,0.7806,-105.97,0.00,0.00,-105.97,-105.97,-105.63,0.00,0.34,0.34,-72.99,-21.90,-21.94,-21.94,-20.76,7.0,-5.4,-1.9,-7.2,0.0,0.0043,2052.0,0.8802,-26.24,0.00,1.25,-24.99,-24.99,-33.32,0.00,-8.33,-8.33,-10.93,-3.28,-3.29,-3.29,-0.21,-25.79,38.54,-0.0316,0.6358,-0.0329,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.090,309,DESCENT,Descent,0.9300,0.30,0.0,108.81,0.00,0.00,108.81,108.81,113.43,0.00,4.62,4.62,78.58,23.58,23.44,23.44,20.41,-7.9,-64.5,4.2,-60.3,0.0,0.0294,2052.0,0.7823,-106.19,0.00,0.00,-106.19,-106.19,-105.85,0.00,0.33,0.33,-72.74,-21.82,-21.69,-21.69,-21.18,7.4,-5.3,-0.8,-6.1,0.0,0.0038,2052.0,0.8821,-26.28,0.00,-1.04,-27.31,-26.14,-33.35,1.18,-7.22,-6.04,-10.89,-3.27,-3.24,-3.24,0.65,-25.81,38.54,-0.0316,0.6344,-0.0271,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.100,310,DESCENT,Descent,0.9330,0.30,0.0,109.04,0.00,0.00,109.04,109.04,113.67,0.00,4.63,4.63,78.31,23.49,23.44,23.44,19.92,-8.3,-64.6,4.9,-59.7,0.0,0.0291,2052.0,0.7839,-106.41,0.00,0.00,-106.41,-106.41,-106.08,0.00,0.33,0.33,-72.49,-21.75,-21.69,-21.69,-20.76,7.8,-5.2,-1.5,-6.6,0.0,0.0040,2052.0,0.8840,-26.31,0.00,1.25,-25.06,-25.06,-33.39,0.00,-8.34,-8.34,-10.84,-3.25,-3.24,-3.24,-0.20,-25.82,38.54,-0.0316,0.6330,-0.0328,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.110,311,DESCENT,Descent,0.9360,0.30,0.0,109.28,0.00,0.00,109.28,109.28,113.92,0.00,4.64,4.64,78.03,23.41,23.44,23.44,20.51,-8.7,-64.8,4.1,-60.7,0.0,0.0296,2052.0,0.7856,-106.62,0.00,0.00,-106.62,-106.62,-106.30,0.00,0.32,0.32,-72.23,-21.67,-21.69,-21.69,-21.19,8.2,-5.0,-0.8,-5.8,0.0,0.0037,2052.0,0.8859,-26.34,0.00,-1.04,-27.38,-26.20,-33.43,1.18,-7.22,-6.05,-10.80,-3.24,-3.24,-3.24,0.71,-25.84,38.54,-0.0316,0.6316,-0.0270,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.120,312,DESCENT,Descent,0.9390,0.30,0.0,109.51,0.00,0.00,109.51,109.51,114.16,0.00,4.65,4.65,77.73,23.32,23.44,23.44,19.96,-9.2,-64.9,4.9,-60.1,0.0,0.0293,2052.0,0.7873,-106.84,0.00,0.00,-106.84,-106.84,-106.53,0.00,0.31,0.31,-71.95,-21.58,-21.69,-21.69,-20.61,8.5,-4.9,-1.7,-6.6,0.0,0.0040,2052.0,0.8877,-26.37,0.00,1.25,-25.12,-25.12,-33.47,0.00,-8.35,-8.35,-10.76,-3.23,-3.24,-3.24,-0.13,-25.84,38.53,-0.0316,0.6302,-0.0328,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.130,313,DESCENT,Descent,0.9420,0.30,0.0,109.74,0.00,0.00,109.74,109.74,114.41,0.00,4.67,4.67,77.42,23.23,23.12,23.12,20.57,-9.6,-65.2,3.6,-61.6,0.0,0.0300,2052.0,0.7890,-107.06,0.00,0.00,-107.06,-107.06,-106.75,0.00,0.30,0.30,-71.66,-21.50,-21.40,-21.40,-21.04,8.9,-4.8,-0.6,-5.4,0.0,0.0036,2052.0,0.8896,-26.41,0.00,-1.04,-27.44,-26.27,-33.50,1.18,-7.23,-6.05,-10.71,-3.21,-3.20,-3.20,0.76,-25.86,38.53,-0.0316,0.6288,-0.0270,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.140,314,DESCENT,Descent,0.9450,0.30,0.0,109.97,0.00,0.00,109.97,109.97,114.65,0.00,4.68,4.68,77.09,23.13,23.12,23.12,20.09,-10.1,-65.3,4.2,-61.1,0.0,0.0298,2052.0,0.7907,-107.27,0.00,0.00,-107.27,-107.27,-106.97,0.00,0.30,0.30,-71.35,-21.41,-21.40,-21.40,-20.63,9.3,-4.7,-1.2,-5.9,0.0,0.0037,2052.0,0.8914,-26.44,0.00,1.21,-25.23,-25.23,-33.54,0.00,-8.31,-8.31,-10.67,-3.20,-3.20,-3.20,-0.08,-25.87,38.52,-0.0316,0.6274,-0.0328,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.150,315,DESCENT,Descent,0.9480,0.30,0.0,110.21,0.00,0.00,110.21,110.21,114.90,0.00,4.70,4.70,76.75,23.02,23.12,23.12,20.65,-10.5,-65.6,3.5,-62.1,0.0,0.0303,2052.0,0.7924,-107.48,0.00,0.00,-107.48,-107.48,-107.20,0.00,0.29,0.29,-71.04,-21.31,-21.40,-21.40,-21.03,9.7,-4.5,-0.6,-5.1,0.0,0.0035,2052.0,0.8933,-26.47,0.00,-1.09,-27.56,-26.38,-33.57,1.18,-7.19,-6.01,-10.62,-3.19,-3.20,-3.20,0.80,-25.88,38.52,-0.0316,0.6260,-0.0273,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.160,316,DESCENT,Descent,0.9510,0.30,0.0,110.44,0.00,0.00,110.44,110.44,115.15,0.00,4.71,4.71,76.39,22.92,22.76,22.76,20.10,-11.0,-65.8,3.7,-62.1,0.0,0.0303,2052.0,0.7941,-107.70,0.00,0.00,-107.70,-107.70,-107.42,0.00,0.28,0.28,-70.71,-21.21,-21.07,-21.07,-20.45,10.1,-4.4,-1.0,-5.3,0.0,0.0036,2052.0,0.8952,-26.50,0.00,1.21,-25.30,-25.30,-33.61,0.00,-8.31,-8.31,-10.58,-3.17,-3.15,-3.15,-0.06,-25.89,38.51,-0.0316,0.6246,-0.0332,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.170,317,DESCENT,Descent,0.9540,0.30,0.0,110.66,0.00,0.00,110.66,110.66,115.40,0.00,4.74,4.74,76.02,22.80,22.76,22.76,20.79,-11.4,-66.1,2.8,-63.4,0.0,0.0309,2052.0,0.7959,-107.91,0.00,0.00,-107.91,-107.91,-107.64,0.00,0.26,0.26,-70.37,-21.11,-21.07,-21.07,-21.08,10.4,-4.1,0.0,-4.1,0.0,0.0032,2052.0,0.8970,-26.53,0.00,-1.09,-27.62,-26.44,-33.64,1.18,-7.20,-6.02,-10.53,-3.16,-3.15,-3.15,0.87,-25.90,38.50,-0.0316,0.6232,-0.0274,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.180,318,DESCENT,Descent,0.9570,0.30,0.0,110.89,0.00,0.00,110.89,110.89,115.64,0.00,4.75,4.75,75.63,22.69,22.76,22.76,20.21,-11.9,-66.4,3.6,-62.8,0.0,0.0306,2052.0,0.7975,-108.12,0.00,0.00,-108.12,-108.12,-107.86,0.00,0.25,0.25,-70.01,-21.00,-21.07,-21.07,-20.50,10.8,-4.0,-0.9,-4.9,0.0,0.0034,2052.0,0.8989,-26.56,0.00,1.13,-25.43,-25.43,-33.68,0.00,-8.24,-8.24,-10.48,-3.14,-3.15,-3.15,0.07,-25.91,38.49,-0.0316,0.6218,-0.0333,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.190,319,DESCENT,Descent,0.9600,0.30,0.0,111.12,0.00,0.00,111.12,111.12,115.89,0.00,4.78,4.78,75.23,22.57,22.35,22.35,20.77,-12.3,-66.7,2.2,-64.5,0.0,0.0314,2052.0,0.7993,-108.33,0.00,0.00,-108.33,-108.33,-108.09,0.00,0.24,0.24,-69.65,-20.89,-20.70,-20.70,-20.86,11.2,-3.8,0.3,-3.5,0.0,0.0030,2052.0,0.9007,-26.60,0.00,-1.16,-27.76,-26.58,-33.71,1.18,-7.13,-5.95,-10.44,-3.13,-3.11,-3.11,0.92,-25.92,38.48,-0.0316,0.6203,-0.0280,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.200,320,DESCENT,Descent,0.9630,0.30,0.0,111.34,0.00,0.00,111.34,111.34,116.14,0.00,4.80,4.80,74.81,22.44,22.35,22.35,20.32,-12.7,-67.0,2.8,-64.2,0.0,0.0313,2052.0,0.8010,-108.54,0.00,0.00,-108.54,-108.54,-108.31,0.00,0.23,0.23,-69.27,-20.78,-20.70,-20.70,-20.50,11.6,-3.6,-0.3,-3.9,0.0,0.0031,2052.0,0.9026,-26.63,0.00,1.13,-25.50,-25.50,-33.75,0.00,-8.25,-8.25,-10.39,-3.12,-3.11,-3.11,0.02,-25.92,38.47,-0.0317,0.6189,-0.0338,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.210,321,DESCENT,Descent,0.9660,0.30,0.0,111.57,0.00,0.00,111.57,111.57,116.39,0.00,4.83,4.83,74.38,22.31,22.35,22.35,20.88,-13.2,-67.4,2.1,-65.3,0.0,0.0318,2052.0,0.8027,-108.74,0.00,0.00,-108.74,-108.74,-108.53,0.00,0.21,0.21,-68.87,-20.66,-20.70,-20.70,-20.91,11.9,-3.3,0.3,-3.0,0.0,0.0029,2052.0,0.9044,-26.66,0.00,-1.16,-27.82,-26.64,-33.78,1.18,-7.13,-5.96,-10.34,-3.10,-3.11,-3.11,1.03,-25.93,38.45,-0.0317,0.6175,-0.0281,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.220,322,DESCENT,Descent,0.9690,0.30,0.0,111.79,0.00,0.00,111.79,111.79,116.64,0.00,4.85,4.85,73.93,22.18,22.35,22.35,20.30,-13.6,-67.7,2.9,-64.8,0.0,0.0316,2052.0,0.8044,-108.95,0.00,0.00,-108.95,-108.95,-108.75,0.00,0.20,0.20,-68.47,-20.54,-20.70,-20.70,-20.30,12.3,-3.1,-0.6,-3.8,0.0,0.0031,2052.0,0.9063,-26.69,0.00,1.13,-25.56,-25.56,-33.81,0.00,-8.25,-8.25,-10.29,-3.09,-3.11,-3.11,0.19,-25.93,38.44,-0.0317,0.6161,-0.0341,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.230,323,DESCENT,Descent,0.9720,0.30,0.0,112.01,0.00,0.00,112.01,112.01,116.89,0.00,4.88,4.88,73.47,22.04,21.90,21.90,20.86,-14.1,-68.1,1.5,-66.7,0.0,0.0325,2052.0,0.8061,-109.15,0.00,0.00,-109.15,-109.15,-108.97,0.00,0.18,0.18,-68.05,-20.42,-20.29,-20.29,-20.70,12.7,-2.9,0.6,-2.2,0.0,0.0027,2052.0,0.9081,-26.72,0.00,-1.16,-27.88,-26.71,-33.84,1.18,-7.14,-5.96,-10.25,-3.07,-3.06,-3.06,1.16,-25.94,38.43,-0.0317,0.6147,-0.0284,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.240,324,DESCENT,Descent,0.9750,0.30,0.0,112.23,0.00,0.00,112.23,112.23,117.14,0.00,4.91,4.91,72.99,21.90,21.90,21.90,20.36,-14.5,-68.5,2.1,-66.4,0.0,0.0324,2052.0,0.8078,-109.36,0.00,0.00,-109.36,-109.36,-109.19,0.00,0.17,0.17,-67.62,-20.29,-20.29,-20.29,-20.33,13.1,-2.6,0.1,-2.5,0.0,0.0028,2052.0,0.9099,-26.75,0.00,1.13,-25.62,-25.62,-33.88,0.00,-8.26,-8.26,-10.20,-3.06,-3.06,-3.06,0.28,-25.94,38.41,-0.0317,0.6133,-0.0342,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.250,325,DESCENT,Descent,0.9780,0.30,0.0,112.45,0.00,0.00,112.45,112.45,117.39,0.00,4.94,4.94,72.50,21.75,21.90,21.90,20.85,-15.0,-69.0,1.5,-67.5,0.0,0.0329,2052.0,0.8096,-109.56,0.00,0.00,-109.56,-109.56,-109.41,0.00,0.15,0.15,-67.18,-20.15,-20.29,-20.29,-20.71,13.5,-2.3,0.7,-1.6,0.0,0.0026,2052.0,0.9118,-26.78,0.00,-1.16,-27.94,-26.77,-33.91,1.18,-7.14,-5.96,-10.15,-3.04,-3.06,-3.06,1.29,-25.94,38.39,-0.0317,0.6119,-0.0285,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.260,326,DESCENT,Descent,0.9810,0.30,0.0,112.66,0.00,0.00,112.66,112.66,117.63,0.00,4.97,4.97,71.99,21.60,21.39,21.39,20.23,-15.4,-69.4,1.6,-67.8,0.0,0.0330,2052.0,0.8113,-109.76,0.00,0.00,-109.76,-109.76,-109.63,0.00,0.13,0.13,-66.73,-20.02,-19.83,-19.83,-20.07,13.8,-2.1,0.4,-1.7,0.0,0.0026,2052.0,0.9136,-26.81,0.00,1.13,-25.68,-25.68,-33.94,0.00,-8.26,-8.26,-10.10,-3.03,-3.01,-3.01,0.41,-25.94,38.38,-0.0318,0.6105,-0.0344,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.270,327,DESCENT,Descent,0.9840,0.30,0.0,112.88,0.00,0.00,112.88,112.88,117.89,0.00,5.01,5.01,71.47,21.44,21.39,21.39,20.86,-15.9,-69.9,0.7,-69.2,0.0,0.0337,2052.0,0.8130,-109.96,0.00,0.00,-109.96,-109.96,-109.85,0.00,0.11,0.11,-66.26,-19.88,-19.83,-19.83,-20.71,14.2,-1.7,1.4,-0.3,0.0,0.0025,2052.0,0.9154,-26.84,0.00,-1.16,-28.00,-26.83,-33.97,1.18,-7.14,-5.96,-10.05,-3.01,-3.01,-3.01,1.36,-25.94,38.36,-0.0318,0.6090,-0.0286,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.280,328,DESCENT,Descent,0.9870,0.30,0.0,113.09,0.00,0.00,113.09,113.09,118.13,0.00,5.04,5.04,70.94,21.28,21.39,21.39,20.19,-16.3,-70.3,1.7,-68.7,0.0,0.0335,2052.0,0.8147,-110.16,0.00,0.00,-110.16,-110.16,-110.07,0.00,0.09,0.09,-65.78,-19.73,-19.83,-19.83,-20.07,14.6,-1.4,0.4,-1.0,0.0,0.0025,2052.0,0.9172,-26.87,0.00,1.13,-25.74,-25.74,-34.00,0.00,-8.26,-8.26,-10.00,-3.00,-3.01,-3.01,0.51,-25.94,38.34,-0.0318,0.6076,-0.0345,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.290,329,DESCENT,Descent,0.9900,0.30,0.0,113.31,0.00,0.00,113.31,113.31,118.38,0.00,5.07,5.07,70.39,21.12,20.83,20.83,20.68,-16.7,-70.8,0.2,-70.6,0.0,0.0344,2052.0,0.8164,-110.36,0.00,0.00,-110.36,-110.36,-110.29,0.00,0.07,0.07,-65.29,-19.59,-19.33,-19.33,-20.41,15.0,-1.1,1.7,0.6,0.0,0.0026,2052.0,0.9191,-26.90,0.00,-1.16,-28.06,-26.89,-34.03,1.18,-7.14,-5.96,-9.95,-2.98,-2.96,-2.96,1.50,-25.94,38.32,-0.0318,0.6062,-0.0288,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.300,330,DESCENT,Descent,0.9930,0.30,0.0,113.51,0.00,0.00,113.51,113.51,118.63,0.00,5.11,5.11,69.82,20.95,20.83,20.83,20.16,-17.2,-71.4,0.9,-70.4,0.0,0.0343,2052.0,0.8181,-110.55,0.00,0.00,-110.55,-110.55,-110.50,0.00,0.05,0.05,-64.78,-19.43,-19.33,-19.33,-20.06,15.3,-0.7,1.2,0.4,0.0,0.0025,2052.0,0.9209,-26.93,0.00,1.13,-25.80,-25.80,-34.06,0.00,-8.26,-8.26,-9.90,-2.97,-2.96,-2.96,0.58,-25.94,38.30,-0.0318,0.6048,-0.0347,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.310,331,DESCENT,Descent,0.9960,0.30,0.0,113.72,0.00,0.00,113.72,113.72,118.87,0.00,5.15,5.15,69.24,20.77,20.83,20.83,20.60,-17.6,-71.9,0.3,-71.6,0.0,0.0349,2052.0,0.8198,-110.74,0.00,0.00,-110.74,-110.74,-110.72,0.00,0.02,0.02,-64.26,-19.28,-19.33,-19.33,-20.40,15.7,-0.3,1.7,1.3,0.0,0.0026,2052.0,0.9227,-26.96,0.00,-1.16,-28.12,-26.95,-34.08,1.18,-7.14,-5.96,-9.85,-2.95,-2.96,-2.96,1.63,-25.94,38.29,-0.0318,0.6034,-0.0290,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.320,332,BOTTOM,Descent,1.0000,0.00,-30.0,114.00,0.00,0.00,114.00,114.00,119.12,0.00,5.12,5.12,68.44,0.00,20.83,20.83,19.94,-2053.3,-71.4,1.2,-70.2,0.0,0.0342,2052.0,0.8215,-111.00,0.00,0.00,-111.00,-111.00,-110.93,0.00,0.07,0.07,-63.56,0.00,-19.33,-19.33,-19.72,1906.7,-1.0,0.6,-0.4,0.0,0.0025,2052.0,0.9245,-27.00,0.00,1.13,-25.87,-25.87,-34.12,0.00,-8.24,-8.24,-9.78,0.00,-2.96,-2.96,0.72,-25.93,38.27,-0.0319,0.6020,-0.0350,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.330,333,BOTTOM,Descent,1.0000,0.00,0.0,114.00,0.00,0.00,114.00,114.00,119.37,0.00,5.37,5.37,68.44,0.00,0.00,0.00,20.57,0.0,-74.9,-28.7,-103.6,0.0,0.0505,2052.0,0.8232,-111.00,0.00,0.00,-111.00,-111.00,-111.15,0.00,-0.15,-0.15,-63.56,0.00,0.00,0.00,-20.43,0.0,2.4,32.1,34.5,0.0,0.0170,2052.0,0.9263,-27.00,0.00,-1.16,-28.16,-27.02,-34.14,1.15,-7.12,-5.98,-9.78,0.00,0.00,0.00,1.70,-26.00,38.25,-0.0319,0.6006,-0.0291,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
3.340,334,BOTTOM,Descent,1.0000,0.00,0.0,114.00,0.00,0.00,114.00,114.00,119.66,0.00,5.66,5.66,68.44,0.00,0.00,0.00,24.61,0.0,-79.0,-34.4,-113.3,0.0,0.0552,2052.0,0.8252,-111.00,0.00,0.00,-111.00,-111.00,-111.47,0.00,-0.47,-0.47,-63.56,0.00,0.00,0.00,-30.40,0.0,7.4,47.8,55.2,0.0,0.0270,2052.0,0.9289,-27.00,0.00,-1.58,-28.58,-28.16,-34.18,0.42,-6.02,-5.60,-9.78,0.00,0.00,0.00,0.04,-26.07,38.24,-0.0319,0.5993,-0.0306,-0.1547,0.1353,8,0.00,-0.01,0.0000,0.0000
3.350,335,BOTTOM,Descent,1.0000,0.00,0.0,114.00,0.00,0.00,114.00,114.00,119.93,0.00,5.93,5.93,68.44,0.00,0.00,0.00,23.47,0.0,-82.8,-32.8,-115.6,0.0,0.0563,2052.0,0.8271,-111.00,0.00,0.00,-111.00,-111.00,-111.77,0.00,-0.77,-0.77,-63.56,0.00,0.00,0.00,-28.63,0.0,12.1,45.0,57.1,0.0,0.0279,2052.0,0.9314,-27.00,0.00,0.71,-26.29,-27.02,-34.22,-0.73,-7.20,-7.93,-9.78,0.00,0.00,0.00,-0.67,-26.11,38.22,-0.0319,0.5978,-0.0382,-0.1547,0.1353,8,0.00,-0.01,0.0000,0.0000
