phase,feed_forward,saddle,repeat,load_kg,tick,pelvis_y,trunk_pitch_rad,canonical_pose_error_deg,target_actual_deflection_deg,capture_hull_margin_m,capture_front_m,capture_rear_m,com_speed_mps,raw_ankle_authority_fraction,applied_ankle_authority_fraction,posture_guard_scale,hip_strategy_blend,hip_authority_usage,trunk_authority_usage,drive_demand,drive_saturated,joint_limit,saddle_separation_m,saddle_linear_limit_occupancy,saddle_angular_x_limit_occupancy,saddle_angular_y_limit_occupancy,saddle_angular_z_limit_occupancy,saddle_force_n,saddle_torque_nm,support_contacts,support_retained,tracking_failure,capture_failure,posture_failure,support_loss,saddle_linear_limit,saddle_angular_limit
"matrix","F2","S2",1,25,0,0.9840742,0.103576332,0,3.45564771,0.106268547,0.183731467,0.106268547,1.15241487E-08,0,0,1,0,0,0,0.182357937,true,0.021803895,0.0500420481,1.0008409,0.01980041,0.000117121352,0.0004047624,1209.05518,2.68464179E-13,8,true,false,false,false,false,true,false
"matrix","F2","S2",1,25,1,0.9841185,0.09269369,0,3.45564771,0.106288642,0.18371138,0.106288642,5.15184729E-05,0.7126095,0.7126095,1,0,0,0,0.0752813,true,0.03115966,0.0429503024,0.859006047,0.0151906386,0.000253465958,0.0002931734,0,0,8,true,false,false,false,false,false,false
"matrix","F2","S2",1,25,2,0.983423352,0.0831823647,0.981175244,2.4749763,0.105263382,0.184736639,0.105263382,0.00292175054,13.7298412,13.7298412,1,1,4.595709E-08,2.68075713E-08,0.0745066553,true,0.0393397436,0.0357282534,0.714565039,0.0122455284,0.000251736055,3.41480263E-05,0,0,8,true,false,false,false,false,false,false
"matrix","F2","S2",1,25,3,0.9818315,0.07582974,1.40218472,2.05358315,0.103884473,0.186115548,0.103884473,0.00679665,13.7238388,13.7238388,1,1,0.000222614821,0.0001298551,0.0870905742,true,0.0452609658,0.0293858536,0.587717056,0.00987768,0.000191924555,0.000382042839,0,0,8,true,false,false,false,false,false,false
"matrix","F2","S2",1,25,4,0.9797182,0.07061347,1.77028847,1.68372357,0.104035735,0.185964286,0.104035735,0.006116054,11.2453308,11.24499,0.9999698,1,0.0117104175,0.006830891,0.0394311473,true,0.0485888124,0.0239183251,0.4783665,0.008196057,0.00010540415,0.0008061713,0,0,8,true,false,false,false,false,false,false
"matrix","F2","S2",1,25,5,0.977712452,0.06740234,2.0367434,1.45908332,0.10575036,0.184249669,0.10575036,0.00171258033,1.01771009,1.016706,0.9990135,1,0.0275321864,0.016060004,0.0427487157,true,0.0498841554,0.0191187654,0.3823753,0.007072526,8.026304E-05,0.00145451282,0,0,8,true,false,false,false,false,false,false
"matrix","F2","S2",1,25,6,0.976241,0.06596341,2.18721223,1.36599267,0.108530477,0.181469545,0.108530477,0.00771288434,1.8086164,1.80442429,0.997682154,1,0.02531628,0.0147674279,0.0658284053,true,0.05003116,0.0149063049,0.2981261,0.0063527883,0.000199672329,0.002378667,0,0,8,true,false,false,false,false,false,false
"matrix","F2","S2",1,25,7,0.9754741,0.06606101,2.24757481,1.30324149,0.111613035,0.178386986,0.111613035,0.01645421,1.79126561,1.78744674,0.997868061,1,0.00509265624,0.00297063519,0.09926835,true,0.04958883,0.0113019124,0.226038247,0.00593836326,0.000461349526,0.00351334247,0,0,8,true,false,false,false,false,false,false
"matrix","F2","S2",1,25,8,0.975410759,0.06745811,2.29683566,1.232876,0.114359394,0.175640628,0.114359394,0.0240114126,2.090899,2.09000063,0.99957037,1,0.0270541236,0.0157811418,0.133521661,true,0.04888227,0.008334431,0.166688621,0.005742418,0.0007979575,0.004718337,0,0,8,true,false,false,false,false,false,false
"matrix","F2","S2",1,25,9,0.9759111,0.06981412,2.315165,1.152825,0.116206832,0.1737932,0.116206832,0.02875429,2.34783649,2.337876,0.995757639,1,0.0621629953,0.0362607576,0.167824358,false,0.0481010973,0.00601395871,0.120279171,0.005668219,0.00112884038,0.00583921,0,0,8,true,false,false,false,false,false,false
