phase,feed_forward,saddle,repeat,load_kg,measured_ticks,initial_pelvis_y,final_pelvis_y,min_pelvis_y,max_trunk_pitch_rad,upright,min_capture_hull_margin_m,min_capture_ap_margin_m,max_com_speed_mps,max_canonical_pose_error_deg,max_target_actual_deflection_deg,max_joint_limit_proximity,max_balance_ankle_usage,max_balance_hip_usage,max_balance_trunk_usage,max_drive_demand,saturation_fraction,min_rearward_cop_authority_m,min_forward_cop_authority_m,max_saddle_separation_m,max_saddle_limit_occupancy,max_saddle_force_n,max_saddle_torque_nm,min_support_contacts,support_lost,saddle_invalid,non_finite,support_retained,saddle_valid,loaded_setup_valid,standing_gates_pass,pass
"phase2","F1","S1",1,25,500,0.982054353,0.979059458,0.9790006,0.0501993969,true,0.106010824,0.106010824,0.004285532,2.80916262,0.9462523,0.0591183342,1.17248869,0.027281506,0.0159137789,0.1169812,0,0.07623695,0.153763071,0.00528789172,0.0528789163,0,0,8,false,false,false,true,true,true,true,true
"phase2","F1","S1",1,60,500,0.9823735,0.977454662,0.9773391,0.0778970644,true,0.09129288,0.09140881,0.007269093,2.85805774,2.14274287,0.06248154,0.937292337,0.0118196225,0.006894592,0.0994759,0,0.06199746,0.168573976,0.0122868428,0.122868426,0,0,8,false,false,false,true,true,true,true,true
"phase2","F1","S1",1,140,500,0.982419,0.973421335,0.9733334,0.114163481,true,0.073252596,0.0735285059,0.0131697683,3.060669,5.57453775,0.0612082668,0.5932529,0,0,0.234901682,0,0.04497408,0.18621242,0.0281510819,0.2815108,0,0,8,false,false,false,true,true,true,true,true
"phase2","F1","S1",1,170,500,0.982396662,0.971935332,0.9716388,0.157712385,true,0.06416246,0.0645853654,0.0308623128,2.82222867,7.73745251,0.0553523265,0.6769603,0,0,0.333512485,0,0.041293174,0.190234125,0.0348669775,0.348669767,0,0,8,false,false,false,true,true,true,true,true
"phase2","F1","S1",1,300,500,0.982350469,0.102441221,0.0915141851,1.77027214,false,-1.72885263,-1.72616065,2.28013158,21.9243164,21.6573849,0.721986949,5.76675749,1,1,0.9577138,0,NA,NA,0.0691500753,1.02060759,0,114.84613,0,true,false,false,false,false,true,false,true
