load_kg,repeat,sample_index,time_from_squat_start_s,state,direction,s_q,bar_present,bar_y_m,bar_vy_mps,bar_a_raw_mps2,knee_l_joint_space_deg,knee_r_joint_space_deg,hip_l_joint_space_deg,hip_r_joint_space_deg,ankle_l_joint_space_deg,ankle_r_joint_space_deg,knee_l_included_deg,knee_r_included_deg,hip_l_included_deg,hip_r_included_deg,ankle_l_included_deg,ankle_r_included_deg,abdomen_joint_space_deg,thorax_joint_space_deg,world_trunk_pitch_deg,knee_l_omega_deg_s,knee_r_omega_deg_s,hip_l_omega_deg_s,hip_r_omega_deg_s,ankle_l_omega_deg_s,ankle_r_omega_deg_s,abdomen_omega_deg_s,thorax_omega_deg_s,knee_l_ref_deg,knee_r_ref_deg,hip_l_ref_deg,hip_r_ref_deg,ankle_l_ref_deg,ankle_r_ref_deg,knee_l_error_deg,hip_l_error_deg,ankle_l_error_deg,com_x_m,com_y_m,com_z_m,com_vel_x_mps,com_vel_y_mps,com_vel_z_mps,cop_available,cop_z_m,cop_fraction_support_ap,support_ap_min_m,support_ap_max_m,support_ap_center_m,capture_ap_m,capture_margin_rear_m,capture_margin_front_m,support_contacts,left_foot_contact,right_foot_contact,left_foot_contact_count,right_foot_contact_count,left_slip_speed_mps,right_slip_speed_mps,left_slip_accumulated_m,right_slip_accumulated_m,normal_force_contact_estimate_n,saddle_separation_m,bar_rot_x_deg,bar_rot_y_deg,bar_rot_z_deg,bar_ap_relative_com_m,bar_ap_relative_support_m,failure_reason,legal_depth,lockout_reached
25,2,10,0.1099999975413084,DESCENT,Descent,0.0330000035,1,1.40329087,0.001579754,-0.08625649,0.3357176,0.447623551,1.370569,1.30083692,-0.765145957,-0.8089035,173.28157,173.197556,163.25563,162.339,82.83938,82.82347,0.2502291,0.07912936,3.21373248,6.40063047,5.634279,-7.61906052,-7.058526,-1.84334171,-1.48999584,-0.03662969,-0.7471887,3.85626721,3.85626721,-3.591609,-3.591609,2.50014925,2.50014925,-3.52054954,4.962178,-3.26529527,0.000278251217,1.11811578,-0.04603905,0.0030422397,-4.83402036E-05,0.00210133824,1,-0.0394074619,0.3976261,-0.15471904,0.135280982,-0.009719029,-0.0453296266,0.109389409,0.180610612,8,1,1,4,4,0.00103352126,0.0004369971,0.000720987853,0.00116373727,1223.45471,0.006323621,-0.3816223,0.263195217,0.5267803,-0.09253554,-0.128855556,NONE,0,0
25,2,11,0.11999999731779099,DESCENT,Descent,0.0360000022,1,1.403244,0.0009784624,-0.0831995159,0.449368715,0.562320352,1.26422036,1.1954875,-0.811801136,-0.8568309,173.168869,173.0841,163.24939,162.326431,82.7936249,82.775795,0.227281824,0.07912936,3.23591256,8.76874352,8.036534,-9.905676,-9.377299,-2.55247879,-2.205942,-0.258710057,-0.6184181,4.21939945,4.21939945,-3.92787147,-3.92787147,3.98505378,3.98505378,-3.77003074,5.192092,-4.796855,0.000310024159,1.11808646,-0.04601842,0.003206443,-0.000233651474,0.00180079765,1,-0.0444506146,0.3802359,-0.15471904,0.135280982,-0.009719029,-0.0454104729,0.109308571,0.180691451,8,1,1,4,4,0.00112065673,0.0004881696,0.000720987853,0.00116373727,1195.11145,0.00632390846,-0.3701172,0.248075575,0.530802369,-0.0925407857,-0.128840178,NONE,0,0
25,2,12,0.12999999709427357,DESCENT,Descent,0.039,1,1.40318823,-8.42362642E-05,-0.0285789371,0.594788253,0.7088607,1.13916528,1.071177,-0.876696944,-0.9253425,173.030518,172.94487,163.2407,162.312683,82.73608,82.71608,0.205584154,0.07912936,3.26238775,12.1610031,11.4039154,-11.8021927,-11.253046,-4.41306829,-4.065914,-0.265799344,-0.2907338,4.58264,4.58264,-4.264247,-4.264247,2.14456844,2.14456844,-3.98785186,5.40341234,-3.02126551,0.000343406835,1.11803555,-0.046000462,0.003354737,-0.00268638274,0.00174136087,1,-0.042798534,0.385932744,-0.15471904,0.135280982,-0.009719029,-0.0454125926,0.109306447,0.180693567,8,1,1,4,4,0.000845961564,0.000486575445,0.000720987853,0.00116373727,1214.7334,0.006320743,-0.352172852,0.233107582,0.5348223,-0.092539,-0.128820434,NONE,0,0
25,2,13,0.13999999687075615,DESCENT,Descent,0.042,1,1.40313363,0.000406883657,0.0492494553,0.747553945,0.865013063,0.9954304,0.9278766,-0.9346004,-0.985155642,172.871414,172.783539,163.229141,162.293915,82.67289,82.65026,0.18130818,0.07912936,3.294029,12.8645191,12.1131678,-13.6345415,-13.0686417,-3.839118,-3.540864,-0.5257996,-0.3745959,4.94976664,4.94976664,-4.6037755,-4.6037755,4.317522,4.317522,-4.202213,5.599206,-5.2521224,0.000378281431,1.1179744,-0.045982562,0.00349912979,-0.00356837013,0.00166629557,1,-0.04827614,0.367044449,-0.15471904,0.135280982,-0.009719029,-0.0454200469,0.109298989,0.180701032,8,1,1,4,4,0.00128065259,0.0005998515,0.000720987853,0.00116373727,1191.65515,0.0063297106,-0.330322266,0.218287662,0.538836837,-0.09253531,-0.128798842,NONE,0,0
25,2,14,0.14999999664723873,DESCENT,Descent,0.0449999981,1,1.4030869,0.000900752842,0.09063743,0.931244552,1.04977334,0.835557,0.7682086,-1.01103389,-1.06458056,172.6918,172.601746,163.215118,162.274612,82.5999756,82.574234,0.158258736,0.07912936,3.32902455,15.8731995,15.0961847,-15.2494917,-14.646946,-5.57384634,-5.27949524,-0.47167778,-0.0895587653,5.318801,5.318801,-4.94501925,-4.94501925,1.90612018,1.90612018,-4.38755655,5.780576,-2.917154,0.0004144786,1.11788869,-0.04596361,0.00361690973,-0.006296238,0.00191328756,1,-0.041943673,0.388880551,-0.15471904,0.135280982,-0.009719029,-0.045317743,0.1094013,0.180598721,8,1,1,4,4,0.0009965019,0.000474953529,0.000720987853,0.00116373727,1242.34277,0.006337174,-0.303253174,0.2036267,0.5428471,-0.09252983,-0.128774419,NONE,0,0
25,2,15,0.15999999642372131,DESCENT,Descent,0.0479999967,1,1.403051,0.00221963227,0.09085238,1.1281184,1.24989951,0.6572988,0.5921506,-1.08641315,-1.14328027,172.490219,172.397446,163.197372,162.25029,82.5199661,82.49107,0.1312212,0.07912936,3.36944652,17.163559,16.4138565,-17.0130768,-16.41647,-5.55954027,-5.295958,-0.5888583,0.036279656,5.68799829,5.68799829,-5.286168,-5.286168,3.49035883,3.49035883,-4.55988,5.943467,-4.57677174,0.000451823085,1.117812,-0.04594287,0.00374800665,-0.00496804575,0.00182628969,1,-0.04693118,0.371682256,-0.15471904,0.135280982,-0.009719029,-0.04532639,0.10939265,0.180607378,8,1,1,4,4,0.0012618741,0.0005748464,0.000720987853,0.00116373727,1212.06787,0.006349005,-0.2708435,0.18912071,0.546817064,-0.09252277,-0.128746614,NONE,0,0
25,2,16,0.1699999962002039,DESCENT,Descent,0.0509999953,1,1.403023,0.00271780044,0.0656969845,1.348113,1.47243309,0.4698049,0.403482378,-1.17634773,-1.237312,172.274124,172.178757,163.176712,162.224884,82.43298,82.40066,0.111905821,0.07912936,3.41265154,19.4277,18.649416,-18.0003967,-17.3684559,-6.93473148,-6.671179,-0.3948529,0.4146505,6.058884,6.058884,-5.62877226,-5.62877226,1.07773316,1.07773316,-4.710771,6.098577,-2.25408077,0.000490301463,1.11772835,-0.0459226929,0.00385245914,-0.00606234139,0.00194422668,1,-0.0428532362,0.385744125,-0.15471904,0.135280982,-0.009719029,-0.0452664271,0.109452613,0.180547416,8,1,1,4,4,0.00101291423,0.000498017063,0.000720987853,0.00116373727,1239.26892,0.00635291729,-0.232757568,0.1747634,0.5507513,-0.0925108045,-0.128714472,NONE,0,0
25,2,17,0.17999999597668648,DESCENT,Descent,0.053999994,1,1.40300107,0.003533572,0.0363871455,1.57962966,1.70680881,0.265408039,0.197823435,-1.26607633,-1.32999289,172.039352,171.940811,163.15155,162.193985,82.34012,82.30436,0.08846932,0.08846932,3.46130872,20.5420952,19.7975712,-19.5223751,-18.9107342,-6.925017,-6.6852994,-0.456779569,0.579717159,6.433483,6.433483,-5.97455072,-5.97455072,2.86871886,2.86871886,-4.853853,6.239959,-4.134795,0.000529798039,1.117653,-0.0459018536,0.00396274542,-0.00498012546,0.00185864023,1,-0.04782234,0.368609279,-0.15471904,0.135280982,-0.009719029,-0.0452744961,0.109444544,0.180555478,8,1,1,4,4,0.00121929066,0.000555314764,0.000720987853,0.00116373727,1206.74475,0.006358154,-0.188903809,0.160555974,0.554613,-0.09249388,-0.1286767,NONE,0,0
25,2,18,0.18999999575316906,DESCENT,Descent,0.0569999926,1,1.4029808,0.00344554335,0.018389523,1.83541143,1.9659549,0.03956468,0,-1.37171066,-1.43909824,171.788422,171.686569,163.122253,162.160889,82.23959,82.20012,0.06852804,0.0969132856,3.51369452,22.99562,22.2259426,-20.6673069,-20.0331383,-8.380931,-8.137318,-0.257045835,0.9974215,6.80808163,6.80808163,-6.32026052,-6.32026052,0.8613861,0.8613861,-4.97267,6.359825,-2.23309684,0.000570207834,1.11756587,-0.0458815731,0.004043282,-0.00650026975,0.00194299268,1,-0.04435753,0.3805569,-0.15471904,0.135280982,-0.009719029,-0.04522577,0.109493271,0.180506751,8,1,1,4,4,0.000954318733,0.000514953,0.000720987853,0.00116373727,1229.72412,0.006356031,-0.138275146,0.146507829,0.558406055,-0.0924688,-0.128631338,NONE,0,0
25,2,19,0.19999999552965164,DESCENT,Descent,0.05999999,1,1.40296245,0.00390136242,0.0125516206,2.09733057,2.23254943,-0.16785875,-0.237388134,-1.47243309,-1.54404843,171.522476,171.416214,163.087982,162.121521,82.13478,82.09144,0.03956468,0.111905821,3.5702424,23.5508537,22.8226433,-21.7088032,-21.1024857,-8.036436,-7.824429,-0.1726199,1.1274004,7.18268347,7.18268347,-6.60300159,-6.60300159,2.49262428,2.49262428,-5.085353,6.435143,-3.96505737,0.0006113901,1.11747956,-0.0458605438,0.00412690267,-0.00618144544,0.00189402932,1,-0.04949004,0.3628586,-0.15471904,0.135280982,-0.009719029,-0.04522129,0.109497748,0.180502266,8,1,1,4,4,0.00123192044,0.000565634749,0.000720987853,0.00116373727,1198.43079,0.006357666,-0.08300781,0.132613868,0.5621015,-0.09243879,-0.1285803,NONE,0,0
25,2,20,0.20999999530613422,DESCENT,Descent,0.06299999,1,1.40294492,0.00369657576,-0.0225968659,2.379193,2.51793146,-0.405417562,-0.471467942,-1.58655143,-1.66220224,171.244568,171.133942,163.04921,162.0797,82.02436,81.9767761,0,0.1312212,3.63036418,25.5233936,24.7328758,-22.73404,-22.0711441,-9.233815,-9.016943,-0.08072612,1.48256826,7.562161,7.562161,-7.01577,-7.01577,0.36261645,0.36261645,-5.182968,6.61035252,-1.94916785,0.0006532353,1.11737442,-0.045839075,0.004181729,-0.008366236,0.00208414858,1,-0.0448135175,0.378984541,-0.15471904,0.135280982,-0.009719029,-0.045135688,0.109583348,0.180416673,8,1,1,4,4,0.00101514242,0.0005086156,0.000720987853,0.00116373727,1231.03284,0.0063545187,-0.0215759277,0.118895277,0.5657061,-0.09240155,-0.128521591,NONE,0,0
25,2,21,0.21999999508261681,DESCENT,Descent,0.06599999,1,1.40292311,0.003449425,-0.0551104546,2.66737723,2.81194782,-0.645281255,-0.7121654,-1.70129693,-1.78086817,170.956528,170.840622,163.005768,162.0324,81.91014,81.8584061,0,0.1480375,3.692277,26.0802746,25.3632336,-23.0585251,-22.4584465,-9.2605,-9.066349,0.193155468,1.64991307,7.94177866,7.94177866,-7.221505,-7.221505,1.66078889,1.66078889,-5.27440166,6.576224,-3.36208582,0.000695615658,1.11727047,-0.04581573,0.0042458605,-0.00794197153,0.002109876,1,-0.04993265,0.361332357,-0.15471904,0.135280982,-0.009719029,-0.04510369,0.109615348,0.180384666,8,1,1,4,4,0.00111027039,0.00051085226,0.000720987853,0.00116373727,1200.74768,0.00635065837,0.04268523,0.105334133,0.5691878,-0.09236085,-0.128457546,NONE,0,0
25,2,22,0.22999999485909939,DESCENT,Descent,0.06899999,1,1.40289509,0.00259436667,-0.0423554331,2.97796679,3.12745929,-0.900479257,-0.967519164,-1.82814753,-1.91226959,170.651428,170.53038,162.955917,161.980667,81.78846,81.732254,0,0.16785875,3.759534,28.3967972,27.5855541,-24.7059364,-24.0312977,-10.5091324,-10.3004885,0.01793317,1.98145986,8.321238,8.321238,-7.71565771,-7.71565771,0.5467953,0.5467953,-5.343271,6.81517839,-2.37494278,0.0007384286,1.11714947,-0.04579181,0.00428062538,-0.009940653,0.00228735944,1,-0.04764707,0.36921367,-0.15471904,0.135280982,-0.009719029,-0.0450199172,0.109699123,0.180300891,8,1,1,4,4,0.0009374198,0.0005237849,0.000720987853,0.00116373727,1220.20386,0.00634368137,0.113917604,0.0919785053,0.5725446,-0.0923096538,-0.128382429,NONE,0,0
25,2,23,0.23999999463558197,DESCENT,Descent,0.07199999,1,1.402864,0.00260231644,-0.00727288425,3.28374267,3.44020939,-1.15350366,-1.22331619,-1.9471525,-2.03520584,170.341339,170.213364,162.901535,161.922653,81.66606,81.6051,0,0.189745575,3.827283,27.8308258,27.0836239,-24.5591049,-23.9329033,-9.693264,-9.501378,0.3784851,1.99174058,8.703624,8.703624,-7.87631369,-7.87631369,1.53693521,1.53693521,-5.419881,6.72281,-3.48408771,0.000781620969,1.11702228,-0.04576503,0.0043229945,-0.0103820637,0.002526743,1,-0.0528378822,0.3513143,-0.15471904,0.135280982,-0.009719029,-0.04491241,0.109806627,0.1801934,8,1,1,4,4,0.00125933508,0.0005706084,0.000720987853,0.00116373727,1194.16541,0.006343089,0.1861839,0.078795135,0.5757612,-0.0922565162,-0.128302515,NONE,0,0
25,2,24,0.24999999441206455,DESCENT,Descent,0.07499999,1,1.40283465,0.002448909,-0.0318605453,3.611822,3.77419353,-1.42433774,-1.49459231,-2.07858682,-2.17176962,170.0161,169.881775,162.8404,161.8604,81.5369339,81.47086,0,0.213062361,3.90010643,30.04823,29.1859322,-26.2452431,-25.5217133,-10.9325619,-10.7231932,0.125266582,2.260854,9.087625,9.087625,-8.403768,-8.403768,0,0,-5.47580242,6.97942972,-2.07858682,0.0008250676,1.11687279,-0.0457346067,0.00433788,-0.0129064033,0.00297255535,1,-0.04704411,0.37129283,-0.15471904,0.135280982,-0.009719029,-0.044731617,0.109987423,0.1800126,8,1,1,4,4,0.00108115736,0.0005145317,0.000720987853,0.00116373727,1236.60034,0.006342238,0.2647282,0.06584209,0.578846157,-0.0921968743,-0.128212452,NONE,0,0
25,2,25,0.25999999418854713,DESCENT,Descent,0.07799999,1,1.40279925,0.00196510553,0.0333145261,3.94477582,4.114377,-1.6920706,-1.76541817,-2.21282864,-2.310427,169.6845,169.543121,162.774292,161.792587,81.40467,81.33375,-0.03956468,0.237388134,3.97308469,30.4219837,29.6264858,-26.0041924,-25.3414459,-11.0609932,-10.8584785,0.573993444,2.46207523,9.471559,9.471559,-8.560866,-8.560866,0.4579946,0.4579946,-5.526783,6.868796,-2.67082334,0.000868714,1.11672807,-0.0456995368,0.0043730787,-0.01203493,0.00326150237,1,-0.0520918481,0.353886843,-0.15471904,0.135280982,-0.009719029,-0.04459912,0.110119924,0.1798801,8,1,1,4,4,0.00111156411,0.0005117221,0.000720987853,0.00116373727,1205.20691,0.006337921,0.345169753,0.0530892536,0.5817679,-0.0921344757,-0.128114983,NONE,0,0
25,2,26,0.26999999396502972,DESCENT,Descent,0.0809999853,1,1.40277326,0.00311519951,0.103621557,4.27323341,4.450735,-1.96794462,-2.044032,-2.3353622,-2.43801379,169.345627,169.195786,162.702148,161.71785,81.2718353,81.19527,-0.03956468,0.26244247,4.048438,29.9447765,29.124155,-26.7468662,-26.05202,-10.0707245,-9.877496,0.484582335,2.3691113,9.85670948,9.85670948,-8.903238,-8.903238,2.57662368,2.57662368,-5.583476,6.93529367,-4.911986,0.0009125043,1.11657035,-0.0456615165,0.00437937258,-0.0136752566,0.00365757919,1,-0.05103467,0.3575323,-0.15471904,0.135280982,-0.009719029,-0.04442755,0.110291488,0.17970854,8,1,1,4,4,0.0015398002,0.0007453757,0.000720987853,0.00116373727,1215.87573,0.006345879,0.427239269,0.0405598171,0.5845428,-0.0920722559,-0.128014743,NONE,0,0
25,2,27,0.2799999937415123,DESCENT,Descent,0.083999984,1,1.40276039,0.00403753668,0.09940751,4.623629,4.80676937,-2.26353765,-2.33971548,-2.46991086,-2.578142,168.992386,168.835938,162.621521,161.63765,81.13336,81.0513153,-0.05595291,0.290739924,4.130494,32.053772,31.1039543,-28.6064453,-27.7949963,-11.2198143,-11.0149708,0.248037383,2.694125,10.2445526,10.2445526,-9.48809,-9.48809,0.158258736,0.158258736,-5.62092352,7.224552,-2.62816954,0.00095639925,1.116404,-0.04561822,0.00439098943,-0.0144614186,0.004180118,1,-0.04414259,0.381298065,-0.15471904,0.135280982,-0.009719029,-0.0442080721,0.110510968,0.179489046,8,1,1,4,4,0.00137362478,0.000603348832,0.000720987853,0.00116373727,1253.897,0.00635158643,0.517768741,0.0283154361,0.5871681,-0.09200463,-0.127903819,NONE,0,0
