time,tick,state,direction,sq,hip_l_nom,hip_l_grav,hip_l_bal,hip_l_final,hip_l_tgt_vel,hip_l_act,hip_l_act_vel,hip_l_nom_err,hip_l_final_err,hip_l_lim,hip_l_demand,hip_l_max_force,hip_r_nom,hip_r_grav,hip_r_bal,hip_r_final,hip_r_tgt_vel,hip_r_act,hip_r_act_vel,hip_r_nom_err,hip_r_final_err,hip_r_lim,hip_r_demand,hip_r_max_force,abd_nom,abd_grav,abd_bal,abd_final,abd_tgt_vel,abd_act,abd_act_vel,abd_nom_err,abd_final_err,abd_lim,abd_demand,abd_max_force,tho_nom,tho_grav,tho_bal,tho_final,tho_tgt_vel,tho_act,tho_act_vel,tho_nom_err,tho_final_err,tho_lim,tho_demand,tho_max_force,knee_l_nom,knee_l_grav,knee_l_bal,knee_l_final,knee_l_tgt_vel,knee_l_act,knee_l_act_vel,knee_l_nom_err,knee_l_final_err,knee_l_lim,knee_l_demand,knee_l_max_force,knee_r_nom,knee_r_grav,knee_r_bal,knee_r_final,knee_r_tgt_vel,knee_r_act,knee_r_act_vel,knee_r_nom_err,knee_r_final_err,knee_r_lim,knee_r_demand,knee_r_max_force,ankle_l_nom,ankle_l_grav,ankle_l_bal,ankle_l_final,ankle_l_tgt_vel,ankle_l_act,ankle_l_act_vel,ankle_l_nom_err,ankle_l_final_err,ankle_l_lim,ankle_l_demand,ankle_l_max_force,ankle_r_nom,ankle_r_grav,ankle_r_bal,ankle_r_final,ankle_r_tgt_vel,ankle_r_act,ankle_r_act_vel,ankle_r_nom_err,ankle_r_final_err,ankle_r_lim,ankle_r_demand,ankle_r_max_force,pelvis_pitch,trunk_pitch,ref_trunk_pitch,com_ap,com_y,cop_ap,support_min,support_max,contacts,foot_pitch_l,foot_pitch_r,bar_x,bar_y,bar_z,bar_vx,bar_vy,bar_vz,saddle_sep,saddle_att
0.000,0,DESCENT,Descent,0.0030,-0.32,0.00,0.00,-0.32,-31.98,0.93,2.83,1.25,1.25,0.0207,0.0291,2565.0,-0.32,0.00,0.00,-0.32,-31.98,1.00,2.26,1.32,1.32,0.0223,0.0291,2565.0,0.00,3.86,0.00,3.91,-2.19,0.29,-7.39,0.29,-3.61,0.0065,0.0317,1852.5,0.06,3.63,0.00,3.70,2.54,-0.55,-2.95,-0.60,-4.24,0.0157,0.0365,1852.5,0.34,0.00,0.00,0.34,34.19,0.90,1.24,0.56,0.56,0.0062,0.0149,2565.0,0.34,0.00,0.00,0.34,34.19,1.13,0.86,0.79,0.79,0.0078,0.0138,2565.0,-0.10,0.00,3.17,3.06,-10.75,-1.36,-1.81,-1.26,-4.43,0.0303,0.0252,2137.5,-0.10,0.00,3.17,3.06,-10.75,-1.67,-0.96,-1.56,-4.73,0.0371,0.0264,2137.5,0.57,3.29,4.05,-0.0446,1.1180,-0.0382,-0.1547,0.1353,8,-0.02,-0.02,0.0008,1.3968,-0.1453,0.0313,-0.0205,0.0099,0.0192,1
0.010,1,DESCENT,Descent,0.0060,-0.64,0.00,0.00,-0.64,-31.98,1.19,26.34,1.83,1.83,0.0264,0.0470,2565.0,-0.64,0.00,0.00,-0.64,-31.98,1.25,26.10,1.89,1.89,0.0279,0.0472,2565.0,0.09,3.80,0.00,3.89,-2.19,0.29,-2.52,0.20,-3.59,0.0065,0.0276,1852.5,0.13,3.59,0.00,3.72,2.54,-0.56,-1.60,-0.69,-4.28,0.0161,0.0357,1852.5,0.68,0.00,0.00,0.68,34.19,0.70,-22.27,0.01,0.01,0.0048,0.0307,2565.0,0.68,0.00,0.00,0.68,34.19,0.92,-23.74,0.24,0.24,0.0064,0.0302,2565.0,-0.21,0.00,2.97,2.75,-10.75,-1.29,7.82,-1.08,-4.04,0.0287,0.0134,2137.5,-0.21,0.00,2.97,2.75,-10.75,-1.58,9.45,-1.37,-4.34,0.0352,0.0140,2137.5,0.66,3.17,4.20,-0.0446,1.1179,-0.0451,-0.1547,0.1353,8,-0.02,-0.02,0.0008,1.3964,-0.1456,0.0328,-0.0222,0.0087,0.0191,1
0.020,2,DESCENT,Descent,0.0090,-0.96,0.00,0.00,-0.96,-31.98,1.42,23.91,2.38,2.38,0.0317,0.0489,2565.0,-0.96,0.00,0.00,-0.96,-31.98,1.48,22.50,2.44,2.44,0.0328,0.0483,2565.0,0.13,3.73,0.00,3.86,-2.19,0.26,-4.00,0.14,-3.60,0.0059,0.0288,1852.5,0.19,3.55,0.00,3.75,2.54,-0.59,-2.90,-0.78,-4.34,0.0168,0.0371,1852.5,1.03,0.00,0.00,1.03,34.19,0.53,-20.43,-0.50,-0.50,0.0036,0.0324,2565.0,1.03,0.00,0.00,1.03,34.19,0.75,-21.29,-0.28,-0.28,0.0052,0.0317,2565.0,-0.32,0.00,4.12,3.80,-10.75,-1.27,4.80,-0.95,-5.07,0.0282,0.0182,2137.5,-0.32,0.00,4.12,3.80,-10.75,-1.55,7.19,-1.22,-5.34,0.0343,0.0183,2137.5,0.73,3.06,4.34,-0.0447,1.1178,-0.0505,-0.1547,0.1353,8,-0.02,-0.02,0.0009,1.3960,-0.1458,0.0267,-0.0235,0.0163,0.0190,1
0.030,3,DESCENT,Descent,0.0120,-1.28,0.00,0.00,-1.28,-32.56,1.62,19.19,2.90,2.90,0.0359,0.0495,2565.0,-1.28,0.00,0.00,-1.28,-32.56,1.65,17.58,2.93,2.93,0.0366,0.0487,2565.0,0.17,3.67,0.00,3.84,-1.96,0.23,-5.68,0.05,-3.62,0.0051,0.0304,1852.5,0.26,3.51,0.00,3.77,2.87,-0.62,-3.47,-0.88,-4.39,0.0177,0.0382,1852.5,1.37,0.00,0.00,1.37,34.95,0.39,-17.18,-0.98,-0.98,0.0027,0.0337,2565.0,1.37,0.00,0.00,1.37,34.95,0.61,-18.27,-0.77,-0.77,0.0042,0.0331,2565.0,-0.43,0.00,1.83,1.40,-11.10,-1.26,4.22,-0.83,-2.65,0.0279,0.0126,2137.5,-0.43,0.00,1.83,1.40,-11.10,-1.51,7.04,-1.08,-2.90,0.0335,0.0122,2137.5,0.79,2.96,4.48,-0.0448,1.1176,-0.0472,-0.1547,0.1353,8,-0.02,-0.01,0.0010,1.3955,-0.1459,0.0318,-0.0202,0.0212,0.0189,1
0.040,4,DESCENT,Descent,0.0150,-1.61,0.00,0.00,-1.61,-32.56,1.76,15.42,3.37,3.37,0.0392,0.0501,2565.0,-1.61,0.00,0.00,-1.61,-32.56,1.78,13.74,3.39,3.39,0.0395,0.0491,2565.0,0.22,3.60,0.00,3.82,-1.96,0.19,-5.70,-0.03,-3.63,0.0042,0.0306,1852.5,0.33,3.47,0.00,3.80,2.87,-0.65,-3.48,-0.98,-4.46,0.0187,0.0387,1852.5,1.72,0.00,0.00,1.72,34.95,0.29,-12.86,-1.43,-1.43,0.0020,0.0338,2565.0,1.72,0.00,0.00,1.72,34.95,0.50,-14.11,-1.22,-1.22,0.0035,0.0333,2565.0,-0.54,0.00,4.12,3.58,-11.10,-1.26,2.26,-0.72,-4.84,0.0280,0.0185,2137.5,-0.54,0.00,4.12,3.58,-11.10,-1.48,5.33,-0.94,-5.06,0.0330,0.0179,2137.5,0.83,2.88,4.63,-0.0449,1.1174,-0.0534,-0.1547,0.1353,8,-0.02,-0.01,0.0011,1.3951,-0.1461,0.0233,-0.0189,0.0219,0.0187,1
0.050,5,DESCENT,Descent,0.0180,-1.93,0.00,0.00,-1.93,-32.56,1.87,11.35,3.81,3.81,0.0417,0.0503,2565.0,-1.93,0.00,0.00,-1.93,-32.56,1.87,9.19,3.80,3.80,0.0415,0.0489,2565.0,0.27,3.54,0.00,3.80,-1.96,0.14,-7.19,-0.12,-3.66,0.0030,0.0319,1852.5,0.40,3.43,0.00,3.83,2.87,-0.68,-3.67,-1.08,-4.51,0.0195,0.0393,1852.5,2.07,0.00,0.00,2.07,34.95,0.23,-9.76,-1.84,-1.84,0.0016,0.0344,2565.0,2.07,0.00,0.00,2.07,34.95,0.43,-10.80,-1.64,-1.64,0.0030,0.0338,2565.0,-0.65,0.00,1.83,1.18,-11.10,-1.26,1.94,-0.61,-2.44,0.0280,0.0132,2137.5,-0.65,0.00,1.83,1.18,-11.10,-1.46,5.33,-0.80,-2.63,0.0323,0.0122,2137.5,0.86,2.79,4.77,-0.0450,1.1173,-0.0483,-0.1547,0.1353,8,-0.02,-0.01,0.0012,1.3947,-0.1462,0.0319,-0.0250,0.0300,0.0185,1
0.060,6,DESCENT,Descent,0.0210,-2.26,0.00,0.00,-2.26,-33.11,1.95,7.69,4.21,4.21,0.0432,0.0508,2565.0,-2.26,0.00,0.00,-2.26,-33.11,1.92,6.14,4.18,4.18,0.0427,0.0497,2565.0,0.31,3.47,0.00,3.79,-1.77,0.10,-6.59,-0.21,-3.69,0.0020,0.0318,1852.5,0.47,3.39,0.00,3.86,3.17,-0.71,-3.71,-1.18,-4.58,0.0204,0.0400,1852.5,2.42,0.00,0.00,2.42,35.66,0.21,-4.80,-2.21,-2.21,0.0014,0.0341,2565.0,2.42,0.00,0.00,2.42,35.66,0.40,-6.24,-2.02,-2.02,0.0028,0.0338,2565.0,-0.77,0.00,4.12,3.35,-11.42,-1.28,-0.29,-0.52,-4.64,0.0285,0.0189,2137.5,-0.77,0.00,4.12,3.35,-11.42,-1.45,2.94,-0.69,-4.81,0.0323,0.0179,2137.5,0.89,2.71,4.91,-0.0450,1.1171,-0.0536,-0.1547,0.1353,8,-0.02,-0.01,0.0014,1.3943,-0.1461,0.0293,-0.0126,0.0481,0.0181,1
0.070,7,DESCENT,Descent,0.0240,-2.59,0.00,0.00,-2.59,-33.11,1.98,4.64,4.58,4.58,0.0441,0.0512,2565.0,-2.59,0.00,0.00,-2.59,-33.11,1.95,3.57,4.55,4.55,0.0434,0.0503,2565.0,0.36,3.41,0.00,3.77,-1.77,0.04,-8.81,-0.32,-3.73,0.0000,0.0338,1852.5,0.54,3.35,0.00,3.89,3.17,-0.75,-4.57,-1.29,-4.64,0.0213,0.0412,1852.5,2.78,0.00,0.00,2.78,35.66,0.22,-2.76,-2.56,-2.56,0.0015,0.0348,2565.0,2.78,0.00,0.00,2.78,35.66,0.40,-4.09,-2.38,-2.38,0.0027,0.0346,2565.0,-0.88,0.00,1.91,1.03,-11.42,-1.30,-0.02,-0.42,-2.33,0.0289,0.0128,2137.5,-0.88,0.00,1.91,1.03,-11.42,-1.45,2.64,-0.57,-2.48,0.0322,0.0121,2137.5,0.91,2.63,5.06,-0.0451,1.1169,-0.0479,-0.1547,0.1353,8,-0.02,-0.01,0.0017,1.3940,-0.1457,0.0340,-0.0013,0.0689,0.0174,1
0.080,8,DESCENT,Descent,0.0270,-2.92,0.00,0.00,-2.92,-33.11,1.99,1.61,4.91,4.91,0.0442,0.0514,2565.0,-2.92,0.00,0.00,-2.92,-33.11,1.96,1.06,4.88,4.88,0.0435,0.0509,2565.0,0.41,3.34,0.00,3.75,-1.77,0.00,-9.67,-0.41,-3.75,0.0000,0.0348,1852.5,0.61,3.31,0.00,3.92,3.17,-0.78,-4.67,-1.39,-4.70,0.0223,0.0417,1852.5,3.14,0.00,0.00,3.14,35.66,0.27,1.40,-2.87,-2.87,0.0019,0.0342,2565.0,3.14,0.00,0.00,3.14,35.66,0.43,0.18,-2.70,-2.70,0.0030,0.0340,2565.0,-0.99,0.00,4.21,3.21,-11.42,-1.34,-2.07,-0.34,-4.55,0.0297,0.0191,2137.5,-0.99,0.00,4.21,3.21,-11.42,-1.47,0.03,-0.48,-4.68,0.0327,0.0186,2137.5,0.92,2.55,5.20,-0.0451,1.1167,-0.0529,-0.1547,0.1353,8,-0.02,-0.01,0.0020,1.3939,-0.1451,0.0332,0.0095,0.0821,0.0163,1
0.090,9,DESCENT,Descent,0.0300,-3.26,0.00,0.00,-3.26,-33.63,1.97,-0.92,5.22,5.22,0.0437,0.0521,2565.0,-3.26,0.00,0.00,-3.26,-33.63,1.94,-1.73,5.19,5.19,0.0430,0.0513,2565.0,0.45,3.28,0.00,3.73,-1.59,-0.11,-9.96,-0.57,-3.84,0.0032,0.0358,1852.5,0.68,3.27,0.00,3.96,3.43,-0.81,-4.36,-1.49,-4.77,0.0232,0.0422,1852.5,3.49,0.00,0.00,3.49,36.31,0.34,3.65,-3.15,-3.15,0.0024,0.0349,2565.0,3.49,0.00,0.00,3.49,36.31,0.49,2.86,-3.00,-3.00,0.0034,0.0345,2565.0,-1.11,0.00,1.91,0.80,-11.71,-1.38,-2.20,-0.27,-2.18,0.0306,0.0134,2137.5,-1.11,0.00,1.91,0.80,-11.71,-1.50,-0.22,-0.39,-2.30,0.0332,0.0129,2137.5,0.93,2.44,5.34,-0.0452,1.1165,-0.0469,-0.1547,0.1353,8,-0.02,-0.01,0.0023,1.3940,-0.1444,0.0253,0.0168,0.0801,0.0148,1
0.100,10,DESCENT,Descent,0.0330,-3.59,0.00,0.00,-3.59,-33.63,1.94,-2.38,5.53,5.53,0.0431,0.0530,2565.0,-3.59,0.00,0.00,-3.59,-33.63,1.88,-3.66,5.48,5.48,0.0419,0.0519,2565.0,0.51,3.21,0.00,3.72,-1.59,-0.23,-8.69,-0.74,-3.95,0.0065,0.0356,1852.5,0.76,3.23,0.00,3.99,3.43,-0.84,-3.02,-1.59,-4.83,0.0239,0.0417,1852.5,3.86,0.00,0.00,3.86,36.31,0.44,7.40,-3.41,-3.41,0.0031,0.0343,2565.0,3.86,0.00,0.00,3.86,36.31,0.59,6.74,-3.26,-3.26,0.0041,0.0339,2565.0,-1.23,0.00,4.21,2.98,-11.71,-1.43,-3.79,-0.21,-4.41,0.0318,0.0194,2137.5,-1.23,0.00,4.21,2.98,-11.71,-1.53,-1.51,-0.30,-4.51,0.0340,0.0186,2137.5,0.93,2.36,5.49,-0.0453,1.1163,-0.0519,-0.1547,0.1353,8,-0.02,-0.01,0.0026,1.3942,-0.1438,0.0159,0.0255,0.0688,0.0135,1
0.110,11,DESCENT,Descent,0.0360,-3.93,0.00,0.00,-3.93,-33.63,1.87,-5.51,5.80,5.80,0.0416,0.0528,2565.0,-3.93,0.00,0.00,-3.93,-33.63,1.80,-6.56,5.73,5.73,0.0400,0.0517,2565.0,0.55,3.15,0.00,3.70,-1.59,-0.34,-8.07,-0.89,-4.04,0.0097,0.0357,1852.5,0.83,3.19,0.00,4.02,3.43,-0.86,-2.65,-1.69,-4.88,0.0245,0.0418,1852.5,4.22,0.00,0.00,4.22,36.31,0.57,9.27,-3.65,-3.65,0.0039,0.0346,2565.0,4.22,0.00,0.00,4.22,36.31,0.71,8.24,-3.51,-3.51,0.0049,0.0344,2565.0,-1.34,0.00,1.91,0.57,-11.71,-1.49,-3.56,-0.14,-2.06,0.0331,0.0140,2137.5,-1.34,0.00,1.91,0.57,-11.71,-1.56,-1.25,-0.22,-2.14,0.0348,0.0131,2137.5,0.92,2.29,5.63,-0.0453,1.1162,-0.0465,-0.1547,0.1353,8,-0.02,-0.01,0.0027,1.3944,-0.1432,0.0095,0.0313,0.0575,0.0123,1
0.120,12,DESCENT,Descent,0.0390,-4.26,0.00,0.00,-4.26,-33.63,1.78,-8.16,6.04,6.04,0.0396,0.0527,2565.0,-4.26,0.00,0.00,-4.26,-33.63,1.70,-8.81,5.96,5.96,0.0377,0.0518,2565.0,0.60,3.08,0.00,3.68,-1.59,-0.44,-6.97,-1.04,-4.12,0.0124,0.0354,1852.5,0.91,3.15,0.00,4.06,3.43,-0.87,-1.99,-1.78,-4.93,0.0250,0.0416,1852.5,4.58,0.00,0.00,4.58,36.31,0.72,12.51,-3.87,-3.87,0.0049,0.0340,2565.0,4.58,0.00,0.00,4.58,36.31,0.86,11.21,-3.73,-3.73,0.0059,0.0339,2565.0,-1.46,0.00,2.87,1.41,-11.71,-1.56,-5.10,-0.10,-2.97,0.0346,0.0129,2137.5,-1.46,0.00,2.87,1.41,-11.71,-1.62,-2.93,-0.16,-3.03,0.0360,0.0121,2137.5,0.90,2.25,5.77,-0.0454,1.1160,-0.0516,-0.1547,0.1353,8,-0.02,-0.01,0.0028,1.3946,-0.1428,0.0038,0.0332,0.0477,0.0113,1
0.130,13,DESCENT,Descent,0.0420,-4.60,0.00,0.00,-4.60,-34.12,1.66,-10.57,6.27,6.27,0.0369,0.0529,2565.0,-4.60,0.00,0.00,-4.60,-34.12,1.57,-10.92,6.18,6.18,0.0349,0.0521,2565.0,0.65,3.02,0.00,3.67,-1.44,-0.52,-6.01,-1.18,-4.19,0.0150,0.0353,1852.5,0.98,3.11,0.00,4.10,3.66,-0.88,-1.32,-1.86,-4.98,0.0252,0.0415,1852.5,4.95,0.00,0.00,4.95,36.91,0.89,14.81,-4.06,-4.06,0.0062,0.0341,2565.0,4.95,0.00,0.00,4.95,36.91,1.03,13.50,-3.92,-3.92,0.0071,0.0341,2565.0,-1.58,0.00,3.35,1.77,-11.96,-1.64,-5.84,-0.06,-3.41,0.0364,0.0152,2137.5,-1.58,0.00,3.35,1.77,-11.96,-1.69,-3.92,-0.11,-3.45,0.0375,0.0144,2137.5,0.87,2.22,5.92,-0.0454,1.1159,-0.0535,-0.1547,0.1353,8,-0.02,-0.01,0.0027,1.3948,-0.1426,-0.0118,0.0245,0.0220,0.0105,1
0.140,14,DESCENT,Descent,0.0450,-4.94,0.00,0.00,-4.95,-34.12,1.52,-12.86,6.47,6.47,0.0338,0.0527,2565.0,-4.94,0.00,0.00,-4.95,-34.12,1.43,-12.28,6.38,6.38,0.0318,0.0525,2565.0,0.70,2.95,0.00,3.66,-1.44,-0.60,-4.80,-1.30,-4.26,0.0171,0.0349,1852.5,1.06,3.07,0.00,4.13,3.66,-0.88,-0.45,-1.94,-5.02,0.0253,0.0411,1852.5,5.32,0.00,0.00,5.32,36.91,1.08,15.92,-4.24,-4.24,0.0075,0.0345,2565.0,5.32,0.00,0.00,5.32,36.91,1.21,14.57,-4.11,-4.11,0.0083,0.0345,2565.0,-1.70,0.00,1.93,0.23,-11.96,-1.71,-5.22,-0.02,-1.94,0.0381,0.0091,2137.5,-1.70,0.00,1.93,0.23,-11.96,-1.75,-4.14,-0.06,-1.98,0.0390,0.0088,2137.5,0.84,2.21,6.06,-0.0455,1.1158,-0.0514,-0.1547,0.1353,8,-0.02,-0.01,0.0027,1.3950,-0.1425,-0.0131,0.0178,0.0041,0.0100,1
0.150,15,DESCENT,Descent,0.0480,-5.29,0.00,0.00,-5.29,-34.12,1.36,-15.26,6.64,6.64,0.0302,0.0523,2565.0,-5.29,0.00,0.00,-5.29,-34.12,1.28,-13.50,6.56,6.56,0.0284,0.0529,2565.0,0.76,2.89,0.00,3.64,-1.44,-0.66,-3.58,-1.42,-4.31,0.0190,0.0345,1852.5,1.13,3.03,0.00,4.17,3.66,-0.88,0.32,-2.01,-5.05,0.0251,0.0409,1852.5,5.69,0.00,0.00,5.69,36.91,1.29,18.39,-4.40,-4.40,0.0089,0.0340,2565.0,5.69,0.00,0.00,5.69,36.91,1.42,17.21,-4.27,-4.27,0.0098,0.0340,2565.0,-1.82,0.00,4.11,2.29,-11.96,-1.79,-5.90,0.02,-4.09,0.0399,0.0157,2137.5,-1.82,0.00,4.11,2.29,-11.96,-1.85,-6.13,-0.03,-4.14,0.0410,0.0161,2137.5,0.80,2.22,6.20,-0.0456,1.1157,-0.0570,-0.1547,0.1353,8,-0.02,-0.01,0.0026,1.3951,-0.1426,-0.0095,0.0173,-0.0019,0.0096,1
0.160,16,DESCENT,Descent,0.0510,-5.63,0.00,0.00,-5.63,-34.57,1.17,-17.83,6.80,6.80,0.0259,0.0520,2565.0,-5.63,0.00,0.00,-5.63,-34.57,1.11,-15.25,6.74,6.74,0.0246,0.0532,2565.0,0.81,2.82,0.00,3.63,-1.32,-0.72,-3.04,-1.52,-4.35,0.0205,0.0348,1852.5,1.21,2.99,0.00,4.21,3.85,-0.87,0.42,-2.08,-5.07,0.0248,0.0414,1852.5,6.06,0.00,0.00,6.06,37.46,1.51,18.48,-4.55,-4.55,0.0104,0.0351,2565.0,6.06,0.00,0.00,6.06,37.46,1.63,17.86,-4.43,-4.43,0.0113,0.0348,2565.0,-1.94,0.00,1.82,-0.12,-12.18,-1.86,-4.52,0.08,-1.74,0.0414,0.0105,2137.5,-1.94,0.00,1.82,-0.12,-12.18,-1.93,-6.06,0.00,-1.82,0.0430,0.0115,2137.5,0.75,2.23,6.35,-0.0456,1.1155,-0.0506,-0.1547,0.1353,8,-0.01,-0.01,0.0026,1.3952,-0.1427,-0.0024,0.0157,-0.0060,0.0094,1
0.170,17,DESCENT,Descent,0.0540,-5.97,0.00,0.00,-5.97,-34.57,0.96,-19.12,6.94,6.94,0.0214,0.0521,2565.0,-5.97,0.00,0.00,-5.97,-34.57,0.93,-16.10,6.91,6.91,0.0208,0.0538,2565.0,0.86,2.75,0.00,3.61,-1.32,-0.76,-2.34,-1.62,-4.38,0.0218,0.0346,1852.5,1.29,2.96,0.00,4.24,3.85,-0.86,0.78,-2.15,-5.10,0.0246,0.0414,1852.5,6.43,0.00,0.00,6.43,37.46,1.74,20.06,-4.70,-4.70,0.0120,0.0350,2565.0,6.43,0.00,0.00,6.43,37.46,1.87,19.99,-4.56,-4.56,0.0129,0.0343,2565.0,-2.06,0.00,3.08,1.02,-12.18,-1.93,-5.15,0.13,-2.95,0.0430,0.0142,2137.5,-2.06,0.00,3.08,1.02,-12.18,-2.04,-7.69,0.02,-3.06,0.0453,0.0158,2137.5,0.71,2.25,6.51,-0.0457,1.1154,-0.0557,-0.1547,0.1353,8,-0.01,-0.01,0.0026,1.3952,-0.1429,0.0036,0.0133,-0.0093,0.0092,1
0.180,18,DESCENT,Descent,0.0570,-6.32,0.00,0.00,-6.32,-34.57,0.75,-20.59,7.07,7.07,0.0167,0.0520,2565.0,-6.32,0.00,0.00,-6.32,-34.57,0.74,-17.69,7.06,7.06,0.0165,0.0538,2565.0,0.91,2.69,0.00,3.60,-1.32,-0.80,-1.92,-1.71,-4.40,0.0229,0.0345,1852.5,1.37,2.92,0.00,4.28,3.85,-0.84,1.22,-2.21,-5.13,0.0241,0.0411,1852.5,6.81,0.00,0.00,6.81,37.46,1.97,20.88,-4.83,-4.83,0.0136,0.0354,2565.0,6.81,0.00,0.00,6.81,37.46,2.12,21.35,-4.69,-4.69,0.0146,0.0343,2565.0,-2.18,0.00,2.04,-0.14,-12.18,-2.00,-4.89,0.18,-1.86,0.0445,0.0110,2137.5,-2.18,0.00,2.04,-0.14,-12.18,-2.15,-7.92,0.03,-2.00,0.0477,0.0123,2137.5,0.66,2.29,6.67,-0.0457,1.1154,-0.0528,-0.1547,0.1353,8,-0.01,-0.01,0.0027,1.3953,-0.1431,0.0061,0.0106,-0.0107,0.0091,1
0.190,19,DESCENT,Descent,0.0600,-6.67,0.00,0.00,-6.66,-34.57,0.53,-21.64,7.19,7.19,0.0117,0.0521,2565.0,-6.67,0.00,0.00,-6.66,-34.57,0.54,-19.06,7.20,7.20,0.0119,0.0538,2565.0,0.96,2.62,0.00,3.59,-1.32,-0.84,-1.26,-1.80,-4.42,0.0239,0.0340,1852.5,1.45,2.88,0.00,4.32,3.85,-0.82,1.83,-2.27,-5.14,0.0235,0.0406,1852.5,7.18,0.00,0.00,7.18,37.46,2.23,23.10,-4.95,-4.95,0.0154,0.0348,2565.0,7.18,0.00,0.00,7.18,37.46,2.39,23.76,-4.79,-4.79,0.0165,0.0335,2565.0,-2.30,0.00,3.31,1.01,-12.18,-2.09,-6.24,0.22,-3.10,0.0464,0.0161,2137.5,-2.30,0.00,3.31,1.01,-12.18,-2.27,-9.27,0.04,-3.27,0.0504,0.0182,2137.5,0.60,2.33,6.82,-0.0458,1.1153,-0.0582,-0.1547,0.1353,8,-0.01,-0.01,0.0028,1.3954,-0.1433,0.0053,0.0103,-0.0101,0.0091,1
0.200,20,DESCENT,Descent,0.0630,-7.02,0.00,0.00,-7.02,-34.99,0.29,-23.07,7.31,7.31,0.0065,0.0522,2565.0,-7.02,0.00,0.00,-7.02,-34.99,0.32,-20.82,7.33,7.33,0.0071,0.0538,2565.0,1.02,2.56,0.00,3.58,-1.21,-0.86,-1.10,-1.88,-4.44,0.0246,0.0341,1852.5,1.52,2.84,0.00,4.36,4.00,-0.80,2.00,-2.33,-5.16,0.0229,0.0407,1852.5,7.56,0.00,0.00,7.56,37.95,2.49,23.42,-5.08,-5.08,0.0171,0.0356,2565.0,7.56,0.00,0.00,7.56,37.95,2.67,24.05,-4.89,-4.89,0.0184,0.0342,2565.0,-2.43,0.00,1.47,-0.96,-12.37,-2.16,-5.69,0.26,-1.20,0.0481,0.0113,2137.5,-2.43,0.00,1.47,-0.96,-12.37,-2.38,-8.48,0.05,-1.42,0.0528,0.0130,2137.5,0.55,2.38,6.98,-0.0458,1.1152,-0.0513,-0.1547,0.1353,8,-0.01,-0.01,0.0029,1.3954,-0.1435,0.0075,0.0094,-0.0090,0.0091,1
0.210,21,DESCENT,Descent,0.0660,-7.37,0.00,0.00,-7.36,-34.99,0.04,-23.73,7.41,7.40,0.0012,0.0524,2565.0,-7.37,0.00,0.00,-7.36,-34.99,0.09,-21.72,7.45,7.44,0.0020,0.0539,2565.0,1.07,2.49,0.00,3.56,-1.21,-0.88,-0.56,-1.95,-4.44,0.0253,0.0336,1852.5,1.60,2.80,0.00,4.40,4.00,-0.77,2.48,-2.38,-5.17,0.0221,0.0404,1852.5,7.94,0.00,0.00,7.94,37.95,2.76,25.30,-5.18,-5.18,0.0190,0.0351,2565.0,7.94,0.00,0.00,7.94,37.95,2.97,25.62,-4.97,-4.97,0.0205,0.0338,2565.0,-2.55,0.00,2.24,-0.31,-12.37,-2.25,-7.12,0.30,-1.94,0.0500,0.0108,2137.5,-2.55,0.00,2.24,-0.31,-12.37,-2.50,-9.45,0.05,-2.19,0.0555,0.0126,2137.5,0.49,2.43,7.14,-0.0458,1.1151,-0.0564,-0.1547,0.1353,8,-0.01,-0.01,0.0029,1.3954,-0.1436,0.0008,0.0100,-0.0021,0.0090,1
0.220,22,DESCENT,Descent,0.0690,-7.72,0.00,0.00,-7.69,-34.99,-0.19,-24.40,7.52,7.50,0.0016,0.0525,2565.0,-7.72,0.00,0.00,-7.69,-34.99,-0.15,-23.07,7.56,7.54,0.0012,0.0536,2565.0,1.12,2.43,0.00,3.54,-1.21,-0.91,-0.66,-2.03,-4.45,0.0259,0.0336,1852.5,1.68,2.76,0.00,4.43,4.00,-0.74,2.48,-2.43,-5.17,0.0212,0.0404,1852.5,8.32,0.00,0.00,8.32,37.95,3.05,26.60,-5.27,-5.27,0.0210,0.0349,2565.0,8.32,0.00,0.00,8.32,37.95,3.28,26.73,-5.04,-5.04,0.0226,0.0336,2565.0,-2.67,0.00,1.92,-0.76,-12.37,-2.35,-8.02,0.32,-1.59,0.0522,0.0087,2137.5,-2.67,0.00,1.92,-0.76,-12.37,-2.62,-9.53,0.05,-1.86,0.0582,0.0104,2137.5,0.44,2.48,7.29,-0.0458,1.1150,-0.0566,-0.1547,0.1353,8,-0.01,-0.01,0.0029,1.3955,-0.1436,-0.0047,0.0121,0.0090,0.0089,1
