time,tick,state,direction,sq,hip_l_nom,hip_l_grav,hip_l_bal,hip_l_final,hip_l_tgt_vel,hip_l_act,hip_l_act_vel,hip_l_nom_err,hip_l_final_err,hip_l_lim,hip_l_demand,hip_l_max_force,hip_r_nom,hip_r_grav,hip_r_bal,hip_r_final,hip_r_tgt_vel,hip_r_act,hip_r_act_vel,hip_r_nom_err,hip_r_final_err,hip_r_lim,hip_r_demand,hip_r_max_force,abd_nom,abd_grav,abd_bal,abd_final,abd_tgt_vel,abd_act,abd_act_vel,abd_nom_err,abd_final_err,abd_lim,abd_demand,abd_max_force,tho_nom,tho_grav,tho_bal,tho_final,tho_tgt_vel,tho_act,tho_act_vel,tho_nom_err,tho_final_err,tho_lim,tho_demand,tho_max_force,knee_l_nom,knee_l_grav,knee_l_bal,knee_l_final,knee_l_tgt_vel,knee_l_act,knee_l_act_vel,knee_l_nom_err,knee_l_final_err,knee_l_lim,knee_l_demand,knee_l_max_force,knee_r_nom,knee_r_grav,knee_r_bal,knee_r_final,knee_r_tgt_vel,knee_r_act,knee_r_act_vel,knee_r_nom_err,knee_r_final_err,knee_r_lim,knee_r_demand,knee_r_max_force,ankle_l_nom,ankle_l_grav,ankle_l_bal,ankle_l_final,ankle_l_tgt_vel,ankle_l_act,ankle_l_act_vel,ankle_l_nom_err,ankle_l_final_err,ankle_l_lim,ankle_l_demand,ankle_l_max_force,ankle_r_nom,ankle_r_grav,ankle_r_bal,ankle_r_final,ankle_r_tgt_vel,ankle_r_act,ankle_r_act_vel,ankle_r_nom_err,ankle_r_final_err,ankle_r_lim,ankle_r_demand,ankle_r_max_force,pelvis_pitch,trunk_pitch,ref_trunk_pitch,com_ap,com_y,cop_ap,support_min,support_max,contacts,foot_pitch_l,foot_pitch_r,bar_x,bar_y,bar_z,bar_vx,bar_vy,bar_vz,saddle_sep,saddle_att
3.480,348,BOTTOM,Descent,1.0000,-111.00,0.00,0.00,-111.00,0.00,-115.31,-12.13,-4.31,-4.31,0.9609,0.0340,2565.0,-111.00,0.00,0.00,-111.00,0.00,-115.93,-9.59,-4.93,-4.93,0.9661,0.0362,2565.0,6.40,-8.17,0.00,-1.77,0.00,6.32,1.75,-0.08,8.09,0.1404,0.0624,1852.5,9.59,-3.66,0.00,5.93,0.00,9.46,3.72,-0.13,3.53,0.1893,0.0296,1852.5,114.00,0.00,0.00,114.00,0.00,125.92,11.03,11.92,11.92,0.8684,0.0709,2565.0,114.00,0.00,0.00,114.00,0.00,126.35,9.71,12.35,12.35,0.8714,0.0725,2565.0,-27.00,0.00,0.00,-27.00,0.00,-33.49,7.21,-6.49,-6.49,0.7441,0.0304,2137.5,-27.00,0.00,0.00,-27.00,0.00,-33.30,5.71,-6.30,-6.30,0.7399,0.0303,2137.5,-22.82,35.56,35.97,-0.0480,0.6230,-0.0527,-0.1547,0.1353,8,-0.01,-0.01,0.0114,0.8569,-0.0685,-0.0101,-0.1302,0.0034,0.0048,1
3.490,349,BOTTOM,Descent,1.0000,-111.00,0.00,0.00,-111.00,0.00,-115.43,-11.05,-4.43,-4.43,0.9619,0.0340,2565.0,-111.00,0.00,0.00,-111.00,0.00,-116.04,-8.49,-5.04,-5.04,0.9670,0.0362,2565.0,6.40,-8.17,0.00,-1.77,0.00,6.36,1.56,-0.04,8.13,0.1413,0.0625,1852.5,9.59,-3.66,0.00,5.93,0.00,9.48,3.69,-0.11,3.55,0.1896,0.0297,1852.5,114.00,0.00,0.00,114.00,0.00,126.11,9.50,12.11,12.11,0.8697,0.0711,2565.0,114.00,0.00,0.00,114.00,0.00,126.54,8.19,12.54,12.54,0.8727,0.0727,2565.0,-27.00,0.00,0.00,-27.00,0.00,-33.50,7.32,-6.50,-6.50,0.7445,0.0305,2137.5,-27.00,0.00,0.00,-27.00,0.00,-33.31,5.78,-6.31,-6.31,0.7402,0.0303,2137.5,-22.77,35.54,35.97,-0.0479,0.6217,-0.0528,-0.1547,0.1353,8,-0.01,-0.01,0.0113,0.8557,-0.0685,-0.0097,-0.1189,0.0045,0.0048,1
3.500,350,BOTTOM,Descent,1.0000,-111.00,0.00,0.00,-111.00,0.00,-115.53,-10.02,-4.53,-4.53,0.9628,0.0341,2565.0,-111.00,0.00,0.00,-111.00,0.00,-116.15,-7.44,-5.15,-5.15,0.9679,0.0362,2565.0,6.40,-8.17,0.00,-1.77,0.00,6.39,1.32,0.00,8.17,0.1421,0.0626,1852.5,9.59,-3.66,0.00,5.93,0.00,9.49,3.63,-0.10,3.56,0.1898,0.0298,1852.5,114.00,0.00,0.00,114.00,0.00,126.28,7.95,12.28,12.28,0.8709,0.0712,2565.0,114.00,0.00,0.00,114.00,0.00,126.71,6.66,12.71,12.71,0.8738,0.0728,2565.0,-27.00,0.00,0.00,-27.00,0.00,-33.52,7.41,-6.52,-6.52,0.7448,0.0305,2137.5,-27.00,0.00,0.00,-27.00,0.00,-33.32,5.84,-6.32,-6.32,0.7404,0.0304,2137.5,-22.73,35.52,35.97,-0.0478,0.6206,-0.0528,-0.1547,0.1353,8,-0.01,-0.01,0.0112,0.8546,-0.0685,-0.0094,-0.1075,0.0056,0.0048,1
3.510,351,BOTTOM,Descent,1.0000,-111.00,0.00,0.00,-111.00,0.00,-115.63,-9.03,-4.63,-4.63,0.9636,0.0340,2565.0,-111.00,0.00,0.00,-111.00,0.00,-116.25,-6.43,-5.25,-5.25,0.9688,0.0362,2565.0,6.40,-8.17,0.00,-1.77,0.00,6.43,1.03,0.03,8.20,0.1428,0.0626,1852.5,9.59,-3.66,0.00,5.93,0.00,9.50,3.53,-0.09,3.57,0.1901,0.0298,1852.5,114.00,0.00,0.00,114.00,0.00,126.44,6.41,12.44,12.44,0.8720,0.0712,2565.0,114.00,0.00,0.00,114.00,0.00,126.86,5.12,12.86,12.86,0.8749,0.0728,2565.0,-27.00,0.00,0.00,-27.00,0.00,-33.53,7.49,-6.53,-6.53,0.7452,0.0305,2137.5,-27.00,0.00,0.00,-27.00,0.00,-33.33,5.89,-6.33,-6.33,0.7407,0.0304,2137.5,-22.69,35.51,35.97,-0.0478,0.6196,-0.0528,-0.1547,0.1353,8,-0.01,-0.01,0.0111,0.8536,-0.0684,-0.0091,-0.0962,0.0067,0.0049,1
3.520,352,REVERSAL,Ascent,1.0000,-111.00,0.00,0.00,-111.00,0.00,-115.72,-8.09,-4.72,-4.72,0.9643,0.0340,2565.0,-111.00,0.00,0.00,-111.00,0.00,-116.34,-5.48,-5.34,-5.34,0.9695,0.0362,2565.0,6.40,-8.17,0.00,-1.77,0.00,6.45,0.71,0.06,8.23,0.1434,0.0626,1852.5,9.59,-3.66,0.00,5.93,0.00,9.52,3.42,-0.08,3.58,0.1903,0.0298,1852.5,114.00,0.00,0.00,114.00,0.00,126.58,4.88,12.58,12.58,0.8730,0.0711,2565.0,114.00,0.00,0.00,114.00,0.00,127.00,3.61,13.00,13.00,0.8759,0.0727,2565.0,-27.00,0.00,0.00,-27.00,0.00,-33.55,7.55,-6.55,-6.55,0.7455,0.0306,2137.5,-27.00,0.00,0.00,-27.00,0.00,-33.34,5.92,-6.34,-6.34,0.7409,0.0304,2137.5,-22.65,35.49,35.97,-0.0477,0.6187,-0.0527,-0.1547,0.1353,8,-0.01,-0.01,0.0110,0.8527,-0.0684,-0.0087,-0.0852,0.0077,0.0049,1
3.530,353,REVERSAL,Ascent,1.0000,-111.00,0.00,0.00,-111.00,0.00,-115.79,-7.21,-4.79,-4.79,0.9650,0.0339,2565.0,-111.00,0.00,0.00,-111.00,0.00,-116.42,-4.57,-5.42,-5.42,0.9702,0.0361,2565.0,6.40,-8.17,0.00,-1.77,0.00,6.48,0.36,0.08,8.25,0.1440,0.0625,1852.5,9.59,-3.66,0.00,5.93,0.00,9.53,3.29,-0.07,3.59,0.1905,0.0298,1852.5,114.00,0.00,0.00,114.00,0.00,126.71,3.38,12.71,12.71,0.8739,0.0710,2565.0,114.00,0.00,0.00,114.00,0.00,127.13,2.12,13.13,13.13,0.8767,0.0726,2565.0,-27.00,0.00,0.00,-27.00,0.00,-33.56,7.60,-6.56,-6.56,0.7458,0.0306,2137.5,-27.00,0.00,0.00,-27.00,0.00,-33.35,5.94,-6.35,-6.35,0.7411,0.0305,2137.5,-22.62,35.48,35.97,-0.0476,0.6178,-0.0526,-0.1547,0.1353,8,-0.01,-0.01,0.0110,0.8520,-0.0683,-0.0084,-0.0744,0.0088,0.0049,1
3.540,354,REVERSAL,Ascent,1.0000,-111.00,0.00,0.00,-110.99,0.00,-115.86,-6.36,-4.86,-4.87,0.9655,0.0339,2565.0,-111.00,0.00,0.00,-110.99,0.00,-116.49,-3.72,-5.49,-5.50,0.9707,0.0361,2565.0,6.40,-8.17,0.00,-1.78,0.00,6.50,-0.01,0.11,8.28,0.1445,0.0624,1852.5,9.59,-3.66,0.00,5.93,0.00,9.54,3.14,-0.06,3.61,0.1907,0.0297,1852.5,114.00,0.00,0.00,114.00,0.00,126.82,1.92,12.82,12.82,0.8746,0.0708,2565.0,114.00,0.00,0.00,114.00,0.00,127.24,0.68,13.24,13.24,0.8775,0.0724,2565.0,-27.00,0.00,0.00,-27.00,0.00,-33.58,7.64,-6.58,-6.58,0.7461,0.0307,2137.5,-27.00,0.00,0.00,-27.00,0.00,-33.36,5.94,-6.36,-6.36,0.7414,0.0305,2137.5,-22.60,35.48,35.97,-0.0476,0.6171,-0.0524,-0.1547,0.1353,8,-0.01,-0.01,0.0109,0.8513,-0.0682,-0.0081,-0.0640,0.0097,0.0049,1
3.550,355,REVERSAL,Ascent,1.0000,-111.00,0.00,0.00,-110.97,0.00,-115.93,-5.52,-4.93,-4.96,0.9660,0.0339,2565.0,-111.00,0.00,0.00,-110.97,0.00,-116.55,-2.87,-5.55,-5.58,0.9713,0.0360,2565.0,6.40,-8.17,0.00,-1.79,0.00,6.52,-0.37,0.12,8.31,0.1449,0.0623,1852.5,9.59,-3.66,0.00,5.92,0.00,9.54,2.98,-0.05,3.63,0.1909,0.0297,1852.5,114.00,0.00,0.00,114.00,0.00,126.92,0.52,12.92,12.92,0.8753,0.0706,2565.0,114.00,0.00,0.00,114.00,0.00,127.33,-0.71,13.33,13.33,0.8782,0.0722,2565.0,-27.00,0.00,0.00,-27.00,0.00,-33.59,7.64,-6.59,-6.59,0.7464,0.0307,2137.5,-27.00,0.00,0.00,-27.00,0.00,-33.37,5.92,-6.37,-6.37,0.7416,0.0306,2137.5,-22.58,35.47,35.97,-0.0475,0.6164,-0.0522,-0.1547,0.1353,8,-0.01,-0.01,0.0108,0.8507,-0.0681,-0.0078,-0.0540,0.0106,0.0049,1
3.560,356,REVERSAL,Ascent,1.0000,-111.00,0.00,0.04,-110.95,0.00,-115.98,-4.68,-4.98,-5.03,0.9665,0.0338,2565.0,-111.00,0.00,0.04,-110.95,0.00,-116.60,-2.02,-5.60,-5.65,0.9717,0.0360,2565.0,6.40,-8.17,0.00,-1.80,0.00,6.54,-0.71,0.14,8.33,0.1453,0.0623,1852.5,9.59,-3.66,0.00,5.91,0.00,9.55,2.81,-0.04,3.64,0.1910,0.0297,1852.5,114.00,0.00,0.00,114.00,0.00,127.00,-0.83,13.00,13.00,0.8759,0.0703,2565.0,114.00,0.00,0.00,114.00,0.00,127.42,-2.04,13.42,13.42,0.8787,0.0719,2565.0,-27.00,0.00,0.51,-26.48,0.00,-33.60,7.61,-6.60,-7.12,0.7467,0.0335,2137.5,-27.00,0.00,0.51,-26.48,0.00,-33.38,5.87,-6.38,-6.90,0.7419,0.0334,2137.5,-22.56,35.47,35.97,-0.0474,0.6159,-0.0520,-0.1547,0.1353,8,-0.01,-0.01,0.0107,0.8503,-0.0680,-0.0075,-0.0443,0.0112,0.0049,1
3.570,357,REVERSAL,Ascent,1.0000,-111.00,0.00,0.00,-111.00,0.00,-116.03,-4.22,-5.03,-5.03,0.9669,0.0335,2565.0,-111.00,0.00,0.00,-111.00,0.00,-116.65,-1.59,-5.65,-5.65,0.9721,0.0357,2565.0,6.40,-8.17,0.00,-1.77,0.00,6.55,-0.58,0.16,8.33,0.1456,0.0623,1852.5,9.59,-3.66,0.00,5.93,0.00,9.55,2.83,-0.04,3.62,0.1911,0.0296,1852.5,114.00,0.00,0.00,114.00,0.00,127.08,-1.93,13.08,13.08,0.8764,0.0701,2565.0,114.00,0.00,0.00,114.00,0.00,127.49,-3.10,13.49,13.49,0.8792,0.0717,2565.0,-27.00,0.00,1.91,-25.09,0.00,-33.61,8.34,-6.61,-8.52,0.7469,0.0392,2137.5,-27.00,0.00,1.91,-25.09,0.00,-33.39,6.59,-6.39,-8.30,0.7420,0.0391,2137.5,-22.54,35.46,35.97,-0.0473,0.6154,-0.0492,-0.1547,0.1353,8,-0.01,-0.01,0.0107,0.8499,-0.0679,-0.0072,-0.0350,0.0114,0.0049,1
3.580,358,REVERSAL,Ascent,1.0000,-111.00,0.00,0.00,-111.00,0.00,-116.08,-4.61,-5.08,-5.08,0.9673,0.0341,2565.0,-111.00,0.00,0.00,-111.00,0.00,-116.70,-2.01,-5.70,-5.70,0.9725,0.0363,2565.0,6.40,-8.17,0.00,-1.77,0.00,6.58,-0.02,0.18,8.35,0.1461,0.0629,1852.5,9.59,-3.66,0.00,5.93,0.00,9.56,3.23,-0.03,3.63,0.1913,0.0300,1852.5,114.00,0.00,0.00,114.00,0.00,127.14,-2.85,13.14,13.14,0.8768,0.0700,2565.0,114.00,0.00,0.00,114.00,0.00,127.55,-3.99,13.55,13.55,0.8796,0.0716,2565.0,-27.00,0.00,1.34,-25.66,0.00,-33.59,10.30,-6.59,-7.93,0.7465,0.0363,2137.5,-27.00,0.00,1.34,-25.66,0.00,-33.37,8.55,-6.37,-7.71,0.7416,0.0362,2137.5,-22.52,35.46,35.97,-0.0472,0.6150,-0.0432,-0.1547,0.1353,8,-0.01,-0.01,0.0106,0.8496,-0.0678,-0.0069,-0.0263,0.0112,0.0049,1
3.590,359,REVERSAL,Ascent,1.0000,-111.00,0.00,0.00,-111.00,0.00,-116.12,-3.80,-5.12,-5.12,0.9677,0.0339,2565.0,-111.00,0.00,0.00,-111.00,0.00,-116.75,-1.06,-5.75,-5.75,0.9729,0.0360,2565.0,6.40,-8.17,0.00,-1.77,0.00,6.59,-0.68,0.19,8.36,0.1464,0.0625,1852.5,9.59,-3.66,0.00,5.93,0.00,9.57,3.14,-0.02,3.64,0.1915,0.0300,1852.5,114.00,0.00,0.00,114.00,0.00,127.19,-4.44,13.19,13.19,0.8771,0.0694,2565.0,114.00,0.00,0.00,114.00,0.00,127.59,-5.64,13.59,13.59,0.8799,0.0709,2565.0,-27.00,0.00,1.94,-25.06,0.00,-33.58,10.07,-6.58,-8.52,0.7462,0.0395,2137.5,-27.00,0.00,1.94,-25.06,0.00,-33.35,8.28,-6.35,-8.29,0.7412,0.0394,2137.5,-22.51,35.46,35.97,-0.0471,0.6147,-0.0440,-0.1547,0.1353,8,-0.01,-0.01,0.0105,0.8494,-0.0677,-0.0066,-0.0184,0.0106,0.0049,1
3.600,360,REVERSAL,Ascent,1.0000,-111.00,0.00,0.00,-111.00,0.00,-116.16,-3.42,-5.16,-5.16,0.9680,0.0339,2565.0,-111.00,0.00,0.00,-111.00,0.00,-116.78,-0.78,-5.78,-5.78,0.9732,0.0360,2565.0,6.40,-8.17,0.00,-1.77,0.00,6.60,-0.53,0.20,8.37,0.1467,0.0627,1852.5,9.59,-3.66,0.00,5.93,0.00,9.58,3.11,-0.01,3.65,0.1916,0.0300,1852.5,114.00,0.00,0.00,114.00,0.00,127.22,-5.66,13.22,13.22,0.8774,0.0689,2565.0,114.00,0.00,0.00,114.00,0.00,127.62,-6.70,13.62,13.62,0.8802,0.0705,2565.0,-27.00,0.00,0.15,-26.84,0.00,-33.56,10.67,-6.56,-6.72,0.7458,0.0331,2137.5,-27.00,0.00,0.15,-26.84,0.00,-33.34,8.89,-6.34,-6.49,0.7409,0.0329,2137.5,-22.52,35.47,35.97,-0.0470,0.6145,-0.0404,-0.1547,0.1353,8,-0.01,-0.01,0.0105,0.8492,-0.0676,-0.0064,-0.0115,0.0102,0.0049,1
3.610,361,REVERSAL,Ascent,1.0000,-111.00,0.00,0.00,-111.00,0.00,-116.19,-2.06,-5.19,-5.19,0.9682,0.0332,2565.0,-111.00,0.00,0.00,-111.00,0.00,-116.81,0.67,-5.81,-5.81,0.9734,0.0353,2565.0,6.40,-8.17,0.00,-1.77,0.00,6.60,-1.90,0.20,8.37,0.1466,0.0616,1852.5,9.59,-3.66,0.00,5.93,0.00,9.59,2.54,-0.01,3.65,0.1917,0.0296,1852.5,114.00,0.00,0.00,114.00,0.00,127.24,-7.37,13.24,13.24,0.8775,0.0681,2565.0,114.00,0.00,0.00,114.00,0.00,127.64,-8.41,13.64,13.64,0.8803,0.0697,2565.0,-27.00,0.00,1.80,-25.20,0.00,-33.57,8.96,-6.57,-8.37,0.7459,0.0394,2137.5,-27.00,0.00,1.80,-25.20,0.00,-33.34,7.16,-6.34,-8.14,0.7409,0.0393,2137.5,-22.53,35.48,35.97,-0.0470,0.6143,-0.0455,-0.1547,0.1353,8,-0.01,-0.01,0.0104,0.8492,-0.0675,-0.0062,-0.0053,0.0096,0.0049,1
3.620,362,REVERSAL,Ascent,1.0000,-111.00,0.00,0.00,-111.00,0.00,-116.22,-2.10,-5.22,-5.22,0.9685,0.0334,2565.0,-111.00,0.00,0.00,-111.00,0.00,-116.83,0.39,-5.83,-5.83,0.9736,0.0356,2565.0,6.40,-8.17,0.00,-1.77,0.00,6.60,-1.22,0.20,8.37,0.1466,0.0621,1852.5,9.59,-3.66,0.00,5.93,0.00,9.59,2.56,0.00,3.66,0.1918,0.0297,1852.5,114.00,0.00,0.00,114.00,0.00,127.25,-8.01,13.25,13.25,0.8776,0.0678,2565.0,114.00,0.00,0.00,114.00,0.00,127.65,-8.85,13.65,13.65,0.8804,0.0695,2565.0,-27.00,0.00,-0.49,-27.49,0.00,-33.56,10.10,-6.56,-6.07,0.7458,0.0327,2137.5,-27.00,0.00,-0.49,-27.49,0.00,-33.34,8.37,-6.34,-5.85,0.7409,0.0325,2137.5,-22.55,35.50,35.97,-0.0469,0.6142,-0.0403,-0.1547,0.1353,8,-0.01,-0.01,0.0104,0.8491,-0.0675,-0.0061,0.0001,0.0091,0.0048,1
3.630,363,ASCENT,Ascent,1.0000,-111.00,0.00,0.00,-111.00,0.00,-116.23,-1.05,-5.23,-5.23,0.9686,0.0328,2565.0,-111.00,0.00,0.00,-111.00,0.00,-116.85,1.57,-5.85,-5.85,0.9737,0.0350,2565.0,6.40,-8.17,0.00,-1.77,0.00,6.59,-2.41,0.19,8.36,0.1464,0.0611,1852.5,9.59,-3.66,0.00,5.93,0.00,9.59,2.17,0.00,3.66,0.1918,0.0293,1852.5,114.00,0.00,0.00,114.00,0.00,127.25,-9.27,13.25,13.25,0.8776,0.0671,2565.0,114.00,0.00,0.00,114.00,0.00,127.65,-10.24,13.65,13.65,0.8804,0.0687,2565.0,-27.00,0.00,1.28,-25.72,0.00,-33.57,8.78,-6.57,-7.85,0.7459,0.0368,2137.5,-27.00,0.00,1.28,-25.72,0.00,-33.35,7.03,-6.35,-7.63,0.7410,0.0366,2137.5,-22.57,35.51,35.97,-0.0469,0.6141,-0.0459,-0.1547,0.1353,8,-0.01,-0.01,0.0103,0.8492,-0.0674,-0.0060,0.0050,0.0086,0.0048,1
3.640,364,ASCENT,Ascent,0.9970,-110.78,0.00,0.00,-110.78,22.21,-116.25,-1.03,-5.47,-5.47,0.9687,0.0478,2565.0,-110.78,0.00,0.00,-110.78,22.21,-116.86,1.43,-6.08,-6.08,0.9738,0.0501,2565.0,6.40,-8.17,0.00,-1.77,0.02,6.58,-1.99,0.18,8.35,0.1462,0.0614,1852.5,9.59,-3.66,0.00,5.93,0.03,9.59,2.15,0.00,3.66,0.1918,0.0293,1852.5,113.76,0.00,0.00,113.76,-23.94,127.25,-9.67,13.49,13.49,0.8776,0.0812,2565.0,113.76,0.00,0.00,113.76,-23.94,127.65,-10.52,13.89,13.89,0.8803,0.0829,2565.0,-26.97,0.00,-0.19,-27.16,3.40,-33.57,9.52,-6.60,-6.41,0.7459,0.0322,2137.5,-26.97,0.00,-0.19,-27.16,3.40,-33.35,7.82,-6.38,-6.19,0.7410,0.0321,2137.5,-22.67,35.53,35.96,-0.0469,0.6141,-0.0429,-0.1547,0.1353,8,-0.01,-0.01,0.0103,0.8491,-0.0673,-0.0061,-0.0015,0.0074,0.0047,1
3.650,365,ASCENT,Ascent,0.9940,-110.56,0.00,0.00,-110.56,22.21,-116.37,-11.66,-5.81,-5.81,0.9697,0.0564,2565.0,-110.56,0.00,0.00,-110.56,22.21,-116.98,-9.21,-6.43,-6.43,0.9749,0.0587,2565.0,6.40,-8.17,0.00,-1.77,0.02,6.49,-10.17,0.10,8.27,0.1443,0.0542,1852.5,9.59,-3.66,0.00,5.93,0.03,9.56,-0.55,-0.03,3.63,0.1913,0.0269,1852.5,113.52,0.00,0.00,113.52,-23.94,127.29,-6.06,13.77,13.77,0.8778,0.0847,2565.0,113.52,0.00,0.00,113.52,-23.94,127.69,-6.84,14.17,14.17,0.8806,0.0864,2565.0,-26.93,0.00,0.00,-26.93,3.40,-33.59,8.10,-6.65,-6.65,0.7463,0.0327,2137.5,-26.93,0.00,0.00,-26.93,3.40,-33.37,6.29,-6.44,-6.44,0.7416,0.0326,2137.5,-22.76,35.56,35.94,-0.0469,0.6141,-0.0465,-0.1547,0.1353,8,0.00,-0.01,0.0102,0.8490,-0.0673,-0.0063,-0.0098,0.0071,0.0047,1
3.660,366,ASCENT,Ascent,0.9910,-110.33,0.00,0.00,-110.33,22.21,-116.48,-10.28,-6.14,-6.14,0.9706,0.0576,2565.0,-110.33,0.00,0.00,-110.33,22.21,-117.08,-7.67,-6.75,-6.75,0.9757,0.0597,2565.0,6.40,-8.17,0.00,-1.77,0.02,6.42,-9.13,0.02,8.19,0.1426,0.0544,1852.5,9.59,-3.66,0.00,5.93,0.03,9.54,-0.95,-0.06,3.60,0.1907,0.0264,1852.5,113.28,0.00,0.00,113.28,-23.94,127.30,-6.54,14.02,14.02,0.8779,0.0858,2565.0,113.28,0.00,0.00,113.28,-23.94,127.70,-7.61,14.42,14.42,0.8807,0.0874,2565.0,-26.90,0.00,0.00,-26.90,3.40,-33.58,8.15,-6.69,-6.69,0.7463,0.0329,2137.5,-26.90,0.00,0.00,-26.90,3.40,-33.37,6.39,-6.47,-6.47,0.7416,0.0328,2137.5,-22.84,35.58,35.93,-0.0468,0.6140,-0.0476,-0.1547,0.1353,8,0.00,-0.01,0.0102,0.8488,-0.0672,-0.0065,-0.0165,0.0071,0.0046,1
3.670,367,ASCENT,Ascent,0.9880,-110.12,0.00,0.00,-110.12,21.63,-116.56,-8.28,-6.45,-6.45,0.9713,0.0579,2565.0,-110.12,0.00,0.00,-110.12,21.63,-117.17,-5.74,-7.05,-7.05,0.9764,0.0600,2565.0,6.40,-8.17,0.00,-1.77,0.05,6.36,-7.47,-0.04,8.13,0.1413,0.0553,1852.5,9.59,-3.66,0.00,5.93,0.08,9.51,-0.61,-0.08,3.58,0.1902,0.0264,1852.5,113.05,0.00,0.00,113.05,-23.34,127.32,-6.18,14.27,14.27,0.8780,0.0870,2565.0,113.05,0.00,0.00,113.05,-23.34,127.71,-7.27,14.67,14.67,0.8808,0.0886,2565.0,-26.86,0.00,0.00,-26.86,3.28,-33.59,7.72,-6.72,-6.72,0.7464,0.0332,2137.5,-26.86,0.00,0.00,-26.86,3.28,-33.38,6.00,-6.51,-6.51,0.7417,0.0331,2137.5,-22.89,35.59,35.91,-0.0468,0.6139,-0.0484,-0.1547,0.1353,8,0.00,-0.01,0.0101,0.8486,-0.0671,-0.0065,-0.0206,0.0071,0.0046,1
3.680,368,ASCENT,Ascent,0.9850,-109.90,0.00,0.00,-109.90,21.63,-116.63,-6.13,-6.73,-6.73,0.9719,0.0583,2565.0,-109.90,0.00,0.00,-109.90,21.63,-117.23,-3.63,-7.33,-7.33,0.9769,0.0604,2565.0,6.40,-8.17,0.00,-1.77,0.05,6.32,-5.68,-0.08,8.09,0.1404,0.0564,1852.5,9.59,-3.66,0.00,5.93,0.08,9.49,-0.02,-0.11,3.55,0.1898,0.0267,1852.5,112.81,0.00,0.00,112.81,-23.34,127.33,-5.85,14.52,14.52,0.8782,0.0886,2565.0,112.81,0.00,0.00,112.81,-23.34,127.73,-6.94,14.92,14.92,0.8809,0.0901,2565.0,-26.83,0.00,0.00,-26.83,3.28,-33.59,7.47,-6.76,-6.76,0.7466,0.0336,2137.5,-26.83,0.00,0.00,-26.83,3.28,-33.38,5.76,-6.55,-6.55,0.7418,0.0335,2137.5,-22.92,35.60,35.90,-0.0468,0.6137,-0.0492,-0.1547,0.1353,8,0.00,-0.01,0.0100,0.8483,-0.0671,-0.0065,-0.0221,0.0070,0.0046,1
3.690,369,ASCENT,Ascent,0.9820,-109.68,0.00,0.00,-109.68,21.63,-116.67,-4.41,-6.99,-6.99,0.9723,0.0588,2565.0,-109.68,0.00,0.00,-109.68,21.63,-117.27,-1.93,-7.59,-7.59,0.9773,0.0610,2565.0,6.40,-8.17,0.00,-1.77,0.05,6.30,-4.30,-0.10,8.07,0.1399,0.0573,1852.5,9.59,-3.66,0.00,5.93,0.08,9.47,0.57,-0.12,3.54,0.1895,0.0271,1852.5,112.58,0.00,0.00,112.58,-23.34,127.36,-5.60,14.78,14.78,0.8783,0.0901,2565.0,112.58,0.00,0.00,112.58,-23.34,127.75,-6.69,15.17,15.17,0.8810,0.0916,2565.0,-26.80,0.00,0.00,-26.80,3.28,-33.60,7.35,-6.80,-6.80,0.7468,0.0339,2137.5,-26.80,0.00,0.00,-26.80,3.28,-33.39,5.64,-6.59,-6.59,0.7420,0.0338,2137.5,-22.94,35.61,35.88,-0.0468,0.6135,-0.0497,-0.1547,0.1353,8,0.00,-0.01,0.0100,0.8481,-0.0670,-0.0064,-0.0212,0.0070,0.0046,1
3.700,370,ASCENT,Ascent,0.9790,-109.47,0.00,0.00,-109.47,21.15,-116.70,-2.78,-7.24,-7.24,0.9725,0.0591,2565.0,-109.47,0.00,0.00,-109.47,21.15,-117.31,-0.29,-7.84,-7.84,0.9776,0.0612,2565.0,6.40,-8.17,0.00,-1.77,0.08,6.28,-3.16,-0.12,8.05,0.1396,0.0581,1852.5,9.60,-3.66,0.00,5.94,0.11,9.46,1.09,-0.13,3.53,0.1893,0.0274,1852.5,112.35,0.00,0.00,112.35,-22.84,127.38,-5.65,15.04,15.04,0.8785,0.0912,2565.0,112.35,0.00,0.00,112.35,-22.84,127.77,-6.75,15.43,15.43,0.8812,0.0927,2565.0,-26.77,0.00,0.00,-26.77,3.18,-33.61,7.31,-6.85,-6.85,0.7470,0.0341,2137.5,-26.77,0.00,0.00,-26.77,3.18,-33.40,5.58,-6.63,-6.63,0.7422,0.0340,2137.5,-22.94,35.60,35.87,-0.0467,0.6133,-0.0502,-0.1547,0.1353,8,0.00,-0.01,0.0099,0.8479,-0.0670,-0.0063,-0.0180,0.0071,0.0046,1
