phase,feed_forward,saddle,repeat,load_kg,tick,pelvis_y,trunk_pitch_rad,canonical_pose_error_deg,target_actual_deflection_deg,capture_hull_margin_m,capture_front_m,capture_rear_m,com_speed_mps,raw_ankle_authority_fraction,applied_ankle_authority_fraction,posture_guard_scale,hip_strategy_blend,hip_authority_usage,trunk_authority_usage,drive_demand,drive_saturated,joint_limit,saddle_separation_m,saddle_linear_limit_occupancy,saddle_angular_x_limit_occupancy,saddle_angular_y_limit_occupancy,saddle_angular_z_limit_occupancy,saddle_force_n,saddle_torque_nm,support_contacts,support_retained,tracking_failure,capture_failure,posture_failure,support_loss,saddle_linear_limit,saddle_angular_limit
"qualification-repeats","F2","S1",2,140,0,0.982528746,0.11245364,0,5.84751272,0.0743808448,0.215619177,0.0743808448,5.01811126E-09,0,0,1,0,0,0,0.118437022,true,0.01611991,0.06488401,0.64884007,0.0406935774,0.000215820008,0.000414965471,0,0,8,true,false,false,false,false,false,false
"qualification-repeats","F2","S1",2,140,1,0.9835478,0.09375762,0,5.84751272,0.0737189353,0.2186975,0.0743807554,2.409344E-07,0.09000041,0.09000041,1,0,0,0,0.07433058,true,0.0302147921,0.05732091,0.5732091,0.06874933,0.0005946533,0.00040719338,0,0,8,true,false,false,false,false,false,false
"qualification-repeats","F2","S1",2,140,2,0.9838971,0.07690602,0.8059955,5.039897,0.06767423,0.223570257,0.06800397,4.316039E-07,0.06310531,0.06310531,1,0,0,0,0.0525914021,true,0.0424879938,0.04977697,0.4977697,0.08312219,0.0007699852,0.000222339309,0,0,8,true,false,false,false,false,false,false
"qualification-repeats","F2","S1",2,140,3,0.983501852,0.06232695,1.51073956,4.335797,0.0573210455,0.234464049,0.0578143448,0.0136912027,0.4288227,0.4288227,1,0,0,0,0.0929086,true,0.0531181581,0.0425815769,0.425815761,0.0859881341,0.0009404935,2.789204E-07,0,0,8,true,false,false,false,false,false,false
"qualification-repeats","F2","S1",2,140,4,0.982297,0.0495484322,2.12439966,3.72260928,0.054985147,0.236799434,0.05547896,0.0196004082,2.14667416,2.14667416,1,1,0.09599484,0.0559954643,0.102572337,true,0.06167202,0.0357735455,0.357735455,0.081930466,0.00156007335,0.0003445764,0,0,8,true,false,false,false,false,false,false
"qualification-repeats","F2","S1",2,140,5,0.980440259,0.0373929441,2.65590787,3.52739239,0.0545135252,0.237270892,0.05500751,0.0203434061,2.155116,2.13714671,0.991662,1,0.158612445,0.09252141,0.109095804,true,0.0686538443,0.029271137,0.292711377,0.0751192942,0.0021071583,0.0005277812,0,0,8,true,false,false,false,false,false,false
"qualification-repeats","F2","S1",2,140,6,0.9784224,0.0261542983,3.083601,3.47237039,0.0545410551,0.23724474,0.055033654,0.0197418481,2.15591979,2.12623143,0.98622936,1,0.186312079,0.108679086,0.112291,true,0.07423317,0.0229297634,0.229297638,0.06580517,0.00240176031,0.0009652717,0,0,8,true,false,false,false,false,false,false
"qualification-repeats","F2","S1",2,140,7,0.976572454,0.01646465,3.43269229,3.430183,0.055138547,0.236649051,0.0556293428,0.0176259279,1.6751864,1.648084,0.9838213,1,0.190539,0.111144729,0.1146196,true,0.07836186,0.0167552717,0.16755271,0.05363207,0.00243313657,0.00191724277,0,0,8,true,false,false,false,false,false,false
"qualification-repeats","F2","S1",2,140,8,0.9750807,0.008684229,3.71165848,3.304417,0.05671063,0.235186711,0.05723615,0.0131398411,2.26497579,2.22749329,0.9834513,1,0.188589722,0.110007674,0.119372778,true,0.08115332,0.0111273248,0.111273244,0.03904263,0.00224036118,0.00324562262,0,0,8,true,false,false,false,false,false,false
"qualification-repeats","F2","S1",2,140,9,0.973996758,0.00292125787,3.91849279,3.18524384,0.0590828434,0.232815117,0.05960775,0.006393003,1.82685816,1.79693723,0.983621657,1,0.179362535,0.1046253,0.125177532,false,0.08278077,0.007465751,0.07465751,0.02299623,0.00184034032,0.00476618065,0,0,8,true,false,false,false,false,false,false
