load_kg,tick,sq,abd_nominal,abd_bias,abd_actual,abd_err,tho_nominal,tho_bias,tho_actual,tho_err,hip_nominal,hip_actual,hip_err,world_trunk,ref_trunk,trunk_err,support_length,heel_clr_l,heel_clr_r,com_ap,cop_ap,contacts,saddle_sep,saddle_attached,abd_demand,tho_demand
25,32,0.0960,1.611,1.841,-0.540,-2.151,2.417,2.399,0.079,-2.338,-10.924,-2.940,7.984,3.851,8.701,-4.851,0.29000,-0.00024,-0.00028,-0.04629,-0.03758,8,0.00645,1,0.0271,0.0355
25,36,0.1080,1.830,1.580,-0.455,-2.285,2.746,2.240,0.304,-2.442,-12.374,-4.293,8.081,4.415,9.339,-4.924,0.29000,-0.00025,-0.00029,-0.04617,-0.04462,8,0.00640,1,0.0249,0.0338
25,40,0.1200,2.049,1.319,-0.317,-2.366,3.074,2.081,0.568,-2.506,-13.837,-5.718,8.119,5.030,9.982,-4.952,0.29000,-0.00026,-0.00029,-0.04615,-0.04571,8,0.00639,1,0.0228,0.0325
25,44,0.1320,2.266,1.057,-0.143,-2.408,3.398,1.922,0.861,-2.537,-15.312,-7.191,8.121,5.673,10.625,-4.952,0.29000,-0.00026,-0.00029,-0.04618,-0.04827,8,0.00636,1,0.0208,0.0308
25,48,0.1440,2.479,0.796,0.056,-2.423,3.718,1.763,1.175,-2.543,-16.795,-8.702,8.094,6.338,11.268,-4.930,0.29000,-0.00026,-0.00029,-0.04622,-0.04795,8,0.00633,1,0.0186,0.0291
25,52,0.1560,2.687,0.535,0.268,-2.419,4.030,1.604,1.501,-2.530,-18.286,-10.243,8.043,7.021,11.902,-4.881,0.29000,-0.00026,-0.00029,-0.04627,-0.04757,8,0.00628,1,0.0165,0.0274
25,56,0.1680,2.890,0.274,0.489,-2.400,4.334,1.446,1.835,-2.499,-19.781,-11.805,7.976,7.714,12.526,-4.812,0.29000,-0.00027,-0.00029,-0.04633,-0.05055,8,0.00624,1,0.0143,0.0257
25,60,0.1800,3.085,0.000,0.718,-2.367,4.627,1.287,2.167,-2.459,-21.281,-13.392,7.889,8.409,13.150,-4.741,0.29000,-0.00027,-0.00029,-0.04637,-0.04966,8,0.00623,1,0.0121,0.0238
25,64,0.1920,3.270,-0.247,0.945,-2.326,4.905,1.127,2.500,-2.404,-22.782,-14.992,7.790,9.109,13.774,-4.665,0.29000,-0.00027,-0.00029,-0.04638,-0.04898,8,0.00619,1,0.0099,0.0220
25,68,0.2040,3.445,-0.508,1.172,-2.274,5.167,0.969,2.831,-2.336,-24.282,-16.604,7.678,9.815,14.380,-4.565,0.29000,-0.00026,-0.00028,-0.04640,-0.04864,8,0.00616,1,0.0076,0.0199
25,72,0.2160,3.609,-0.770,1.399,-2.210,5.413,0.810,3.159,-2.254,-25.781,-18.228,7.553,10.524,14.948,-4.425,0.29000,-0.00026,-0.00028,-0.04642,-0.04824,8,0.00613,1,0.0054,0.0178
25,76,0.2280,3.760,-1.031,1.625,-2.136,5.640,0.651,3.480,-2.160,-27.276,-19.860,7.416,11.233,15.517,-4.284,0.29000,-0.00026,-0.00028,-0.04645,-0.04779,8,0.00610,1,0.0035,0.0158
25,80,0.2400,3.897,-1.292,1.846,-2.052,5.845,0.493,3.793,-2.052,-28.765,-21.497,7.268,11.939,16.086,-4.147,0.29000,-0.00025,-0.00027,-0.04649,-0.04731,8,0.00606,1,0.0031,0.0132
25,84,0.2520,4.018,-1.548,2.055,-1.963,6.026,0.336,4.095,-1.932,-30.253,-23.129,7.125,12.633,16.655,-4.022,0.29000,-0.00025,-0.00027,-0.04653,-0.05103,8,0.00602,1,0.0039,0.0116
25,88,0.2640,4.131,-1.775,2.250,-1.881,6.195,0.198,4.367,-1.829,-31.801,-24.735,7.066,13.296,17.224,-3.928,0.29000,-0.00025,-0.00027,-0.04653,-0.04826,8,0.00602,1,0.0055,0.0102
25,92,0.2760,4.240,-2.002,2.426,-1.814,6.359,0.056,4.615,-1.744,-33.440,-26.294,7.146,13.935,17.792,-3.858,0.29000,-0.00024,-0.00026,-0.04652,-0.04648,8,0.00598,1,0.0069,0.0089
25,96,0.2880,4.346,-2.229,2.572,-1.775,6.518,-0.069,4.839,-1.679,-35.163,-27.852,7.310,14.564,18.361,-3.797,0.29000,-0.00024,-0.00026,-0.04652,-0.04939,8,0.00593,1,0.0083,0.0078
25,100,0.3000,4.449,-2.457,2.708,-1.741,6.672,-0.209,5.042,-1.630,-36.960,-29.453,7.507,15.187,18.930,-3.743,0.29000,-0.00022,-0.00024,-0.04648,-0.04513,8,0.00588,1,0.0098,0.0067
25,104,0.3120,4.549,-2.684,2.819,-1.729,6.821,-0.347,5.228,-1.593,-38.833,-31.089,7.744,15.818,19.561,-3.743,0.29000,-0.00022,-0.00023,-0.04647,-0.04469,8,0.00581,1,0.0112,0.0057
25,108,0.3240,4.645,-2.911,2.925,-1.720,6.966,-0.483,5.400,-1.565,-40.764,-32.793,7.971,16.461,20.192,-3.731,0.29000,-0.00022,-0.00023,-0.04645,-0.04148,8,0.00578,1,0.0132,0.0045
25,112,0.3360,4.738,-3.138,3.021,-1.717,7.106,-0.621,5.563,-1.542,-42.744,-34.564,8.179,17.120,20.824,-3.704,0.29000,-0.00021,-0.00023,-0.04643,-0.04121,8,0.00573,1,0.0146,0.0035
25,116,0.3480,4.829,-3.365,3.111,-1.717,7.241,-0.757,5.719,-1.522,-44.765,-36.411,8.354,17.799,21.455,-3.655,0.29000,-0.00020,-0.00022,-0.04643,-0.04230,8,0.00567,1,0.0162,0.0024
25,120,0.3600,4.917,-3.593,3.205,-1.712,7.373,-0.893,5.872,-1.500,-46.819,-38.329,8.490,18.502,22.102,-3.600,0.29000,-0.00020,-0.00022,-0.04645,-0.04726,8,0.00563,1,0.0176,0.0013
25,124,0.3720,5.001,-3.820,3.299,-1.703,7.500,-1.031,6.023,-1.477,-48.901,-40.312,8.589,19.223,22.752,-3.530,0.29000,-0.00020,-0.00022,-0.04651,-0.04844,8,0.00558,1,0.0194,0.0011
25,128,0.3840,5.084,-4.047,3.401,-1.683,7.623,-1.168,6.173,-1.450,-50.998,-42.353,8.645,19.958,23.403,-3.445,0.29000,-0.00020,-0.00021,-0.04658,-0.05005,8,0.00553,1,0.0213,0.0020
25,132,0.3960,5.163,-4.274,3.513,-1.650,7.742,-1.304,6.322,-1.420,-53.103,-44.458,8.645,20.705,24.053,-3.348,0.29000,-0.00019,-0.00020,-0.04665,-0.04586,8,0.00548,1,0.0235,0.0033
25,136,0.4080,5.241,-4.501,3.618,-1.623,7.858,-1.441,6.468,-1.390,-55.206,-46.595,8.611,21.465,24.692,-3.227,0.29000,-0.00019,-0.00020,-0.04674,-0.04296,8,0.00544,1,0.0258,0.0045
25,140,0.4200,5.315,-4.729,3.727,-1.588,7.970,-1.578,6.617,-1.353,-57.301,-48.774,8.527,22.234,25.326,-3.092,0.29000,-0.00019,-0.00020,-0.04683,-0.05187,8,0.00539,1,0.0271,0.0059
25,144,0.4320,5.388,-4.956,3.846,-1.542,8.079,-1.715,6.762,-1.317,-59.376,-50.983,8.393,23.006,25.960,-2.953,0.29000,-0.00019,-0.00020,-0.04692,-0.04846,8,0.00535,1,0.0296,0.0074
25,148,0.4440,5.458,-5.183,3.964,-1.494,8.184,-1.852,6.908,-1.276,-61.423,-53.215,8.208,23.778,26.593,-2.815,0.29000,-0.00018,-0.00019,-0.04703,-0.04376,8,0.00530,1,0.0319,0.0087
25,152,0.4560,5.526,-5.410,4.084,-1.443,8.287,-1.988,7.055,-1.232,-63.436,-55.454,7.982,24.548,27.199,-2.651,0.29000,-0.00018,-0.00019,-0.04713,-0.05233,8,0.00525,1,0.0334,0.0102
25,156,0.4680,5.592,-5.637,4.210,-1.382,8.386,-2.125,7.197,-1.189,-65.406,-57.701,7.705,25.309,27.778,-2.469,0.29000,-0.00018,-0.00019,-0.04723,-0.04913,8,0.00522,1,0.0359,0.0117
25,160,0.4800,5.657,-5.865,4.330,-1.327,8.482,-2.262,7.338,-1.144,-67.325,-59.939,7.387,26.056,28.356,-2.300,0.29000,-0.00017,-0.00018,-0.04732,-0.04622,8,0.00517,1,0.0384,0.0130
25,164,0.4920,5.719,-6.092,4.461,-1.258,8.575,-2.399,7.477,-1.099,-69.176,-62.162,7.015,26.788,28.934,-2.146,0.29000,-0.00017,-0.00018,-0.04739,-0.04329,8,0.00513,1,0.0409,0.0146
25,168,0.5040,5.780,-6.319,4.573,-1.207,8.666,-2.536,7.613,-1.053,-70.958,-64.363,6.595,27.506,29.482,-1.975,0.29000,-0.00017,-0.00018,-0.04746,-0.05224,8,0.00509,1,0.0418,0.0158
25,172,0.5160,5.839,-6.546,4.696,-1.143,8.755,-2.672,7.744,-1.010,-72.663,-66.526,6.137,28.197,29.966,-1.770,0.29000,-0.00017,-0.00018,-0.04752,-0.04999,8,0.00505,1,0.0443,0.0173
25,176,0.5280,5.896,-6.773,4.818,-1.078,8.841,-2.809,7.876,-0.965,-74.284,-68.656,5.627,28.862,30.451,-1.589,0.29000,-0.00016,-0.00017,-0.04757,-0.04725,8,0.00501,1,0.0467,0.0187
25,180,0.5400,5.952,-7.001,4.930,-1.023,8.925,-2.946,8.000,-0.925,-75.811,-70.728,5.084,29.499,30.936,-1.437,0.29000,-0.00016,-0.00017,-0.04764,-0.04279,8,0.00498,1,0.0494,0.0201
25,184,0.5520,6.005,-7.198,5.037,-0.967,9.003,-3.065,8.121,-0.883,-77.196,-72.725,4.471,30.101,31.373,-1.272,0.29000,-0.00016,-0.00016,-0.04771,-0.04536,8,0.00493,1,0.0477,0.0195
25,188,0.5640,6.039,-7.245,5.015,-1.023,9.054,-3.093,8.187,-0.866,-78.251,-74.799,3.452,30.659,31.572,-0.913,0.29000,-0.00015,-0.00015,-0.04774,-0.04373,8,0.00485,1,0.0444,0.0192
25,192,0.5760,6.049,-7.292,5.012,-1.037,9.069,-3.122,8.259,-0.810,-78.933,-76.831,2.102,31.181,31.772,-0.591,0.29000,-0.00015,-0.00015,-0.04772,-0.04392,8,0.00480,1,0.0470,0.0209
25,196,0.5880,6.042,-7.339,5.125,-0.918,9.060,-3.151,8.368,-0.692,-79.353,-78.661,0.692,31.655,31.971,-0.316,0.29000,-0.00016,-0.00016,-0.04770,-0.04488,8,0.00485,1,0.0510,0.0233
25,200,0.6000,6.026,-7.386,5.338,-0.688,9.036,-3.180,8.514,-0.522,-79.624,-80.249,-0.625,32.087,32.170,-0.083,0.29000,-0.00017,-0.00017,-0.04769,-0.04507,8,0.00494,1,0.0551,0.0259
25,204,0.6120,6.008,-7.433,5.617,-0.391,9.008,-3.209,8.684,-0.324,-79.867,-81.534,-1.667,32.469,32.254,0.215,0.29000,-0.00017,-0.00018,-0.04772,-0.04861,8,0.00503,1,0.0581,0.0278
25,208,0.6240,5.995,-7.480,5.920,-0.075,8.989,-3.238,8.853,-0.136,-80.213,-82.487,-2.273,32.790,32.338,0.452,0.29000,-0.00018,-0.00018,-0.04775,-0.05026,8,0.00511,1,0.0610,0.0292
25,212,0.6360,5.996,-7.527,6.195,0.200,8.990,-3.266,8.998,0.008,-80.774,-83.127,-2.353,33.043,32.422,0.621,0.29000,-0.00018,-0.00018,-0.04774,-0.04940,8,0.00514,1,0.0618,0.0294
25,216,0.6480,6.010,-7.574,6.365,0.355,9.011,-3.295,9.098,0.087,-81.579,-83.595,-2.016,33.248,32.506,0.742,0.29000,-0.00015,-0.00016,-0.04770,-0.04711,8,0.00507,1,0.0603,0.0287
25,220,0.6600,6.030,-7.621,6.361,0.331,9.041,-3.324,9.119,0.078,-82.520,-83.975,-1.455,33.405,32.666,0.739,0.29000,-0.00014,-0.00014,-0.04768,-0.04944,8,0.00490,1,0.0568,0.0270
25,224,0.6720,6.055,-7.668,6.232,0.177,9.079,-3.353,9.078,0.000,-83.563,-84.387,-0.825,33.514,32.841,0.673,0.29000,-0.00012,-0.00013,-0.04760,-0.04741,8,0.00471,1,0.0537,0.0253
25,228,0.6840,6.083,-7.715,6.023,-0.060,9.120,-3.381,8.993,-0.127,-84.679,-84.874,-0.195,33.587,33.016,0.570,0.29000,-0.00011,-0.00012,-0.04750,-0.04556,8,0.00454,1,0.0516,0.0238
25,232,0.6960,6.113,-7.762,5.780,-0.333,9.165,-3.410,8.887,-0.278,-85.855,-85.464,0.392,33.639,33.192,0.447,0.29000,-0.00011,-0.00011,-0.04742,-0.04598,8,0.00441,1,0.0495,0.0225
25,236,0.7080,6.145,-7.809,5.544,-0.600,9.213,-3.439,8.780,-0.433,-87.077,-86.183,0.894,33.683,33.376,0.307,0.29000,-0.00010,-0.00010,-0.04738,-0.04468,8,0.00433,1,0.0484,0.0217
25,240,0.7200,6.177,-7.856,5.332,-0.845,9.262,-3.468,8.681,-0.581,-88.331,-87.018,1.313,33.730,33.566,0.164,0.29000,-0.00011,-0.00011,-0.04737,-0.04774,8,0.00431,1,0.0475,0.0210
25,244,0.7320,6.211,-7.903,5.183,-1.028,9.312,-3.497,8.612,-0.699,-89.603,-87.987,1.615,33.795,33.756,0.039,0.29000,-0.00010,-0.00010,-0.04738,-0.04532,8,0.00431,1,0.0477,0.0210
25,248,0.7440,6.243,-7.950,5.074,-1.169,9.360,-3.526,8.564,-0.796,-90.875,-89.053,1.821,33.881,33.945,-0.064,0.29000,-0.00011,-0.00011,-0.04746,-0.04286,8,0.00434,1,0.0485,0.0211
25,252,0.7560,6.275,-7.998,5.024,-1.251,9.408,-3.554,8.552,-0.856,-92.133,-90.222,1.911,33.993,34.122,-0.128,0.29000,-0.00011,-0.00011,-0.04756,-0.04520,8,0.00437,1,0.0491,0.0215
25,256,0.7680,6.305,-8.045,5.016,-1.289,9.453,-3.583,8.563,-0.890,-93.364,-91.454,1.910,34.126,34.285,-0.159,0.29000,-0.00012,-0.00012,-0.04770,-0.04589,8,0.00441,1,0.0502,0.0220
25,260,0.7800,6.332,-8.092,5.053,-1.279,9.494,-3.612,8.599,-0.895,-94.553,-92.745,1.808,34.275,34.448,-0.173,0.29000,-0.00012,-0.00012,-0.04782,-0.04612,8,0.00444,1,0.0515,0.0229
25,264,0.7920,6.357,-8.139,5.121,-1.235,9.530,-3.641,8.656,-0.874,-95.677,-94.071,1.606,34.439,34.611,-0.172,0.29000,-0.00013,-0.00013,-0.04794,-0.04655,8,0.00448,1,0.0529,0.0238
25,268,0.8040,6.377,-8.170,5.208,-1.169,9.561,-3.660,8.727,-0.834,-96.728,-95.417,1.311,34.611,34.755,-0.144,0.29000,-0.00013,-0.00013,-0.04805,-0.04637,8,0.00450,1,0.0525,0.0238
25,272,0.8160,6.393,-8.170,5.303,-1.090,9.585,-3.660,8.802,-0.783,-97.692,-96.768,0.925,34.780,34.861,-0.081,0.29000,-0.00014,-0.00013,-0.04814,-0.04589,8,0.00452,1,0.0537,0.0246
25,276,0.8280,6.404,-8.170,5.430,-0.974,9.602,-3.660,8.893,-0.709,-98.589,-98.067,0.523,34.943,34.966,-0.024,0.29000,-0.00014,-0.00014,-0.04822,-0.04581,8,0.00455,1,0.0554,0.0256
25,280,0.8400,6.413,-8.170,5.592,-0.821,9.615,-3.660,8.999,-0.615,-99.479,-99.287,0.192,35.098,35.072,0.026,0.29000,-0.00015,-0.00014,-0.04830,-0.04502,8,0.00458,1,0.0573,0.0268
25,284,0.8520,6.418,-8.170,5.762,-0.656,9.623,-3.660,9.113,-0.510,-100.376,-100.427,-0.051,35.249,35.172,0.076,0.29000,-0.00015,-0.00014,-0.04841,-0.04512,8,0.00459,1,0.0585,0.0277
25,288,0.8640,6.422,-8.170,5.913,-0.509,9.628,-3.660,9.218,-0.410,-101.276,-101.495,-0.219,35.391,35.247,0.144,0.29000,-0.00015,-0.00014,-0.04854,-0.04634,8,0.00459,1,0.0591,0.0283
25,292,0.8760,6.423,-8.170,6.035,-0.388,9.630,-3.660,9.306,-0.324,-102.178,-102.509,-0.331,35.517,35.321,0.196,0.29000,-0.00015,-0.00014,-0.04866,-0.04670,8,0.00457,1,0.0594,0.0286
25,296,0.8880,6.423,-8.170,6.122,-0.301,9.630,-3.660,9.374,-0.256,-103.079,-103.481,-0.403,35.625,35.396,0.230,0.29000,-0.00015,-0.00014,-0.04874,-0.04682,8,0.00453,1,0.0593,0.0287
25,300,0.9000,6.422,-8.170,6.176,-0.246,9.628,-3.660,9.420,-0.207,-103.977,-104.423,-0.446,35.714,35.470,0.244,0.29000,-0.00015,-0.00014,-0.04878,-0.04682,8,0.00449,1,0.0592,0.0287
25,304,0.9120,6.419,-8.170,6.201,-0.218,9.624,-3.660,9.448,-0.175,-104.868,-105.343,-0.475,35.782,35.532,0.250,0.29000,-0.00015,-0.00014,-0.04878,-0.04679,8,0.00446,1,0.0589,0.0286
25,308,0.9240,6.416,-8.170,6.208,-0.208,9.619,-3.660,9.463,-0.156,-105.751,-106.251,-0.500,35.833,35.595,0.238,0.29000,-0.00015,-0.00014,-0.04873,-0.04598,8,0.00443,1,0.0587,0.0285
25,312,0.9360,6.412,-8.170,6.204,-0.208,9.613,-3.660,9.468,-0.145,-106.624,-107.154,-0.531,35.867,35.657,0.210,0.29000,-0.00015,-0.00014,-0.04865,-0.04521,8,0.00440,1,0.0587,0.0285
25,316,0.9480,6.408,-8.170,6.196,-0.212,9.607,-3.660,9.470,-0.138,-107.484,-108.052,-0.569,35.888,35.720,0.169,0.29000,-0.00015,-0.00014,-0.04856,-0.04462,8,0.00438,1,0.0587,0.0285
25,320,0.9600,6.404,-8.170,6.189,-0.215,9.602,-3.660,9.469,-0.133,-108.329,-108.949,-0.620,35.897,35.778,0.119,0.29000,-0.00015,-0.00014,-0.04848,-0.04420,8,0.00436,1,0.0588,0.0285
25,324,0.9720,6.401,-8.170,6.186,-0.215,9.597,-3.660,9.468,-0.129,-109.154,-109.842,-0.688,35.892,35.836,0.056,0.29000,-0.00015,-0.00014,-0.04841,-0.04423,8,0.00436,1,0.0589,0.0285
25,328,0.9840,6.399,-8.170,6.183,-0.216,9.594,-3.660,9.465,-0.129,-109.959,-110.729,-0.770,35.874,35.893,-0.019,0.29000,-0.00015,-0.00015,-0.04837,-0.04475,8,0.00436,1,0.0588,0.0284
25,332,0.9960,6.398,-8.170,6.181,-0.216,9.592,-3.660,9.460,-0.132,-110.743,-111.607,-0.865,35.842,35.951,-0.109,0.29000,-0.00016,-0.00015,-0.04832,-0.04540,8,0.00436,1,0.0588,0.0283
25,336,1.0000,6.397,-8.170,6.195,-0.202,9.592,-3.660,9.459,-0.133,-111.000,-112.435,-1.435,35.791,35.970,-0.179,0.29000,-0.00017,-0.00016,-0.04825,-0.04896,8,0.00441,1,0.0596,0.0285
25,340,1.0000,6.397,-8.170,6.292,-0.106,9.592,-3.660,9.490,-0.102,-111.000,-113.088,-2.088,35.724,35.970,-0.246,0.29000,-0.00018,-0.00017,-0.04817,-0.05017,8,0.00450,1,0.0615,0.0294
25,344,1.0000,6.397,-8.170,6.411,0.014,9.592,-3.660,9.535,-0.056,-111.000,-113.568,-2.568,35.666,35.970,-0.304,0.29000,-0.00019,-0.00018,-0.04807,-0.05075,8,0.00460,1,0.0624,0.0299
25,348,1.0000,6.397,-8.170,6.509,0.112,9.592,-3.660,9.576,-0.016,-111.000,-113.902,-2.902,35.629,35.970,-0.341,0.29000,-0.00019,-0.00018,-0.04795,-0.05074,8,0.00465,1,0.0625,0.0300
25,352,1.0000,6.397,-8.170,6.575,0.178,9.592,-3.660,9.604,0.013,-111.000,-114.124,-3.124,35.611,35.970,-0.359,0.29000,-0.00019,-0.00017,-0.04781,-0.04627,8,0.00466,1,0.0626,0.0301
25,356,1.0000,6.397,-8.170,6.593,0.196,9.592,-3.660,9.620,0.029,-111.000,-114.257,-3.257,35.622,35.970,-0.348,0.29000,-0.00018,-0.00017,-0.04771,-0.04422,8,0.00463,1,0.0620,0.0298
25,360,1.0000,6.397,-8.170,6.569,0.172,9.592,-3.660,9.615,0.023,-111.000,-114.318,-3.318,35.644,35.970,-0.326,0.29000,-0.00018,-0.00017,-0.04768,-0.04387,8,0.00458,1,0.0612,0.0294
25,364,1.0000,6.397,-8.170,6.519,0.121,9.592,-3.660,9.597,0.006,-111.000,-114.336,-3.336,35.666,35.970,-0.304,0.29000,-0.00017,-0.00016,-0.04767,-0.04327,8,0.00452,1,0.0604,0.0290
25,368,1.0000,6.397,-8.170,6.448,0.050,9.592,-3.660,9.570,-0.022,-111.000,-114.324,-3.324,35.685,35.970,-0.285,0.29000,-0.00017,-0.00016,-0.04771,-0.04435,8,0.00446,1,0.0594,0.0286
25,372,1.0000,6.397,-8.170,6.366,-0.031,9.592,-3.660,9.532,-0.060,-111.000,-114.294,-3.294,35.692,35.970,-0.278,0.29000,-0.00017,-0.00016,-0.04776,-0.04424,8,0.00441,1,0.0588,0.0282
25,376,1.0000,6.397,-8.170,6.287,-0.110,9.592,-3.660,9.494,-0.097,-111.000,-114.262,-3.262,35.686,35.970,-0.284,0.29000,-0.00017,-0.00016,-0.04781,-0.04384,8,0.00438,1,0.0582,0.0279
25,380,1.0000,6.397,-8.170,6.215,-0.182,9.592,-3.660,9.459,-0.133,-111.000,-114.232,-3.232,35.673,35.970,-0.297,0.29000,-0.00017,-0.00016,-0.04786,-0.04361,8,0.00436,1,0.0579,0.0277
25,384,1.0000,6.397,-8.170,6.153,-0.245,9.592,-3.660,9.427,-0.165,-111.000,-114.206,-3.206,35.654,35.970,-0.316,0.29000,-0.00017,-0.00016,-0.04793,-0.04455,8,0.00435,1,0.0576,0.0275
25,388,1.0000,6.397,-8.170,6.101,-0.296,9.592,-3.660,9.398,-0.194,-111.000,-114.185,-3.185,35.628,35.970,-0.342,0.29000,-0.00017,-0.00016,-0.04801,-0.04476,8,0.00435,1,0.0575,0.0274
25,392,1.0000,6.397,-8.170,6.064,-0.333,9.592,-3.660,9.375,-0.216,-111.000,-114.173,-3.173,35.598,35.970,-0.372,0.29000,-0.00017,-0.00016,-0.04809,-0.04479,8,0.00435,1,0.0574,0.0273
25,396,1.0000,6.397,-8.170,6.037,-0.360,9.592,-3.660,9.358,-0.233,-111.000,-114.166,-3.166,35.567,35.970,-0.403,0.29000,-0.00017,-0.00016,-0.04817,-0.04485,8,0.00436,1,0.0574,0.0273
25,400,1.0000,6.397,-8.170,6.019,-0.378,9.592,-3.660,9.346,-0.246,-111.000,-114.164,-3.164,35.537,35.970,-0.433,0.29000,-0.00018,-0.00016,-0.04826,-0.04496,8,0.00437,1,0.0575,0.0273
25,404,1.0000,6.397,-8.170,6.008,-0.389,9.592,-3.660,9.337,-0.255,-111.000,-114.164,-3.164,35.509,35.970,-0.461,0.29000,-0.00018,-0.00016,-0.04836,-0.04508,8,0.00438,1,0.0575,0.0273
25,408,1.0000,6.397,-8.170,6.000,-0.397,9.592,-3.660,9.330,-0.261,-111.000,-114.165,-3.165,35.483,35.970,-0.487,0.29000,-0.00018,-0.00017,-0.04847,-0.04566,8,0.00439,1,0.0575,0.0272
25,412,1.0000,6.397,-8.170,5.996,-0.402,9.592,-3.660,9.325,-0.267,-111.000,-114.166,-3.166,35.458,35.970,-0.512,0.29000,-0.00018,-0.00017,-0.04857,-0.04576,8,0.00440,1,0.0575,0.0272
25,416,1.0000,6.397,-8.170,5.992,-0.405,9.592,-3.660,9.321,-0.271,-111.000,-114.168,-3.168,35.434,35.970,-0.536,0.29000,-0.00018,-0.00017,-0.04867,-0.04581,8,0.00441,1,0.0574,0.0272
25,420,1.0000,6.397,-8.170,5.989,-0.409,9.592,-3.660,9.317,-0.275,-111.000,-114.168,-3.168,35.413,35.970,-0.557,0.29000,-0.00018,-0.00017,-0.04877,-0.04585,8,0.00441,1,0.0574,0.0272
