sweep,candidate,capacity_model_version,failure_calibration_version,load_kg,run,athlete_mass_kg,bar_mass_kg,trace_count,terminal_reason,terminal_tick,physical_success,p3_evidence,p3_outcome,p3_primary,p3_secondary,failure_onset_tick,failure_latch_tick,p3_evidence_channels,p2_evidence,p2_outcome,p2_violations,squat_command_tick,drive_intent_tick,min_worst_side_depth_m,legal_physical_depth,descent_onset_tick,bottom_tick,ascent_establishment_tick,completion_region_tick,lockout_tick,concentric_duration_s,bottom_to_completion_region_s,concentric_displacement_m,mean_concentric_velocity_mps,time_avg_concentric_velocity_mps,peak_concentric_velocity_mps,min_mid_ascent_velocity_mps,max_downward_reversal_after_ascent_m,max_bar_height_gain_m,max_modeled_demand,mean_ascent_modeled_demand,ascent_near_saturation_fraction,ascent_saturation_fraction,peak_knee_demand,peak_hip_demand,peak_ankle_demand,peak_trunk_demand,peak_knee_tracking_error_rad,peak_hip_tracking_error_rad,peak_ankle_tracking_error_rad,peak_trunk_tracking_error_rad,mean_ascent_knee_tracking_error_rad,mean_ascent_hip_tracking_error_rad,knee_max_force_nm,hip_max_force_nm,ankle_max_force_nm,trunk_max_force_nm,knee_capacity_scale,max_force_constant,trunk_pitch_min_rad,trunk_pitch_max_rad,min_front_support_margin_m,min_rear_support_margin_m,com_z_min_m,com_z_max_m,max_saddle_separation_m,saddle_detached_or_broken,support_ever_lost,sticking,sticking_detector_status,sticking_vmax1_mps,sticking_vmin_mps,sticking_vmax2_mps,sticking_vmax1_tick,sticking_vmin_tick,sticking_vmax2_tick,sticking_velocity_reduction_fraction,sticking_interval_s,noise_velocity_threshold_mps,all_evidence_finite
GAM43-integrated,LC1+S1,GAM13_SQUAT_ATHLETE_CAPACITY_V1,GAM12_P3A1_FAILURE_CALIBRATION_PROVISIONAL_V1,25,1,99.99999,25,720,PHYSICAL_LOCKOUT,745,false,INCOMPLETE_ATTEMPT,UNDETERMINED,NONE,NONE,NA,NA,NONE,EVALUABLE,NO_LIFT,FAILED_START_POSITION|SUPPORT_VIOLATION|INSUFFICIENT_DEPTH,33,387,0.0411848724,false,85,381,418,647,745,3.64,2.66,0.5064226,0.139127076,0.144143462,0.298688769,-0.00795155,0.00296664238,0.5093892,0.300107032,0.274942845,0,0,0.237849832,0.2102668,0.164757386,0.114112876,0.130909324,0.09790838,0.117962748,0.273251653,0.09854316,0.06805642,2052,2052,1710,1482,6.83999968,true,-0.483128548,0.076062046,0.175734878,0.102302,-0.05241704,-0.0404538922,0.00608339766,false,false,NO_RESOLVABLE_STICKING,NoStickingRegion,NA,NA,NA,NA,NA,NA,NA,NA,0.134793535,true
