recorded_pre_squat,p2_evaluated,AbdomenActualAngleRad,AbdomenMarginRad,AbdomenPass,AbdomenStandingBiasDegrees,AnkleStandingBiasDegrees,AppliedAnkleDemandRad,BarAngularSpeedMagnitudeRadS,BarAngularSpeedMarginRadS,BarAngularSpeedPass,BarAngularSpeedThresholdRadS,BarAngularVelocityBarXRadS,BarAngularVelocityBarYRadS,BarAngularVelocityBarZRadS,BarAvailable,BarLinearSpeedMagnitudeMps,BarLinearSpeedMarginMps,BarLinearSpeedPass,BarLinearSpeedThresholdMps,BarVerticalSpeedMarginMps,BarVerticalSpeedMps,BarVerticalSpeedPass,BarVerticalSpeedThresholdMps,CaptureApM,CaptureMargin2DM,CaptureMlM,ComApM,ComMlM,ComSpeedMps,ConsecutiveValidRunLength,CopMeasuredApM,CopMeasuredMlM,GuardedAnkleDemandRad,HipAuthority,HipStandingBiasDegrees,HipStrategyBlend,KneeStandingBiasDegrees,LeftFootAvailable,LeftFootContact,LeftHipActualAngleRad,LeftHipMarginRad,LeftHipPass,LeftKneeActualAngleRad,LeftKneeMarginRad,LeftKneePass,OverallStartCandidate,PostureGuardScale,RawAnkleAuthorityFraction,RawAnkleDemandRad,RequiredRunLength,RightFootAvailable,RightFootContact,RightHipActualAngleRad,RightHipMarginRad,RightHipPass,RightKneeActualAngleRad,RightKneeMarginRad,RightKneePass,SimulationTick,SimulationTimeSeconds,SupportAvailable,SupportPresent,ThoraxActualAngleRad,ThoraxMarginRad,ThoraxPass,ThoraxStandingBiasDegrees,TrunkAuthority
false,false,0.03908753,0.135445386,true,3.45571113,0,0.121246643,0.0279415324,0.172058463,true,0.2,-0.0233337153,0.000226693272,0.0153693054,true,0.0629722252,-0.0429722257,false,0.02,-0.038398765,-0.0483987629,false,0.01,-0.04797112,0.106747925,0.00357121369,-0.0485612154,0.001057605,0.007634852,0,-0.05577899,-0.000474529865,0.121246643,0,0,0,0,true,true,0.0018269812,0.172705933,true,0.00556726474,0.08169919,true,false,0.9965948,0.464709431,0.121660925,3,true,true,0.002071602,0.172461316,true,0.006328851,0.08093761,true,21,0.21,true,true,0.045050025,0.1294829,true,3.347665,0
false,false,0.0389775746,0.135555342,true,3.45571113,0,0.0812466443,0.02957531,0.1704247,true,0.2,-0.0253545251,-0.000115332521,0.0152260894,true,0.0476893149,-0.0276893154,false,0.02,-0.009549236,-0.0195492357,false,0.01,-0.04829653,0.106422514,0.003668962,-0.04854364,0.001132202,0.00753670326,0,-0.04392186,0.000135657247,-0.0664432347,0,0,0,0,true,true,0.00154408091,0.172988832,true,0.00530409347,0.08196237,true,false,0.9969543,0.2545692,-0.06664622,3,true,true,0.001953125,0.1725798,true,0.006176326,0.08109014,true,22,0.22,true,true,0.0448909625,0.12964195,true,3.347665,0
false,false,0.038891837,0.135641083,true,3.45571113,0,0.0412466452,0.0238191374,0.176180869,true,0.2,-0.0185874384,-0.00051298266,0.0148860756,true,0.0448012725,-0.0248012729,false,0.02,0.009498665,-0.000501334667,true,0.01,-0.0488193743,0.105899662,0.00369841349,-0.0485456176,0.00120597845,0.007414107,0,-0.03215535,0.00204301137,-0.278381,0.00612733327,0,1,0,true,true,0.0018269812,0.172705933,true,0.00530409347,0.08196237,true,false,0.9973624,1.06614673,-0.2791172,3,true,true,0.001953125,0.1725798,true,0.006176326,0.08109014,true,23,0.23,true,true,0.0448537655,0.129679158,true,3.347665,0.00357418042
false,false,0.0387936234,0.1357393,true,3.45571113,0,0.001246646,0.0144238351,0.185576171,true,0.2,0.00162069162,-0.00100866868,0.0142969564,true,0.04317936,-0.02317936,false,0.02,0.004179204,0.005820796,true,0.01,-0.049308192,0.105410844,0.00366960559,-0.0485651977,0.00127724709,0.00740695931,0,-0.0385761373,0.004011424,-0.179156229,0,0,0,0,true,true,0.0018269812,0.172705933,true,0.005480945,0.081785515,true,false,0.9975132,0.686030865,-0.179602876,3,true,true,0.00239208,0.172140837,true,0.00625305343,0.0810134038,true,24,0.24,true,true,0.04496526,0.129567653,true,3.347665,0
false,false,0.0387259573,0.135806963,true,3.45571113,0,-0.014135222,0.0244230181,0.175576985,true,0.2,0.020304963,-0.00157592865,0.0134799369,true,0.03850138,-0.0185013786,false,0.02,0.008677954,0.00132204592,true,0.01,-0.0495135449,0.105205491,0.0036015904,-0.0485939272,0.00134482339,0.007205674,0,-0.0491525568,0.005523935,-0.014135222,0,0,0,0,true,true,0.0018269812,0.172705933,true,0.00585937733,0.0814070851,true,false,0.9975132,0.05412705,-0.0141704613,3,true,true,0.002489756,0.17204316,true,0.00644087465,0.08082558,true,25,0.25,true,true,0.0451663174,0.1293666,true,3.347665,0
false,false,0.0387444235,0.1357885,true,3.45571113,0,0.0258647762,0.0415168665,0.158483133,true,0.2,0.0395185724,-0.00216174242,0.0125403143,true,0.0338041149,-0.0138041154,false,0.02,0.00448942371,-0.005510576,true,0.01,-0.0495812558,0.10513778,0.0035345247,-0.0486225449,0.00140829163,0.00689693959,0,-0.0649067461,0.00496871,0.254744858,0.007895941,0,0.8401602,0,true,true,0.001953125,0.1725798,true,0.006098633,0.0811678246,true,false,0.9969543,0.976024032,0.2555231,3,true,true,0.00267442665,0.17185849,true,0.00655098353,0.08071548,true,26,0.26,true,true,0.0453822426,0.129150674,true,3.347665,0.00460584
false,false,0.0389408544,0.135592073,true,3.45571113,0,0.06586477,0.0445846543,0.155415356,true,0.2,0.04296967,-0.00269186846,0.0115824277,true,0.03123666,-0.01123666,false,0.02,0.002160022,-0.007839978,true,0.01,-0.04968655,0.105032489,0.00349180121,-0.0486507975,0.0014681645,0.00672266958,0,-0.0624916032,0.00368903857,0.191794634,0,0,0,0,true,true,0.0018269812,0.172705933,true,0.005980202,0.08128626,true,false,0.9968299,0.7349296,0.192404568,3,true,true,0.002489756,0.17204316,true,0.00651448732,0.08075197,true,27,0.27,true,true,0.0455134064,0.129019514,true,3.347665,0
false,false,0.0390509143,0.135482013,true,3.45571113,0,0.0258647725,0.0477123931,0.1522876,true,0.2,0.04641687,-0.00320673012,0.0105670886,true,0.0288947225,-0.008894723,false,0.02,-4.084222E-05,-0.010040842,false,0.01,-0.04953907,0.105179965,0.003434935,-0.04867779,0.001524891,0.0061965934,0,-0.0492425077,0.00446047634,-0.07149149,0,0,0,0,true,true,0.0018269812,0.172705933,true,0.006098633,0.0811678246,true,false,0.9965948,0.2740098,-0.07173576,3,true,true,0.002489756,0.17204316,true,0.00665927166,0.08060719,true,28,0.28,true,true,0.0456285141,0.1289044,true,3.347665,0
false,false,0.0392518826,0.135281041,true,3.45571113,0,0.06586477,0.0472343229,0.152765676,true,0.2,0.04611139,-0.003668735,0.009558307,true,0.025925139,-0.00592513941,false,0.02,0.00222973712,-0.00777026266,true,0.01,-0.04941766,0.10530138,0.00340478239,-0.0486971475,0.00157878548,0.005805803,0,-0.0647259,0.00340995239,0.222542316,0.000244977651,0,0.0183355846,0,true,true,0.001953125,0.1725798,true,0.006019938,0.081246525,true,false,0.9968299,0.852750361,0.223250031,3,true,true,0.00239208,0.172140837,true,0.00665927166,0.08060719,true,29,0.29,true,true,0.0457172655,0.128815651,true,3.347665,0.000142899735
false,false,0.0393852927,0.135147631,true,3.45571113,0,0.0258647725,0.04928544,0.150714561,true,0.2,0.0483713262,-0.00409939839,0.008512608,true,0.0227672532,-0.00276725367,false,0.02,0.003957147,-0.006042853,true,0.01,-0.04908686,0.105632178,0.00335232145,-0.0487094037,0.00162998424,0.00521514,0,-0.05158629,0.00435360335,-0.02161912,0,0,0,0,true,true,0.0018269812,0.172705933,true,0.00605941331,0.0812070444,true,false,0.9968299,0.08284138,-0.0216878727,3,true,true,0.00239208,0.172140837,true,0.00676582661,0.08050063,true,30,0.3,true,true,0.0458006375,0.128732279,true,3.347665,0
false,false,0.0394639149,0.135069013,true,3.45571113,0,0.06586477,0.0372645929,0.1627354,true,0.2,0.0361727923,-0.004869484,0.007514463,true,0.02441321,-0.00441321,false,0.02,0.008072967,-0.00192703307,true,0.01,-0.0489320271,0.105787009,0.00331594632,-0.04871191,0.00167834747,0.004887264,0,-0.0661495,0.00353196822,0.2723247,0.00999822747,0,1,0,true,true,0.001691456,0.17284146,true,0.006019938,0.081246525,true,false,0.9969543,1.04337919,0.273156673,3,true,true,0.00218366017,0.172349259,true,0.00683594076,0.08043052,true,31,0.31,true,true,0.04587866,0.128654256,true,3.347665,0.00583214033
false,false,0.039560467,0.134972453,true,3.45571113,0,0.033972837,0.0264149643,0.173585042,true,0.2,0.0250826068,-0.005174303,0.00646836543,true,0.0289706346,-0.008970635,false,0.02,0.008789109,0.00121089071,true,0.01,-0.04874273,0.105976313,0.0032558185,-0.048710946,0.00172379776,0.00453243172,0,-0.0525771864,0.004313912,0.033972837,0,0,0,0,true,true,0.001691456,0.17284146,true,0.005980202,0.08128626,true,false,0.9969543,0.13016282,0.0340766236,3,true,true,0.002071602,0.172461316,true,0.00687072938,0.08039573,true,32,0.32,true,true,0.0459513627,0.128581554,true,3.347665,0
false,false,0.0398247764,0.134708136,true,3.45571113,0,0.0739728361,0.0400376581,0.159962341,true,0.2,0.0393104963,-0.00530562038,0.00543592963,true,0.0303270724,-0.0103270728,false,0.02,0.002451362,0.00754863769,true,0.01,-0.0487532,0.105965838,0.00320461,-0.04870731,0.001766144,0.004256809,0,-0.0606730767,0.00375283463,0.204221234,0,0,0,0,true,true,0.001691456,0.17284146,true,0.00577742374,0.081489034,true,false,0.9972197,0.782240748,0.204790622,3,true,true,0.002071602,0.172461316,true,0.00676582661,0.08050063,true,33,0.33,true,true,0.04604985,0.128483072,true,3.347665,0
false,false,0.0400754437,0.134457469,true,3.45571113,0,0.033972837,0.05534243,0.144657582,true,0.2,0.0548928827,-0.00552059663,0.00436792057,true,0.0280134678,-0.008013468,false,0.02,-0.0005978774,0.0105978772,false,0.01,-0.0486358181,0.106083222,0.00312133832,-0.0487044938,0.0018052255,0.00389797217,0,-0.04705352,0.00508905062,-0.0465216525,0,0,0,0,true,true,0.001691456,0.17284146,true,0.005818545,0.0814479142,true,false,0.997285068,0.178182974,-0.0466483,3,true,true,0.002071602,0.172461316,true,0.00680097425,0.08046549,true,34,0.34,true,true,0.0461842753,0.128348649,true,3.347665,0
false,false,0.04042495,0.134107977,true,3.45571113,0,0.0739728361,0.06327406,0.136725932,true,0.2,0.06292454,-0.005754256,0.00331623526,true,0.0262888353,-0.006288836,false,0.02,-0.004092416,0.0140924156,false,0.01,-0.0486446135,0.106074423,0.003050826,-0.0486990772,0.00184086,0.0035822324,0,-0.0602111556,0.00439765444,0.209316641,0,0,0,0,true,true,0.00138106791,0.173151851,true,0.00556726474,0.08169919,true,false,0.997326553,0.8016721,0.209877744,3,true,true,0.001953125,0.1725798,true,0.00665927166,0.08060719,true,35,0.35000000000000003,true,true,0.0463234633,0.128209457,true,3.347665,0
false,false,0.0407305025,0.133802414,true,3.45571113,0,0.033972837,0.0710041746,0.128995836,true,0.2,0.07071478,-0.00600160845,0.00223466172,true,0.0227731634,-0.00277316384,false,0.02,-0.00376051478,0.0137605146,false,0.01,-0.0485132225,0.106205821,0.00294998614,-0.0486935824,0.00187290157,0.00322989421,0,-0.0461296178,0.005642787,-0.056184195,0,0,0,0,true,true,0.00138106791,0.173151851,true,0.00556726474,0.08169919,true,false,0.997312665,0.2151856,-0.0563355871,3,true,true,0.001953125,0.1725798,true,0.00665927166,0.08060719,true,36,0.36,true,true,0.0464930125,0.128039911,true,3.347665,0
false,false,0.0411324427,0.13340047,true,3.45571113,0,0.0739728361,0.07405574,0.125944257,true,0.2,0.0737846,-0.006219163,0.00118657073,true,0.0208808351,-0.0008808356,false,0.02,-0.0044665914,0.0144665912,false,0.01,-0.0485023521,0.106216684,0.00286580017,-0.0486847758,0.00190124591,0.00290323212,0,-0.05988246,0.00468486641,0.211383089,0,0,0,0,true,true,0.00154408091,0.172988832,true,0.00530409347,0.08196237,true,false,0.997368634,0.8095523,0.21194078,3,true,true,0.001691456,0.17284146,true,0.00651448732,0.08075197,true,37,0.37,true,true,0.0466568358,0.127876088,true,3.347665,0
