load_kg,reference_profile,profile,intervention,trace_bit_identical,first_differing_tick,reference_order,profile_order,max_shared_onset_shift_ticks,same_stage_a_classification,classification,onset_shifts
25,p28-v1,p28-v4,production,true,NA,CONTACT_MODE_CHANGE>TRACKING_FAILURE,CONTACT_MODE_CHANGE>TRACKING_FAILURE,0,true,SOLVER_INSENSITIVE,TRACKING_FAILURE:12->12|CONTACT_MODE_CHANGE:1->1
300,p28-v1,p28-v4,production,true,NA,POSTURE_DEPARTURE>CONTACT_MODE_CHANGE>TRACKING_FAILURE>SADDLE_LINEAR_LIMIT>DRIVE_HIGH>CAPTURE_DEPARTURE>SUPPORT_LOSS,POSTURE_DEPARTURE>CONTACT_MODE_CHANGE>TRACKING_FAILURE>SADDLE_LINEAR_LIMIT>DRIVE_HIGH>CAPTURE_DEPARTURE>SUPPORT_LOSS,0,true,SOLVER_INSENSITIVE,DRIVE_HIGH:45->45|TRACKING_FAILURE:15->15|POSTURE_DEPARTURE:1->1|CAPTURE_DEPARTURE:66->66|SUPPORT_LOSS:138->138|SADDLE_LINEAR_LIMIT:18->18|CONTACT_MODE_CHANGE:1->1
60,p28-v1,p28-v4,production,true,NA,CONTACT_MODE_CHANGE>TRACKING_FAILURE>POSTURE_DEPARTURE>CAPTURE_DEPARTURE>SUPPORT_LOSS,CONTACT_MODE_CHANGE>TRACKING_FAILURE>POSTURE_DEPARTURE>CAPTURE_DEPARTURE>SUPPORT_LOSS,0,true,SOLVER_INSENSITIVE,TRACKING_FAILURE:13->13|POSTURE_DEPARTURE:42->42|CAPTURE_DEPARTURE:118->118|SUPPORT_LOSS:202->202|CONTACT_MODE_CHANGE:1->1
25,p28-v1,p28-v8,production,false,1,CONTACT_MODE_CHANGE>TRACKING_FAILURE,CONTACT_MODE_CHANGE>TRACKING_FAILURE,0,true,SOLVER_INSENSITIVE,TRACKING_FAILURE:12->12|CONTACT_MODE_CHANGE:1->1
300,p28-v1,p28-v8,production,false,1,POSTURE_DEPARTURE>CONTACT_MODE_CHANGE>TRACKING_FAILURE>SADDLE_LINEAR_LIMIT>DRIVE_HIGH>CAPTURE_DEPARTURE>SUPPORT_LOSS,POSTURE_DEPARTURE>CONTACT_MODE_CHANGE>TRACKING_FAILURE>SADDLE_LINEAR_LIMIT>DRIVE_HIGH>CAPTURE_DEPARTURE>SUPPORT_LOSS,1,true,SOLVER_INSENSITIVE,DRIVE_HIGH:45->45|TRACKING_FAILURE:15->15|POSTURE_DEPARTURE:1->1|CAPTURE_DEPARTURE:66->66|SUPPORT_LOSS:138->138|SADDLE_LINEAR_LIMIT:18->19|CONTACT_MODE_CHANGE:1->1
60,p28-v1,p28-v8,production,false,1,CONTACT_MODE_CHANGE>TRACKING_FAILURE>POSTURE_DEPARTURE>CAPTURE_DEPARTURE>SUPPORT_LOSS,CONTACT_MODE_CHANGE>TRACKING_FAILURE>POSTURE_DEPARTURE>CAPTURE_DEPARTURE>SUPPORT_LOSS,5,true,SOLVER_INSENSITIVE,TRACKING_FAILURE:13->13|POSTURE_DEPARTURE:42->42|CAPTURE_DEPARTURE:118->113|SUPPORT_LOSS:202->198|CONTACT_MODE_CHANGE:1->1
