load_kg,profile,intervention,proxy_tick,proxy_com_hull,proxy_com_aabb,proxy_com_aabb_ap,proxy_cop_hull,proxy_cop_aabb,proxy_cop_aabb_ap,proxy_capture_hull,proxy_capture_aabb,proxy_capture_aabb_ap,hull_tick,hull_com_hull,hull_com_aabb,hull_com_aabb_ap,hull_cop_hull,hull_cop_aabb,hull_cop_aabb_ap,hull_capture_hull,hull_capture_aabb,hull_capture_aabb_ap,max_abs_hull_minus_aabb2d_com,max_abs_hull_minus_ap_proxy_com,max_abs_hull_minus_aabb2d_cop,max_abs_hull_minus_ap_proxy_cop,max_abs_hull_minus_aabb2d_capture,max_abs_hull_minus_ap_proxy_capture,max_abs_hull_minus_aabb2d_com_to_capture_exit,max_abs_hull_minus_ap_proxy_com_to_capture_exit,max_abs_hull_minus_aabb2d_capture_to_capture_exit,max_abs_hull_minus_ap_proxy_capture_to_capture_exit,cop_hull_margin_min_pre_capture_exit,capture_exit_direction,proxy_lag_ticks,material_disagreement
25,p28-v1,saddle.linear_limit_m_0.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.53e-08,0.0196491,0,0,0,0,0,0,NA,NONE,NA,false
300,p28-v1,saddle.linear_limit_m_0.10,71,0.0636417,0.0641954,0.0641954,0.136586,0.137186,0.137186,0.00349285,0.00403583,0.00403583,71,0.0636417,0.0641954,0.0641954,0.136586,0.137186,0.137186,0.00349285,0.00403583,0.00403583,0.0031507,0.0031507,0.00482231,0.0245397,0.00205529,0.00205529,0.00055514,0.00055514,0.000579406,0.000579406,0.132185,ANTEROPOSTERIOR_REAR,0,false
60,p28-v1,saddle.linear_limit_m_0.10,124,0.00779737,0.00993034,0.0723846,0.0158696,0.0164344,0.0164344,-0.0202591,-0.0174098,0.000984654,71,0.098994,0.0992651,0.100846,0.0944402,0.0944765,0.0944765,0.00727086,0.00754017,0.10201,0.140229,0.166599,0.0961545,0.0961545,0.14146,0.16707,0.000487426,0.00185161,0.000269301,0.0947395,0.0944402,MEDIOLATERAL,53,true
