load_kg,profile,intervention,canonical_order_v1,discriminating_order_v1,non_discriminating_events_also_at_25kg,supplementary_order_v1,derived_persistent_onsets,stage_a_pass,drive_high_onset_tick,drive_saturation_onset_tick,tracking_failure_onset_tick,posture_departure_onset_tick,capture_departure_onset_tick,support_loss_onset_tick,saddle_linear_limit_onset_tick,saddle_gross_failure_onset_tick,contact_mode_change_onset_tick,posture_joint_error_onset_tick,posture_gross_onset_tick,guard_withdrawal_onset_tick,capture_departure_hull_onset_tick,com_outside_hull_onset_tick,foot_lift_onset_tick,foot_slip_onset_tick,plantar_count_change_onset_tick,bar_thorax_contact_onset_tick,bar_athlete_contact_onset_tick,nonplantar_ground_contact_onset_tick,saddle_angular_limit_onset_tick
25,p28-v1,saddle.linear_limit_m_0.10,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@12,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@12,NONE,BAR_ATHLETE_CONTACT@1,TRACKING_FAILURE@12|CONTACT_MODE_CHANGE@1,true,NA,NA,12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
300,p28-v1,saddle.linear_limit_m_0.10,POSTURE_DEPARTURE@1>CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@15>DRIVE_HIGH@45>CAPTURE_DEPARTURE@71>SADDLE_LINEAR_LIMIT@115>SUPPORT_LOSS@131,POSTURE_DEPARTURE@1>DRIVE_HIGH@45>CAPTURE_DEPARTURE@71>SADDLE_LINEAR_LIMIT@115>SUPPORT_LOSS@131,CONTACT_MODE_CHANGE|TRACKING_FAILURE,BAR_ATHLETE_CONTACT@1>POSTURE_JOINT_ERROR@1>GUARD_WITHDRAWAL@11>POSTURE_GROSS@33>CAPTURE_DEPARTURE_HULL@71>COM_OUTSIDE_HULL@86>NONPLANTAR_GROUND_CONTACT@109>PLANTAR_COUNT_CHANGE@128>FOOT_LIFT@129,DRIVE_HIGH@83|TRACKING_FAILURE@15|POSTURE_DEPARTURE@16|CAPTURE_DEPARTURE@71|SUPPORT_LOSS@131|SADDLE_LINEAR_LIMIT@115|CONTACT_MODE_CHANGE@89,false,45,NA,15,1,71,131,115,NA,1,1,33,11,71,86,129,NA,128,NA,1,109,NA
60,p28-v1,saddle.linear_limit_m_0.10,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@12>POSTURE_DEPARTURE@40>CAPTURE_DEPARTURE@124,POSTURE_DEPARTURE@40>CAPTURE_DEPARTURE@124,CONTACT_MODE_CHANGE|TRACKING_FAILURE,BAR_ATHLETE_CONTACT@1>GUARD_WITHDRAWAL@17>POSTURE_JOINT_ERROR@40>CAPTURE_DEPARTURE_HULL@71>POSTURE_GROSS@90>COM_OUTSIDE_HULL@137>PLANTAR_COUNT_CHANGE@180>FOOT_LIFT@204>FOOT_SLIP@218>NONPLANTAR_GROUND_CONTACT@224,TRACKING_FAILURE@37|POSTURE_DEPARTURE@40|CAPTURE_DEPARTURE@124|CONTACT_MODE_CHANGE@1,false,NA,NA,12,40,124,NA,NA,NA,1,40,90,17,71,137,204,218,180,NA,1,224,NA
