load_kg,profile,intervention,canonical_order_v1,discriminating_order_v1,non_discriminating_events_also_at_25kg,supplementary_order_v1,derived_persistent_onsets,stage_a_pass,drive_high_onset_tick,drive_saturation_onset_tick,tracking_failure_onset_tick,posture_departure_onset_tick,capture_departure_onset_tick,support_loss_onset_tick,saddle_linear_limit_onset_tick,saddle_gross_failure_onset_tick,contact_mode_change_onset_tick,posture_joint_error_onset_tick,posture_gross_onset_tick,guard_withdrawal_onset_tick,capture_departure_hull_onset_tick,com_outside_hull_onset_tick,foot_lift_onset_tick,foot_slip_onset_tick,plantar_count_change_onset_tick,bar_thorax_contact_onset_tick,bar_athlete_contact_onset_tick,nonplantar_ground_contact_onset_tick,saddle_angular_limit_onset_tick
140,p28-v1,production,CONTACT_MODE_CHANGE@1>POSTURE_DEPARTURE@21>TRACKING_FAILURE@22>CAPTURE_DEPARTURE@79>DRIVE_HIGH@94,POSTURE_DEPARTURE@21>CAPTURE_DEPARTURE@79>DRIVE_HIGH@94,CONTACT_MODE_CHANGE|TRACKING_FAILURE,BAR_ATHLETE_CONTACT@1>GUARD_WITHDRAWAL@13>POSTURE_JOINT_ERROR@21>POSTURE_GROSS@48>CAPTURE_DEPARTURE_HULL@79>COM_OUTSIDE_HULL@101>NONPLANTAR_GROUND_CONTACT@191>SADDLE_ANGULAR_LIMIT@196,DRIVE_HIGH@94|TRACKING_FAILURE@221|POSTURE_DEPARTURE@21|CAPTURE_DEPARTURE@79|CONTACT_MODE_CHANGE@1,false,94,NA,22,21,79,NA,NA,NA,1,21,48,13,79,101,NA,NA,NA,NA,1,191,196
170,p28-v1,production,POSTURE_DEPARTURE@1>CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@20>DRIVE_HIGH@65>CAPTURE_DEPARTURE@77>SADDLE_LINEAR_LIMIT@181,POSTURE_DEPARTURE@1>DRIVE_HIGH@65>CAPTURE_DEPARTURE@77>SADDLE_LINEAR_LIMIT@181,CONTACT_MODE_CHANGE|TRACKING_FAILURE,BAR_ATHLETE_CONTACT@1>POSTURE_JOINT_ERROR@1>GUARD_WITHDRAWAL@13>POSTURE_GROSS@43>CAPTURE_DEPARTURE_HULL@77>COM_OUTSIDE_HULL@96>SADDLE_ANGULAR_LIMIT@180>NONPLANTAR_GROUND_CONTACT@182,DRIVE_HIGH@96|TRACKING_FAILURE@207|POSTURE_DEPARTURE@20|CAPTURE_DEPARTURE@77|SADDLE_LINEAR_LIMIT@181|CONTACT_MODE_CHANGE@1,false,65,NA,20,1,77,NA,181,NA,1,1,43,13,77,96,NA,NA,NA,NA,1,182,180
25,p28-v1,production,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@12,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@12,NONE,BAR_ATHLETE_CONTACT@1,TRACKING_FAILURE@12|CONTACT_MODE_CHANGE@1,true,NA,NA,12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
300,p28-v1,production,POSTURE_DEPARTURE@1>CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@15>SADDLE_LINEAR_LIMIT@18>DRIVE_HIGH@45>CAPTURE_DEPARTURE@66>SUPPORT_LOSS@138,POSTURE_DEPARTURE@1>SADDLE_LINEAR_LIMIT@18>DRIVE_HIGH@45>CAPTURE_DEPARTURE@66>SUPPORT_LOSS@138,CONTACT_MODE_CHANGE|TRACKING_FAILURE,BAR_ATHLETE_CONTACT@1>POSTURE_JOINT_ERROR@1>GUARD_WITHDRAWAL@12>POSTURE_GROSS@33>CAPTURE_DEPARTURE_HULL@66>COM_OUTSIDE_HULL@82>NONPLANTAR_GROUND_CONTACT@107>FOOT_LIFT@131>PLANTAR_COUNT_CHANGE@131>SADDLE_ANGULAR_LIMIT@139>FOOT_SLIP@256,DRIVE_HIGH@85|TRACKING_FAILURE@258|POSTURE_DEPARTURE@17|CAPTURE_DEPARTURE@256|SUPPORT_LOSS@138|SADDLE_LINEAR_LIMIT@56|CONTACT_MODE_CHANGE@1,false,45,NA,15,1,66,138,18,NA,1,1,33,12,66,82,131,256,131,NA,1,107,139
60,p28-v1,production,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@13>POSTURE_DEPARTURE@42>CAPTURE_DEPARTURE@118>SUPPORT_LOSS@202,POSTURE_DEPARTURE@42>CAPTURE_DEPARTURE@118>SUPPORT_LOSS@202,CONTACT_MODE_CHANGE|TRACKING_FAILURE,BAR_ATHLETE_CONTACT@1>GUARD_WITHDRAWAL@18>POSTURE_JOINT_ERROR@42>CAPTURE_DEPARTURE_HULL@80>POSTURE_GROSS@87>COM_OUTSIDE_HULL@136>PLANTAR_COUNT_CHANGE@155>FOOT_LIFT@158>FOOT_SLIP@227>NONPLANTAR_GROUND_CONTACT@262,TRACKING_FAILURE@227|POSTURE_DEPARTURE@42|CAPTURE_DEPARTURE@227|SUPPORT_LOSS@202|CONTACT_MODE_CHANGE@1,false,NA,NA,13,42,118,202,NA,NA,1,42,87,18,80,136,158,227,155,NA,1,262,NA
