load_kg,profile,intervention,canonical_order_v1,discriminating_order_v1,non_discriminating_events_also_at_25kg,supplementary_order_v1,derived_persistent_onsets,stage_a_pass,drive_high_onset_tick,drive_saturation_onset_tick,tracking_failure_onset_tick,posture_departure_onset_tick,capture_departure_onset_tick,support_loss_onset_tick,saddle_linear_limit_onset_tick,saddle_gross_failure_onset_tick,contact_mode_change_onset_tick,posture_joint_error_onset_tick,posture_gross_onset_tick,guard_withdrawal_onset_tick,capture_departure_hull_onset_tick,com_outside_hull_onset_tick,foot_lift_onset_tick,foot_slip_onset_tick,plantar_count_change_onset_tick,bar_thorax_contact_onset_tick,bar_athlete_contact_onset_tick,nonplantar_ground_contact_onset_tick,saddle_angular_limit_onset_tick
25,p28-v1,production,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@12,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@12,NONE,BAR_ATHLETE_CONTACT@1,TRACKING_FAILURE@12|CONTACT_MODE_CHANGE@1,true,NA,NA,12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
300,p28-v1,production,POSTURE_DEPARTURE@1>CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@15>SADDLE_LINEAR_LIMIT@18>DRIVE_HIGH@45>CAPTURE_DEPARTURE@66>SUPPORT_LOSS@138,POSTURE_DEPARTURE@1>SADDLE_LINEAR_LIMIT@18>DRIVE_HIGH@45>CAPTURE_DEPARTURE@66>SUPPORT_LOSS@138,CONTACT_MODE_CHANGE|TRACKING_FAILURE,BAR_ATHLETE_CONTACT@1>POSTURE_JOINT_ERROR@1>GUARD_WITHDRAWAL@12>POSTURE_GROSS@33>CAPTURE_DEPARTURE_HULL@66>COM_OUTSIDE_HULL@82>NONPLANTAR_GROUND_CONTACT@107>FOOT_LIFT@131>PLANTAR_COUNT_CHANGE@131>SADDLE_ANGULAR_LIMIT@139>FOOT_SLIP@256,DRIVE_HIGH@85|TRACKING_FAILURE@258|POSTURE_DEPARTURE@17|CAPTURE_DEPARTURE@256|SUPPORT_LOSS@138|SADDLE_LINEAR_LIMIT@56|CONTACT_MODE_CHANGE@1,false,45,NA,15,1,66,138,18,NA,1,1,33,12,66,82,131,256,131,NA,1,107,139
60,p28-v1,production,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@13>POSTURE_DEPARTURE@42>CAPTURE_DEPARTURE@118>SUPPORT_LOSS@202,POSTURE_DEPARTURE@42>CAPTURE_DEPARTURE@118>SUPPORT_LOSS@202,CONTACT_MODE_CHANGE|TRACKING_FAILURE,BAR_ATHLETE_CONTACT@1>GUARD_WITHDRAWAL@18>POSTURE_JOINT_ERROR@42>CAPTURE_DEPARTURE_HULL@80>POSTURE_GROSS@87>COM_OUTSIDE_HULL@136>PLANTAR_COUNT_CHANGE@155>FOOT_LIFT@158>FOOT_SLIP@227>NONPLANTAR_GROUND_CONTACT@262,TRACKING_FAILURE@227|POSTURE_DEPARTURE@42|CAPTURE_DEPARTURE@227|SUPPORT_LOSS@202|CONTACT_MODE_CHANGE@1,false,NA,NA,13,42,118,202,NA,NA,1,42,87,18,80,136,158,227,155,NA,1,262,NA
25,p32-v1,production,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@12,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@12,NONE,BAR_ATHLETE_CONTACT@1,TRACKING_FAILURE@12|CONTACT_MODE_CHANGE@1,true,NA,NA,12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
300,p32-v1,production,POSTURE_DEPARTURE@1>CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@15>SADDLE_LINEAR_LIMIT@18>DRIVE_HIGH@45>CAPTURE_DEPARTURE@65>SUPPORT_LOSS@140,POSTURE_DEPARTURE@1>SADDLE_LINEAR_LIMIT@18>DRIVE_HIGH@45>CAPTURE_DEPARTURE@65>SUPPORT_LOSS@140,CONTACT_MODE_CHANGE|TRACKING_FAILURE,BAR_ATHLETE_CONTACT@1>POSTURE_JOINT_ERROR@1>GUARD_WITHDRAWAL@12>POSTURE_GROSS@34>CAPTURE_DEPARTURE_HULL@65>COM_OUTSIDE_HULL@81>NONPLANTAR_GROUND_CONTACT@110>PLANTAR_COUNT_CHANGE@133>FOOT_LIFT@134>SADDLE_ANGULAR_LIMIT@140>FOOT_SLIP@264,DRIVE_HIGH@87|TRACKING_FAILURE@266|POSTURE_DEPARTURE@17|CAPTURE_DEPARTURE@264|SUPPORT_LOSS@140|SADDLE_LINEAR_LIMIT@56|CONTACT_MODE_CHANGE@1,false,45,NA,15,1,65,140,18,NA,1,1,34,12,65,81,134,264,133,NA,1,110,140
60,p32-v1,production,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@13>POSTURE_DEPARTURE@40>CAPTURE_DEPARTURE@110>SUPPORT_LOSS@171,POSTURE_DEPARTURE@40>CAPTURE_DEPARTURE@110>SUPPORT_LOSS@171,CONTACT_MODE_CHANGE|TRACKING_FAILURE,BAR_ATHLETE_CONTACT@1>GUARD_WITHDRAWAL@18>POSTURE_JOINT_ERROR@40>CAPTURE_DEPARTURE_HULL@62>POSTURE_GROSS@83>COM_OUTSIDE_HULL@102>PLANTAR_COUNT_CHANGE@115>FOOT_LIFT@167>NONPLANTAR_GROUND_CONTACT@227>FOOT_SLIP@291,TRACKING_FAILURE@279|POSTURE_DEPARTURE@40|CAPTURE_DEPARTURE@284|SUPPORT_LOSS@171|CONTACT_MODE_CHANGE@1,false,NA,NA,13,40,110,171,NA,NA,1,40,83,18,62,102,167,291,115,NA,1,227,NA
25,p40-v1,production,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@12,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@12,NONE,BAR_ATHLETE_CONTACT@1,TRACKING_FAILURE@12|CONTACT_MODE_CHANGE@1,true,NA,NA,12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
300,p40-v1,production,POSTURE_DEPARTURE@1>CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@14>SADDLE_LINEAR_LIMIT@18>DRIVE_HIGH@46>CAPTURE_DEPARTURE@63>SUPPORT_LOSS@141,POSTURE_DEPARTURE@1>SADDLE_LINEAR_LIMIT@18>DRIVE_HIGH@46>CAPTURE_DEPARTURE@63>SUPPORT_LOSS@141,CONTACT_MODE_CHANGE|TRACKING_FAILURE,BAR_ATHLETE_CONTACT@1>POSTURE_JOINT_ERROR@1>GUARD_WITHDRAWAL@11>POSTURE_GROSS@34>CAPTURE_DEPARTURE_HULL@63>COM_OUTSIDE_HULL@78>NONPLANTAR_GROUND_CONTACT@114>PLANTAR_COUNT_CHANGE@132>FOOT_LIFT@133>SADDLE_ANGULAR_LIMIT@140>FOOT_SLIP@276,DRIVE_HIGH@91|TRACKING_FAILURE@278|POSTURE_DEPARTURE@16|CAPTURE_DEPARTURE@276|SUPPORT_LOSS@141|SADDLE_LINEAR_LIMIT@55|CONTACT_MODE_CHANGE@1,false,46,NA,14,1,63,141,18,NA,1,1,34,11,63,78,133,276,132,NA,1,114,140
60,p40-v1,production,CONTACT_MODE_CHANGE@1>TRACKING_FAILURE@13>POSTURE_DEPARTURE@38>CAPTURE_DEPARTURE@125>SUPPORT_LOSS@146>SADDLE_LINEAR_LIMIT@367,POSTURE_DEPARTURE@38>CAPTURE_DEPARTURE@125>SUPPORT_LOSS@146>SADDLE_LINEAR_LIMIT@367,CONTACT_MODE_CHANGE|TRACKING_FAILURE,BAR_ATHLETE_CONTACT@1>GUARD_WITHDRAWAL@18>POSTURE_JOINT_ERROR@38>CAPTURE_DEPARTURE_HULL@55>POSTURE_GROSS@71>COM_OUTSIDE_HULL@83>PLANTAR_COUNT_CHANGE@116>FOOT_LIFT@125>FOOT_SLIP@253>NONPLANTAR_GROUND_CONTACT@301,TRACKING_FAILURE@34|POSTURE_DEPARTURE@38|CAPTURE_DEPARTURE@324|SUPPORT_LOSS@146|SADDLE_LINEAR_LIMIT@367|CONTACT_MODE_CHANGE@1,false,NA,NA,13,38,125,146,367,NA,1,38,71,18,55,83,125,253,116,NA,1,301,NA
