segment,parent,family,anchor_x,anchor_y,anchor_z,axis_x,axis_y,axis_z,spring,damper,max_force_nm
pelvis,NONE,root,NA,NA,NA,NA,NA,NA,0,0,0
abdomen,pelvis,lumbar,-3.89386041E-05,1.08618736,-0.0105712768,0.99999994,-0.000283369183,0.000206930956,2400,147.224319,1482
thorax,abdomen,trunk,-1.12528069E-05,1.19197369,0.002197978,1,-8.389073E-05,8.018054E-05,2400,147.224319,1482
head_neck,thorax,neck,3.35734621E-05,1.53684533,-0.0262136534,1,4.45193618E-05,0.000114536306,300,11,228
left_upper_arm,thorax,shoulder,-0.2125742,1.47279525,-0.0533673763,-0.0765162259,-0.0384093635,0.996328235,500,55,494
right_upper_arm,thorax,shoulder,0.212577254,1.47280669,-0.05336754,0.07656861,-0.0384370722,0.996323168,500,55,494
left_forearm,left_upper_arm,elbow,-0.4627525,1.462125,-0.08082631,-0.04185111,0.9984053,0.0378879867,450,45,380
right_forearm,right_upper_arm,elbow,0.462753534,1.46217012,-0.08085321,-0.0416738056,-0.998411834,-0.037907742,450,45,380
left_hand,left_forearm,wrist,-0.705488265,1.45161641,-0.0569795445,0.0601217747,-0.00160187448,0.998189747,250,30,171
right_hand,right_forearm,wrist,0.705492,1.45171165,-0.0570437834,-0.0600255951,-0.001661937,0.9981954,250,30,171
left_thigh,pelvis,hip,-0.11435999,0.984871864,-0.03882653,1,-7.775735E-05,0.000188562859,2700,155.884567,2052
right_thigh,pelvis,hip,0.114179678,0.984733641,-0.0387612581,0.9999998,0.0005889638,0.000177390262,2700,155.884567,2052
left_shank,left_thigh,knee,-0.114426866,0.555983663,-0.0358097553,0.99999994,-0.000169404288,0.000208732061,2400,138.564056,2052
right_shank,right_thigh,knee,0.114431947,0.5559322,-0.036020115,0.9999998,0.000588963856,0.000177390946,2400,138.564056,2052
left_foot,left_shank,ankle,-0.114496969,0.099638164,-0.08397169,0.99999994,-0.000164685174,0.000247781922,1950,121.243553,1710
right_foot,right_shank,ankle,0.114788391,0.0996120051,-0.08451359,0.999999642,0.0008232149,2.58468735E-05,1950,121.243553,1710
barbell,thorax,saddle,4.707752E-06,1.474946,-0.115972482,NA,NA,NA,50000,3000,60000
