load_kg,athlete_position_iterations,athlete_velocity_iterations,island_position_iterations,island_velocity_iterations,intervention,drive_high_onset_tick,drive_saturation_onset_tick,tracking_failure_onset_tick,posture_departure_onset_tick,capture_departure_onset_tick,support_loss_onset_tick,saddle_linear_limit_onset_tick,saddle_gross_failure_onset_tick,contact_mode_change_onset_tick,posture_joint_error_onset_tick,posture_gross_onset_tick,guard_withdrawal_onset_tick,capture_departure_hull_onset_tick,com_outside_hull_onset_tick,foot_lift_onset_tick,foot_slip_onset_tick,plantar_count_change_onset_tick,bar_thorax_contact_onset_tick,bar_athlete_contact_onset_tick,nonplantar_ground_contact_onset_tick,saddle_angular_limit_onset_tick,canonical_first_onset_order,contact_mode_reason,bar_thorax_callback_ticks,max_bar_thorax_penetration_m,connected_body_collision_enabled,bar_to_thorax_mass_ratio,non_finite,stage_a_pass,upright,stage_a_summary,min_hull_capture_margin_m,max_load_bearing_demand,max_saddle_linear_occupancy,qualified
25,28,1,28,6,k3x-equilibrium.target_v2_trim_3x,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRACKING_FAILURE@14,NONE,0,0.0232502,false,1.1574074,false,true,true,"load=25 measured=500 settlePelvis=0.9778 minPelvis=0.9777 maxTrunk=0.0776 capture=0.1054 comSpeed=0.0052 posture=1.426 limit=0.053 guard=0.996 ankle=2.489 saddle=0.0053 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=True",0.105390921,0.08101061,0.105097994,true
60,28,1,28,6,k3x-equilibrium.target_v2_trim_3x,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRACKING_FAILURE@17,NONE,0,0.0218414068,false,2.77777767,false,true,true,"load=60 measured=500 settlePelvis=0.9757 minPelvis=0.9755 maxTrunk=0.1342 capture=0.0909 comSpeed=0.0091 posture=3.546 limit=0.026 guard=0.981 ankle=2.187 saddle=0.0122 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=True",0.0908291042,0.0912548155,0.243755087,true
140,28,1,28,6,k3x-equilibrium.target_v2_trim_3x,NA,NA,33,38,NA,NA,NA,NA,NA,38,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRACKING_FAILURE@33>POSTURE_DEPARTURE@38,NONE,0,0.0202800184,false,6.48148155,false,true,true,"load=140 measured=500 settlePelvis=0.9712 minPelvis=0.9712 maxTrunk=0.2391 capture=0.0702 comSpeed=0.0291 posture=9.880 limit=0.129 guard=0.933 ankle=2.925 saddle=0.0283 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=True",0.0697871447,0.255893439,0.56581,true
170,28,1,28,6,k3x-equilibrium.target_v2_trim_3x,NA,NA,31,33,NA,NA,NA,NA,NA,33,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRACKING_FAILURE@31>POSTURE_DEPARTURE@33,NONE,0,0.0199998021,false,7.87037039,false,false,true,"load=170 measured=500 settlePelvis=0.9709 minPelvis=0.9709 maxTrunk=0.2218 capture=0.0706 comSpeed=0.0188 posture=11.302 limit=0.137 guard=0.942 ankle=4.885 saddle=0.0339 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=False",0.07007646,0.286511183,0.67827487,false
300,28,1,28,6,k3x-equilibrium.target_v2_trim_3x,120,182,16,30,183,291,17,NA,270,30,175,20,183,210,290,304,270,NA,NA,291,296,TRACKING_FAILURE@16>SADDLE_LINEAR_LIMIT@17>POSTURE_DEPARTURE@30>DRIVE_HIGH@120>DRIVE_SATURATION@182>CAPTURE_DEPARTURE@183>CONTACT_MODE_CHANGE@270>SUPPORT_LOSS@291,PLANTAR_COUNT_4_2_FROM_4_4,0,0.0420488119,false,13.8888884,false,false,false,"load=300 measured=500 settlePelvis=0.9708 minPelvis=0.1500 maxTrunk=1.8560 capture=-1.6473 comSpeed=2.2895 posture=48.015 limit=1.000 guard=0.000 ankle=15.000 saddle=0.0696 contacts=0 sat=0.108 supportLost=True saddleUnstable=False upright=False pass=False",-1.65580964,1.14032018,1.39292979,false
