load_kg,athlete_position_iterations,athlete_velocity_iterations,island_position_iterations,island_velocity_iterations,intervention,drive_high_onset_tick,drive_saturation_onset_tick,tracking_failure_onset_tick,posture_departure_onset_tick,capture_departure_onset_tick,support_loss_onset_tick,saddle_linear_limit_onset_tick,saddle_gross_failure_onset_tick,contact_mode_change_onset_tick,posture_joint_error_onset_tick,posture_gross_onset_tick,guard_withdrawal_onset_tick,capture_departure_hull_onset_tick,com_outside_hull_onset_tick,foot_lift_onset_tick,foot_slip_onset_tick,plantar_count_change_onset_tick,bar_thorax_contact_onset_tick,bar_athlete_contact_onset_tick,nonplantar_ground_contact_onset_tick,saddle_angular_limit_onset_tick,canonical_first_onset_order,contact_mode_reason,bar_thorax_callback_ticks,max_bar_thorax_penetration_m,connected_body_collision_enabled,bar_to_thorax_mass_ratio,non_finite,stage_a_pass,upright,stage_a_summary,min_hull_capture_margin_m,max_load_bearing_demand,max_saddle_linear_occupancy,qualified
25,28,1,28,6,k3x-production,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,NONE,0,0.0232073367,false,1.1574074,false,true,true,"load=25 measured=500 settlePelvis=0.9792 minPelvis=0.9791 maxTrunk=0.0484 capture=0.1066 comSpeed=0.0033 posture=1.234 limit=0.063 guard=0.997 ankle=5.538 saddle=0.0053 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=True",0.106572405,0.0782334954,0.105261371,true
60,28,1,28,6,k3x-production,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,NONE,0,0.02178806,false,2.77777767,false,true,true,"load=60 measured=500 settlePelvis=0.9782 minPelvis=0.9781 maxTrunk=0.0331 capture=0.0928 comSpeed=0.0037 posture=1.812 limit=0.128 guard=0.995 ankle=5.770 saddle=0.0123 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=True",0.09261591,0.07357353,0.2460073,true
140,28,1,28,6,k3x-production,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,NONE,0,0.0203208476,false,6.48148155,false,true,true,"load=140 measured=500 settlePelvis=0.9755 minPelvis=0.9754 maxTrunk=0.0932 capture=0.0768 comSpeed=0.0113 posture=3.397 limit=0.181 guard=0.988 ankle=4.798 saddle=0.0283 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=True",0.07631948,0.08684166,0.5656005,true
170,28,1,28,6,k3x-production,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,POSTURE_DEPARTURE@1,NONE,0,0.02006083,false,7.87037039,false,true,true,"load=170 measured=500 settlePelvis=0.9741 minPelvis=0.9741 maxTrunk=0.0749 capture=0.0717 comSpeed=0.0140 posture=5.024 limit=0.166 guard=0.975 ankle=3.840 saddle=0.0343 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=True",0.0714690462,0.12704055,0.685244143,true
300,28,1,28,6,k3x-production,37,NA,22,1,43,196,17,NA,191,1,144,19,42,65,196,200,195,NA,NA,191,218,POSTURE_DEPARTURE@1>SADDLE_LINEAR_LIMIT@17>TRACKING_FAILURE@22>DRIVE_HIGH@37>CAPTURE_DEPARTURE@43>CONTACT_MODE_CHANGE@191>SUPPORT_LOSS@196,NONPLANTAR_GROUND:left_shank|left_thigh|pelvis|right_thigh,0,0.0312336087,false,13.8888884,false,false,false,"load=300 measured=500 settlePelvis=0.9637 minPelvis=0.0926 maxTrunk=1.5494 capture=-1.7368 comSpeed=2.3215 posture=20.235 limit=0.593 guard=0.000 ankle=15.000 saddle=0.0509 contacts=0 sat=0.000 supportLost=True saddleUnstable=False upright=False pass=False",-1.7416482,0.6956921,1.0186075,false
