segment,parent,family,anchor_x,anchor_y,anchor_z,axis_x,axis_y,axis_z,spring,damper,max_force_nm
pelvis,NONE,root,NA,NA,NA,NA,NA,NA,0,0,0
abdomen,pelvis,lumbar,-1.9979434E-05,1.0871048,-0.0101691708,1,-0.000188922524,9.177454E-05,800,85,1482
thorax,abdomen,trunk,-8.87686838E-07,1.19294667,0.00227917638,1,-3.53527648E-05,5.82266439E-05,800,85,1482
head_neck,thorax,neck,2.14911015E-05,1.537944,-0.0252885446,1,3.62944156E-05,7.47952654E-05,300,11,228
left_upper_arm,thorax,shoulder,-0.212602153,1.4739089,-0.0525866747,-0.07729991,-0.0407815464,0.9961735,500,55,494
right_upper_arm,thorax,shoulder,0.212594584,1.47393584,-0.0526164919,0.0774540156,-0.0408367366,0.996159256,500,55,494
left_forearm,left_upper_arm,elbow,-0.462751925,1.46282434,-0.0803239346,-0.0439301841,0.9982231,0.0402593575,450,45,380
right_forearm,right_upper_arm,elbow,0.46274057,1.462883,-0.0804025754,-0.0437987,-0.998226762,-0.0403119437,450,45,380
left_hand,left_forearm,wrist,-0.705501437,1.4517113,-0.0569181629,0.0580932647,-0.00401037838,0.998303056,250,30,171
right_hand,right_forearm,wrist,0.705493,1.45180213,-0.0570274964,-0.05808252,-0.004103486,0.998303354,250,30,171
left_thigh,pelvis,hip,-0.114347421,0.9856612,-0.0381885879,1,1.52382709E-05,5.73719371E-05,900,90,2052
right_thigh,pelvis,hip,0.114192136,0.985502541,-0.03820414,0.9999999,0.000427176827,9.09751543E-05,900,90,2052
left_shank,left_thigh,knee,-0.114383049,0.556758344,-0.035687007,1,-0.00011385401,6.43360254E-05,800,80,2052
right_shank,right_thigh,knee,0.114375159,0.556703746,-0.0357227959,0.9999999,0.0004270639,9.150406E-05,800,80,2052
left_foot,left_shank,ankle,-0.1144439,0.100570947,-0.0854008,1,-0.000139400669,0.000112558228,650,70,1710
right_foot,right_shank,ankle,0.11465665,0.100518368,-0.08554829,0.999999762,0.0006838302,-0.000104768289,650,70,1710
barbell,thorax,saddle,2.25965141E-06,1.47642374,-0.115657285,NA,NA,NA,50000,3000,60000
