load_kg,athlete_position_iterations,athlete_velocity_iterations,island_position_iterations,island_velocity_iterations,intervention,drive_high_onset_tick,drive_saturation_onset_tick,tracking_failure_onset_tick,posture_departure_onset_tick,capture_departure_onset_tick,support_loss_onset_tick,saddle_linear_limit_onset_tick,saddle_gross_failure_onset_tick,contact_mode_change_onset_tick,posture_joint_error_onset_tick,posture_gross_onset_tick,guard_withdrawal_onset_tick,capture_departure_hull_onset_tick,com_outside_hull_onset_tick,foot_lift_onset_tick,foot_slip_onset_tick,plantar_count_change_onset_tick,bar_thorax_contact_onset_tick,bar_athlete_contact_onset_tick,nonplantar_ground_contact_onset_tick,saddle_angular_limit_onset_tick,canonical_first_onset_order,contact_mode_reason,bar_thorax_callback_ticks,max_bar_thorax_penetration_m,connected_body_collision_enabled,bar_to_thorax_mass_ratio,non_finite,stage_a_pass,upright,stage_a_summary,min_hull_capture_margin_m,max_load_bearing_demand,max_saddle_linear_occupancy,qualified
25,28,1,28,6,production,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRACKING_FAILURE@12,NONE,0,0.023216702,false,1.1574074,false,true,true,"load=25 measured=500 settlePelvis=0.9777 minPelvis=0.9777 maxTrunk=0.1458 capture=0.1078 comSpeed=0.0054 posture=4.031 limit=0.017 guard=0.983 ankle=7.009 saddle=0.0052 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=True",0.107788965,0.0444471054,0.104153171,true
60,28,1,28,6,production,NA,NA,17,47,NA,NA,NA,NA,NA,47,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRACKING_FAILURE@17>POSTURE_DEPARTURE@47,NONE,0,0.0218280926,false,2.77777767,false,false,true,"load=60 measured=500 settlePelvis=0.9702 minPelvis=0.9702 maxTrunk=0.3243 capture=0.0917 comSpeed=0.0104 posture=12.173 limit=0.135 guard=0.910 ankle=2.352 saddle=0.0121 contacts=8 sat=0.000 supportLost=False saddleUnstable=False upright=True pass=False",0.0916006044,0.110271625,0.242597252,false
140,28,1,28,6,production,93,NA,23,22,76,NA,192,NA,190,22,51,14,76,98,NA,NA,NA,NA,NA,190,193,POSTURE_DEPARTURE@22>TRACKING_FAILURE@23>CAPTURE_DEPARTURE@76>DRIVE_HIGH@93>CONTACT_MODE_CHANGE@190>SADDLE_LINEAR_LIMIT@192,NONPLANTAR_GROUND:left_shank|left_thigh|pelvis|right_shank|right_thigh,0,0.05027479,false,6.48148155,false,false,false,"load=140 measured=500 settlePelvis=0.9364 minPelvis=0.0921 maxTrunk=1.6029 capture=-1.6666 comSpeed=2.4074 posture=47.356 limit=1.000 guard=0.000 ankle=15.000 saddle=0.0496 contacts=6 sat=0.000 supportLost=False saddleUnstable=False upright=False pass=False",-1.66761482,0.512672961,0.992316246,false
170,28,1,28,6,production,68,NA,20,1,73,192,176,NA,170,1,45,14,73,93,190,217,170,NA,NA,231,176,POSTURE_DEPARTURE@1>TRACKING_FAILURE@20>DRIVE_HIGH@68>CAPTURE_DEPARTURE@73>CONTACT_MODE_CHANGE@170>SADDLE_LINEAR_LIMIT@176>SUPPORT_LOSS@192,PLANTAR_COUNT_3_4_FROM_4_4,0,0.05141151,false,7.87037039,false,false,false,"load=170 measured=500 settlePelvis=0.9143 minPelvis=0.1005 maxTrunk=1.8672 capture=-1.6561 comSpeed=2.5029 posture=48.955 limit=1.000 guard=0.000 ankle=15.000 saddle=0.0495 contacts=0 sat=0.000 supportLost=True saddleUnstable=False upright=False pass=False",-1.65644264,0.5290332,0.9900164,false
300,28,1,28,6,production,46,NA,16,1,63,139,18,NA,108,1,34,14,63,79,133,259,132,NA,NA,108,140,POSTURE_DEPARTURE@1>TRACKING_FAILURE@16>SADDLE_LINEAR_LIMIT@18>DRIVE_HIGH@46>CAPTURE_DEPARTURE@63>CONTACT_MODE_CHANGE@108>SUPPORT_LOSS@139,NONPLANTAR_GROUND:head_neck,0,0.02024486,false,13.8888884,false,false,false,"load=300 measured=500 settlePelvis=0.7262 minPelvis=0.0995 maxTrunk=2.9159 capture=-1.2699 comSpeed=2.2683 posture=75.834 limit=1.000 guard=0.000 ankle=15.000 saddle=0.0543 contacts=0 sat=0.002 supportLost=True saddleUnstable=False upright=False pass=False",-1.27029634,0.570064,1.08592677,false
