hold_tick,com_ap,com_speed,support_min,support_max,cop_ap,contacts,pelvis_y,ankle_dorsiflexion_deg,ankle_proximity,trunk_incl_deg
0,1.2168,0.0295,1.2168,1.2168,NaN,0,0.2956,29.93,0.665,118.41
5,1.2176,0.0390,1.2176,1.2176,NaN,0,0.3008,30.43,0.676,119.05
10,1.2189,0.0460,1.2189,1.2189,NaN,0,0.3058,30.83,0.685,119.46
15,1.2201,0.0453,1.2201,1.2201,NaN,0,0.3096,31.02,0.689,119.65
20,1.2212,0.0369,1.2212,1.2212,NaN,0,0.3125,30.45,0.677,119.72
25,1.2220,0.0532,1.2220,1.2220,NaN,0,0.3141,30.40,0.676,119.67
30,1.2215,0.0704,1.2215,1.2215,NaN,0,0.3156,30.63,0.681,119.63
35,1.2194,0.0738,1.2194,1.2194,NaN,0,0.3177,30.28,0.673,119.75
40,1.2187,0.0648,1.2187,1.2187,NaN,0,0.3203,29.47,0.655,119.79
45,1.2194,0.0572,1.2194,1.2194,NaN,0,0.3222,29.86,0.664,119.70
50,1.2201,0.0500,1.2201,1.2201,NaN,0,0.3241,29.83,0.663,119.57
55,1.2202,0.0467,1.2202,1.2202,NaN,0,0.3254,29.91,0.665,119.41
60,1.2202,0.0473,1.2202,1.2202,NaN,0,0.3272,29.73,0.661,119.34
65,1.2208,0.0456,1.2208,1.2208,NaN,0,0.3288,29.60,0.658,119.24
70,1.2209,0.0474,1.2209,1.2209,NaN,0,0.3301,29.58,0.657,119.13
75,1.2205,0.0491,1.2205,1.2205,NaN,0,0.3311,29.39,0.653,119.03
80,1.2207,0.0385,1.2207,1.2207,NaN,0,0.3322,29.32,0.652,118.94
85,1.2209,0.0377,1.2209,1.2209,NaN,0,0.3335,28.95,0.643,118.89
90,1.2214,0.0310,1.2214,1.2214,NaN,0,0.3345,28.89,0.642,118.84
95,1.2214,0.0282,1.2214,1.2214,NaN,0,0.3351,28.94,0.643,118.77
100,1.2214,0.0162,1.2214,1.2214,NaN,0,0.3358,28.85,0.641,118.78
105,1.2212,0.0120,1.2212,1.2212,NaN,0,0.3360,28.98,0.644,118.78
110,1.2210,0.0052,1.2210,1.2210,NaN,0,0.3360,29.07,0.646,118.79
115,1.2210,0.0031,1.2210,1.2210,NaN,0,0.3360,29.16,0.648,118.81
120,1.2210,0.0034,1.2210,1.2210,NaN,0,0.3359,29.25,0.650,118.82
125,1.2210,0.0037,1.2210,1.2210,NaN,0,0.3359,29.28,0.651,118.84
130,1.2210,0.0035,1.2210,1.2210,NaN,0,0.3359,29.28,0.651,118.85
135,1.2209,0.0031,1.2209,1.2209,NaN,0,0.3358,29.26,0.650,118.87
140,1.2209,0.0027,1.2209,1.2209,NaN,0,0.3358,29.23,0.649,118.88
145,1.2209,0.0025,1.2209,1.2209,NaN,0,0.3358,29.19,0.649,118.88
150,1.2209,0.0027,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
155,1.2209,0.0027,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
160,1.2209,0.0000,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
165,1.2209,0.0000,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
170,1.2209,0.0000,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
175,1.2209,0.0000,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
180,1.2209,0.0000,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
185,1.2209,0.0000,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
190,1.2209,0.0000,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
195,1.2209,0.0000,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
200,1.2209,0.0000,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
205,1.2209,0.0000,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
210,1.2209,0.0000,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
215,1.2209,0.0000,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
220,1.2209,0.0000,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
225,1.2209,0.0000,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
230,1.2209,0.0000,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
235,1.2209,0.0000,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
240,1.2209,0.0000,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
245,1.2209,0.0000,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
249,1.2209,0.0000,1.2209,1.2209,NaN,0,0.3358,29.18,0.648,118.88
