load_kg,tick,sq,world_trunk_pitch,ref_world_trunk_pitch,trunk_excess,pelvis_world_pitch,thigh_world_pitch,shank_world_pitch,hip_nominal,hip_actual,hip_excess,abdomen_nominal,abdomen_actual,abdomen_excess,thorax_nominal,thorax_actual,thorax_excess,bar_ap,support_center,cop_ap,bar_rel_support,bar_rel_cop,saddle_separation,saddle_attached,com_ap,support_min,support_max
25,288,0.8640,47.187,35.247,11.940,22.441,98.920,-145.647,-101.276,-103.266,-1.990,6.422,18.914,12.492,9.628,16.015,6.387,0.00119,-0.00972,-0.04017,0.01091,0.04136,0.00350,1,-0.03427,-0.15472,0.13528
25,289,0.8670,47.214,35.265,11.949,22.419,98.628,-145.661,-101.502,-103.520,-2.018,6.422,18.962,12.540,9.629,16.044,6.415,0.00121,-0.00972,-0.03469,0.01093,0.03590,0.00349,1,-0.03437,-0.15472,0.13528
25,290,0.8700,47.244,35.284,11.960,22.412,98.360,-145.664,-101.727,-103.790,-2.063,6.423,19.012,12.589,9.630,16.076,6.447,0.00123,-0.00972,-0.02849,0.01094,0.02972,0.00348,1,-0.03446,-0.15472,0.13528
25,291,0.8730,47.276,35.303,11.973,22.419,98.118,-145.646,-101.953,-104.051,-2.099,6.423,19.046,12.623,9.630,16.106,6.476,0.00124,-0.00972,-0.03313,0.01096,0.03437,0.00347,1,-0.03455,-0.15472,0.13528
25,292,0.8760,47.303,35.321,11.982,22.410,97.867,-145.636,-102.178,-104.301,-2.123,6.423,19.067,12.644,9.630,16.129,6.498,0.00125,-0.00972,-0.03813,0.01096,0.03937,0.00346,1,-0.03466,-0.15472,0.13528
25,293,0.8790,47.328,35.340,11.988,22.409,97.616,-145.631,-102.404,-104.543,-2.139,6.423,19.102,12.679,9.630,16.150,6.519,0.00124,-0.00972,-0.03280,0.01096,0.03405,0.00345,1,-0.03476,-0.15472,0.13528
25,294,0.8820,47.351,35.358,11.992,22.399,97.352,-145.641,-102.629,-104.792,-2.163,6.423,19.127,12.703,9.630,16.171,6.541,0.00123,-0.00972,-0.03493,0.01095,0.03617,0.00343,1,-0.03486,-0.15472,0.13528
25,295,0.8850,47.373,35.377,11.996,22.400,97.107,-145.639,-102.854,-105.046,-2.192,6.423,19.158,12.735,9.630,16.194,6.563,0.00121,-0.00972,-0.02906,0.01093,0.03027,0.00342,1,-0.03496,-0.15472,0.13528
25,296,0.8880,47.394,35.396,11.998,22.399,96.863,-145.637,-103.079,-105.292,-2.213,6.423,19.177,12.754,9.630,16.213,6.583,0.00118,-0.00972,-0.03411,0.01090,0.03530,0.00341,1,-0.03505,-0.15472,0.13528
25,297,0.8910,47.414,35.414,12.000,22.409,96.636,-145.622,-103.304,-105.536,-2.232,6.423,19.196,12.773,9.630,16.230,6.601,0.00115,-0.00972,-0.03196,0.01086,0.03310,0.00340,1,-0.03516,-0.15472,0.13528
25,298,0.8940,47.429,35.433,11.996,22.405,96.395,-145.618,-103.528,-105.772,-2.244,6.422,19.204,12.781,9.629,16.243,6.614,0.00110,-0.00972,-0.03781,0.01082,0.03891,0.00338,1,-0.03526,-0.15472,0.13528
25,299,0.8970,47.443,35.451,11.991,22.409,96.166,-145.607,-103.752,-106.009,-2.257,6.422,19.222,12.800,9.628,16.256,6.627,0.00104,-0.00972,-0.03240,0.01076,0.03344,0.00337,1,-0.03537,-0.15472,0.13528
25,300,0.9000,47.452,35.470,11.982,22.401,95.922,-145.607,-103.977,-106.243,-2.266,6.422,19.229,12.807,9.628,16.266,6.638,0.00098,-0.00972,-0.03801,0.01070,0.03898,0.00336,1,-0.03547,-0.15472,0.13528
25,301,0.9030,47.459,35.486,11.974,22.404,95.693,-145.597,-104.200,-106.478,-2.279,6.421,19.245,12.824,9.627,16.276,6.650,0.00090,-0.00972,-0.03234,0.01062,0.03324,0.00336,1,-0.03557,-0.15472,0.13528
25,302,0.9060,47.462,35.501,11.961,22.394,95.451,-145.596,-104.423,-106.710,-2.287,6.420,19.248,12.828,9.626,16.284,6.658,0.00082,-0.00972,-0.03778,0.01054,0.03860,0.00335,1,-0.03566,-0.15472,0.13528
25,303,0.9090,47.465,35.517,11.948,22.396,95.223,-145.586,-104.646,-106.943,-2.298,6.420,19.260,12.840,9.625,16.292,6.667,0.00073,-0.00972,-0.03202,0.01045,0.03275,0.00334,1,-0.03575,-0.15472,0.13528
25,304,0.9120,47.464,35.532,11.931,22.388,94.982,-145.585,-104.868,-107.172,-2.304,6.419,19.259,12.840,9.624,16.297,6.673,0.00063,-0.00972,-0.03744,0.01035,0.03806,0.00333,1,-0.03584,-0.15472,0.13528
25,305,0.9150,47.461,35.548,11.913,22.389,94.757,-145.572,-105.089,-107.405,-2.316,6.418,19.265,12.847,9.622,16.302,6.680,0.00052,-0.00972,-0.03195,0.01024,0.03247,0.00332,1,-0.03593,-0.15472,0.13528
25,306,0.9180,47.456,35.564,11.892,22.380,94.518,-145.569,-105.311,-107.631,-2.321,6.417,19.260,12.843,9.621,16.304,6.683,0.00040,-0.00972,-0.03741,0.01012,0.03782,0.00331,1,-0.03601,-0.15472,0.13528
25,307,0.9210,47.449,35.579,11.870,22.380,94.294,-145.555,-105.532,-107.861,-2.330,6.416,19.263,12.847,9.620,16.307,6.687,0.00028,-0.00972,-0.03205,0.00999,0.03232,0.00331,1,-0.03610,-0.15472,0.13528
25,308,0.9240,47.439,35.595,11.845,22.370,94.055,-145.551,-105.751,-108.086,-2.335,6.416,19.255,12.839,9.619,16.306,6.688,0.00014,-0.00972,-0.03754,0.00986,0.03768,0.00330,1,-0.03618,-0.15472,0.13528
25,309,0.9270,47.429,35.610,11.818,22.368,93.832,-145.537,-105.970,-108.314,-2.344,6.415,19.255,12.840,9.617,16.307,6.689,0.00000,-0.00972,-0.03218,0.00972,0.03218,0.00329,1,-0.03627,-0.15472,0.13528
25,310,0.9300,47.414,35.626,11.788,22.356,93.592,-145.532,-106.190,-108.536,-2.347,6.414,19.244,12.831,9.616,16.304,6.688,-0.00015,-0.00972,-0.03774,0.00957,0.03759,0.00329,1,-0.03635,-0.15472,0.13528
25,311,0.9330,47.399,35.642,11.757,22.353,93.368,-145.517,-106.407,-108.764,-2.357,6.413,19.241,12.829,9.614,16.302,6.688,-0.00031,-0.00972,-0.03235,0.00941,0.03204,0.00329,1,-0.03644,-0.15472,0.13528
25,312,0.9360,47.381,35.657,11.723,22.338,93.129,-145.512,-106.624,-108.985,-2.361,6.412,19.229,12.817,9.613,16.298,6.685,-0.00048,-0.00972,-0.03793,0.00924,0.03745,0.00328,1,-0.03652,-0.15472,0.13528
25,313,0.9390,47.362,35.673,11.689,22.332,92.904,-145.496,-106.841,-109.210,-2.369,6.411,19.225,12.814,9.612,16.295,6.683,-0.00065,-0.00972,-0.03259,0.00907,0.03194,0.00328,1,-0.03660,-0.15472,0.13528
25,314,0.9420,47.340,35.688,11.651,22.316,92.664,-145.491,-107.056,-109.428,-2.373,6.410,19.211,12.801,9.610,16.289,6.679,-0.00083,-0.00972,-0.03819,0.00889,0.03736,0.00328,1,-0.03668,-0.15472,0.13528
25,315,0.9450,47.317,35.704,11.613,22.309,92.438,-145.475,-107.270,-109.653,-2.383,6.409,19.205,12.796,9.609,16.284,6.676,-0.00101,-0.00972,-0.03280,0.00871,0.03179,0.00328,1,-0.03676,-0.15472,0.13528
25,316,0.9480,47.292,35.720,11.572,22.290,92.197,-145.469,-107.484,-109.871,-2.387,6.408,19.189,12.781,9.607,16.277,6.670,-0.00120,-0.00972,-0.03842,0.00852,0.03722,0.00327,1,-0.03685,-0.15472,0.13528
25,317,0.9510,47.266,35.735,11.531,22.281,91.970,-145.453,-107.697,-110.093,-2.396,6.407,19.183,12.776,9.606,16.271,6.666,-0.00140,-0.00972,-0.03310,0.00832,0.03170,0.00327,1,-0.03693,-0.15472,0.13528
25,318,0.9540,47.237,35.749,11.488,22.260,91.728,-145.448,-107.907,-110.311,-2.404,6.406,19.166,12.760,9.604,16.263,6.659,-0.00160,-0.00972,-0.03868,0.00812,0.03707,0.00327,1,-0.03701,-0.15472,0.13528
25,319,0.9570,47.209,35.764,11.445,22.249,91.501,-145.432,-108.118,-110.533,-2.415,6.405,19.158,12.753,9.603,16.256,6.653,-0.00181,-0.00972,-0.03335,0.00791,0.03154,0.00328,1,-0.03709,-0.15472,0.13528
25,320,0.9600,47.178,35.778,11.399,22.227,91.257,-145.427,-108.329,-110.748,-2.420,6.404,19.141,12.737,9.602,16.247,6.646,-0.00202,-0.00972,-0.03903,0.00770,0.03701,0.00328,1,-0.03717,-0.15472,0.13528
25,321,0.9630,47.146,35.792,11.354,22.214,91.029,-145.411,-108.536,-110.970,-2.434,6.403,19.132,12.729,9.600,16.240,6.639,-0.00224,-0.00972,-0.03364,0.00748,0.03141,0.00328,1,-0.03725,-0.15472,0.13528
25,322,0.9660,47.113,35.807,11.306,22.189,90.785,-145.407,-108.743,-111.186,-2.443,6.403,19.114,12.712,9.599,16.230,6.630,-0.00246,-0.00972,-0.03934,0.00726,0.03688,0.00328,1,-0.03733,-0.15472,0.13528
25,323,0.9690,47.079,35.821,11.258,22.173,90.556,-145.392,-108.950,-111.405,-2.455,6.402,19.106,12.704,9.598,16.222,6.624,-0.00268,-0.00972,-0.03405,0.00704,0.03137,0.00328,1,-0.03741,-0.15472,0.13528
25,324,0.9720,47.043,35.836,11.208,22.147,90.311,-145.388,-109.154,-111.618,-2.464,6.401,19.089,12.688,9.597,16.212,6.615,-0.00290,-0.00972,-0.03977,0.00682,0.03686,0.00329,1,-0.03749,-0.15472,0.13528
25,325,0.9750,47.008,35.850,11.158,22.130,90.081,-145.374,-109.357,-111.837,-2.480,6.400,19.080,12.679,9.596,16.203,6.607,-0.00313,-0.00972,-0.03439,0.00659,0.03126,0.00329,1,-0.03758,-0.15472,0.13528
25,326,0.9780,46.970,35.864,11.106,22.101,89.836,-145.371,-109.560,-112.050,-2.490,6.400,19.062,12.662,9.595,16.193,6.598,-0.00336,-0.00972,-0.04013,0.00636,0.03676,0.00329,1,-0.03766,-0.15472,0.13528
25,327,0.9810,46.933,35.879,11.054,22.083,89.605,-145.357,-109.761,-112.266,-2.505,6.399,19.054,12.655,9.594,16.184,6.590,-0.00359,-0.00972,-0.03485,0.00613,0.03126,0.00330,1,-0.03774,-0.15472,0.13528
25,328,0.9840,46.868,35.893,10.975,22.053,89.366,-145.349,-109.959,-112.479,-2.520,6.399,19.035,12.637,9.594,16.173,6.580,-0.00385,-0.00972,-0.04049,0.00587,0.03664,0.00332,1,-0.03782,-0.15472,0.13528
25,329,0.9870,46.785,35.908,10.877,22.020,89.143,-145.330,-110.158,-112.688,-2.530,6.398,18.998,12.600,9.593,16.193,6.600,-0.00416,-0.00972,-0.03536,0.00555,0.03119,0.00333,1,-0.03790,-0.15472,0.13528
25,330,0.9900,46.678,35.922,10.756,21.969,88.906,-145.318,-110.356,-112.878,-2.522,6.398,18.924,12.526,9.592,16.217,6.624,-0.00454,-0.00972,-0.04143,0.00518,0.03689,0.00335,1,-0.03797,-0.15472,0.13528
25,331,0.9930,46.556,35.936,10.619,21.917,88.679,-145.296,-110.549,-113.063,-2.513,6.398,18.841,12.443,9.592,16.242,6.650,-0.00497,-0.00972,-0.03655,0.00475,0.03158,0.00337,1,-0.03801,-0.15472,0.13528
25,332,0.9960,46.414,35.951,10.464,21.844,88.448,-145.275,-110.743,-113.236,-2.494,6.398,18.738,12.340,9.592,16.261,6.669,-0.00545,-0.00972,-0.03897,0.00427,0.03352,0.00339,1,-0.03803,-0.15472,0.13528
25,333,0.9990,46.267,35.965,10.302,21.787,88.233,-145.242,-110.936,-113.394,-2.458,6.398,18.638,12.241,9.592,16.276,6.684,-0.00597,-0.00972,-0.03281,0.00374,0.02684,0.00341,1,-0.03802,-0.15472,0.13528
25,334,1.0000,46.100,35.970,10.130,21.711,88.044,-145.181,-111.000,-113.550,-2.550,6.397,18.515,12.117,9.592,16.281,6.690,-0.00653,-0.00972,-0.03581,0.00319,0.02928,0.00343,1,-0.03798,-0.15472,0.13528
25,335,1.0000,45.931,35.970,9.961,21.646,87.895,-145.091,-111.000,-113.663,-2.663,6.397,18.402,12.004,9.592,16.291,6.700,-0.00711,-0.00972,-0.02959,0.00261,0.02249,0.00345,1,-0.03793,-0.15472,0.13528
25,336,1.0000,45.756,35.970,9.786,21.547,87.740,-145.007,-111.000,-113.745,-2.745,6.397,18.264,11.866,9.592,16.311,6.719,-0.00771,-0.00972,-0.03437,0.00201,0.02667,0.00347,1,-0.03788,-0.15472,0.13528
25,337,1.0000,45.592,35.970,9.622,21.464,87.594,-144.923,-111.000,-113.800,-2.800,6.397,18.153,11.755,9.592,16.331,6.739,-0.00831,-0.00972,-0.02882,0.00141,0.02051,0.00349,1,-0.03783,-0.15472,0.13528
25,338,1.0000,45.429,35.970,9.459,21.366,87.447,-144.854,-111.000,-113.864,-2.864,6.397,18.033,11.636,9.592,16.343,6.752,-0.00891,-0.00972,-0.03342,0.00081,0.02451,0.00352,1,-0.03778,-0.15472,0.13528
25,339,1.0000,45.282,35.970,9.312,21.287,87.314,-144.783,-111.000,-113.913,-2.913,6.397,17.940,11.543,9.592,16.358,6.766,-0.00949,-0.00972,-0.02764,0.00023,0.01815,0.00353,1,-0.03774,-0.15472,0.13528
25,340,1.0000,45.158,35.970,9.188,21.220,87.199,-144.713,-111.000,-113.966,-2.966,6.397,17.842,11.444,9.592,16.367,6.775,-0.01005,-0.00972,-0.03234,-0.00033,0.02229,0.00350,1,-0.03772,-0.15472,0.13528
25,341,1.0000,45.043,35.970,9.073,21.180,87.100,-144.643,-111.000,-114.015,-3.014,6.397,17.755,11.357,9.592,16.308,6.716,-0.01058,-0.00972,-0.03437,-0.00086,0.02379,0.00353,1,-0.03773,-0.15472,0.13528
25,342,1.0000,44.946,35.970,8.976,21.143,87.025,-144.559,-111.000,-114.073,-3.073,6.397,17.684,11.287,9.592,16.284,6.692,-0.01110,-0.00972,-0.03443,-0.00139,0.02332,0.00353,1,-0.03776,-0.15472,0.13528
25,343,1.0000,44.848,35.970,8.878,21.104,86.936,-144.502,-111.000,-114.113,-3.113,6.397,17.616,11.218,9.592,16.224,6.633,-0.01160,-0.00972,-0.04079,-0.00188,0.02919,0.00357,1,-0.03782,-0.15472,0.13528
25,344,1.0000,44.761,35.970,8.791,21.068,86.873,-144.439,-111.000,-114.163,-3.162,6.397,17.566,11.169,9.592,16.195,6.603,-0.01208,-0.00972,-0.03573,-0.00236,0.02365,0.00358,1,-0.03789,-0.15472,0.13528
25,345,1.0000,44.671,35.970,8.701,21.026,86.789,-144.391,-111.000,-114.190,-3.189,6.397,17.512,11.115,9.592,16.148,6.556,-0.01254,-0.00972,-0.04187,-0.00282,0.02933,0.00361,1,-0.03798,-0.15472,0.13528
25,346,1.0000,44.593,35.970,8.623,20.987,86.731,-144.343,-111.000,-114.232,-3.232,6.397,17.472,11.074,9.592,16.130,6.538,-0.01299,-0.00972,-0.03675,-0.00328,0.02375,0.00362,1,-0.03807,-0.15472,0.13528
25,347,1.0000,44.515,35.970,8.545,20.950,86.658,-144.305,-111.000,-114.252,-3.252,6.397,17.427,11.030,9.592,16.089,6.498,-0.01343,-0.00972,-0.04258,-0.00371,0.02915,0.00365,1,-0.03818,-0.15472,0.13528
25,348,1.0000,44.451,35.970,8.481,20.918,86.610,-144.264,-111.000,-114.288,-3.288,6.397,17.394,10.996,9.592,16.074,6.482,-0.01385,-0.00972,-0.03816,-0.00413,0.02432,0.00366,1,-0.03828,-0.15472,0.13528
25,349,1.0000,44.387,35.970,8.417,20.888,86.549,-144.237,-111.000,-114.305,-3.305,6.397,17.357,10.959,9.592,16.035,6.444,-0.01424,-0.00972,-0.04393,-0.00452,0.02969,0.00369,1,-0.03840,-0.15472,0.13528
25,350,1.0000,44.335,35.970,8.365,20.865,86.512,-144.204,-111.000,-114.336,-3.336,6.397,17.330,10.932,9.592,16.019,6.428,-0.01462,-0.00972,-0.03945,-0.00490,0.02483,0.00370,1,-0.03852,-0.15472,0.13528
25,351,1.0000,44.282,35.970,8.312,20.842,86.460,-144.187,-111.000,-114.351,-3.351,6.397,17.299,10.901,9.592,15.983,6.391,-0.01498,-0.00972,-0.04527,-0.00526,0.03029,0.00372,1,-0.03864,-0.15472,0.13528
25,352,1.0000,44.241,35.970,8.271,20.825,86.431,-144.165,-111.000,-114.380,-3.380,6.397,17.278,10.881,9.592,15.967,6.376,-0.01532,-0.00972,-0.03995,-0.00560,0.02463,0.00372,1,-0.03877,-0.15472,0.13528
25,353,1.0000,44.200,35.970,8.230,20.810,86.390,-144.152,-111.000,-114.392,-3.392,6.397,17.252,10.854,9.592,15.935,6.343,-0.01563,-0.00972,-0.04573,-0.00591,0.03010,0.00373,1,-0.03890,-0.15472,0.13528
25,354,1.0000,44.171,35.970,8.201,20.803,86.372,-144.132,-111.000,-114.418,-3.418,6.397,17.235,10.837,9.592,15.920,6.328,-0.01592,-0.00972,-0.04206,-0.00620,0.02614,0.00373,1,-0.03903,-0.15472,0.13528
25,355,1.0000,44.142,35.970,8.172,20.792,86.336,-144.132,-111.000,-114.430,-3.430,6.397,17.212,10.815,9.592,15.887,6.296,-0.01618,-0.00972,-0.04803,-0.00647,0.03185,0.00374,1,-0.03916,-0.15472,0.13528
25,356,1.0000,44.121,35.970,8.151,20.791,86.321,-144.122,-111.000,-114.456,-3.456,6.397,17.202,10.805,9.592,15.869,6.278,-0.01643,-0.00972,-0.04247,-0.00671,0.02604,0.00373,1,-0.03929,-0.15472,0.13528
25,357,1.0000,44.095,35.970,8.125,20.784,86.291,-144.122,-111.000,-114.470,-3.470,6.397,17.184,10.787,9.592,15.840,6.249,-0.01665,-0.00972,-0.04826,-0.00694,0.03161,0.00375,1,-0.03941,-0.15472,0.13528
25,358,1.0000,44.080,35.970,8.110,20.784,86.279,-144.118,-111.000,-114.493,-3.493,6.397,17.176,10.778,9.592,15.830,6.238,-0.01686,-0.00972,-0.04264,-0.00715,0.02578,0.00374,1,-0.03953,-0.15472,0.13528
25,359,1.0000,44.061,35.970,8.091,20.778,86.250,-144.127,-111.000,-114.506,-3.506,6.397,17.159,10.762,9.592,15.809,6.217,-0.01706,-0.00972,-0.04845,-0.00734,0.03139,0.00375,1,-0.03965,-0.15472,0.13528
25,360,1.0000,44.051,35.970,8.081,20.782,86.243,-144.126,-111.000,-114.529,-3.529,6.397,17.153,10.755,9.592,15.800,6.208,-0.01723,-0.00972,-0.04275,-0.00751,0.02552,0.00373,1,-0.03976,-0.15472,0.13528
25,361,1.0000,44.038,35.970,8.068,20.780,86.220,-144.137,-111.000,-114.539,-3.539,6.397,17.138,10.741,9.592,15.778,6.187,-0.01739,-0.00972,-0.04843,-0.00767,0.03104,0.00374,1,-0.03987,-0.15472,0.13528
25,362,1.0000,44.032,35.970,8.062,20.788,86.217,-144.137,-111.000,-114.562,-3.562,6.397,17.133,10.736,9.592,15.769,6.178,-0.01754,-0.00972,-0.04266,-0.00782,0.02513,0.00373,1,-0.03997,-0.15472,0.13528
25,363,1.0000,44.023,35.970,8.053,20.789,86.199,-144.149,-111.000,-114.572,-3.572,6.397,17.120,10.723,9.592,15.750,6.159,-0.01767,-0.00972,-0.04835,-0.00795,0.03068,0.00374,1,-0.04006,-0.15472,0.13528
25,364,1.0000,44.023,35.970,8.053,20.800,86.202,-144.153,-111.000,-114.592,-3.592,6.397,17.117,10.719,9.592,15.742,6.150,-0.01779,-0.00972,-0.04258,-0.00807,0.02480,0.00372,1,-0.04015,-0.15472,0.13528
25,365,1.0000,44.018,35.970,8.048,20.807,86.189,-144.162,-111.000,-114.599,-3.599,6.397,17.105,10.708,9.592,15.716,6.124,-0.01789,-0.00972,-0.04831,-0.00817,0.03041,0.00372,1,-0.04024,-0.15472,0.13528
25,366,1.0000,44.020,35.970,8.050,20.821,86.189,-144.163,-111.000,-114.619,-3.619,6.397,17.104,10.706,9.592,15.704,6.112,-0.01799,-0.00972,-0.04241,-0.00827,0.02442,0.00371,1,-0.04032,-0.15472,0.13528
25,367,1.0000,44.018,35.970,8.048,20.827,86.180,-144.177,-111.000,-114.634,-3.634,6.397,17.093,10.695,9.592,15.685,6.093,-0.01807,-0.00972,-0.04817,-0.00835,0.03010,0.00372,1,-0.04039,-0.15472,0.13528
25,368,1.0000,44.022,35.970,8.052,20.841,86.185,-144.179,-111.000,-114.648,-3.648,6.397,17.093,10.695,9.592,15.676,6.084,-0.01814,-0.00972,-0.04238,-0.00842,0.02424,0.00370,1,-0.04046,-0.15472,0.13528
25,369,1.0000,44.022,35.970,8.052,20.848,86.178,-144.191,-111.000,-114.658,-3.658,6.397,17.083,10.686,9.592,15.655,6.063,-0.01820,-0.00972,-0.04814,-0.00848,0.02993,0.00371,1,-0.04052,-0.15472,0.13528
25,370,1.0000,44.028,35.970,8.058,20.864,86.185,-144.192,-111.000,-114.671,-3.671,6.397,17.086,10.688,9.592,15.645,6.054,-0.01826,-0.00972,-0.04226,-0.00854,0.02401,0.00370,1,-0.04058,-0.15472,0.13528
25,371,1.0000,44.029,35.970,8.059,20.868,86.180,-144.203,-111.000,-114.681,-3.681,6.397,17.077,10.680,9.592,15.630,6.038,-0.01830,-0.00972,-0.04804,-0.00858,0.02975,0.00370,1,-0.04063,-0.15472,0.13528
25,372,1.0000,44.035,35.970,8.065,20.882,86.187,-144.205,-111.000,-114.690,-3.690,6.397,17.081,10.684,9.592,15.622,6.030,-0.01833,-0.00972,-0.04219,-0.00861,0.02386,0.00370,1,-0.04067,-0.15472,0.13528
25,373,1.0000,44.036,35.970,8.066,20.884,86.181,-144.215,-111.000,-114.697,-3.697,6.397,17.074,10.677,9.592,15.611,6.019,-0.01836,-0.00972,-0.04733,-0.00864,0.02898,0.00370,1,-0.04071,-0.15472,0.13528
25,374,1.0000,44.044,35.970,8.074,20.899,86.191,-144.216,-111.000,-114.705,-3.705,6.397,17.080,10.682,9.592,15.605,6.014,-0.01837,-0.00972,-0.04145,-0.00866,0.02307,0.00369,1,-0.04074,-0.15472,0.13528
25,375,1.0000,44.046,35.970,8.076,20.901,86.187,-144.224,-111.000,-114.710,-3.710,6.397,17.072,10.675,9.592,15.593,6.001,-0.01839,-0.00972,-0.04718,-0.00867,0.02880,0.00369,1,-0.04077,-0.15472,0.13528
25,376,1.0000,44.053,35.970,8.083,20.915,86.194,-144.225,-111.000,-114.717,-3.717,6.397,17.079,10.681,9.592,15.587,5.996,-0.01839,-0.00972,-0.04128,-0.00867,0.02288,0.00369,1,-0.04079,-0.15472,0.13528
25,377,1.0000,44.054,35.970,8.084,20.914,86.189,-144.236,-111.000,-114.724,-3.724,6.397,17.072,10.675,9.592,15.581,5.989,-0.01840,-0.00972,-0.04590,-0.00868,0.02751,0.00369,1,-0.04081,-0.15472,0.13528
25,378,1.0000,44.061,35.970,8.091,20.927,86.199,-144.235,-111.000,-114.728,-3.727,6.397,17.078,10.681,9.592,15.579,5.987,-0.01840,-0.00972,-0.04003,-0.00868,0.02163,0.00368,1,-0.04083,-0.15472,0.13528
25,379,1.0000,44.063,35.970,8.093,20.927,86.196,-144.242,-111.000,-114.730,-3.730,6.397,17.071,10.674,9.592,15.568,5.977,-0.01839,-0.00972,-0.04568,-0.00867,0.02729,0.00368,1,-0.04084,-0.15472,0.13528
25,380,1.0000,44.071,35.970,8.101,20.942,86.207,-144.240,-111.000,-114.734,-3.734,6.397,17.079,10.681,9.592,15.564,5.973,-0.01838,-0.00972,-0.03978,-0.00867,0.02140,0.00367,1,-0.04085,-0.15472,0.13528
25,381,1.0000,44.074,35.970,8.104,20.943,86.206,-144.244,-111.000,-114.737,-3.737,6.397,17.072,10.675,9.592,15.553,5.961,-0.01837,-0.00972,-0.04552,-0.00865,0.02714,0.00367,1,-0.04086,-0.15472,0.13528
25,382,1.0000,44.082,35.970,8.112,20.958,86.219,-144.240,-111.000,-114.739,-3.739,6.397,17.080,10.683,9.592,15.549,5.958,-0.01836,-0.00972,-0.03966,-0.00864,0.02130,0.00367,1,-0.04086,-0.15472,0.13528
25,383,1.0000,44.084,35.970,8.114,20.958,86.218,-144.243,-111.000,-114.742,-3.742,6.397,17.074,10.676,9.592,15.539,5.947,-0.01834,-0.00972,-0.04547,-0.00862,0.02713,0.00367,1,-0.04086,-0.15472,0.13528
25,384,1.0000,44.092,35.970,8.122,20.972,86.230,-144.239,-111.000,-114.742,-3.742,6.397,17.082,10.684,9.592,15.536,5.945,-0.01832,-0.00972,-0.03963,-0.00860,0.02131,0.00366,1,-0.04086,-0.15472,0.13528
25,385,1.0000,44.094,35.970,8.124,20.971,86.230,-144.241,-111.000,-114.744,-3.744,6.397,17.076,10.678,9.592,15.527,5.936,-0.01830,-0.00972,-0.04534,-0.00858,0.02704,0.00366,1,-0.04086,-0.15472,0.13528
25,386,1.0000,44.101,35.970,8.131,20.983,86.238,-144.238,-111.000,-114.744,-3.744,6.397,17.084,10.687,9.592,15.525,5.933,-0.01828,-0.00972,-0.03949,-0.00856,0.02121,0.00366,1,-0.04085,-0.15472,0.13528
25,387,1.0000,44.101,35.970,8.131,20.978,86.237,-144.242,-111.000,-114.747,-3.747,6.397,17.079,10.681,9.592,15.521,5.929,-0.01825,-0.00972,-0.04446,-0.00853,0.02621,0.00366,1,-0.04084,-0.15472,0.13528
25,388,1.0000,44.107,35.970,8.137,20.989,86.248,-144.238,-111.000,-114.744,-3.744,6.397,17.087,10.690,9.592,15.521,5.929,-0.01823,-0.00972,-0.03861,-0.00851,0.02038,0.00365,1,-0.04083,-0.15472,0.13528
25,389,1.0000,44.107,35.970,8.137,20.985,86.247,-144.239,-111.000,-114.744,-3.744,6.397,17.081,10.683,9.592,15.513,5.922,-0.01820,-0.00972,-0.04430,-0.00848,0.02610,0.00366,1,-0.04082,-0.15472,0.13528
25,390,1.0000,44.114,35.970,8.144,20.997,86.258,-144.234,-111.000,-114.741,-3.741,6.397,17.090,10.692,9.592,15.512,5.920,-0.01818,-0.00972,-0.03842,-0.00846,0.02024,0.00365,1,-0.04081,-0.15472,0.13528
25,391,1.0000,44.114,35.970,8.144,20.994,86.257,-144.235,-111.000,-114.742,-3.742,6.397,17.083,10.686,9.592,15.504,5.912,-0.01815,-0.00972,-0.04416,-0.00843,0.02601,0.00365,1,-0.04079,-0.15472,0.13528
25,392,1.0000,44.120,35.970,8.150,21.006,86.269,-144.230,-111.000,-114.739,-3.739,6.397,17.092,10.695,9.592,15.502,5.911,-0.01813,-0.00972,-0.03832,-0.00841,0.02019,0.00364,1,-0.04078,-0.15472,0.13528
25,393,1.0000,44.121,35.970,8.151,21.003,86.269,-144.231,-111.000,-114.740,-3.740,6.397,17.085,10.688,9.592,15.494,5.902,-0.01810,-0.00972,-0.04409,-0.00838,0.02599,0.00365,1,-0.04076,-0.15472,0.13528
25,394,1.0000,44.127,35.970,8.157,21.015,86.280,-144.225,-111.000,-114.737,-3.737,6.397,17.094,10.697,9.592,15.492,5.901,-0.01807,-0.00972,-0.03826,-0.00835,0.02019,0.00364,1,-0.04074,-0.15472,0.13528
25,395,1.0000,44.127,35.970,8.157,21.011,86.279,-144.227,-111.000,-114.738,-3.738,6.397,17.088,10.690,9.592,15.485,5.893,-0.01804,-0.00972,-0.04404,-0.00832,0.02599,0.00365,1,-0.04073,-0.15472,0.13528
25,396,1.0000,44.133,35.970,8.163,21.022,86.291,-144.221,-111.000,-114.735,-3.735,6.397,17.097,10.699,9.592,15.485,5.894,-0.01801,-0.00972,-0.03823,-0.00829,0.02022,0.00364,1,-0.04071,-0.15472,0.13528
25,397,1.0000,44.132,35.970,8.162,21.018,86.289,-144.223,-111.000,-114.733,-3.733,6.397,17.090,10.692,9.592,15.476,5.884,-0.01798,-0.00972,-0.04402,-0.00826,0.02604,0.00364,1,-0.04069,-0.15472,0.13528
