hold_tick,com_ap,com_speed,support_min,support_max,cop_ap,contacts,pelvis_y,ankle_dorsiflexion_deg,ankle_proximity,trunk_incl_deg
0,1.1322,0.0713,1.1322,1.1322,NaN,0,0.3419,26.70,0.593,116.08
5,1.1348,0.0553,1.1348,1.1348,NaN,0,0.3453,27.02,0.600,116.41
10,1.1376,0.0649,1.1376,1.1376,NaN,0,0.3519,27.24,0.605,117.15
15,1.1390,0.0148,1.1390,1.1390,NaN,0,0.3558,27.34,0.608,117.42
20,1.1386,0.0180,1.1386,1.1386,NaN,0,0.3576,27.43,0.609,117.50
25,1.1372,0.0362,1.1372,1.1372,NaN,0,0.3585,27.47,0.611,117.60
30,1.1372,0.0365,1.1372,1.1372,NaN,0,0.3629,27.53,0.612,118.21
35,1.1381,0.0169,1.1381,1.1381,NaN,0,0.3632,27.51,0.611,118.19
40,1.1382,0.0131,1.1382,1.1382,NaN,0,0.3627,27.53,0.612,118.10
45,1.1379,0.0160,1.1379,1.1379,NaN,0,0.3621,27.54,0.612,118.03
50,1.1372,0.0147,1.1372,1.1372,NaN,0,0.3615,27.55,0.612,117.98
55,1.1368,0.0116,1.1368,1.1368,NaN,0,0.3613,27.55,0.612,117.98
60,1.1370,0.0123,1.1370,1.1370,NaN,0,0.3617,27.55,0.612,118.03
65,1.1371,0.0075,1.1371,1.1371,NaN,0,0.3614,27.55,0.612,117.96
70,1.1370,0.0066,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.94
75,1.1370,0.0050,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.95
80,1.1371,0.0019,1.1371,1.1371,NaN,0,0.3613,27.55,0.612,117.94
85,1.1371,0.0008,1.1371,1.1371,NaN,0,0.3612,27.55,0.612,117.93
90,1.1370,0.0018,1.1370,1.1370,NaN,0,0.3612,27.55,0.612,117.93
95,1.1370,0.0020,1.1370,1.1370,NaN,0,0.3612,27.55,0.612,117.94
100,1.1370,0.0017,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.95
105,1.1370,0.0014,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
110,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
115,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
120,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
125,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
130,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
135,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
140,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
145,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
150,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
155,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
160,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
165,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
170,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
175,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
180,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
185,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
190,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
195,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
200,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
205,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
210,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
215,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
220,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
225,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
230,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
235,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
240,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
245,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
249,1.1370,0.0000,1.1370,1.1370,NaN,0,0.3613,27.55,0.612,117.96
