load_kg,tick,sq,joint,demand,max_force_nm,err_x_deg,capacity_scale,solver_torque_x_nm,nominal_deg,final_deg,actual_deg
0,217,0.6510,abdomen,0.0866,1482.00,-9.031,5.700,-0.025,6.014,5.621,14.652
0,217,0.6510,thorax,0.0461,1482.00,-4.833,5.700,0.000,9.018,8.624,13.457
0,217,0.6510,left_thigh,0.0044,2052.00,2.202,5.700,0.000,-81.803,-81.016,-83.219
0,217,0.6510,left_foot,0.0823,1710.00,13.227,9.500,-0.107,-22.151,-8.886,-26.535
0,218,0.6540,abdomen,0.0825,1482.00,-8.645,5.700,-0.022,6.020,6.020,14.665
0,218,0.6540,thorax,0.0421,1482.00,-4.437,5.700,0.000,9.026,9.026,13.463
0,218,0.6540,left_thigh,0.0047,2052.00,1.252,5.700,0.000,-82.042,-82.042,-83.295
0,218,0.6540,left_foot,0.0892,1710.00,14.368,9.500,-0.240,-22.196,-11.222,-26.529
0,219,0.6570,abdomen,0.0793,1482.00,-8.621,5.700,-0.017,6.025,6.025,14.646
0,219,0.6570,thorax,0.0418,1482.00,-4.433,5.700,0.000,9.034,9.034,13.466
0,219,0.6570,left_thigh,0.0026,2052.00,1.139,5.700,0.000,-82.281,-82.281,-83.420
0,219,0.6570,left_foot,0.0802,1710.00,13.198,9.500,-0.376,-22.240,-13.558,-26.505
0,220,0.6600,abdomen,0.0769,1482.00,-8.574,5.700,-0.014,6.030,6.030,14.605
0,220,0.6600,thorax,0.0408,1482.00,-4.421,5.700,0.000,9.041,9.041,13.463
0,220,0.6600,left_thigh,0.0045,2052.00,1.024,5.700,0.000,-82.520,-82.520,-83.544
0,220,0.6600,left_foot,0.0732,1710.00,12.041,9.500,-0.515,-22.285,-15.894,-26.494
0,221,0.6630,abdomen,0.0754,1482.00,-8.514,5.700,-0.009,6.036,6.036,14.551
0,221,0.6630,thorax,0.0398,1482.00,-4.400,5.700,0.000,9.051,9.051,13.450
0,221,0.6630,left_thigh,0.0068,2052.00,0.871,5.700,0.000,-82.778,-82.778,-83.650
0,221,0.6630,left_foot,0.0670,1710.00,10.905,9.500,-0.573,-22.332,-18.234,-26.505
0,222,0.6660,abdomen,0.0737,1482.00,-8.444,5.700,-0.008,6.042,6.042,14.487
0,222,0.6660,thorax,0.0386,1482.00,-4.370,5.700,0.000,9.060,9.060,13.429
0,222,0.6660,left_thigh,0.0079,2052.00,0.719,5.700,0.000,-83.036,-83.036,-83.755
0,222,0.6660,left_foot,0.0608,1710.00,9.789,9.500,-0.523,-22.380,-20.573,-26.534
0,223,0.6690,abdomen,0.0725,1482.00,-8.371,5.700,-0.011,6.049,6.049,14.420
0,223,0.6690,thorax,0.0376,1482.00,-4.333,5.700,0.000,9.069,9.069,13.402
0,223,0.6690,left_thigh,0.0085,2052.00,0.571,5.700,0.000,-83.294,-83.294,-83.865
0,223,0.6690,left_foot,0.0541,1710.00,8.681,9.500,-0.401,-22.427,-22.912,-26.572
0,224,0.6720,abdomen,0.0714,1482.00,-8.298,5.700,-0.014,6.055,6.055,14.353
0,224,0.6720,thorax,0.0368,1482.00,-4.293,5.700,0.000,9.079,9.079,13.371
0,224,0.6720,left_thigh,0.0102,2052.00,0.418,5.700,0.000,-83.563,-83.563,-83.982
0,224,0.6720,left_foot,0.0471,1710.00,7.577,9.500,-0.258,-22.476,-20.670,-26.614
0,225,0.6750,abdomen,0.0726,1482.00,-8.392,5.700,-0.017,6.062,5.900,14.292
0,225,0.6750,thorax,0.0380,1482.00,-4.414,5.700,0.000,9.089,8.927,13.341
0,225,0.6750,left_thigh,0.0090,2052.00,0.582,5.700,0.000,-83.837,-83.514,-84.096
0,225,0.6750,left_foot,0.0517,1710.00,8.230,9.500,-0.125,-22.526,-18.428,-26.658
0,226,0.6780,abdomen,0.0739,1482.00,-8.353,5.700,-0.019,6.068,5.897,14.250
0,226,0.6780,thorax,0.0378,1482.00,-4.384,5.700,0.000,9.099,8.927,13.311
0,226,0.6780,left_thigh,0.0099,2052.00,0.442,5.700,0.000,-84.112,-83.768,-84.211
0,226,0.6780,left_foot,0.0594,1710.00,9.419,9.500,-0.009,-22.576,-16.186,-26.701
0,227,0.6810,abdomen,0.0726,1482.00,-8.143,5.700,-0.022,6.075,6.076,14.219
0,227,0.6810,thorax,0.0363,1482.00,-4.177,5.700,0.000,9.109,9.109,13.286
0,227,0.6810,left_thigh,0.0132,2052.00,-0.047,5.700,0.000,-84.391,-84.391,-84.344
0,227,0.6810,left_foot,0.0660,1710.00,10.590,9.500,0.054,-22.627,-13.945,-26.726
0,228,0.6840,abdomen,0.0723,1482.00,-8.105,5.700,-0.022,6.083,6.083,14.188
0,228,0.6840,thorax,0.0368,1482.00,-4.148,5.700,0.000,9.120,9.120,13.269
0,228,0.6840,left_thigh,0.0121,2052.00,-0.175,5.700,0.000,-84.679,-84.679,-84.505
0,228,0.6840,left_foot,0.0636,1710.00,10.440,9.500,0.013,-22.679,-16.289,-26.729
0,229,0.6870,abdomen,0.0712,1482.00,-8.058,5.700,-0.020,6.090,6.090,14.148
0,229,0.6870,thorax,0.0366,1482.00,-4.122,5.700,0.000,9.131,9.131,13.253
0,229,0.6870,left_thigh,0.0126,2052.00,-0.294,5.700,0.000,-84.968,-84.968,-84.674
0,229,0.6870,left_foot,0.0565,1710.00,9.303,9.500,-0.124,-22.731,-18.633,-26.739
0,230,0.6900,abdomen,0.0692,1482.00,-7.993,5.700,-0.016,6.097,6.097,14.091
0,230,0.6900,thorax,0.0358,1482.00,-4.091,5.700,0.000,9.142,9.142,13.233
0,230,0.6900,left_thigh,0.0146,2052.00,-0.417,5.700,0.000,-85.256,-85.256,-84.840
0,230,0.6900,left_foot,0.0507,1710.00,8.191,9.500,-0.236,-22.783,-20.977,-26.772
0,231,0.6930,abdomen,0.0680,1482.00,-7.922,5.700,-0.013,6.105,6.105,14.027
0,231,0.6930,thorax,0.0349,1482.00,-4.054,5.700,0.000,9.154,9.154,13.207
0,231,0.6930,left_thigh,0.0163,2052.00,-0.558,5.700,0.000,-85.556,-85.556,-84.998
0,231,0.6930,left_foot,0.0515,1710.00,8.091,9.500,-0.266,-22.837,-18.739,-26.830
0,232,0.6960,abdomen,0.0676,1482.00,-7.853,5.700,-0.013,6.113,6.113,13.966
0,232,0.6960,thorax,0.0342,1482.00,-4.013,5.700,0.000,9.165,9.165,13.179
0,232,0.6960,left_thigh,0.0166,2052.00,-0.691,5.700,0.000,-85.855,-85.855,-85.165
0,232,0.6960,left_foot,0.0572,1710.00,8.867,9.500,-0.219,-22.891,-18.029,-26.896
0,233,0.6990,abdomen,0.0682,1482.00,-7.796,5.700,-0.015,6.121,6.121,13.917
0,233,0.6990,thorax,0.0341,1482.00,-3.975,5.700,0.000,9.177,9.177,13.152
0,233,0.6990,left_thigh,0.0161,2052.00,-0.807,5.700,0.000,-86.155,-86.155,-85.349
0,233,0.6990,left_foot,0.0494,1710.00,7.777,9.500,-0.151,-22.945,-20.374,-26.952
0,234,0.7020,abdomen,0.0673,1482.00,-7.738,5.700,-0.018,6.129,6.129,13.867
0,234,0.7020,thorax,0.0339,1482.00,-3.939,5.700,0.000,9.189,9.189,13.128
0,234,0.7020,left_thigh,0.0172,2052.00,-0.922,5.700,0.000,-86.460,-86.460,-85.539
0,234,0.7020,left_foot,0.0569,1710.00,8.874,9.500,-0.127,-22.999,-18.137,-27.012
0,235,0.7050,abdomen,0.0683,1482.00,-7.694,5.700,-0.016,6.137,6.137,13.831
0,235,0.7050,thorax,0.0340,1482.00,-3.907,5.700,0.000,9.201,9.201,13.108
0,235,0.7050,left_thigh,0.0172,2052.00,-1.030,5.700,0.000,-86.769,-86.769,-85.739
0,235,0.7050,left_foot,0.0492,1710.00,7.781,9.500,-0.106,-23.054,-20.484,-27.064
0,236,0.7080,abdomen,0.0673,1482.00,-7.645,5.700,-0.018,6.145,6.145,13.790
0,236,0.7080,thorax,0.0339,1482.00,-3.876,5.700,0.000,9.213,9.213,13.089
0,236,0.7080,left_thigh,0.0177,2052.00,-1.133,5.700,0.000,-87.077,-87.077,-85.944
0,236,0.7080,left_foot,0.0570,1710.00,8.878,9.500,-0.123,-23.109,-18.247,-27.125
0,237,0.7110,abdomen,0.0679,1482.00,-7.605,5.700,-0.015,6.153,6.153,13.758
0,237,0.7110,thorax,0.0339,1482.00,-3.848,5.700,0.000,9.225,9.225,13.073
0,237,0.7110,left_thigh,0.0178,2052.00,-1.226,5.700,0.000,-87.388,-87.388,-86.162
0,237,0.7110,left_foot,0.0494,1710.00,7.788,9.500,-0.123,-23.164,-20.594,-27.182
0,238,0.7140,abdomen,0.0672,1482.00,-7.562,5.700,-0.018,6.161,6.161,13.723
0,238,0.7140,thorax,0.0337,1482.00,-3.820,5.700,0.000,9.237,9.237,13.058
0,238,0.7140,left_thigh,0.0186,2052.00,-1.322,5.700,0.000,-87.702,-87.702,-86.380
0,238,0.7140,left_foot,0.0485,1710.00,7.569,9.500,-0.146,-23.220,-19.676,-27.246
0,239,0.7170,abdomen,0.0669,1482.00,-7.518,5.700,-0.015,6.169,6.169,13.688
0,239,0.7170,thorax,0.0335,1482.00,-3.793,5.700,0.000,9.250,9.250,13.043
0,239,0.7170,left_thigh,0.0189,2052.00,-1.413,5.700,0.000,-88.016,-88.016,-86.604
0,239,0.7170,left_foot,0.0535,1710.00,8.233,9.500,-0.147,-23.276,-19.085,-27.319
0,240,0.7200,abdomen,0.0674,1482.00,-7.485,5.700,-0.016,6.177,6.177,13.662
0,240,0.7200,thorax,0.0335,1482.00,-3.768,5.700,0.000,9.262,9.262,13.030
0,240,0.7200,left_thigh,0.0188,2052.00,-1.492,5.700,0.000,-88.331,-88.331,-86.839
0,240,0.7200,left_foot,0.0460,1710.00,7.155,9.500,-0.124,-23.332,-21.433,-27.387
0,241,0.7230,abdomen,0.0668,1482.00,-7.448,5.700,-0.018,6.186,6.186,13.634
0,241,0.7230,thorax,0.0334,1482.00,-3.745,5.700,0.000,9.274,9.274,13.019
0,241,0.7230,left_thigh,0.0194,2052.00,-1.573,5.700,0.000,-88.649,-88.649,-87.076
0,241,0.7230,left_foot,0.0538,1710.00,8.265,9.500,-0.123,-23.388,-19.197,-27.462
0,242,0.7260,abdomen,0.0677,1482.00,-7.424,5.700,-0.016,6.194,6.194,13.618
0,242,0.7260,thorax,0.0335,1482.00,-3.724,5.700,0.000,9.287,9.287,13.011
0,242,0.7260,left_thigh,0.0189,2052.00,-1.642,5.700,0.000,-88.966,-88.966,-87.325
0,242,0.7260,left_foot,0.0462,1710.00,7.187,9.500,-0.104,-23.444,-21.545,-27.531
0,243,0.7290,abdomen,0.0671,1482.00,-7.395,5.700,-0.018,6.202,6.202,13.598
0,243,0.7290,thorax,0.0335,1482.00,-3.705,5.700,0.000,9.299,9.299,13.005
0,243,0.7290,left_thigh,0.0192,2052.00,-1.707,5.700,0.000,-89.284,-89.284,-87.577
0,243,0.7290,left_foot,0.0540,1710.00,8.296,9.500,-0.113,-23.500,-19.309,-27.605
0,244,0.7320,abdomen,0.0680,1482.00,-7.378,5.700,-0.016,6.211,6.211,13.588
0,244,0.7320,thorax,0.0337,1482.00,-3.690,5.700,0.000,9.312,9.312,13.001
0,244,0.7320,left_thigh,0.0188,2052.00,-1.762,5.700,0.000,-89.603,-89.603,-87.841
0,244,0.7320,left_foot,0.0464,1710.00,7.218,9.500,-0.105,-23.556,-21.657,-27.674
0,245,0.7350,abdomen,0.0674,1482.00,-7.356,5.700,-0.018,6.219,6.219,13.575
0,245,0.7350,thorax,0.0337,1482.00,-3.676,5.700,0.000,9.324,9.324,13.000
0,245,0.7350,left_thigh,0.0191,2052.00,-1.816,5.700,0.000,-89.921,-89.921,-88.105
0,245,0.7350,left_foot,0.0472,1710.00,7.272,9.500,-0.121,-23.612,-20.476,-27.748
0,246,0.7380,abdomen,0.0676,1482.00,-7.337,5.700,-0.016,6.227,6.227,13.564
0,246,0.7380,thorax,0.0336,1482.00,-3.662,5.700,0.000,9.336,9.336,12.998
0,246,0.7380,left_thigh,0.0192,2052.00,-1.866,5.700,0.000,-90.240,-90.240,-88.374
0,246,0.7380,left_foot,0.0447,1710.00,6.852,9.500,-0.115,-23.667,-20.975,-27.827
0,247,0.7410,abdomen,0.0675,1482.00,-7.320,5.700,-0.018,6.235,6.235,13.555
0,247,0.7410,thorax,0.0336,1482.00,-3.650,5.700,0.000,9.348,9.348,12.998
0,247,0.7410,left_thigh,0.0190,2052.00,-1.910,5.700,0.000,-90.558,-90.558,-88.648
0,247,0.7410,left_foot,0.0531,1710.00,8.081,9.500,-0.096,-23.723,-18.844,-27.910
0,248,0.7440,abdomen,0.0687,1482.00,-7.316,5.700,-0.017,6.243,6.243,13.559
0,248,0.7440,thorax,0.0340,1482.00,-3.642,5.700,0.000,9.360,9.360,13.002
0,248,0.7440,left_thigh,0.0182,2052.00,-1.940,5.700,0.000,-90.875,-90.875,-88.935
0,248,0.7440,left_foot,0.0452,1710.00,7.005,9.500,-0.067,-23.778,-21.191,-27.980
0,249,0.7470,abdomen,0.0682,1482.00,-7.308,5.700,-0.020,6.251,6.251,13.560
0,249,0.7470,thorax,0.0341,1482.00,-3.636,5.700,0.000,9.373,9.373,13.008
0,249,0.7470,left_thigh,0.0184,2052.00,-1.970,5.700,0.001,-91.192,-91.192,-89.222
0,249,0.7470,left_foot,0.0516,1710.00,7.934,9.500,-0.085,-23.834,-20.120,-28.055
0,250,0.7500,abdomen,0.0692,1482.00,-7.309,5.700,-0.017,6.259,6.259,13.569
0,250,0.7500,thorax,0.0344,1482.00,-3.632,5.700,0.000,9.385,9.385,13.017
0,250,0.7500,left_thigh,0.0177,2052.00,-1.992,5.700,0.001,-91.508,-91.508,-89.517
0,250,0.7500,left_foot,0.0443,1710.00,6.859,9.500,-0.086,-23.889,-22.468,-28.125
0,251,0.7530,abdomen,0.0685,1482.00,-7.304,5.700,-0.019,6.267,6.267,13.571
0,251,0.7530,thorax,0.0344,1482.00,-3.629,5.700,0.000,9.396,9.396,13.026
0,251,0.7530,left_thigh,0.0177,2052.00,-2.008,5.700,0.001,-91.821,-91.821,-89.813
0,251,0.7530,left_foot,0.0506,1710.00,7.739,9.500,-0.102,-23.943,-20.464,-28.203
0,252,0.7560,abdomen,0.0695,1482.00,-7.307,5.700,-0.017,6.275,6.275,13.582
0,252,0.7560,thorax,0.0346,1482.00,-3.629,5.700,0.000,9.408,9.408,13.037
0,252,0.7560,left_thigh,0.0172,2052.00,-2.017,5.700,0.001,-92.133,-92.133,-90.116
0,252,0.7560,left_foot,0.0432,1710.00,6.666,9.500,-0.089,-23.998,-22.810,-28.277
0,253,0.7590,abdomen,0.0691,1482.00,-7.307,5.700,-0.019,6.283,6.283,13.590
0,253,0.7590,thorax,0.0346,1482.00,-3.629,5.700,0.000,9.420,9.420,13.048
0,253,0.7590,left_thigh,0.0175,2052.00,-2.028,5.700,0.001,-92.446,-92.446,-90.418
0,253,0.7590,left_foot,0.0510,1710.00,7.783,9.500,-0.092,-24.052,-20.573,-28.356
0,254,0.7620,abdomen,0.0704,1482.00,-7.319,5.700,-0.017,6.290,6.290,13.609
0,254,0.7620,thorax,0.0350,1482.00,-3.632,5.700,0.000,9.431,9.431,13.063
0,254,0.7620,left_thigh,0.0163,2052.00,-2.026,5.700,0.001,-92.753,-92.753,-90.727
0,254,0.7620,left_foot,0.0434,1710.00,6.709,9.500,-0.068,-24.105,-22.918,-28.428
0,255,0.7650,abdomen,0.0698,1482.00,-7.325,5.700,-0.020,6.297,6.297,13.622
0,255,0.7650,thorax,0.0351,1482.00,-3.636,5.700,0.000,9.442,9.442,13.077
0,255,0.7650,left_thigh,0.0161,2052.00,-2.020,5.700,0.001,-93.059,-93.059,-91.039
0,255,0.7650,left_foot,0.0512,1710.00,7.825,9.500,-0.074,-24.158,-20.679,-28.505
0,256,0.7680,abdomen,0.0710,1482.00,-7.341,5.700,-0.017,6.305,6.305,13.646
0,256,0.7680,thorax,0.0355,1482.00,-3.642,5.700,0.000,9.453,9.453,13.095
0,256,0.7680,left_thigh,0.0155,2052.00,-2.007,5.700,0.001,-93.364,-93.364,-91.357
0,256,0.7680,left_foot,0.0435,1710.00,6.748,9.500,-0.058,-24.211,-23.024,-28.573
0,257,0.7710,abdomen,0.0707,1482.00,-7.353,5.700,-0.020,6.312,6.312,13.665
0,257,0.7710,thorax,0.0357,1482.00,-3.650,5.700,0.000,9.463,9.464,13.114
0,257,0.7710,left_thigh,0.0149,2052.00,-1.994,5.700,0.001,-93.666,-93.666,-91.673
0,257,0.7710,left_foot,0.0514,1710.00,7.863,9.500,-0.072,-24.263,-20.784,-28.647
0,258,0.7740,abdomen,0.0716,1482.00,-7.373,5.700,-0.018,6.319,6.319,13.691
0,258,0.7740,thorax,0.0360,1482.00,-3.660,5.700,0.000,9.474,9.474,13.134
0,258,0.7740,left_thigh,0.0138,2052.00,-1.963,5.700,0.001,-93.962,-93.962,-91.999
0,258,0.7740,left_foot,0.0438,1710.00,6.784,9.500,-0.060,-24.314,-23.127,-28.715
0,259,0.7770,abdomen,0.0712,1482.00,-7.387,5.700,-0.020,6.326,6.326,13.713
0,259,0.7770,thorax,0.0361,1482.00,-3.670,5.700,0.000,9.484,9.484,13.154
0,259,0.7770,left_thigh,0.0139,2052.00,-1.936,5.700,0.001,-94.258,-94.258,-92.322
0,259,0.7770,left_foot,0.0499,1710.00,7.662,9.500,-0.073,-24.365,-21.125,-28.787
0,260,0.7800,abdomen,0.0725,1482.00,-7.410,5.700,-0.018,6.332,6.332,13.743
0,260,0.7800,thorax,0.0365,1482.00,-3.682,5.700,0.000,9.494,9.494,13.177
0,260,0.7800,left_thigh,0.0125,2052.00,-1.906,5.700,0.001,-94.553,-94.553,-92.647
0,260,0.7800,left_foot,0.0426,1710.00,6.584,9.500,-0.061,-24.416,-23.468,-28.855
0,261,0.7830,abdomen,0.0717,1482.00,-7.425,5.700,-0.020,6.339,6.339,13.764
0,261,0.7830,thorax,0.0365,1482.00,-3.694,5.700,0.000,9.503,9.503,13.198
0,261,0.7830,left_thigh,0.0120,2052.00,-1.862,5.700,0.001,-94.837,-94.837,-92.976
0,261,0.7830,left_foot,0.0505,1710.00,7.706,9.500,-0.066,-24.464,-21.224,-28.930
0,262,0.7860,abdomen,0.0731,1482.00,-7.452,5.700,-0.018,6.345,6.345,13.797
0,262,0.7860,thorax,0.0369,1482.00,-3.709,5.700,0.000,9.513,9.513,13.221
0,262,0.7860,left_thigh,0.0113,2052.00,-1.813,5.700,0.001,-95.120,-95.120,-93.308
0,262,0.7860,left_foot,0.0427,1710.00,6.625,9.500,-0.039,-24.513,-23.565,-28.996
0,263,0.7890,abdomen,0.0728,1482.00,-7.474,5.700,-0.021,6.351,6.351,13.825
0,263,0.7890,thorax,0.0370,1482.00,-3.723,5.700,0.000,9.522,9.522,13.245
0,263,0.7890,left_thigh,0.0114,2052.00,-1.769,5.700,0.001,-95.404,-95.404,-93.635
0,263,0.7890,left_foot,0.0505,1710.00,7.745,9.500,-0.048,-24.561,-21.321,-29.067
0,264,0.7920,abdomen,0.0743,1482.00,-7.507,5.700,-0.019,6.357,6.357,13.864
0,264,0.7920,thorax,0.0376,1482.00,-3.742,5.700,0.000,9.530,9.530,13.272
0,264,0.7920,left_thigh,0.0096,2052.00,-1.713,5.700,0.001,-95.677,-95.677,-93.965
0,264,0.7920,left_foot,0.0429,1710.00,6.662,9.500,-0.030,-24.608,-23.660,-29.130
0,265,0.7950,abdomen,0.0734,1482.00,-7.530,5.700,-0.021,6.362,6.362,13.892
0,265,0.7950,thorax,0.0376,1482.00,-3.759,5.700,0.000,9.538,9.538,13.297
0,265,0.7950,left_thigh,0.0090,2052.00,-1.649,5.700,0.001,-95.946,-95.946,-94.298
0,265,0.7950,left_foot,0.0508,1710.00,7.785,9.500,-0.043,-24.654,-21.414,-29.199
0,266,0.7980,abdomen,0.0748,1482.00,-7.564,5.700,-0.019,6.367,6.367,13.931
0,266,0.7980,thorax,0.0380,1482.00,-3.778,5.700,0.000,9.546,9.546,13.324
0,266,0.7980,left_thigh,0.0083,2052.00,-1.582,5.700,0.001,-96.214,-96.214,-94.632
0,266,0.7980,left_foot,0.0430,1710.00,6.699,9.500,-0.025,-24.699,-23.751,-29.260
0,267,0.8010,abdomen,0.0746,1482.00,-7.592,5.700,-0.022,6.372,6.372,13.965
0,267,0.8010,thorax,0.0383,1482.00,-3.798,5.700,0.000,9.554,9.554,13.352
0,267,0.8010,left_thigh,0.0071,2052.00,-1.518,5.700,0.001,-96.477,-96.477,-94.960
0,267,0.8010,left_foot,0.0511,1710.00,7.822,9.500,-0.042,-24.744,-21.504,-29.326
0,268,0.8040,abdomen,0.0753,1482.00,-7.625,5.700,-0.019,6.377,6.377,14.002
0,268,0.8040,thorax,0.0386,1482.00,-3.819,5.700,0.000,9.561,9.561,13.379
0,268,0.8040,left_thigh,0.0056,2052.00,-1.430,5.700,0.001,-96.728,-96.728,-95.299
0,268,0.8040,left_foot,0.0434,1710.00,6.736,9.500,-0.027,-24.786,-23.838,-29.386
0,269,0.8070,abdomen,0.0750,1482.00,-7.653,5.700,-0.022,6.381,6.381,14.034
0,269,0.8070,thorax,0.0387,1482.00,-3.839,5.700,0.000,9.568,9.567,13.407
0,269,0.8070,left_thigh,0.0057,2052.00,-1.350,5.700,0.001,-96.979,-96.979,-95.630
0,269,0.8070,left_foot,0.0512,1710.00,7.861,9.500,-0.039,-24.829,-21.589,-29.451
0,270,0.8100,abdomen,0.0766,1482.00,-7.691,5.700,-0.019,6.386,6.386,14.077
0,270,0.8100,thorax,0.0393,1482.00,-3.862,5.700,0.000,9.574,9.574,13.436
0,270,0.8100,left_thigh,0.0038,2052.00,-1.270,5.700,0.001,-97.230,-97.230,-95.961
0,270,0.8100,left_foot,0.0437,1710.00,6.772,9.500,-0.024,-24.871,-23.923,-29.507
0,271,0.8130,abdomen,0.0755,1482.00,-7.718,5.700,-0.022,6.389,6.389,14.107
0,271,0.8130,thorax,0.0393,1482.00,-3.884,5.700,0.000,9.579,9.579,13.463
0,271,0.8130,left_thigh,0.0030,2052.00,-1.166,5.700,0.001,-97.461,-97.461,-96.295
0,271,0.8130,left_foot,0.0517,1710.00,7.902,9.500,-0.038,-24.910,-21.670,-29.572
0,272,0.8160,abdomen,0.0770,1482.00,-7.755,5.700,-0.019,6.393,6.393,14.148
0,272,0.8160,thorax,0.0397,1482.00,-3.907,5.700,0.000,9.585,9.585,13.492
0,272,0.8160,left_thigh,0.0026,2052.00,-1.063,5.700,0.001,-97.692,-97.692,-96.629
0,272,0.8160,left_foot,0.0438,1710.00,6.810,9.500,-0.018,-24.948,-23.802,-29.627
0,273,0.8190,abdomen,0.0768,1482.00,-7.788,5.700,-0.022,6.396,6.396,14.184
0,273,0.8190,thorax,0.0399,1482.00,-3.931,5.700,0.000,9.590,9.590,13.520
0,273,0.8190,left_thigh,0.0026,2052.00,-0.971,5.700,0.001,-97.923,-97.923,-96.953
0,273,0.8190,left_foot,0.0523,1710.00,8.018,9.500,-0.034,-24.987,-21.548,-29.688
0,274,0.8220,abdomen,0.0785,1482.00,-7.832,5.700,-0.019,6.399,6.399,14.232
0,274,0.8220,thorax,0.0405,1482.00,-3.957,5.700,0.000,9.594,9.594,13.551
0,274,0.8220,left_thigh,0.0024,2052.00,-0.872,5.700,0.001,-98.147,-98.147,-97.276
0,274,0.8220,left_foot,0.0445,1710.00,6.924,9.500,-0.017,-25.024,-23.394,-29.740
0,275,0.8250,abdomen,0.0778,1482.00,-7.867,5.700,-0.023,6.402,6.402,14.269
0,275,0.8250,thorax,0.0406,1482.00,-3.983,5.700,0.000,9.598,9.598,13.581
0,275,0.8250,left_thigh,0.0024,2052.00,-0.774,5.700,0.001,-98.368,-98.368,-97.595
0,275,0.8250,left_foot,0.0529,1710.00,8.130,9.500,-0.033,-25.061,-21.139,-29.799
0,276,0.8280,abdomen,0.0793,1482.00,-7.913,5.700,-0.020,6.404,6.404,14.318
0,276,0.8280,thorax,0.0411,1482.00,-4.011,5.700,0.000,9.602,9.602,13.613
0,276,0.8280,left_thigh,0.0027,2052.00,-0.676,5.700,0.001,-98.589,-98.589,-97.913
0,276,0.8280,left_foot,0.0449,1710.00,7.033,9.500,-0.016,-25.097,-23.293,-29.847
0,277,0.8310,abdomen,0.0790,1482.00,-7.952,5.700,-0.023,6.407,6.407,14.359
0,277,0.8310,thorax,0.0413,1482.00,-4.038,5.700,0.000,9.606,9.606,13.644
0,277,0.8310,left_thigh,0.0025,2052.00,-0.590,5.700,0.001,-98.811,-98.811,-98.221
0,277,0.8310,left_foot,0.0534,1710.00,8.233,9.500,-0.035,-25.134,-21.037,-29.902
0,278,0.8340,abdomen,0.0806,1482.00,-8.002,5.700,-0.020,6.409,6.409,14.411
0,278,0.8340,thorax,0.0419,1482.00,-4.068,5.700,0.000,9.609,9.609,13.677
0,278,0.8340,left_thigh,0.0029,2052.00,-0.507,5.700,0.001,-99.034,-99.034,-98.527
0,278,0.8340,left_foot,0.0454,1710.00,7.132,9.500,-0.021,-25.170,-23.100,-29.948
0,279,0.8370,abdomen,0.0801,1482.00,-8.043,5.700,-0.023,6.411,6.411,14.454
0,279,0.8370,thorax,0.0420,1482.00,-4.097,5.700,0.000,9.612,9.612,13.709
0,279,0.8370,left_thigh,0.0027,2052.00,-0.434,5.700,0.001,-99.257,-99.257,-98.823
0,279,0.8370,left_foot,0.0537,1710.00,8.330,9.500,-0.038,-25.206,-20.844,-29.999
0,280,0.8400,abdomen,0.0815,1482.00,-8.093,5.700,-0.020,6.413,6.413,14.506
0,280,0.8400,thorax,0.0425,1482.00,-4.127,5.700,0.000,9.615,9.615,13.742
0,280,0.8400,left_thigh,0.0030,2052.00,-0.360,5.700,0.001,-99.479,-99.479,-99.119
0,280,0.8400,left_foot,0.0457,1710.00,7.226,9.500,-0.022,-25.242,-23.060,-30.042
0,281,0.8430,abdomen,0.0810,1482.00,-8.135,5.700,-0.023,6.414,6.414,14.550
0,281,0.8430,thorax,0.0426,1482.00,-4.157,5.700,0.000,9.617,9.617,13.774
0,281,0.8430,left_thigh,0.0027,2052.00,-0.299,5.700,0.001,-99.703,-99.703,-99.405
0,281,0.8430,left_foot,0.0541,1710.00,8.420,9.500,-0.038,-25.278,-20.804,-30.090
0,282,0.8460,abdomen,0.0823,1482.00,-8.185,5.700,-0.020,6.416,6.416,14.601
0,282,0.8460,thorax,0.0430,1482.00,-4.187,5.700,0.000,9.619,9.619,13.806
0,282,0.8460,left_thigh,0.0031,2052.00,-0.237,5.700,0.001,-99.927,-99.927,-99.690
0,282,0.8460,left_foot,0.0460,1710.00,7.313,9.500,-0.022,-25.314,-22.962,-30.128
0,283,0.8490,abdomen,0.0817,1482.00,-8.225,5.700,-0.023,6.417,6.417,14.642
0,283,0.8490,thorax,0.0431,1482.00,-4.216,5.700,0.000,9.621,9.621,13.837
0,283,0.8490,left_thigh,0.0029,2052.00,-0.185,5.700,0.001,-100.151,-100.151,-99.967
0,283,0.8490,left_foot,0.0544,1710.00,8.503,9.500,-0.039,-25.350,-20.706,-30.173
0,284,0.8520,abdomen,0.0829,1482.00,-8.272,5.700,-0.020,6.418,6.418,14.691
0,284,0.8520,thorax,0.0434,1482.00,-4.245,5.700,0.000,9.623,9.623,13.868
0,284,0.8520,left_thigh,0.0032,2052.00,-0.132,5.700,0.001,-100.376,-100.376,-100.245
0,284,0.8520,left_foot,0.0463,1710.00,7.393,9.500,-0.023,-25.386,-22.870,-30.207
0,285,0.8550,abdomen,0.0822,1482.00,-8.309,5.700,-0.023,6.419,6.419,14.729
0,285,0.8550,thorax,0.0435,1482.00,-4.272,5.700,0.000,9.624,9.624,13.896
