load_kg,tick,sq,joint,demand,max_force_nm,err_x_deg,capacity_scale,solver_torque_x_nm,nominal_deg,final_deg,actual_deg
0,401,1.0000,thorax,0.0418,1482.00,-4.412,5.700,0.000,9.592,9.592,14.004
0,401,1.0000,left_thigh,0.0069,2052.00,2.916,5.700,0.000,-111.000,-111.000,-113.917
0,401,1.0000,left_foot,0.0544,1710.00,8.886,9.500,-0.079,-27.000,-22.823,-31.709
0,402,1.0000,abdomen,0.0804,1482.00,-8.462,5.700,-0.015,6.397,6.397,14.860
0,402,1.0000,thorax,0.0420,1482.00,-4.412,5.700,0.000,9.592,9.592,14.003
0,402,1.0000,left_thigh,0.0073,2052.00,2.918,5.700,0.000,-111.000,-111.000,-113.919
0,402,1.0000,left_foot,0.0459,1710.00,7.733,9.500,-0.065,-27.000,-25.115,-31.702
0,403,1.0000,abdomen,0.0794,1482.00,-8.455,5.700,-0.018,6.397,6.397,14.853
0,403,1.0000,thorax,0.0418,1482.00,-4.409,5.700,0.000,9.592,9.592,14.001
0,403,1.0000,left_thigh,0.0069,2052.00,2.916,5.700,0.000,-111.000,-111.000,-113.916
0,403,1.0000,left_foot,0.0543,1710.00,8.883,9.500,-0.079,-27.000,-22.823,-31.706
0,404,1.0000,abdomen,0.0805,1482.00,-8.458,5.700,-0.015,6.397,6.397,14.856
0,404,1.0000,thorax,0.0420,1482.00,-4.409,5.700,0.000,9.592,9.592,14.001
0,404,1.0000,left_thigh,0.0073,2052.00,2.918,5.700,0.000,-111.000,-111.000,-113.918
0,404,1.0000,left_foot,0.0459,1710.00,7.730,9.500,-0.064,-27.000,-25.115,-31.699
0,405,1.0000,abdomen,0.0794,1482.00,-8.452,5.700,-0.018,6.397,6.397,14.850
0,405,1.0000,thorax,0.0418,1482.00,-4.407,5.700,0.000,9.592,9.592,13.999
0,405,1.0000,left_thigh,0.0069,2052.00,2.915,5.700,0.000,-111.000,-111.000,-113.916
0,405,1.0000,left_foot,0.0543,1710.00,8.880,9.500,-0.078,-27.000,-22.823,-31.703
0,406,1.0000,abdomen,0.0805,1482.00,-8.456,5.700,-0.015,6.397,6.397,14.853
0,406,1.0000,thorax,0.0421,1482.00,-4.407,5.700,0.000,9.592,9.592,13.999
0,406,1.0000,left_thigh,0.0073,2052.00,2.918,5.700,0.000,-111.000,-111.000,-113.918
0,406,1.0000,left_foot,0.0458,1710.00,7.726,9.500,-0.063,-27.000,-25.115,-31.696
0,407,1.0000,abdomen,0.0795,1482.00,-8.450,5.700,-0.018,6.397,6.397,14.848
0,407,1.0000,thorax,0.0419,1482.00,-4.406,5.700,0.000,9.592,9.592,13.997
0,407,1.0000,left_thigh,0.0069,2052.00,2.915,5.700,0.000,-111.000,-111.000,-113.916
0,407,1.0000,left_foot,0.0542,1710.00,8.876,9.500,-0.077,-27.000,-22.823,-31.699
0,408,1.0000,abdomen,0.0805,1482.00,-8.454,5.700,-0.015,6.397,6.397,14.852
0,408,1.0000,thorax,0.0421,1482.00,-4.406,5.700,0.000,9.592,9.592,13.998
0,408,1.0000,left_thigh,0.0073,2052.00,2.918,5.700,0.000,-111.000,-111.000,-113.918
0,408,1.0000,left_foot,0.0458,1710.00,7.723,9.500,-0.063,-27.000,-25.115,-31.692
0,409,1.0000,abdomen,0.0795,1482.00,-8.449,5.700,-0.018,6.397,6.397,14.846
0,409,1.0000,thorax,0.0419,1482.00,-4.405,5.700,0.000,9.592,9.592,13.997
0,409,1.0000,left_thigh,0.0069,2052.00,2.916,5.700,0.000,-111.000,-111.000,-113.916
0,409,1.0000,left_foot,0.0542,1710.00,8.872,9.500,-0.076,-27.000,-22.823,-31.695
0,410,1.0000,abdomen,0.0806,1482.00,-8.453,5.700,-0.015,6.397,6.397,14.851
0,410,1.0000,thorax,0.0421,1482.00,-4.406,5.700,0.000,9.592,9.592,13.997
0,410,1.0000,left_thigh,0.0073,2052.00,2.918,5.700,0.000,-111.000,-111.000,-113.918
0,410,1.0000,left_foot,0.0458,1710.00,7.718,9.500,-0.062,-27.000,-25.115,-31.688
0,411,1.0000,abdomen,0.0795,1482.00,-8.448,5.700,-0.018,6.397,6.397,14.846
0,411,1.0000,thorax,0.0419,1482.00,-4.405,5.700,0.000,9.592,9.592,13.996
0,411,1.0000,left_thigh,0.0069,2052.00,2.916,5.700,0.000,-111.000,-111.000,-113.916
0,411,1.0000,left_foot,0.0540,1710.00,8.849,9.500,-0.075,-27.000,-22.842,-31.691
0,412,1.0000,abdomen,0.0806,1482.00,-8.453,5.700,-0.015,6.397,6.397,14.851
0,412,1.0000,thorax,0.0421,1482.00,-4.405,5.700,0.000,9.592,9.592,13.997
0,412,1.0000,left_thigh,0.0073,2052.00,2.919,5.700,0.000,-111.000,-111.000,-113.919
0,412,1.0000,left_foot,0.0456,1710.00,7.695,9.500,-0.061,-27.000,-25.134,-31.683
0,413,1.0000,abdomen,0.0795,1482.00,-8.448,5.700,-0.018,6.397,6.397,14.846
0,413,1.0000,thorax,0.0419,1482.00,-4.404,5.700,0.000,9.592,9.592,13.996
0,413,1.0000,left_thigh,0.0069,2052.00,2.916,5.700,0.000,-111.000,-111.000,-113.917
0,413,1.0000,left_foot,0.0540,1710.00,8.845,9.500,-0.074,-27.000,-22.842,-31.687
0,414,1.0000,abdomen,0.0806,1482.00,-8.453,5.700,-0.015,6.397,6.397,14.851
0,414,1.0000,thorax,0.0421,1482.00,-4.405,5.700,0.000,9.592,9.592,13.997
0,414,1.0000,left_thigh,0.0073,2052.00,2.919,5.700,0.000,-111.000,-111.000,-113.919
0,414,1.0000,left_foot,0.0456,1710.00,7.691,9.500,-0.059,-27.000,-25.134,-31.679
0,415,1.0000,abdomen,0.0795,1482.00,-8.448,5.700,-0.018,6.397,6.397,14.846
0,415,1.0000,thorax,0.0419,1482.00,-4.405,5.700,0.000,9.592,9.592,13.996
0,415,1.0000,left_thigh,0.0069,2052.00,2.917,5.700,0.000,-111.000,-111.000,-113.917
0,415,1.0000,left_foot,0.0540,1710.00,8.840,9.500,-0.072,-27.000,-22.842,-31.682
0,416,1.0000,abdomen,0.0806,1482.00,-8.453,5.700,-0.015,6.397,6.397,14.851
0,416,1.0000,thorax,0.0421,1482.00,-4.406,5.700,0.000,9.592,9.592,13.997
0,416,1.0000,left_thigh,0.0074,2052.00,2.920,5.700,0.000,-111.000,-111.000,-113.920
0,416,1.0000,left_foot,0.0455,1710.00,7.686,9.500,-0.057,-27.000,-25.134,-31.674
0,417,1.0000,abdomen,0.0796,1482.00,-8.449,5.700,-0.018,6.397,6.397,14.847
0,417,1.0000,thorax,0.0419,1482.00,-4.405,5.700,0.000,9.592,9.592,13.996
0,417,1.0000,left_thigh,0.0069,2052.00,2.917,5.700,0.000,-111.000,-111.000,-113.918
0,417,1.0000,left_foot,0.0539,1710.00,8.835,9.500,-0.071,-27.000,-22.842,-31.677
0,418,1.0000,abdomen,0.0806,1482.00,-8.454,5.700,-0.015,6.397,6.397,14.852
0,418,1.0000,thorax,0.0421,1482.00,-4.406,5.700,0.000,9.592,9.592,13.997
0,418,1.0000,left_thigh,0.0074,2052.00,2.920,5.700,0.000,-111.000,-111.000,-113.920
0,418,1.0000,left_foot,0.0455,1710.00,7.681,9.500,-0.057,-27.000,-25.134,-31.669
0,419,1.0000,abdomen,0.0796,1482.00,-8.450,5.700,-0.018,6.397,6.397,14.847
0,419,1.0000,thorax,0.0419,1482.00,-4.405,5.700,0.000,9.592,9.592,13.997
0,419,1.0000,left_thigh,0.0069,2052.00,2.918,5.700,0.000,-111.000,-111.000,-113.918
0,419,1.0000,left_foot,0.0539,1710.00,8.831,9.500,-0.071,-27.000,-22.842,-31.673
0,420,1.0000,abdomen,0.0806,1482.00,-8.455,5.700,-0.015,6.397,6.397,14.852
0,420,1.0000,thorax,0.0421,1482.00,-4.406,5.700,0.000,9.592,9.592,13.998
0,420,1.0000,left_thigh,0.0074,2052.00,2.921,5.700,0.000,-111.000,-111.000,-113.921
0,420,1.0000,left_foot,0.0455,1710.00,7.676,9.500,-0.057,-27.000,-25.134,-31.665
25,1,0.0030,abdomen,0.0633,1852.50,8.124,7.125,-0.054,0.000,0.040,-8.081
25,1,0.0030,thorax,0.0555,1852.50,6.626,7.125,0.000,0.056,0.056,-6.561
25,1,0.0030,left_thigh,0.0380,2565.00,-2.843,7.125,0.000,-0.319,-0.319,2.523
25,1,0.0030,left_foot,0.0223,2137.50,5.480,11.875,0.261,-0.105,1.894,-4.624
25,2,0.0060,abdomen,0.0611,1852.50,8.148,7.125,-0.053,0.088,0.088,-8.061
25,2,0.0060,thorax,0.0554,1852.50,6.681,7.125,0.000,0.131,0.131,-6.550
25,2,0.0060,left_thigh,0.0549,2565.00,-3.385,7.125,0.000,-0.639,-0.639,2.745
25,2,0.0060,left_foot,0.0142,2137.50,5.189,11.875,0.309,-0.213,0.682,-4.506
25,3,0.0090,abdomen,0.0632,1852.50,8.202,7.125,-0.047,0.125,0.131,-8.072
25,3,0.0090,thorax,0.0574,1852.50,6.752,7.125,0.000,0.194,0.194,-6.557
25,3,0.0090,left_thigh,0.0565,2565.00,-3.904,7.125,0.000,-0.959,-0.959,2.944
25,3,0.0090,left_foot,0.0092,2137.50,4.074,11.875,0.179,-0.321,-0.352,-4.426
25,4,0.0120,abdomen,0.0641,1852.50,8.262,7.125,-0.050,0.172,0.172,-8.087
25,4,0.0120,thorax,0.0585,1852.50,6.831,7.125,0.000,0.262,0.262,-6.568
25,4,0.0120,left_thigh,0.0572,2565.00,-4.386,7.125,0.000,-1.283,-1.283,3.103
25,4,0.0120,left_foot,0.0158,2137.50,5.159,11.875,0.224,-0.432,1.829,-4.365
25,5,0.0150,abdomen,0.0648,1852.50,8.321,7.125,-0.051,0.220,0.220,-8.100
25,5,0.0150,thorax,0.0593,1852.50,6.912,7.125,0.000,0.331,0.331,-6.581
25,5,0.0150,left_thigh,0.0575,2565.00,-4.830,7.125,0.000,-1.609,-1.609,3.221
25,5,0.0150,left_foot,0.0096,2137.50,3.946,11.875,0.310,-0.542,-0.573,-4.299
25,6,0.0180,abdomen,0.0650,1852.50,8.378,7.125,-0.053,0.265,0.265,-8.112
25,6,0.0180,thorax,0.0595,1852.50,6.990,7.125,0.000,0.400,0.400,-6.590
25,6,0.0180,left_thigh,0.0577,2565.00,-5.237,7.125,0.000,-1.934,-1.934,3.303
25,6,0.0180,left_foot,0.0167,2137.50,5.049,11.875,0.290,-0.654,1.608,-4.255
25,7,0.0210,abdomen,0.0658,1852.50,8.436,7.125,-0.052,0.312,0.312,-8.124
25,7,0.0210,thorax,0.0603,1852.50,7.066,7.125,0.000,0.468,0.468,-6.596
25,7,0.0210,left_thigh,0.0581,2565.00,-5.608,7.125,0.000,-2.262,-2.262,3.347
25,7,0.0210,left_foot,0.0107,2137.50,3.864,11.875,0.318,-0.766,-0.398,-4.216
25,8,0.0240,abdomen,0.0660,1852.50,8.494,7.125,-0.053,0.360,0.360,-8.134
25,8,0.0240,thorax,0.0605,1852.50,7.141,7.125,0.000,0.540,0.540,-6.600
25,8,0.0240,left_thigh,0.0586,2565.00,-5.956,7.125,0.000,-2.593,-2.593,3.363
25,8,0.0240,left_foot,0.0178,2137.50,4.993,11.875,0.273,-0.880,1.780,-4.199
25,9,0.0270,abdomen,0.0666,1852.50,8.553,7.125,-0.050,0.407,0.407,-8.145
25,9,0.0270,thorax,0.0610,1852.50,7.214,7.125,0.000,0.612,0.612,-6.602
25,9,0.0270,left_thigh,0.0586,2565.00,-6.273,7.125,0.000,-2.924,-2.924,3.348
25,9,0.0270,left_foot,0.0121,2137.50,3.834,11.875,0.287,-0.995,-0.626,-4.186
25,10,0.0300,abdomen,0.0668,1852.50,8.610,7.125,-0.052,0.455,0.455,-8.154
25,10,0.0300,thorax,0.0614,1852.50,7.284,7.125,0.000,0.683,0.683,-6.600
25,10,0.0300,left_thigh,0.0591,2565.00,-6.563,7.125,0.000,-3.255,-3.255,3.307
25,10,0.0300,left_foot,0.0192,2137.50,4.991,11.875,0.243,-1.109,1.552,-4.197
25,11,0.0330,abdomen,0.0673,1852.50,8.668,7.125,-0.051,0.505,0.504,-8.163
25,11,0.0330,thorax,0.0619,1852.50,7.354,7.125,0.000,0.757,0.757,-6.596
25,11,0.0330,left_thigh,0.0593,2565.00,-6.835,7.125,0.000,-3.592,-3.592,3.243
25,11,0.0330,left_foot,0.0132,2137.50,3.855,11.875,0.264,-1.226,-0.857,-4.207
25,12,0.0360,abdomen,0.0673,1852.50,8.723,7.125,-0.052,0.554,0.554,-8.168
25,12,0.0360,thorax,0.0620,1852.50,7.420,7.125,0.000,0.832,0.832,-6.588
25,12,0.0360,left_thigh,0.0595,2565.00,-7.084,7.125,0.000,-3.928,-3.928,3.156
25,12,0.0360,left_foot,0.0205,2137.50,5.032,11.875,0.219,-1.343,1.025,-4.238
25,13,0.0390,abdomen,0.0677,1852.50,8.775,7.125,-0.050,0.604,0.604,-8.172
25,13,0.0390,thorax,0.0623,1852.50,7.483,7.125,0.000,0.906,0.906,-6.577
25,13,0.0390,left_thigh,0.0594,2565.00,-7.309,7.125,0.000,-4.264,-4.264,3.045
25,13,0.0390,left_foot,0.0146,2137.50,3.916,11.875,0.236,-1.460,-1.384,-4.268
25,14,0.0420,abdomen,0.0676,1852.50,8.825,7.125,-0.051,0.654,0.654,-8.171
25,14,0.0420,thorax,0.0624,1852.50,7.542,7.125,0.000,0.981,0.981,-6.561
25,14,0.0420,left_thigh,0.0598,2565.00,-7.518,7.125,0.000,-4.604,-4.604,2.914
25,14,0.0420,left_foot,0.0179,2137.50,4.382,11.875,0.193,-1.579,0.056,-4.317
25,15,0.0450,abdomen,0.0677,1852.50,8.870,7.125,-0.050,0.704,0.704,-8.165
25,15,0.0450,thorax,0.0624,1852.50,7.597,7.125,0.000,1.057,1.057,-6.539
25,15,0.0450,left_thigh,0.0600,2565.00,-7.713,7.125,0.000,-4.945,-4.945,2.767
25,15,0.0450,left_foot,0.0123,2137.50,3.286,11.875,0.203,-1.698,-1.663,-4.367
25,16,0.0480,abdomen,0.0675,1852.50,8.909,7.125,-0.050,0.756,0.756,-8.153
25,16,0.0480,thorax,0.0623,1852.50,7.646,7.125,0.000,1.134,1.134,-6.512
25,16,0.0480,left_thigh,0.0601,2565.00,-7.891,7.125,0.000,-5.286,-5.286,2.604
25,16,0.0480,left_foot,0.0195,2137.50,4.499,11.875,0.181,-1.818,0.510,-4.434
25,17,0.0510,abdomen,0.0678,1852.50,8.946,7.125,-0.049,0.807,0.807,-8.139
25,17,0.0510,thorax,0.0626,1852.50,7.692,7.125,0.000,1.210,1.210,-6.481
25,17,0.0510,left_thigh,0.0602,2565.00,-8.052,7.125,0.000,-5.629,-5.629,2.423
25,17,0.0510,left_foot,0.0135,2137.50,3.416,11.875,0.218,-1.938,-1.902,-4.496
25,18,0.0540,abdomen,0.0674,1852.50,8.978,7.125,-0.051,0.859,0.859,-8.119
25,18,0.0540,thorax,0.0624,1852.50,7.735,7.125,0.000,1.289,1.289,-6.446
25,18,0.0540,left_thigh,0.0605,2565.00,-8.205,7.125,0.000,-5.975,-5.974,2.231
25,18,0.0540,left_foot,0.0206,2137.50,4.638,11.875,0.193,-2.060,0.265,-4.572
25,19,0.0570,abdomen,0.0675,1852.50,9.007,7.125,-0.050,0.911,0.911,-8.095
25,19,0.0570,thorax,0.0626,1852.50,7.774,7.125,0.000,1.367,1.367,-6.407
25,19,0.0570,left_thigh,0.0603,2565.00,-8.342,7.125,0.000,-6.320,-6.320,2.022
25,19,0.0570,left_foot,0.0147,2137.50,3.563,11.875,0.220,-2.182,-2.146,-4.643
25,20,0.0600,abdomen,0.0671,1852.50,9.029,7.125,-0.052,0.963,0.963,-8.066
25,20,0.0600,thorax,0.0623,1852.50,7.808,7.125,0.000,1.445,1.445,-6.363
25,20,0.0600,left_thigh,0.0603,2565.00,-8.466,7.125,0.000,-6.666,-6.666,1.800
25,20,0.0600,left_foot,0.0142,2137.50,3.353,11.875,0.186,-2.303,-1.373,-4.727
25,21,0.0630,abdomen,0.0668,1852.50,9.047,7.125,-0.049,1.016,1.016,-8.030
25,21,0.0630,thorax,0.0621,1852.50,7.837,7.125,0.000,1.525,1.525,-6.312
25,21,0.0630,left_thigh,0.0605,2565.00,-8.581,7.125,0.000,-7.016,-7.016,1.566
25,21,0.0630,left_foot,0.0173,2137.50,3.897,11.875,0.193,-2.427,-0.920,-4.817
25,22,0.0660,abdomen,0.0666,1852.50,9.060,7.125,-0.050,1.070,1.070,-7.990
25,22,0.0660,thorax,0.0620,1852.50,7.862,7.125,0.000,1.605,1.605,-6.257
25,22,0.0660,left_thigh,0.0605,2565.00,-8.687,7.125,0.000,-7.366,-7.366,1.321
25,22,0.0660,left_foot,0.0116,2137.50,2.837,11.875,0.210,-2.551,-3.336,-4.904
25,23,0.0690,abdomen,0.0661,1852.50,9.065,7.125,-0.051,1.123,1.123,-7.942
25,23,0.0690,thorax,0.0616,1852.50,7.881,7.125,0.000,1.684,1.684,-6.197
25,23,0.0690,left_thigh,0.0605,2565.00,-8.782,7.125,0.000,-7.716,-7.716,1.066
25,23,0.0690,left_foot,0.0174,2137.50,3.835,11.875,0.194,-2.675,-1.167,-5.003
25,24,0.0720,abdomen,0.0660,1852.50,9.068,7.125,-0.050,1.176,1.176,-7.891
25,24,0.0720,thorax,0.0616,1852.50,7.897,7.125,0.000,1.765,1.765,-6.132
25,24,0.0720,left_thigh,0.0605,2565.00,-8.867,7.125,0.000,-8.068,-8.068,0.798
25,24,0.0720,left_foot,0.0115,2137.50,2.782,11.875,0.234,-2.800,-3.584,-5.096
25,25,0.0750,abdomen,0.0654,1852.50,9.063,7.125,-0.054,1.230,1.230,-7.833
25,25,0.0750,thorax,0.0612,1852.50,7.909,7.125,0.000,1.846,1.846,-6.063
25,25,0.0750,left_thigh,0.0606,2565.00,-8.947,7.125,0.000,-8.422,-8.422,0.525
25,25,0.0750,left_foot,0.0172,2137.50,3.780,11.875,0.220,-2.925,-1.417,-5.198
25,26,0.0780,abdomen,0.0652,1852.50,9.056,7.125,-0.053,1.284,1.284,-7.771
25,26,0.0780,thorax,0.0611,1852.50,7.918,7.125,0.000,1.927,1.927,-5.991
25,26,0.0780,left_thigh,0.0604,2565.00,-9.017,7.125,0.000,-8.776,-8.776,0.241
25,26,0.0780,left_foot,0.0114,2137.50,2.731,11.875,0.256,-3.050,-3.835,-5.294
25,27,0.0810,abdomen,0.0646,1852.50,9.043,7.125,-0.055,1.338,1.338,-7.705
25,27,0.0810,thorax,0.0607,1852.50,7.922,7.125,0.000,2.008,2.008,-5.915
25,27,0.0810,left_thigh,0.0605,2565.00,-9.080,7.125,0.000,-9.131,-9.131,-0.040
25,27,0.0810,left_foot,0.0171,2137.50,3.733,11.875,0.236,-3.176,-1.668,-5.401
25,28,0.0840,abdomen,0.0643,1852.50,9.026,7.125,-0.054,1.393,1.393,-7.633
25,28,0.0840,thorax,0.0605,1852.50,7.924,7.125,0.000,2.089,2.089,-5.835
25,28,0.0840,left_thigh,0.0604,2565.00,-9.139,7.125,0.000,-9.488,-9.488,-0.349
25,28,0.0840,left_foot,0.0112,2137.50,2.685,11.875,0.269,-3.303,-4.087,-5.500
25,29,0.0870,abdomen,0.0636,1852.50,9.004,7.125,-0.056,1.447,1.447,-7.556
25,29,0.0870,thorax,0.0600,1852.50,7.920,7.125,0.000,2.171,2.171,-5.749
25,29,0.0870,left_thigh,0.0604,2565.00,-9.191,7.125,0.000,-9.845,-9.845,-0.654
25,29,0.0870,left_foot,0.0158,2137.50,3.469,11.875,0.241,-3.429,-2.140,-5.609
25,30,0.0900,abdomen,0.0632,1852.50,8.977,7.125,-0.054,1.501,1.501,-7.475
25,30,0.0900,thorax,0.0597,1852.50,7.913,7.125,0.000,2.253,2.253,-5.661
25,30,0.0900,left_thigh,0.0601,2565.00,-9.235,7.125,0.000,-10.203,-10.203,-0.968
25,30,0.0900,left_foot,0.0101,2137.50,2.427,11.875,0.266,-3.555,-4.324,-5.714
25,31,0.0930,abdomen,0.0625,1852.50,8.945,7.125,-0.055,1.557,1.557,-7.388
25,31,0.0930,thorax,0.0592,1852.50,7.902,7.125,0.000,2.335,2.335,-5.567
25,31,0.0930,left_thigh,0.0602,2565.00,-9.276,7.125,0.000,-10.563,-10.563,-1.288
25,31,0.0930,left_foot,0.0170,2137.50,3.669,11.875,0.246,-3.683,-2.159,-5.828
25,32,0.0960,abdomen,0.0621,1852.50,8.909,7.125,-0.054,1.611,1.611,-7.298
25,32,0.0960,thorax,0.0590,1852.50,7.888,7.125,0.000,2.417,2.417,-5.471
25,32,0.0960,left_thigh,0.0600,2565.00,-9.310,7.125,0.000,-10.924,-10.924,-1.613
25,32,0.0960,left_foot,0.0111,2137.50,2.627,11.875,0.283,-3.811,-4.579,-5.932
25,33,0.0990,abdomen,0.0614,1852.50,8.869,7.125,-0.057,1.666,1.666,-7.203
25,33,0.0990,thorax,0.0585,1852.50,7.871,7.125,0.000,2.499,2.499,-5.372
25,33,0.0990,left_thigh,0.0599,2565.00,-9.340,7.125,0.000,-11.285,-11.285,-1.945
25,33,0.0990,left_foot,0.0168,2137.50,3.632,11.875,0.253,-3.938,-2.414,-6.046
25,34,0.1020,abdomen,0.0609,1852.50,8.825,7.125,-0.055,1.721,1.721,-7.104
25,34,0.1020,thorax,0.0582,1852.50,7.851,7.125,0.000,2.581,2.581,-5.270
25,34,0.1020,left_thigh,0.0597,2565.00,-9.363,7.125,0.000,-11.647,-11.647,-2.284
25,34,0.1020,left_foot,0.0110,2137.50,2.592,11.875,0.281,-4.066,-4.834,-6.153
25,35,0.1050,abdomen,0.0601,1852.50,8.776,7.125,-0.057,1.776,1.776,-7.000
25,35,0.1050,thorax,0.0576,1852.50,7.827,7.125,0.000,2.664,2.664,-5.163
25,35,0.1050,left_thigh,0.0598,2565.00,-9.386,7.125,0.000,-12.011,-12.011,-2.625
25,35,0.1050,left_foot,0.0166,2137.50,3.597,11.875,0.253,-4.194,-2.670,-6.268
25,36,0.1080,abdomen,0.0596,1852.50,8.724,7.125,-0.055,1.830,1.830,-6.893
25,36,0.1080,thorax,0.0572,1852.50,7.800,7.125,0.000,2.746,2.746,-5.054
25,36,0.1080,left_thigh,0.0594,2565.00,-9.401,7.125,0.000,-12.374,-12.374,-2.973
25,36,0.1080,left_foot,0.0108,2137.50,2.559,11.875,0.280,-4.322,-5.090,-6.375
25,37,0.1110,abdomen,0.0587,1852.50,8.667,7.125,-0.057,1.885,1.885,-6.782
25,37,0.1110,thorax,0.0566,1852.50,7.770,7.125,0.000,2.828,2.828,-4.942
25,37,0.1110,left_thigh,0.0595,2565.00,-9.414,7.125,0.000,-12.739,-12.739,-3.325
25,37,0.1110,left_foot,0.0164,2137.50,3.564,11.875,0.254,-4.451,-2.927,-6.491
25,38,0.1140,abdomen,0.0581,1852.50,8.607,7.125,-0.055,1.940,1.940,-6.667
25,38,0.1140,thorax,0.0562,1852.50,7.737,7.125,0.000,2.910,2.910,-4.827
25,38,0.1140,left_thigh,0.0592,2565.00,-9.423,7.125,0.000,-13.105,-13.105,-3.681
25,38,0.1140,left_foot,0.0106,2137.50,2.527,11.875,0.284,-4.579,-5.347,-6.599
25,39,0.1170,abdomen,0.0573,1852.50,8.542,7.125,-0.057,1.994,1.994,-6.548
25,39,0.1170,thorax,0.0556,1852.50,7.700,7.125,0.001,2.992,2.992,-4.708
25,39,0.1170,left_thigh,0.0591,2565.00,-9.430,7.125,0.000,-13.471,-13.471,-4.041
25,39,0.1170,left_foot,0.0162,2137.50,3.532,11.875,0.260,-4.708,-3.184,-6.716
25,40,0.1200,abdomen,0.0567,1852.50,8.475,7.125,-0.056,2.049,2.049,-6.426
25,40,0.1200,thorax,0.0552,1852.50,7.662,7.125,0.001,3.074,3.074,-4.588
25,40,0.1200,left_thigh,0.0587,2565.00,-9.430,7.125,0.000,-13.837,-13.837,-4.407
25,40,0.1200,left_foot,0.0105,2137.50,2.496,11.875,0.292,-4.836,-5.604,-6.825
25,41,0.1230,abdomen,0.0558,1852.50,8.404,7.125,-0.058,2.103,2.103,-6.300
25,41,0.1230,thorax,0.0545,1852.50,7.620,7.125,0.001,3.155,3.155,-4.465
25,41,0.1230,left_thigh,0.0587,2565.00,-9.430,7.125,0.000,-14.205,-14.205,-4.775
25,41,0.1230,left_foot,0.0161,2137.50,3.502,11.875,0.269,-4.964,-3.440,-6.943
25,42,0.1260,abdomen,0.0551,1852.50,8.329,7.125,-0.057,2.158,2.158,-6.171
25,42,0.1260,thorax,0.0540,1852.50,7.576,7.125,0.001,3.236,3.236,-4.340
25,42,0.1260,left_thigh,0.0584,2565.00,-9.425,7.125,0.000,-14.574,-14.574,-5.148
25,42,0.1260,left_foot,0.0103,2137.50,2.466,11.875,0.301,-5.093,-5.861,-7.052
25,43,0.1290,abdomen,0.0543,1852.50,8.251,7.125,-0.059,2.212,2.212,-6.039
25,43,0.1290,thorax,0.0534,1852.50,7.529,7.125,0.001,3.318,3.318,-4.212
25,43,0.1290,left_thigh,0.0582,2565.00,-9.419,7.125,0.000,-14.942,-14.942,-5.523
25,43,0.1290,left_foot,0.0159,2137.50,3.473,11.875,0.278,-5.221,-3.697,-7.170
25,44,0.1320,abdomen,0.0536,1852.50,8.171,7.125,-0.057,2.266,2.266,-5.905
25,44,0.1320,thorax,0.0529,1852.50,7.481,7.125,0.001,3.398,3.398,-4.082
25,44,0.1320,left_thigh,0.0579,2565.00,-9.408,7.125,0.000,-15.312,-15.312,-5.903
25,44,0.1320,left_foot,0.0102,2137.50,2.437,11.875,0.311,-5.349,-6.117,-7.280
25,45,0.1350,abdomen,0.0526,1852.50,8.087,7.125,-0.060,2.319,2.319,-5.768
25,45,0.1350,thorax,0.0522,1852.50,7.429,7.125,0.001,3.479,3.479,-3.950
25,45,0.1350,left_thigh,0.0579,2565.00,-9.398,7.125,0.000,-15.682,-15.682,-6.284
25,45,0.1350,left_foot,0.0157,2137.50,3.444,11.875,0.287,-5.477,-3.953,-7.398
25,46,0.1380,abdomen,0.0520,1852.50,8.001,7.125,-0.058,2.373,2.373,-5.628
25,46,0.1380,thorax,0.0517,1852.50,7.376,7.125,0.001,3.559,3.559,-3.817
25,46,0.1380,left_thigh,0.0574,2565.00,-9.383,7.125,0.000,-16.052,-16.052,-6.669
25,46,0.1380,left_foot,0.0100,2137.50,2.408,11.875,0.320,-5.605,-6.373,-7.508
25,47,0.1410,abdomen,0.0510,1852.50,7.913,7.125,-0.060,2.426,2.426,-5.486
25,47,0.1410,thorax,0.0510,1852.50,7.321,7.125,0.001,3.639,3.639,-3.682
25,47,0.1410,left_thigh,0.0574,2565.00,-9.367,7.125,0.000,-16.423,-16.423,-7.056
25,47,0.1410,left_foot,0.0156,2137.50,3.417,11.875,0.296,-5.733,-4.209,-7.626
25,48,0.1440,abdomen,0.0503,1852.50,7.821,7.125,-0.058,2.479,2.479,-5.342
25,48,0.1440,thorax,0.0505,1852.50,7.263,7.125,0.001,3.718,3.718,-3.545
25,48,0.1440,left_thigh,0.0570,2565.00,-9.349,7.125,0.000,-16.795,-16.795,-7.446
25,48,0.1440,left_foot,0.0099,2137.50,2.382,11.875,0.328,-5.860,-6.628,-7.737
25,49,0.1470,abdomen,0.0494,1852.50,7.727,7.125,-0.061,2.531,2.531,-5.196
25,49,0.1470,thorax,0.0498,1852.50,7.203,7.125,0.001,3.797,3.797,-3.406
25,49,0.1470,left_thigh,0.0569,2565.00,-9.330,7.125,0.000,-17.167,-17.167,-7.838
25,49,0.1470,left_foot,0.0154,2137.50,3.391,11.875,0.303,-5.988,-4.464,-7.855
25,50,0.1500,abdomen,0.0486,1852.50,7.632,7.125,-0.059,2.584,2.584,-5.048
