hold_tick,com_ap,com_speed,support_min,support_max,cop_ap,contacts,pelvis_y,ankle_dorsiflexion_deg,ankle_proximity,trunk_incl_deg
0,-0.0199,0.0174,-0.1547,0.1353,-0.0357,8,0.5923,28.42,0.632,47.45
5,-0.0203,0.0094,-0.1547,0.1353,-0.0356,8,0.5765,28.72,0.638,47.83
10,-0.0202,0.0116,-0.1547,0.1353,-0.0557,8,0.5622,29.10,0.647,48.19
15,-0.0190,0.0375,-0.1547,0.1353,-0.0650,8,0.5516,29.53,0.656,48.62
20,-0.0161,0.0692,-0.1547,0.1353,-0.0621,8,0.5456,29.92,0.665,49.16
25,-0.0117,0.1015,-0.1547,0.1353,-0.0575,8,0.5438,30.37,0.675,49.84
30,-0.0056,0.1337,-0.1547,0.1353,-0.0511,8,0.5451,30.92,0.687,50.61
35,0.0020,0.1651,-0.1547,0.1353,-0.0431,8,0.5484,31.62,0.703,51.46
40,0.0111,0.1950,-0.1547,0.1353,-0.0340,8,0.5528,32.45,0.721,52.40
45,0.0217,0.2234,-0.1547,0.1353,-0.0242,8,0.5575,33.43,0.743,53.43
50,0.0337,0.2509,-0.1547,0.1353,-0.0139,8,0.5622,34.55,0.768,54.60
55,0.0470,0.2782,-0.1547,0.1353,-0.0032,8,0.5668,35.78,0.795,55.94
60,0.0617,0.3063,-0.1547,0.1353,0.0079,8,0.5711,37.14,0.825,57.47
65,0.0779,0.3360,-0.1547,0.1353,0.0197,8,0.5753,38.62,0.858,59.24
70,0.0955,0.3681,-0.1547,0.1353,0.0327,8,0.5793,40.24,0.894,61.25
75,0.1149,0.4029,-0.1547,0.1353,0.0472,8,0.5832,41.99,0.933,63.52
80,0.1360,0.4405,-0.1547,0.1353,0.0636,8,0.5870,43.92,0.976,66.06
85,0.1591,0.4809,-0.1547,0.1353,0.0878,8,0.5907,46.01,1.000,68.90
90,0.1837,0.4950,-0.1557,0.1353,0.1347,8,0.5979,46.54,1.000,72.31
95,0.2093,0.5263,-0.1556,0.1351,0.1346,8,0.6081,46.60,1.000,76.09
100,0.2372,0.5850,0.1338,0.1349,0.1343,4,0.6181,46.74,1.000,79.94
105,0.2688,0.6658,-0.0080,0.1347,0.1340,8,0.6274,46.92,1.000,83.84
110,0.3050,0.7671,0.1327,0.1344,0.1336,4,0.6353,47.16,1.000,87.84
115,0.3469,0.8895,0.0605,0.1343,0.1329,8,0.6410,47.49,1.000,92.00
120,0.3954,1.0307,0.1297,0.1344,0.1325,4,0.6427,47.89,1.000,96.37
125,0.4514,1.1850,0.0907,0.1347,0.1319,8,0.6381,48.18,1.000,101.00
130,0.5152,1.3414,0.1012,0.1349,0.1320,6,0.6238,48.30,1.000,105.92
135,0.5863,1.4813,0.1049,0.1339,0.1317,8,0.5954,47.89,1.000,111.17
140,0.6634,1.5806,0.1240,0.1521,0.1312,8,0.5485,46.98,1.000,116.77
145,0.7427,1.3288,0.1246,0.1642,0.1288,8,0.4920,44.49,0.989,116.79
150,0.7805,0.5993,0.1248,0.1748,0.1276,8,0.4742,41.39,0.920,113.35
155,0.8117,0.6555,0.1247,0.1891,0.1268,8,0.4586,37.52,0.834,115.26
160,0.8393,0.3272,0.8393,0.8393,NaN,0,0.4512,31.61,0.702,116.31
165,0.8427,0.0529,0.0943,0.0980,NaN,4,0.4531,29.15,0.648,115.85
170,0.8365,0.1577,0.0821,0.1497,NaN,8,0.4561,27.56,0.612,116.60
175,0.8281,0.1628,0.0705,0.1814,0.0789,8,0.4589,25.15,0.559,117.62
180,0.8218,0.0910,0.0670,0.1814,0.0730,8,0.4599,25.35,0.563,118.32
185,0.8194,0.0293,0.0670,0.1814,0.0694,8,0.4602,25.30,0.562,118.59
190,0.8191,0.0149,0.0670,0.1778,0.0686,8,0.4603,24.41,0.543,118.62
195,0.8194,0.0122,0.0670,0.1702,0.0670,8,0.4604,23.84,0.530,118.58
200,0.8199,0.0125,0.0534,0.1643,0.0635,8,0.4605,23.05,0.512,118.53
205,0.8204,0.0054,0.0460,0.1643,0.0637,8,0.4606,22.58,0.502,118.48
210,0.8206,0.0007,0.0387,0.1643,0.0635,8,0.4606,22.28,0.495,118.46
215,0.8205,0.0066,0.0325,0.1590,0.0580,8,0.4607,21.90,0.487,118.47
220,0.8204,0.0066,0.0264,0.1590,0.0574,8,0.4608,21.39,0.475,118.50
225,0.8202,0.0048,0.0264,0.1494,NaN,8,0.4610,19.20,0.427,118.53
230,0.8200,0.0044,0.0264,0.1432,NaN,8,0.4611,18.22,0.405,118.56
235,0.8201,0.0071,0.0370,0.1432,0.0415,8,0.4611,18.53,0.412,118.56
240,0.8201,0.0079,0.0370,0.1432,NaN,8,0.4611,17.29,0.384,118.57
245,0.8201,0.0088,0.0370,0.1432,NaN,8,0.4611,17.68,0.393,118.56
249,0.8202,0.0087,0.0415,0.1443,0.0415,8,0.4611,18.04,0.401,118.56
