tick,joint,actual_x_deg,applied_target_x_deg,nominal_x_deg,tracking_err_deg,command_offset_deg,reference_dev_deg,limit_proximity,demand,solver_torque_nm,max_force_nm
44,right_foot,-3.74,0.82,-5.48,4.56,5.02,1.74,0.083,0.029,2.3,1710.0
44,left_shank,9.57,16.95,16.95,7.38,0.00,7.38,0.066,0.051,4.7,2052.0
44,right_shank,9.82,16.95,16.95,7.13,0.00,7.13,0.068,0.050,0.8,2052.0
44,left_thigh,-8.47,-15.68,-15.68,7.22,0.00,7.22,0.071,0.056,0.0,2052.0
44,right_thigh,-8.59,-15.68,-15.68,7.09,0.00,7.09,0.072,0.055,0.0,2052.0
44,abdomen,0.16,2.32,2.32,2.24,0.00,2.24,0.004,0.016,0.0,1482.0
44,thorax,0.63,3.48,3.48,2.85,0.00,2.85,0.013,0.023,0.0,1482.0
46,left_foot,-3.87,0.44,-5.73,4.32,4.90,1.86,0.086,0.028,3.1,1710.0
46,right_foot,-4.00,0.44,-5.73,4.44,4.90,1.74,0.089,0.028,2.3,1710.0
46,left_shank,10.39,17.75,17.75,7.36,0.00,7.36,0.072,0.051,4.7,2052.0
46,right_shank,10.65,17.75,17.75,7.10,0.00,7.10,0.073,0.050,0.8,2052.0
46,left_thigh,-9.21,-16.42,-16.42,7.22,0.00,7.22,0.077,0.056,0.0,2052.0
46,right_thigh,-9.34,-16.42,-16.42,7.08,0.00,7.08,0.078,0.055,0.0,2052.0
46,abdomen,0.37,2.43,2.43,2.14,0.00,2.14,0.008,0.015,0.0,1482.0
46,thorax,0.85,3.64,3.64,2.79,0.00,2.79,0.017,0.022,0.0,1482.0
48,left_foot,-4.13,0.19,-5.99,4.32,4.90,1.86,0.092,0.028,3.1,1710.0
48,right_foot,-4.26,0.19,-5.99,4.45,4.90,1.73,0.095,0.028,2.3,1710.0
48,left_shank,11.22,18.55,18.55,7.33,0.00,7.33,0.077,0.051,4.6,2052.0
48,right_shank,11.49,18.55,18.55,7.06,0.00,7.06,0.079,0.049,0.8,2052.0
48,left_thigh,-9.96,-17.17,-17.17,7.21,0.00,7.21,0.083,0.055,0.0,2052.0
48,right_thigh,-10.09,-17.17,-17.17,7.07,0.00,7.07,0.084,0.055,0.0,2052.0
48,abdomen,0.59,2.53,2.53,2.03,0.00,2.03,0.013,0.013,0.0,1482.0
48,thorax,1.08,3.80,3.80,2.72,0.00,2.72,0.022,0.021,0.0,1482.0
50,left_foot,-4.39,-0.07,-6.24,4.33,4.90,1.85,0.098,0.028,3.0,1710.0
50,right_foot,-4.52,-0.07,-6.24,4.46,4.90,1.72,0.101,0.029,2.3,1710.0
50,left_shank,12.06,19.35,19.35,7.29,0.00,7.29,0.083,0.050,4.6,2052.0
50,right_shank,12.34,19.35,19.35,7.01,0.00,7.01,0.085,0.049,0.7,2052.0
50,left_thigh,-10.71,-17.91,-17.91,7.20,0.00,7.20,0.089,0.055,0.0,2052.0
50,right_thigh,-10.86,-17.91,-17.91,7.05,0.00,7.05,0.090,0.054,0.0,2052.0
50,abdomen,0.81,2.64,2.64,1.92,0.00,1.92,0.018,0.012,0.0,1482.0
50,thorax,1.31,3.95,3.95,2.64,0.00,2.64,0.026,0.020,0.0,1482.0
52,left_foot,-4.66,-0.32,-6.49,4.34,4.90,1.84,0.103,0.028,3.0,1710.0
52,right_foot,-4.79,-0.32,-6.49,4.47,4.90,1.71,0.106,0.029,2.2,1710.0
52,left_shank,12.91,20.15,20.15,7.24,0.00,7.24,0.089,0.050,4.6,2052.0
52,right_shank,13.19,20.15,20.15,6.95,0.00,6.95,0.091,0.048,0.7,2052.0
52,left_thigh,-11.48,-18.66,-18.66,7.18,0.00,7.18,0.096,0.055,0.0,2052.0
52,right_thigh,-11.63,-18.66,-18.66,7.03,0.00,7.03,0.097,0.054,0.0,2052.0
52,abdomen,1.03,2.74,2.74,1.80,0.00,1.81,0.023,0.011,0.0,1482.0
52,thorax,1.54,4.11,4.11,2.57,0.00,2.57,0.031,0.019,0.0,1482.0
54,left_foot,-4.92,-0.57,-6.74,4.35,4.90,1.83,0.109,0.028,2.9,1710.0
54,right_foot,-5.06,-0.57,-6.74,4.49,4.90,1.69,0.112,0.029,2.2,1710.0
54,left_shank,13.76,20.95,20.95,7.18,0.00,7.18,0.095,0.049,4.5,2052.0
54,right_shank,14.06,20.95,20.95,6.89,0.00,6.89,0.097,0.047,0.7,2052.0
54,left_thigh,-12.25,-19.41,-19.41,7.16,0.00,7.16,0.102,0.054,0.0,2052.0
54,right_thigh,-12.41,-19.41,-19.41,7.00,0.00,7.00,0.103,0.053,0.0,2052.0
54,abdomen,1.25,2.84,2.84,1.69,0.00,1.69,0.028,0.010,0.0,1482.0
54,thorax,1.78,4.26,4.26,2.48,0.00,2.48,0.036,0.018,0.0,1482.0
56,left_foot,-5.19,-0.83,-6.99,4.37,4.90,1.81,0.115,0.028,2.9,1710.0
56,right_foot,-5.33,-0.83,-6.99,4.51,4.90,1.67,0.118,0.029,2.1,1710.0
56,left_shank,14.62,21.74,21.74,7.12,0.00,7.12,0.101,0.048,4.5,2052.0
56,right_shank,14.93,21.74,21.74,6.81,0.00,6.81,0.103,0.047,0.7,2052.0
56,left_thigh,-13.02,-20.16,-20.16,7.13,0.00,7.13,0.109,0.054,0.0,2052.0
56,right_thigh,-13.19,-20.16,-20.16,6.96,0.00,6.96,0.110,0.053,0.0,2052.0
56,abdomen,1.48,2.94,2.94,1.57,0.00,1.58,0.033,0.008,0.0,1482.0
56,thorax,2.01,4.41,4.41,2.40,0.00,2.40,0.040,0.017,0.0,1482.0
58,left_foot,-5.46,-1.07,-7.24,4.39,4.90,1.79,0.121,0.029,2.8,1710.0
58,right_foot,-5.60,-1.07,-7.24,4.53,4.90,1.65,0.124,0.029,2.1,1710.0
58,left_shank,15.49,22.54,22.54,7.05,0.00,7.05,0.107,0.048,4.5,2052.0
58,right_shank,15.80,22.54,22.54,6.74,0.00,6.74,0.109,0.046,0.6,2052.0
58,left_thigh,-13.80,-20.91,-20.91,7.10,0.00,7.10,0.115,0.054,0.0,2052.0
58,right_thigh,-13.98,-20.91,-20.91,6.93,0.00,6.93,0.116,0.053,0.0,2052.0
58,abdomen,1.71,3.04,3.04,1.45,0.00,1.46,0.038,0.007,0.0,1482.0
58,thorax,2.25,4.55,4.55,2.30,0.00,2.31,0.045,0.016,0.0,1482.0
60,left_foot,-5.73,-1.32,-7.49,4.41,4.90,1.76,0.127,0.029,2.8,1710.0
60,right_foot,-5.87,-1.32,-7.49,4.56,4.90,1.62,0.130,0.030,2.0,1710.0
60,left_shank,16.36,23.34,23.34,6.98,0.00,6.98,0.113,0.047,4.4,2052.0
60,right_shank,16.69,23.34,23.34,6.65,0.00,6.65,0.115,0.045,0.6,2052.0
60,left_thigh,-14.59,-21.66,-21.66,7.07,0.00,7.07,0.122,0.053,0.0,2052.0
60,right_thigh,-14.77,-21.66,-21.66,6.89,0.00,6.89,0.123,0.052,0.0,2052.0
60,abdomen,1.94,3.13,3.13,1.32,0.00,1.34,0.043,0.006,0.0,1482.0
60,thorax,2.49,4.70,4.70,2.21,0.00,2.21,0.050,0.015,0.0,1482.0
62,left_foot,-6.00,-1.56,-7.73,4.44,4.90,1.74,0.133,0.029,2.7,1710.0
62,right_foot,-6.15,-1.56,-7.73,4.59,4.90,1.59,0.137,0.030,1.9,1710.0
62,left_shank,17.23,24.13,24.13,6.90,0.00,6.90,0.119,0.047,4.4,2052.0
62,right_shank,17.57,24.13,24.13,6.56,0.00,6.56,0.121,0.045,0.6,2052.0
62,left_thigh,-15.38,-22.41,-22.41,7.03,0.00,7.03,0.128,0.053,0.0,2052.0
62,right_thigh,-15.57,-22.41,-22.41,6.84,0.00,6.84,0.130,0.052,0.0,2052.0
62,abdomen,2.17,3.22,3.22,1.20,0.00,1.22,0.048,0.005,0.0,1482.0
62,thorax,2.72,4.84,4.84,2.11,0.00,2.12,0.054,0.014,0.0,1482.0
64,left_foot,-6.27,-1.80,-7.97,4.47,4.90,1.70,0.139,0.029,2.6,1710.0
64,right_foot,-6.42,-1.80,-7.97,4.62,4.90,1.55,0.143,0.030,1.9,1710.0
64,left_shank,18.11,24.92,24.92,6.82,0.00,6.82,0.125,0.046,4.3,2052.0
64,right_shank,18.46,24.92,24.92,6.46,0.00,6.46,0.127,0.044,0.5,2052.0
64,left_thigh,-16.17,-23.16,-23.16,6.99,0.00,6.99,0.135,0.052,0.0,2052.0
64,right_thigh,-16.37,-23.16,-23.16,6.79,0.00,6.79,0.136,0.051,0.0,2052.0
64,abdomen,2.40,3.31,3.31,1.08,0.00,1.10,0.053,0.004,0.0,1482.0
64,thorax,2.96,4.97,4.97,2.01,0.00,2.02,0.059,0.013,0.0,1482.0
66,left_foot,-6.54,-2.04,-8.21,4.50,4.90,1.67,0.145,0.030,2.6,1710.0
66,right_foot,-6.70,-2.04,-8.21,4.66,4.90,1.51,0.149,0.031,1.8,1710.0
66,left_shank,18.98,25.71,25.71,6.73,0.00,6.73,0.131,0.045,4.3,2052.0
66,right_shank,19.35,25.71,25.71,6.36,0.00,6.36,0.133,0.043,0.5,2052.0
66,left_thigh,-16.96,-23.91,-23.91,6.94,0.00,6.94,0.141,0.052,0.0,2052.0
66,right_thigh,-17.17,-23.91,-23.91,6.74,0.00,6.74,0.143,0.051,0.0,2052.0
66,abdomen,2.63,3.40,3.40,0.96,0.00,0.98,0.058,0.004,0.0,1482.0
66,thorax,3.19,5.10,5.10,1.91,0.00,1.91,0.064,0.012,0.0,1482.0
68,left_foot,-6.81,-2.28,-8.44,4.54,4.90,1.63,0.151,0.030,2.5,1710.0
68,right_foot,-6.97,-2.28,-8.44,4.70,4.90,1.47,0.155,0.031,1.7,1710.0
68,left_shank,19.86,26.50,26.50,6.63,0.00,6.63,0.137,0.044,4.2,2052.0
68,right_shank,20.24,26.50,26.50,6.26,0.00,6.26,0.140,0.042,0.5,2052.0
68,left_thigh,-17.76,-24.66,-24.66,6.90,0.00,6.90,0.148,0.051,0.0,2052.0
68,right_thigh,-17.97,-24.66,-24.66,6.68,0.00,6.69,0.150,0.050,0.0,2052.0
68,abdomen,2.86,3.49,3.49,0.85,0.00,0.87,0.064,0.004,0.0,1482.0
68,thorax,3.43,5.23,5.23,1.80,0.00,1.81,0.069,0.011,0.0,1482.0
70,left_foot,-7.08,-2.51,-8.67,4.58,4.90,1.59,0.157,0.030,2.4,1710.0
70,right_foot,-7.25,-2.51,-8.67,4.75,4.90,1.42,0.161,0.031,1.6,1710.0
70,left_shank,20.75,27.28,27.28,6.53,0.00,6.53,0.143,0.043,4.1,2052.0
70,right_shank,21.13,27.28,27.28,6.15,0.00,6.15,0.146,0.041,0.4,2052.0
70,left_thigh,-18.56,-25.41,-25.41,6.85,0.00,6.85,0.155,0.051,0.0,2052.0
70,right_thigh,-18.78,-25.41,-25.41,6.63,0.00,6.63,0.156,0.050,0.0,2052.0
70,abdomen,3.09,3.57,3.57,0.74,0.00,0.77,0.069,0.005,0.0,1482.0
70,thorax,3.66,5.35,5.35,1.69,0.00,1.70,0.073,0.009,0.0,1482.0
72,left_foot,-7.36,-2.74,-8.90,4.63,4.90,1.54,0.163,0.031,2.3,1710.0
72,right_foot,-7.53,-2.74,-8.90,4.80,4.90,1.37,0.167,0.032,1.5,1710.0
72,left_shank,21.63,28.06,28.06,6.43,0.00,6.43,0.149,0.043,4.1,2052.0
72,right_shank,22.03,28.06,28.06,6.03,0.00,6.03,0.152,0.041,0.4,2052.0
72,left_thigh,-19.36,-26.16,-26.16,6.79,0.00,6.79,0.161,0.050,0.0,2052.0
72,right_thigh,-19.59,-26.16,-26.16,6.57,0.00,6.57,0.163,0.049,0.0,2052.0
72,abdomen,3.31,3.65,3.65,0.65,0.00,0.69,0.074,0.006,0.0,1482.0
72,thorax,3.89,5.47,5.47,1.58,0.00,1.59,0.078,0.009,0.0,1482.0
74,left_foot,-7.63,-2.96,-9.12,4.67,4.90,1.49,0.170,0.031,2.2,1710.0
74,right_foot,-7.81,-2.96,-9.12,4.85,4.90,1.31,0.173,0.032,1.4,1710.0
74,left_shank,22.51,28.83,28.83,6.32,0.00,6.32,0.155,0.042,4.0,2052.0
74,right_shank,22.92,28.83,28.83,5.91,0.00,5.91,0.158,0.039,0.4,2052.0
74,left_thigh,-20.17,-26.90,-26.90,6.74,0.00,6.74,0.168,0.050,0.0,2052.0
74,right_thigh,-20.40,-26.90,-26.90,6.50,0.00,6.50,0.170,0.049,0.0,2052.0
74,abdomen,3.54,3.72,3.72,0.59,0.00,0.63,0.079,0.007,0.0,1482.0
74,thorax,4.12,5.58,5.58,1.47,0.00,1.47,0.082,0.007,0.0,1482.0
76,left_foot,-7.90,-3.18,-9.34,4.72,4.90,1.44,0.176,0.032,2.1,1710.0
76,right_foot,-8.08,-3.18,-9.34,4.91,4.90,1.26,0.180,0.033,1.3,1710.0
76,left_shank,23.39,29.60,29.60,6.21,0.00,6.21,0.161,0.041,3.9,2052.0
76,right_shank,23.81,29.60,29.60,5.79,0.00,5.79,0.164,0.039,0.4,2052.0
76,left_thigh,-20.97,-27.65,-27.65,6.68,0.00,6.68,0.175,0.049,0.0,2052.0
76,right_thigh,-21.21,-27.65,-27.65,6.44,0.00,6.44,0.177,0.048,0.0,2052.0
76,abdomen,3.76,3.80,3.80,0.55,0.00,0.60,0.084,0.008,0.0,1482.0
76,thorax,4.34,5.69,5.69,1.35,0.00,1.35,0.087,0.006,0.0,1482.0
78,left_foot,-8.17,-3.40,-9.55,4.78,4.90,1.38,0.182,0.032,2.0,1710.0
78,right_foot,-8.36,-3.40,-9.55,4.97,4.90,1.19,0.186,0.033,1.2,1710.0
78,left_shank,24.27,30.36,30.36,6.09,0.00,6.09,0.167,0.040,3.8,2052.0
78,right_shank,24.71,30.36,30.36,5.65,0.00,5.65,0.170,0.038,0.3,2052.0
78,left_thigh,-21.78,-28.39,-28.39,6.62,0.00,6.62,0.181,0.049,0.0,2052.0
78,right_thigh,-22.02,-28.39,-28.39,6.37,0.00,6.37,0.184,0.047,0.0,2052.0
78,abdomen,3.99,3.86,3.86,0.56,0.00,0.61,0.089,0.010,0.0,1482.0
78,thorax,4.57,5.79,5.79,1.23,0.00,1.23,0.091,0.005,0.0,1482.0
80,left_foot,-8.44,-3.61,-9.76,4.84,4.90,1.32,0.188,0.033,1.9,1710.0
80,right_foot,-8.64,-3.61,-9.76,5.03,4.90,1.13,0.192,0.034,1.1,1710.0
80,left_shank,25.15,31.12,31.12,5.97,0.00,5.97,0.173,0.039,3.8,2052.0
80,right_shank,25.60,31.12,31.12,5.52,0.00,5.52,0.177,0.036,0.3,2052.0
80,left_thigh,-22.58,-29.14,-29.14,6.55,0.00,6.55,0.188,0.048,0.0,2052.0
80,right_thigh,-22.84,-29.14,-29.14,6.30,0.00,6.30,0.190,0.047,0.0,2052.0
80,abdomen,4.21,3.93,3.93,0.61,0.00,0.66,0.093,0.011,0.0,1482.0
80,thorax,4.79,5.89,5.89,1.10,0.00,1.11,0.096,0.003,0.0,1482.0
82,left_foot,-8.71,-3.82,-9.97,4.90,4.91,1.25,0.194,0.033,1.8,1710.0
82,right_foot,-8.91,-3.82,-9.97,5.10,4.91,1.06,0.198,0.034,1.0,1710.0
82,left_shank,26.03,31.87,31.87,5.84,0.00,5.84,0.180,0.038,3.7,2052.0
82,right_shank,26.49,31.87,31.87,5.38,0.00,5.38,0.183,0.036,0.3,2052.0
82,left_thigh,-23.39,-29.88,-29.88,6.49,0.00,6.49,0.195,0.048,0.0,2052.0
82,right_thigh,-23.65,-29.88,-29.88,6.22,0.00,6.23,0.197,0.046,0.0,2052.0
82,abdomen,4.42,3.99,3.99,0.69,0.00,0.74,0.098,0.012,0.0,1482.0
82,thorax,5.00,5.98,5.98,0.98,0.00,0.98,0.100,0.002,0.0,1482.0
84,left_foot,-8.98,-4.19,-10.17,4.80,4.74,1.19,0.200,0.032,1.7,1710.0
84,right_foot,-9.18,-4.19,-10.17,5.00,4.74,0.99,0.204,0.033,0.9,1710.0
84,left_shank,26.90,32.64,32.64,5.74,0.00,5.74,0.185,0.039,3.6,2052.0
84,right_shank,27.37,32.64,32.64,5.27,0.00,5.27,0.189,0.036,0.4,2052.0
84,left_thigh,-24.19,-30.63,-30.63,6.45,0.00,6.45,0.202,0.049,0.0,2052.0
84,right_thigh,-24.46,-30.63,-30.63,6.18,0.00,6.18,0.204,0.047,0.0,2052.0
84,abdomen,4.64,4.05,4.05,0.80,0.00,0.84,0.103,0.014,0.0,1482.0
84,thorax,5.22,6.07,6.07,0.85,0.00,0.86,0.104,0.001,0.0,1482.0
86,left_foot,-9.25,-4.39,-10.38,4.86,4.74,1.13,0.205,0.032,1.6,1710.0
86,right_foot,-9.45,-4.39,-10.38,5.07,4.74,0.92,0.210,0.034,0.8,1710.0
86,left_shank,27.76,33.41,33.41,5.66,0.00,5.66,0.191,0.039,3.5,2052.0
86,right_shank,28.24,33.41,33.41,5.17,0.00,5.17,0.195,0.037,0.4,2052.0
86,left_thigh,-24.98,-31.40,-31.40,6.42,0.00,6.42,0.208,0.050,0.0,2052.0
86,right_thigh,-25.26,-31.40,-31.40,6.14,0.00,6.14,0.210,0.048,0.0,2052.0
86,abdomen,4.85,4.10,4.10,0.92,0.00,0.96,0.108,0.015,0.0,1482.0
86,thorax,5.42,6.15,6.15,0.73,0.00,0.74,0.108,0.000,0.0,1482.0
88,left_foot,-9.50,-4.60,-10.59,4.91,4.74,1.09,0.211,0.032,1.6,1710.0
88,right_foot,-9.71,-4.60,-10.59,5.12,4.74,0.87,0.216,0.034,0.7,1710.0
88,left_shank,28.59,34.22,34.22,5.63,0.00,5.63,0.197,0.040,3.5,2052.0
88,right_shank,29.09,34.22,34.22,5.13,0.00,5.13,0.201,0.037,0.4,2052.0
88,left_thigh,-25.75,-32.20,-32.20,6.45,0.00,6.45,0.215,0.051,0.0,2052.0
88,right_thigh,-26.04,-32.20,-32.20,6.16,0.00,6.17,0.217,0.049,0.0,2052.0
88,abdomen,5.07,4.16,4.16,1.05,0.00,1.09,0.113,0.017,0.0,1482.0
88,thorax,5.63,6.24,6.24,0.61,0.00,0.62,0.113,0.001,0.0,1482.0
90,left_foot,-9.75,-4.81,-10.80,4.95,4.74,1.05,0.217,0.032,1.4,1710.0
90,right_foot,-9.97,-4.81,-10.80,5.17,4.74,0.83,0.222,0.033,0.6,1710.0
90,left_shank,29.42,35.04,35.04,5.62,0.00,5.62,0.203,0.042,3.4,2052.0
90,right_shank,29.93,35.04,35.04,5.11,0.00,5.11,0.206,0.039,0.5,2052.0
90,left_thigh,-26.52,-33.02,-33.02,6.50,0.00,6.51,0.221,0.054,0.0,2052.0
90,right_thigh,-26.81,-33.02,-33.02,6.21,0.00,6.21,0.223,0.052,0.0,2052.0
90,abdomen,5.28,4.21,4.21,1.18,0.00,1.22,0.117,0.018,0.0,1482.0
90,thorax,5.82,6.32,6.32,0.50,0.00,0.51,0.116,0.002,0.0,1482.0
92,left_foot,-10.00,-5.16,-11.02,4.86,4.61,1.01,0.222,0.032,1.3,1710.0
92,right_foot,-10.23,-5.16,-11.02,5.08,4.61,0.79,0.227,0.033,0.4,1710.0
92,left_shank,30.24,35.88,35.88,5.64,0.00,5.64,0.209,0.042,3.3,2052.0
92,right_shank,30.76,35.88,35.88,5.11,0.00,5.11,0.212,0.039,0.6,2052.0
92,left_thigh,-27.29,-33.86,-33.86,6.57,0.00,6.58,0.227,0.053,0.0,2052.0
92,right_thigh,-27.59,-33.86,-33.86,6.27,0.00,6.27,0.230,0.052,0.0,2052.0
92,abdomen,5.47,4.27,4.27,1.31,0.00,1.34,0.122,0.019,0.0,1482.0
92,thorax,6.01,6.40,6.40,0.39,0.00,0.40,0.120,0.002,0.0,1482.0
94,left_foot,-10.26,-5.37,-11.24,4.89,4.62,0.98,0.228,0.031,1.2,1710.0
94,right_foot,-10.48,-5.37,-11.24,5.11,4.62,0.75,0.233,0.033,0.3,1710.0
94,left_shank,31.06,36.74,36.74,5.68,0.00,5.68,0.214,0.043,3.2,2052.0
94,right_shank,31.59,36.74,36.74,5.14,0.00,5.14,0.218,0.040,0.6,2052.0
94,left_thigh,-28.06,-34.73,-34.73,6.67,0.00,6.67,0.234,0.056,0.0,2052.0
94,right_thigh,-28.37,-34.73,-34.73,6.36,0.00,6.36,0.236,0.054,0.0,2052.0
94,abdomen,5.66,4.32,4.32,1.44,0.00,1.46,0.126,0.020,0.0,1482.0
94,thorax,6.19,6.48,6.48,0.29,0.00,0.30,0.124,0.003,0.0,1482.0
96,left_foot,-10.51,-6.23,-11.46,4.29,4.84,0.94,0.234,0.028,1.0,1710.0
96,right_foot,-10.75,-6.23,-11.46,4.52,4.84,0.71,0.239,0.029,0.2,1710.0
96,left_shank,31.88,37.61,37.61,5.73,0.00,5.73,0.220,0.044,3.0,2052.0
96,right_shank,32.43,37.61,37.61,5.18,0.00,5.18,0.224,0.041,0.7,2052.0
96,left_thigh,-28.84,-35.60,-35.60,6.77,0.16,6.77,0.240,0.057,0.0,2052.0
96,right_thigh,-29.15,-35.60,-35.60,6.45,0.16,6.45,0.243,0.055,0.0,2052.0
96,abdomen,5.84,4.37,4.37,1.55,0.00,1.58,0.130,0.020,0.0,1482.0
96,thorax,6.36,6.56,6.56,0.19,0.00,0.22,0.127,0.004,0.0,1482.0
98,left_foot,-10.78,-6.23,-11.68,4.56,4.84,0.91,0.240,0.030,1.0,1710.0
98,right_foot,-11.01,-6.23,-11.68,4.79,4.84,0.67,0.245,0.031,0.1,1710.0
98,left_shank,32.72,38.51,38.51,5.79,0.00,5.79,0.226,0.044,2.9,2052.0
98,right_shank,33.28,38.51,38.51,5.23,0.00,5.23,0.229,0.041,0.8,2052.0
98,left_thigh,-29.62,-36.51,-36.51,6.89,0.17,6.90,0.247,0.058,0.0,2052.0
98,right_thigh,-29.94,-36.51,-36.51,6.57,0.17,6.57,0.249,0.056,0.0,2052.0
98,abdomen,6.02,4.42,4.42,1.67,0.00,1.69,0.134,0.021,0.0,1482.0
98,thorax,6.53,6.63,6.63,0.00,0.00,0.00,0.131,0.004,0.0,1482.0
100,left_foot,-11.04,-6.23,-11.91,4.82,4.84,0.87,0.245,0.031,1.0,1710.0
100,right_foot,-11.28,-6.23,-11.91,5.06,4.84,0.63,0.251,0.033,0.2,1710.0
100,left_shank,33.56,39.42,39.42,5.86,0.00,5.86,0.231,0.045,2.9,2052.0
100,right_shank,34.13,39.42,39.42,5.29,0.00,5.29,0.235,0.042,0.8,2052.0
100,left_thigh,-30.41,-37.43,-37.43,7.01,0.17,7.02,0.253,0.060,0.0,2052.0
100,right_thigh,-30.74,-37.43,-37.43,6.68,0.17,6.68,0.256,0.058,0.0,2052.0
100,abdomen,6.19,4.47,4.47,1.78,0.00,1.81,0.138,0.022,0.0,1482.0
100,thorax,6.69,6.71,6.71,0.00,0.00,0.00,0.134,0.005,0.0,1482.0
102,left_foot,-11.31,-6.80,-12.14,4.52,4.24,0.83,0.251,0.030,0.9,1710.0
102,right_foot,-11.55,-6.80,-12.14,4.76,4.24,0.59,0.257,0.031,0.4,1710.0
102,left_shank,34.42,40.34,40.34,5.92,0.00,5.92,0.237,0.045,2.7,2052.0
102,right_shank,35.00,40.34,40.34,5.34,0.00,5.34,0.241,0.042,0.9,2052.0
102,left_thigh,-31.23,-38.36,-38.36,7.13,0.18,7.14,0.260,0.060,0.0,2052.0
102,right_thigh,-31.56,-38.36,-38.36,6.80,0.18,6.80,0.263,0.058,0.0,2052.0
102,abdomen,6.35,4.52,4.52,1.89,0.00,1.92,0.141,0.023,0.0,1482.0
102,thorax,6.84,6.78,6.78,0.00,0.00,0.00,0.137,0.005,0.0,1482.0
104,left_foot,-11.58,-6.88,-12.37,4.72,4.24,0.79,0.257,0.031,0.8,1710.0
104,right_foot,-11.83,-6.88,-12.37,4.96,4.24,0.54,0.263,0.032,0.5,1710.0
104,left_shank,35.29,41.28,41.28,5.99,0.00,5.99,0.243,0.046,2.6,2052.0
104,right_shank,35.87,41.28,41.28,5.40,0.00,5.40,0.247,0.043,1.0,2052.0
104,left_thigh,-32.05,-39.31,-39.31,7.26,0.19,7.26,0.267,0.061,0.0,2052.0
104,right_thigh,-32.39,-39.31,-39.31,6.92,0.19,6.92,0.270,0.059,0.0,2052.0
104,abdomen,6.51,4.57,4.57,1.99,0.00,2.02,0.145,0.024,0.0,1482.0
104,thorax,6.99,6.86,6.86,0.00,0.00,0.16,0.140,0.006,0.0,1482.0
106,left_foot,-11.87,-7.46,-12.60,4.41,4.39,0.74,0.264,0.029,0.8,1710.0
106,right_foot,-12.12,-7.46,-12.60,4.66,4.39,0.49,0.269,0.031,0.6,1710.0
106,left_shank,36.17,42.23,42.23,6.06,0.00,6.06,0.249,0.047,2.5,2052.0
106,right_shank,36.77,42.23,42.23,5.46,0.00,5.46,0.254,0.043,1.1,2052.0
106,left_thigh,-32.90,-40.27,-40.27,7.38,0.18,7.38,0.274,0.062,0.0,2052.0
106,right_thigh,-33.24,-40.27,-40.27,7.03,0.18,7.03,0.277,0.060,0.0,2052.0
106,abdomen,6.66,4.62,4.62,2.09,0.00,2.11,0.148,0.024,0.0,1482.0
106,thorax,7.13,6.93,6.93,0.20,0.00,0.22,0.143,0.006,0.0,1482.0
108,left_foot,-12.15,-7.46,-12.83,4.70,4.39,0.69,0.270,0.031,0.8,1710.0
108,right_foot,-12.41,-7.46,-12.83,4.95,4.39,0.44,0.276,0.033,0.7,1710.0
108,left_shank,37.07,43.19,43.19,6.12,0.00,6.12,0.256,0.047,2.4,2052.0
108,right_shank,37.67,43.19,43.19,5.52,0.00,5.52,0.260,0.043,1.2,2052.0
108,left_thigh,-33.75,-41.25,-41.25,7.50,0.19,7.50,0.281,0.063,0.0,2052.0
108,right_thigh,-34.10,-41.25,-41.25,7.15,0.19,7.15,0.284,0.060,0.0,2052.0
108,abdomen,6.81,4.67,4.67,2.19,0.00,2.21,0.151,0.025,0.0,1482.0
108,thorax,7.28,7.00,7.00,0.27,0.00,0.29,0.146,0.007,0.0,1482.0
110,left_foot,-12.44,-7.46,-13.07,4.99,4.39,0.64,0.276,0.033,0.9,1710.0
110,right_foot,-12.70,-7.46,-13.07,5.24,4.39,0.39,0.282,0.034,0.8,1710.0
110,left_shank,37.98,44.16,44.16,6.18,0.00,6.18,0.262,0.047,2.3,2052.0
110,right_shank,38.59,44.16,44.16,5.57,0.00,5.57,0.266,0.044,1.2,2052.0
110,left_thigh,-34.63,-42.24,-42.24,7.61,0.19,7.62,0.289,0.064,0.0,2052.0
110,right_thigh,-34.99,-42.24,-42.24,7.26,0.19,7.26,0.292,0.061,0.0,2052.0
110,abdomen,6.96,4.72,4.72,2.29,0.00,2.31,0.155,0.027,0.0,1482.0
110,thorax,7.41,7.07,7.07,0.34,0.00,0.36,0.148,0.007,0.0,1482.0
112,left_foot,-12.74,-6.98,-13.31,5.77,6.66,0.58,0.283,0.039,1.0,1710.0
112,right_foot,-13.00,-6.98,-13.31,6.03,6.66,0.33,0.289,0.041,1.1,1710.0
112,left_shank,38.91,45.14,45.14,6.23,0.00,6.23,0.268,0.047,2.1,2052.0
112,right_shank,39.53,45.14,45.14,5.61,0.00,5.61,0.273,0.043,1.4,2052.0
112,left_thigh,-35.52,-43.24,-43.24,7.72,0.19,7.73,0.296,0.064,0.0,2052.0
112,right_thigh,-35.88,-43.24,-43.24,7.37,0.19,7.37,0.299,0.062,0.0,2052.0
112,abdomen,7.10,4.76,4.76,2.38,0.00,2.40,0.158,0.026,0.0,1482.0
112,thorax,7.55,7.14,7.14,0.41,0.00,0.42,0.151,0.008,0.0,1482.0
114,left_foot,-13.04,-6.98,-13.54,6.07,6.65,0.53,0.290,0.041,1.0,1710.0
