load_kg,phase,hold_tick,posture_scale,limit_scale,posture_guard_scale,raw_ankle_deg,guarded_ankle_deg,applied_ankle_deg,raw_authority_fraction,guarded_authority_fraction,hip_blend_actual,hip_blend_from_raw,hip_offset_deg,trunk_offset_deg,posture_error_rad,posture_error_rate,limit_prox,limit_driver,com_ap,com_ref_ap,cop_desired,cop_measured,contacts
25,0.80,150,0.8356,0.1418,0.1418,31.164,4.418,4.418,2.0776,0.2946,0.0000,1.0000,0.000,0.000,0.11584,0.04353,0.8075,left_thigh,0.7821,0.1114,0.1552,0.1274,8
25,0.80,160,1.0000,0.1698,0.1698,-14.372,-2.441,-2.441,0.9581,0.1627,0.0000,0.7209,0.000,0.000,0.07302,-0.23781,0.7991,left_thigh,0.8389,0.0723,0.1117,0.1110,4
25,0.80,170,1.0000,0.1664,0.1664,-2.642,-0.440,-0.440,0.1761,0.0293,0.0000,0.0000,0.000,0.000,0.05681,-0.18421,0.8001,left_thigh,0.8348,0.0870,0.1404,0.1258,8
25,0.80,180,1.0000,0.1357,0.1357,86.775,11.779,11.779,5.7850,0.7852,0.0000,1.0000,0.000,0.000,0.04718,0.00658,0.8093,left_thigh,0.8209,0.0903,0.1559,0.0785,8
25,0.80,190,1.0000,0.1269,0.1269,86.459,10.972,10.972,5.7639,0.7315,0.0000,1.0000,0.000,0.000,0.04923,0.02136,0.8119,left_thigh,0.8187,0.0903,0.1559,0.0788,8
25,0.80,200,1.0000,0.1282,0.1282,78.925,10.115,10.115,5.2617,0.6744,0.0000,1.0000,0.000,0.000,0.05046,-0.00236,0.8116,left_thigh,0.8195,0.0796,0.1417,0.0713,8
25,0.80,210,1.0000,0.1295,0.1295,78.099,10.112,10.112,5.2066,0.6741,0.0000,1.0000,0.000,0.000,0.04979,-0.00527,0.8112,left_thigh,0.8196,0.0661,0.1361,0.0664,8
25,0.80,220,1.0000,0.1291,0.1291,79.008,10.200,10.200,5.2672,0.6800,0.0000,1.0000,0.000,0.000,0.04932,-0.00387,0.8113,left_thigh,0.8194,0.0571,0.1313,0.0608,8
25,0.80,230,1.0000,0.1288,0.1288,79.272,10.210,10.210,5.2848,0.6807,0.0000,1.0000,0.000,0.000,0.04909,-0.00097,0.8114,left_thigh,0.8191,0.0571,0.1313,0.0606,8
25,0.80,240,1.0000,0.1286,0.1286,79.116,10.175,10.175,5.2744,0.6783,0.0000,1.0000,0.000,0.000,0.04902,-0.00097,0.8114,left_thigh,0.8190,0.0541,0.1254,0.0548,8
25,0.80,249,1.0000,0.1287,0.1287,79.144,10.189,10.189,5.2763,0.6793,0.0000,1.0000,0.000,0.000,0.04899,-0.00097,0.8114,left_thigh,0.8190,0.0512,0.1254,0.0548,8
25,1.00,0,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.06913,-0.28826,0.8927,right_thigh,-1.2362,-0.3257,-0.1877,-0.1873,0
25,1.00,10,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02270,-0.35184,0.9148,right_thigh,-1.2395,-0.3257,-0.1877,-0.1873,0
25,1.00,20,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.01522,0.00785,0.9242,left_thigh,-1.2407,-0.3257,-0.1877,-0.1873,0
25,1.00,30,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.01922,0.04391,0.9278,right_thigh,-1.2411,-0.3257,-0.1877,-0.1873,0
25,1.00,40,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02204,0.01628,0.9293,right_thigh,-1.2413,-0.3257,-0.1877,-0.1873,0
25,1.00,50,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02311,0.00516,0.9298,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,60,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02353,0.00304,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,70,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02363,0.00000,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,80,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02363,0.00000,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,90,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02363,0.00000,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,100,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02363,0.00000,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,110,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02363,0.00000,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,120,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02363,0.00000,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,130,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02363,0.00000,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,140,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02363,0.00000,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,150,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02363,0.00000,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,160,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02363,0.00000,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,170,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02363,0.00000,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,180,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02363,0.00000,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,190,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02363,0.00000,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,200,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02363,0.00000,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,210,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02363,0.00000,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,220,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02363,0.00000,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,230,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02363,0.00000,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,240,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02363,0.00000,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
25,1.00,249,1.0000,0.0000,0.0000,18.407,0.000,0.000,1.2271,0.0000,0.0000,1.0000,0.000,0.000,0.02363,0.00000,0.9301,right_thigh,-1.2414,-0.3257,-0.1877,-0.1873,0
