hold_tick,com_ap,com_speed,support_min,support_max,cop_ap,contacts,pelvis_y,ankle_dorsiflexion_deg,ankle_proximity,trunk_incl_deg
0,1.2016,0.0856,1.2016,1.2016,NaN,0,0.3444,31.67,0.704,121.62
5,1.2015,0.0813,1.2015,1.2015,NaN,0,0.3472,31.20,0.693,121.72
10,1.2022,0.0923,1.2022,1.2022,NaN,0,0.3505,30.64,0.681,121.82
15,1.2031,0.0918,1.2031,1.2031,NaN,0,0.3532,30.38,0.675,121.82
20,1.2020,0.0935,1.2020,1.2020,NaN,0,0.3555,30.51,0.678,121.90
25,1.2000,0.0838,1.2000,1.2000,NaN,0,0.3562,30.63,0.681,121.95
30,1.1991,0.0529,1.1991,1.1991,NaN,0,0.3576,30.60,0.680,122.06
35,1.1986,0.0440,1.1986,1.1986,NaN,0,0.3586,30.49,0.678,122.12
40,1.1984,0.0297,1.1984,1.1984,NaN,0,0.3592,30.60,0.680,122.13
45,1.1982,0.0162,1.1982,1.1982,NaN,0,0.3596,30.58,0.679,122.15
50,1.1976,0.0121,1.1976,1.1976,NaN,0,0.3601,30.67,0.682,122.19
55,1.1968,0.0113,1.1968,1.1968,NaN,0,0.3606,30.76,0.684,122.25
60,1.1961,0.0091,1.1961,1.1961,NaN,0,0.3611,30.84,0.685,122.29
65,1.1956,0.0022,1.1956,1.1956,NaN,0,0.3613,30.89,0.686,122.32
70,1.1956,0.0037,1.1956,1.1956,NaN,0,0.3614,30.94,0.687,122.34
75,1.1957,0.0031,1.1957,1.1957,NaN,0,0.3614,30.97,0.688,122.35
80,1.1957,0.0027,1.1957,1.1957,NaN,0,0.3614,31.00,0.689,122.35
85,1.1957,0.0019,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
90,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
95,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
100,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
105,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
110,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
115,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
120,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
125,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
130,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
135,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
140,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
145,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
150,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
155,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
160,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
165,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
170,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
175,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
180,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
185,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
190,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
195,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
200,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
205,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
210,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
215,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
220,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
225,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
230,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
235,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
240,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
245,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
249,1.1957,0.0000,1.1957,1.1957,NaN,0,0.3614,31.01,0.689,122.35
